Country,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021
El Salvador,0.00274656247714184,0.00688716595546954,8.639043420718706e-4,0.00388640580637716,2.5510615508958484e-4,0.00122294538657651,low,0.0628,9.37,10809.7134
Equatorial Guinea,8.102809599323972e-4,0.00177275271063523,2.109114736781204e-4,8.060850663853464e-4,6.192244117189992e-5,2.6892714439713506e-4,low,0.0057,4.19,16821.44865
Eritrea,0,0,0,0,0,0,high,0.0024,0.39,NA
Estonia,0.02687473025015995,0.01826519009738772,0.00655706922819266,0.0061955192973021,0.00791898250736116,0.00932041919938473,mid,0.149,113,44251.5375
Eswatini,4.899405181853562e-4,0.00129559082083691,1.5853477325909052e-4,7.06860238231284e-4,4.719149828707897e-5,2.478936223231522e-4,low,0.0138,12.18,9946.040554
Ethiopia,0.02168411801047955,0.1066620328452775,0.01012327759666678,0.06814375367130766,0.00280649111628935,0.02399692544059343,low,1e-4,0.01,2588.413102
Fiji,4.133496652947689e-4,0.00107040789156829,1.3191692634194005e-4,5.88875521082092e-4,4.109565428659909e-5,2.12924516849429e-4,low,0.0069,7.7,10685.19703
Finland,0.11927569846631632,0.07602970770592697,0.02702232738362449,0.02472911440118245,0.03180070743808699,0.0359721764546644,mid,0.5937,107.59,56790.37662
France,4.609270584817725,1.1210989547073786,1.5749004286260593,0.3694491158369327,1.0780566983084443,0.5707721333038451,high,12.666,195.39,52517.33549
Gabon,0.00102848131703664,0.00217999179767717,2.565402664808224e-4,0.00100693253300104,8.116565816185774e-5,3.4401214536118455e-4,low,0.0077,3.69,18523.5798
Gambia,4.801140134259797e-4,0.00199067907226952,1.845423138020081e-4,0.00113094682972507,4.9863866801719506e-5,3.6022477182706415e-4,low,0,0.02,3503.034914
Georgia,0.00187822170752265,0.00401788951201135,4.487702784810045e-4,0.0018227407025957,1.337967075977314e-4,5.525861346646637e-4,low,0.0116,3.13,18915.6534
Germany,12.250211293109343,2.6248219641755814,6.3619905224180515,1.738160954892623,2.010769673844538,1.0446914939495566,high,30.8773,372.15,62530.76532
Ghana,0.01016312165042385,0.03202321967865873,0.00329034245080119,0.01745772772957661,9.477499064945188e-4,0.00515876241556137,low,8e-4,0.03,6607.502974
Greece,0.15739435385980735,0.10667204172648526,0.03646480244097237,0.03638944601941789,0.04571050104491853,0.05595584082672659,mid,0.8265,77.14,33531.15511
Grenada,7.357457024084402e-4,5.38697738927372e-4,1.3036725231100203e-4,1.6311915749619288e-4,1.7899576549706907e-4,2.600757644513078e-4,mid,0.0035,32.04,15298.12311
Guatemala,0.0060888528627249,0.01495342658525707,0.00141674580451433,0.00605792089643448,4.112874240144496e-4,0.00199559655619751,low,0.1624,9.22,11825.14092
Guinea,0.0023577796791906,0.00997419307344031,6.962439793396498e-4,0.00461418525180084,2.023387554535594e-4,0.00137931583269039,low,0.0032,0.23,3738.805126
Guinea-Bissau,2.731420610891675e-4,0.00147460040841232,9.48092882234472e-5,6.605064507538228e-4,2.932711194163937e-5,2.1509927291558597e-4,low,5e-4,0.25,2483.850629
Guyana,4.759801478180279e-4,9.620084407968376e-4,1.1040880306337236e-4,4.2374607223347e-4,3.28823228944277e-5,1.310037340959236e-4,low,0.0113,14.38,22865.9271
Haiti,0.00264211997342522,0.01132697283837807,0.00107276119687322,0.00667276264601784,2.9745449245049006e-4,0.00208316565425266,low,0.0263,2.34,3134.950149
Honduras,0.00269121843270496,0.00859022455586994,8.028820269830196e-4,0.00423835130509046,2.414485896816309e-4,0.00140007331320572,low,0.052,5.42,6202.980788
Hungary,0.16138573719608493,0.10721340794899584,0.03753001599871015,0.03667115224668197,0.04504712404237325,0.05320774501397048,mid,0.3639,37.29,38887.19095
Iceland,0.04746509430159769,0.01352730502888712,0.02063653007117088,0.0076790555374734,0.01117529835754043,0.00697902248867066,high,0.1455,407.54,61610.21327
India,0.5057925725903164,1.45410163106846,0.16812380104931912,0.8361469733369954,0.04923618037477582,0.27167053433227406,low,0.0645,0.05,8050.018575
Indonesia,0.12849114134020717,0.3148761810555779,0.03664092276292472,0.1672736476712693,0.0110024567243928,0.05058858229102302,low,0.2666,1,12757.07464
Iran,0.8074567979412028,0.6854028173428457,0.1951683636959879,0.2605521503275563,0.275767776858504,0.4236119405113617,mid,3.5071,42.12,12731.75358
Iraq,0.02001457454336011,0.04788531747262768,0.00612291574235018,0.02618776786021526,0.00184802028784766,0.00875223641567303,low,1e-4,0.01,12731.75358
Israel,0.4296089873993285,0.13460210520146493,0.08957012585722932,0.04124767212616077,0.04930447892072897,0.0340511184901042,high,1.8272,201.81,46162.08227
Italy,4.16261633002122,1.339825801379235,0.983100713056728,0.404708628507914,1.611486771171989,0.8195267491982945,high,19.123,316.82,49825.39341
Jamaica,0.02203840722350475,0.01982143279169969,0.00532287855117082,0.00786056372821509,0.00774333867487436,0.01248039597884814,mid,0.0449,15.62,9577.164211
Japan,6.874684359437,1.5104478712996936,2.4173468808996654,0.5561548482290097,1.7899229893678446,0.9039589777531823,high,28.7336,227.7,44355.34872
Jordan,0.00387822071772046,0.01038310464199412,9.55036081396822e-4,0.00462248113544982,2.813220342675299e-4,0.00143335495742362,low,0.0747,7.42,9182.496161
Kazakhstan,0.0118854596343183,0.02556913290758135,0.001341030058423,0.00459551788997927,4.045328215391662e-4,0.00143683575856194,low,0.061,3.27,32945.85157
Kenya,0.00960639798921453,0.03543281311961852,0.00213942862619382,0.01178466022213281,6.034380357272171e-4,0.00369830537298713,low,1e-4,0.01,5338.852434
Kiribati,2.0981667485531756e-5,9.284789427546714e-5,7.676801183948954e-6,4.668625888406534e-5,2.044435110415869e-6,1.3817788590726062e-5,low,3e-4,2.61,3020.493999
Kuwait,0.05734339143247085,0.03682570529749041,0.00549250322191001,0.00525208254090737,0.00656956219412089,0.00763567769234591,mid,0.2182,46.41,50651.95758
Kyrgyzstan,0.00180259482998049,0.00597771101924029,5.865415342634921e-4,0.00323476753034426,1.7601755999519054e-4,0.00104406979765959,low,0.0039,0.6,5736.478834
Lao People's Democratic Republic,0.00201562698503374,0.00578425644756064,4.4121035231163016e-4,0.0021668468433808,1.323420162169326e-4,7.149177492831583e-4,low,0.0045,0.63,8080.435532
Latvia,0.03057058182918303,0.02030149869313551,0.00693037015069168,0.00682660840049371,0.00846897063307619,0.01023629282412283,mid,0.112,58.08,36912.01306
Lebanon,0.04469713412567858,0.03772556332276039,0.01027443569920134,0.01416442333691375,0.01455486116964758,0.0220219247748727,mid,0.1049,17.29,11599.77551
Lesotho,4.980619475410399e-4,0.00244822590898633,2.639817584697463e-4,0.0016129357340105,6.901060716127441e-5,5.036776408152239e-4,low,0.0093,4.56,2544.782496
Liberia,5.965182755751362e-4,0.00395707152097921,2.6959328020982067e-4,0.00193875588049323,7.261441851746467e-5,6.014567833245991e-4,low,7e-4,0.16,1539.208923
Libya,0.00358355695780756,0.00878144911977644,0.00121221645436842,0.00520673007261081,3.57512534017479e-4,0.00162781728005088,low,0.0615,9.34,12641.50977
Lithuania,0.04882771912246348,0.03102606164535883,0.01044316621526775,0.00985477403525345,0.01250868281920502,0.01460467779267534,mid,0.199,71.47,45873.52732
Luxembourg,0.10437670102841136,0.02731334861457093,0.0368625949204804,0.01225925504313436,0.01945883565927133,0.01131260155510504,high,0.212,345.35,136772.4438
Madagascar,0.00267090716318466,0.01969434062656656,0.00113163217089996,0.00864494559636284,3.358522616120332e-4,0.00265377301352359,low,0.0042,0.15,1577.432461
Malawi,0.00170053298934247,0.01246124420291681,5.89326898912628e-4,0.00455255468222988,1.871472648281298e-4,0.00149904947933463,low,0.0025,0.12,1687.593582
Malaysia,0.01831745635938133,0.04158676652010117,0.0017348940531032701,0.00612888074649604,5.374083695489577e-4,0.00210364507477788,low,0.2268,6.91,29822.84918
Maldives,3.549962532422064e-4,7.812482577246533e-4,1.1109867957131632e-4,4.465725751389767e-4,3.203645070560226e-5,1.3592171373254686e-4,low,6e-4,1.7,19052.62249
Mali,0.00425228500891767,0.01942577916392174,0.00158225864923755,0.01072105716611444,4.586403360247007e-4,0.00331209849046329,low,0.0013,0.07,2796.227938
Malta,0.00770407632829583,0.00469275594587914,0.00135353296812177,0.00127872984958592,0.00158582903795862,0.00179828240861775,mid,0.0444,91.64,56802.01025
Marshall Islands,1.46098457989935e-5,4.494371844232714e-5,4.08399460804179e-6,2.1394947084240123e-5,1.1468876177260689e-6,6.717684596929756e-6,low,3e-4,5.84,6705.875292
Mauritania,0.00119326767654502,0.00401520546850068,4.091248446757475e-4,0.00234455536724186,1.1833161592896e-4,7.271521153035648e-4,low,0.0017,0.43,5836.565808
Mauritius,7.072055326688578e-4,0.00146350025865306,1.4465897135624783e-4,5.321213334976969e-4,4.3259801712463113e-5,1.739374734430918e-4,low,0.0168,13.26,22737.57294
Mexico,0.7170132294491987,0.5675153519919097,0.04193938946317907,0.04921476229663698,0.05519354752623032,0.0760690280289744,mid,2.103,16.7,20782.58774
Micronesia,1.7691756783123812e-5,7.361286324968849e-5,5.122428569937707e-6,3.1452431266182254e-5,1.5380926570242369e-6,1.0069004086749947e-5,low,5e-4,5.3,3944.705715
Monaco,0,0,0,0,0,0,high,NA,NA,NA
Mongolia,0.00176985759591399,0.00392168569645337,5.224546241321764e-4,0.00206106391095049,1.542094555473648e-4,6.65578905080763e-4,low,0.0352,10.65,14792.25091
Montenegro,4.263414296895779e-4,8.689376899379223e-4,1.194770677141767e-4,4.4314262911324034e-4,3.6378915633334645e-5,1.4888260467772128e-4,low,0.0057,9.18,23842.06192
Morocco,0.0122040630600952,0.03330570709669919,0.00344368230977025,0.01635916916426988,9.980757071263058e-4,0.0054375685645939,low,0.0821,2.31,8623.265625
Mozambique,0.00312882295064601,0.02237795353890656,0.00139578962167873,0.01058661970842712,3.674284443097263e-4,0.00352334871241789,low,0.0049,0.16,1457.235409
Myanmar,0.01775326620428437,0.06028960698625549,0.00703710899174987,0.03636438613347209,0.00192174573599429,0.01120377181703128,low,4e-4,0.01,5178.447182
Namibia,6.443843937450664e-4,0.00184826086134619,9.69309726004438e-5,4.747370816138487e-4,2.9898784800863192e-5,1.5024996668284597e-4,low,0.0028,1.13,9709.099306
Nauru,8.162655386814644e-5,6.474843054449506e-5,1.668467704824489e-5,2.287395782377944e-5,2.39574499380392e-5,3.6709733302601296e-5,mid,2e-4,14.8,12196.64515
Nepal,0.00541177958227167,0.02184667000726703,0.00131976086840541,0.00776296471982524,3.765272026547952e-4,0.00242688243502892,low,0.0891,3.13,4546.2297
Netherlands,0.4541035472762251,0.2948889991457451,0.10995465815278802,0.09752058834123198,0.12722475368467173,0.14009594660586722,mid,3.6785,213.48,68573.56488
New Zealand,0.12117689091760954,0.08390886939449889,0.03110254568693038,0.02878612453570676,0.03744776344098124,0.04302000141089415,mid,0.5353,106.27,47996.67988
Nicaragua,0.00216641654007576,0.00644900398147926,7.203304682909073e-4,0.00374252134791706,2.0052959518795284e-4,0.00109562490210075,low,0.0314,4.81,7119.169234
Niger,0.00340372062487632,0.02178454255103101,0.00172681647018166,0.01342213438021277,4.5574299302964704e-4,0.00351195254289539,low,1e-4,0.01,1585.59922
Nigeria,0.06267686599091418,0.21793142216820993,0.02168691035911381,0.12763684713951923,0.00665626166567611,0.04003545902677616,low,0.1375,0.68,5491.700341
North Korea,0,0,0,0,0,0,high,0.0895,3.5,NA
North Macedonia,0.00135858956682233,0.0027822740107505,3.623396348169088e-4,0.00132438590065299,1.0669089719668784e-4,4.360203997307552e-4,low,0.0319,15.34,22142.97287
Norway,0.7068151819465269,0.18910366998726877,0.2704243424943768,0.09382979847479074,0.14437463340005738,0.08726630647869106,high,2.1691,404.99,88984.13867
Oman,0.0458949120349089,0.03114643529230553,0.00373352722048373,0.00371436526691638,0.0045550697182977,0.00560001099036904,mid,0.1327,30.82,38719.45877
Pakistan,0.07417468301189291,0.25832006080059305,0.02944200922049592,0.1603850302894852,0.00841515782531233,0.05607175250654304,low,0.0489,0.24,5367.273647
Palau,1.0500073124392972e-4,7.815161923191679e-5,1.3502394335532708e-5,1.7246336529640947e-5,1.828836959097806e-5,2.662260472014609e-5,mid,5e-4,25.39,15663.17159
Panama,0.03901929719285631,0.02562274424872547,0.00451821985644849,0.00465507814568328,0.00571577906224124,0.00723226902520941,mid,0.1354,32.1,30932.76278
Papua New Guinea,0.00228419924447317,0.00886850167493049,8.357058110227884e-4,0.00517945238769074,2.2614625132583085e-4,0.00145482959562748,low,0.0358,4.17,3976.903801
Paraguay,0.00255209695641526,0.00657512939790103,2.735170225012033e-4,0.00115861955738424,8.640394900242563e-5,4.159483646450455e-4,low,0.0513,7.18,15406.16706
Peru,0.01517667904254036,0.03584508418777411,0.00327083677187884,0.01388280534219117,9.978741526850512e-4,0.00457642666208521,low,0.2678,8.24,15280.55121
Philippines,0.03849815289101726,0.10464162916979224,0.01116056785079403,0.05175762494648404,0.00327773128515829,0.01687610264853751,low,0.0165,0.15,8857.789951
Poland,0.4451221621333392,0.27415830048397877,0.06719273779770152,0.06631971709593729,0.08118115919329737,0.09684714275184084,mid,1.7024,44.83,41059.58478
Portugal,0.17713336185381512,0.11648693778599212,0.0404001663397212,0.03923855100874997,0.04900268484937501,0.05760349889707367,mid,0.8695,84.7,38657.66772
Qatar,0.06104180978305599,0.04260275130445625,0.00290271073944572,0.00261040114544633,0.00324989420560507,0.00353437937840893,mid,0.2287,83.07,116832.5703
Republic of Ireland,0.16435542969512051,0.09895808120399284,0.03353218791171206,0.02904437662888078,0.03752711357651867,0.03971256437464237,mid,0.5148,104,116903.6124
Republic of Korea,2.2066871438947997,0.5289487572009779,0.9458124880157812,0.20254498648055455,0.7583158218972851,0.39827036115885056,high,7.2547,139.93,48419.64325
Republic of Moldova,0.00138990059683997,0.00321511762880678,2.4407205636506668e-4,9.792002547097103e-4,7.503625588635364e-5,3.646402604701474e-4,low,0.0051,1.43,15682.07033
Romania,0.19903218419507576,0.12601811907219376,0.02544185359851893,0.02508060429624041,0.0313957655265659,0.03775290070564352,mid,0.3761,19.27,37730.37084
Russian Federation,0.13713071586753958,0.25607713950719024,0.03524742134945309,0.11555142797022482,0.0111350453886766,0.04079188633271306,low,0.8921,6.08,38638.42969
Rwanda,6.305913362896518e-4,0.00148181177954169,7.249404903220493e-5,2.4740381618737316e-4,4.8960235405711565e-5,1.761939174864043e-4,low,0.0035,0.28,2733.435668
Saint Kitts and Nevis,0.00165357607085148,6.02534999067687e-4,3.101559570243594e-4,1.7422538838238606e-4,1.7538699468517313e-4,1.3658200902129998e-4,high,0.003,56.98,26896.61771
Saint Lucia,0.00111451946461228,8.026473593520892e-4,1.283533460222781e-4,1.5190266687667344e-4,1.6849020256889163e-4,2.315201776626531e-4,mid,0.0054,29.98,19101.1653
Saint Vincent and the Grenadines,0.00111709737942107,8.542514640002158e-4,2.5251223869973124e-4,3.1311706309084073e-4,3.4503910259331644e-4,4.916294068424412e-4,mid,0.0026,23.29,16200.89946
Samoa,6.397641807376458e-5,1.9961880399084947e-4,2.115496749012795e-5,1.1090647462798416e-4,6.1513285568083105e-6,3.44273028999417e-5,low,0.001,5.16,6214.016928
San Marino,0.00305703839731339,8.543780886233914e-4,0.00110712780467738,4.319704474778537e-4,5.992923739272572e-4,3.8370990339446447e-4,high,0.0075,222.24,64745.13168
Sao Tome and Principe,3.231413184584317e-5,1.4498973127371112e-4,2.4533134664597723e-6,1.3765092891439554e-5,7.402233842765985e-7,4.219064533141446e-6,low,1e-4,0.61,5732.694561
Saudi Arabia,0.06070004452404305,0.1097183946946558,0.0176317445332591,0.05305810858779575,0.00548786495008621,0.01897097916061161,low,1.2518,36.73,62690.49666
Senegal,0.00398411316645572,0.01522976545185101,0.00162135568004343,0.00928500862015968,4.732787645375117e-4,0.00291301515158636,low,0.0044,0.27,4173.677414
Serbia,0.06476399046906153,0.04449329822909446,0.00812822777090478,0.00917765112645423,0.01061252799401447,0.01471842675467119,mid,0.11,15.79,23404.99711
Seychelles,9.200344535576406e-5,1.812525718535972e-4,2.5840191508251304e-5,9.217374032988564e-5,7.624151261076338e-6,2.8670912525097577e-5,low,0.0013,13.61,29979.82727
Sierra Leone,0.00104301760565405,0.00574605706580889,3.0788916743718537e-4,0.00203354934156582,8.154561288318271e-5,6.198787436421147e-4,low,0.0014,0.18,2851.952081
Singapore,0.16794151902852114,0.099822941830447,0.02285053187518932,0.02012764618279022,0.02526289473332467,0.02676784835123669,mid,1.1604,204.66,132617.354
Slovakia,0.08310779942543993,0.05386498964737666,0.01766347698063304,0.01731681233948061,0.02166128308753056,0.02604422232578398,mid,0.3082,56.55,38346.09358
Slovenia,0.02457113745494683,0.0153373375130908,0.00317450205832046,0.00305747863441287,0.0038434006985026,0.00462502211883684,mid,0.1215,58.73,45914.05724
Solomon Islands,1.5767756045762088e-4,7.595409283180685e-4,7.434681443709545e-5,4.839110079050789e-4,2.0865812399653715e-5,1.5184058154064302e-4,low,0.0021,3.26,2518.421624
Somalia,0.00159832404810868,0.01361033381151773,5.684024508361171e-4,0.00425871819242942,1.5834624734011027e-4,0.0013129848134407,low,0.0026,0.17,1392.46426
South Africa,0.4068045002712949,0.31291595526240895,0.07775503699565986,0.10300548932892278,0.10931111429027182,0.1629178245035392,mid,2.2861,38.86,13711.29357
South Sudan,0,0,0,0,0,0,high,0.0011,0.09,NA
Spain,1.3488133310643318,0.35595694475422923,0.29395688933093367,0.0805876125180109,0.19625002485694512,0.10660826198851264,high,8.3063,178.03,44251.66582
Sri Lanka,0.01052273710350573,0.02400167920757722,0.00276711711201969,0.01167633709091973,8.442118477645308e-4,0.00389638764603891,low,0.04,1.82,14316.13522
Sudan,0.00527622683334756,0.02734692893313632,0.00120045182559885,0.00763090555571622,3.318523359412431e-4,0.00237996475770625,low,0.0463,1.07,3248.975586
Suriname,0.00310084808262101,0.0024104594495017,2.2750194874707308e-4,2.774967405752074e-4,3.0335097973050275e-4,4.298560521354355e-4,mid,0.0095,15.9,18458.235
Sweden,1.880986062355268,0.4448203672478024,0.631664688133331,0.14077670111313725,0.367976815511041,0.1864884687685296,high,3.3758,327.04,62731.70062
Switzerland,1.3863617666907728,0.3294918558022262,0.5991809527502576,0.14305402749869378,0.2217851242240163,0.11687499278495186,high,4.2189,493.73,81001.41112
Syrian Arab Republic,0.00195356875548045,0.00860950700589031,2.9198314601614194e-4,0.00176536737105597,7.700895891193577e-5,5.104072794401747e-4,low,0.028,1.66,4592.838601
Taiwan,2.7231807450536167,0.704985215563163,1.6586889650458367,0.48947481452033553,0.6430777037657748,0.4616568836665436,high,6.3776,269.82,64700
Tajikistan,0.00169154713210301,0.00692427823762917,4.136746738696931e-4,0.00244768975920829,1.2060279698792257e-4,8.10353539095017e-4,low,0.0306,3.29,3985.912476
Thailand,0.0388657800067972,0.08071866522896566,0.00959277748686035,0.03517028923811746,0.00289536813478961,0.01280663919107834,low,0.1917,2.82,20242.77
