Country,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021
Timor-Leste,2.925593453870342e-4,9.877626733129855e-4,4.271224509876603e-5,2.225579076442889e-4,1.243570200933174e-5,6.697029870094129e-5,low,7e-4,0.55,6824.792339
Togo,0.00140567079027121,0.00675166980965061,5.516675300271512e-4,0.00359641952320616,1.5755533882429062e-4,0.00129576704285953,low,0.0017,0.2,2577.201963
Tonga,6.420064697966177e-4,6.114625643335981e-4,1.4363222927512057e-4,2.3747422984281508e-4,2.225223427307649e-4,3.741999817120682e-4,mid,0.0017,16.62,7034.92497
Trinidad and Tobago,0.01710033178529091,0.01105870616814778,0.00330796167739989,0.00334394944017493,0.00413052241934464,0.0051172351679109,mid,0.0737,53.4,30424.66489
Tunisia,0.00531852510456513,0.01268184096369024,0.00161535614686346,0.00689358198634994,4.7129159276554513e-4,0.00217459640141735,low,0.0609,5.17,12444.3264
Turkey,0.06310833224464929,0.12195278457159266,0.01433962643808092,0.04944990388207957,0.00439383981230211,0.01703752965891529,low,0.8299,10,31338.26652
Turkmenistan,0.0301253450502568,0.02229486982696312,0.00350152506990496,0.00438467202189679,0.00480177755983167,0.00679634741936049,mid,0.1348,22.57,16434.13991
Tuvalu,3.463384566706186e-5,3.8854069150608495e-5,4.6060517461154505e-6,8.622143166480408e-6,7.5039569965066976e-6,1.3805210777679176e-5,mid,1e-4,6.81,5352.978625
Uganda,0.00750476530506927,0.03548441935730274,0.00306785060341954,0.02006985296452781,8.415883252161617e-4,0.0057640431396586,low,0.0124,0.31,2684.920359
Ukraine,0.02382684321156589,0.05175560072973521,0.00693258335620749,0.02693119434283047,0.00207395603176223,0.00937064219492562,low,0.0589,1.41,17846.4082
United Arab Emirates,0.2235444422771646,0.13698505881429546,0.04635503587627969,0.04120435975677913,0.05401672119509703,0.05948019122960051,mid,0.6985,64.99,67401.12129
United Kingdom of Great Britain and Northern Ireland,2.940526198906172,1.1227428772632977,0.7527791380176649,0.3884301178888177,1.2384401685040571,0.7488800663752828,high,9.5769,143.22,51004.42717
United Republic of Tanzania,0.01305386506568427,0.03467127934261727,0.00160727748149456,0.00608616151895065,3.8296258686320553e-4,0.00138487407199241,low,1e-4,0.01,3493.083008
United States of America,44.01815808496722,10.647858494270098,13.552674006394026,3.241211539977206,10.343061272175571,5.296328858787583,high,133.5058,405.46,71307.40173
Uruguay,0.02328511118407592,0.01792650018785288,0.00101371960285175,0.00107430705147729,0.00128043052002087,0.00164140838789008,mid,0.1075,30.56,29431.88501
Uzbekistan,0.01073311850736974,0.02908517254705019,0.00253050823259365,0.01256352415832022,7.666341347580288e-4,0.00409666900507016,low,0.2183,6.61,9247.643827
Vanuatu,6.35667556610778e-5,2.863151408797097e-4,2.6619945103674938e-5,1.6443498011089582e-4,7.840454100652166e-6,5.600547984333792e-5,low,1e-4,0.51,3135.836649
Venezuela,0,0,0,0,0,0,high,0.49370000000000003,17.93,NA
Viet Nam,0.05125872060072597,0.13277582876385968,0.01759986149991651,0.07976566557076963,0.00546308699644253,0.02513692236608968,low,0.057,0.6,12048.90199
Yemen,0,0,0,0,0,0,high,0.0098,0.31,NA
Zambia,0.00459592627224378,0.01911687924490384,0.00192954525984293,0.01164255859694921,5.483425572465723e-4,0.00338866389185284,low,8e-4,0.04,3503.034914
Zimbabwe,0.00451352725951502,0.01934319908203282,0.00202444049212519,0.01285953341598337,6.039654894103469e-4,0.00418331403183197,low,0.0587,3.94,3184.784602
Global,131.75238943418302,13.2141545300293,45.7930516944243,4.57782507330865,32.24808281782284,6.8174632918398705,NA,NA,NA,NA
