Country,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,iso3c,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower,selected_model,Mean_total_billions,Mean_perio_billions,Mean_replace_billions,SD_total_billions,SD_perio_billions,SD_replace_billions,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions
Bahrain,0.18951874146840128,0.04988278235547286,0.03636878254975157,0.01880053448262987,0.02224780234558656,0.01877363996177735,0.04279787894608454,0.02760581483608503,0.00950853333967089,0.00871968795169278,0.01114431106008791,0.01299182373450279,0.00245813991519204,0.00429491254830442,6.130565603756764e-4,0.00183126438156094,1.9045056054401165e-4,6.303650695771456e-4,0.21512146120586273,0.05453866065868162,0.0718469466849903,0.031597253670432,0.02240570867204355,0.0190607090259539,0.0625,41.36,BHR,1529596.6255871265,58725.727166381315,0.0400881427677888,0.00515489542270785,0.1615020233440481,0.02440508023222455,46823.8996179104,54824.4848975146,37267.7981719125,low,NA,NA,NA,NA,NA,NA,0.00245813991519204,0.00429491254830442,6.130565603756764e-4,0.00183126438156094,1.9045056054401165e-4,6.303650695771456e-4
Bangladesh,5.174140879339844,3.3374289345821513,1.4876184850171357,1.6422580264936515,1.0607617589763023,1.423946457331195,1.3808173336496756,1.4352790814430894,0.33592642081880275,0.5799955723661455,0.5376458738336628,0.9161251470072428,0.06473947549804804,0.17606989109727025,0.02457988718696615,0.11686433505698454,0.00666963178241734,0.03411234096175167,6.651698060544807,4.298149226300355,3.1424792182217884,3.313854829303381,1.0561044949960834,1.420517223455735,0.0125,0.08,BGD,164636116.46495664,10561801.940562516,0.010103418325721,0.0013060935988477,0.1912459113047284,0.0194780477960805,4969.9936846605,5239.64833791227,4509.86007828207,low,NA,NA,NA,NA,NA,NA,0.06473947549804804,0.17606989109727025,0.02457988718696615,0.11686433505698454,0.00666963178241734,0.03411234096175167
Barbados,0.01641841366046655,0.00678131490708859,0.0043664842221,0.00331595831702224,0.00287262565218354,0.00308652732048969,0.00422323239831307,0.00342745374214448,0.00105037305615551,0.00123012592546927,0.00145189184008362,0.00212584896934828,2.1961415659432155e-4,5.473258403946968e-4,7.328343535686533e-5,3.014224101620086e-4,2.116864792467096e-5,9.501748682148216e-5,0.02024003427115585,0.00860926096434002,0.00896587148615101,0.00664043359252137,0.00285195671341526,0.00313692315267233,0.0152,52.8,BRB,299024.7964714803,21644.704150214675,0.0849187395341054,0.01031689369293914,0.2015399332670672,0.01882145670124334,13220.5464372559,15550.9245795284,9463.97093024592,mid,NA,NA,NA,NA,NA,NA,0.00422323239831307,0.00342745374214448,0.00105037305615551,0.00123012592546927,0.00145189184008362,0.00212584896934828
Belarus,0.6078122879973624,0.21418149410472295,0.13393506796723847,0.09280739097532945,0.08631624931570937,0.0835594473299217,0.14271831436984628,0.10147441938910948,0.03265974164278861,0.03489019668164866,0.04232988022687214,0.05517736819718201,0.008145741222811,0.01613527649305299,0.00234078719042925,0.00866640532199817,6.968625324833367e-4,0.00254107004783217,0.7093811250070271,0.2530103424873687,0.2707054931785445,0.17392372783611715,0.08473028503111474,0.08330628289169197,0.1371,14.47,BLR,9324657.46768948,648450.7410378968,0.0813095064323887,0.00843724893395895,0.1635935886780656,0.01896070708058225,18938.0402406794,22107.1719968615,16916.921060223,low,NA,NA,NA,NA,NA,NA,0.008145741222811,0.01613527649305299,0.00234078719042925,0.00866640532199817,6.968625324833367e-4,0.00254107004783217
Belgium,1.4161965394160956,0.4039726324732041,0.3493196832079914,0.17788079264602505,0.21149279370621857,0.17605936663080834,0.3561114304685781,0.241781040097456,0.0910715097204844,0.08334730326310594,0.1061420369144138,0.11907621246517508,0.01956713140975603,0.03599516542410583,0.00580836538613316,0.01768281771952055,0.00183324719780163,0.00683348046531479,1.687509897115692,0.4470028777427271,0.6866895176648962,0.2944730574536516,0.214462255467428,0.17391032170246917,2.1221,185.2,BEL,11469271.627594749,546122.7297307095,0.0997101779711234,0.01089086504318354,0.2121946653128384,0.01790856569372945,44361.1550300858,52576.0095664984,38423.1267177806,mid,NA,NA,NA,NA,NA,NA,0.3561114304685781,0.241781040097456,0.0910715097204844,0.08334730326310594,0.1061420369144138,0.11907621246517508
Belize,0.01557613913787913,0.00785989272147089,0.00326868258313542,0.00315574084463853,0.00216899504179368,0.00257788526384002,0.00360030073017697,0.00304813476106219,7.621351772766036e-4,0.00111624241638271,0.00109890413465667,0.00174484260780914,1.9253752715400995e-4,4.6023044521027696e-4,5.310664128540327e-5,2.5507710279908374e-4,1.4304410603247768e-5,5.7823633870008096e-5,0.01822814417562556,0.0090578489833313,0.0066275742590057,0.00590234226772577,0.00219975097116253,0.0026179308835282,0.0057,14.08,BLZ,429074.7047737778,29937.17608377154,0.03653710394867,0.0041134273294413,0.1282651973214638,0.01672565972034954,8307.65960232389,9903.99734193359,6203.91698040609,low,NA,NA,NA,NA,NA,NA,1.9253752715400995e-4,4.6023044521027696e-4,5.310664128540327e-5,2.5507710279908374e-4,1.4304410603247768e-5,5.7823633870008096e-5
Benin,0.24888463228124183,0.2335243608059313,0.06249735237972284,0.08068988130592646,0.04649688884318436,0.06995196411055274,0.06131890440525681,0.07091058431542026,0.01344836624813472,0.0265590687598979,0.0224886865213321,0.04286820533535299,0.00297497183557477,0.0126500167007498,9.775132560172475e-4,0.00561856687669552,2.555026869245876e-4,0.00129135001799588,0.31294844565367075,0.263614195051166,0.1351432315029686,0.16729024257390748,0.04719721292933738,0.06997324920085317,0.0033,0.28,BEN,13499174.524550674,821293.885972254,0.012579659929951,0.00151887955633374,0.1176176440854838,0.01437762570825389,2858.7932376016,3391.39601434204,2254.68281579745,low,NA,NA,NA,NA,NA,NA,0.00297497183557477,0.0126500167007498,9.775132560172475e-4,0.00561856687669552,2.555026869245876e-4,0.00129135001799588
Bermuda,0.01177763957387707,0.003528066572175,0.00328847561983559,0.00151645334603144,0.00199200375566225,0.00156604510078809,0.00313179829964113,0.00219271102310234,8.626011844012346e-4,7.497026250406018e-4,9.83037569888163e-4,0.00106794119843927,1.7139017285108357e-4,3.215110336209866e-4,5.551813830060401e-5,1.574106420401297e-4,1.82598297571929e-5,6.340516041948815e-5,0.01441884884108073,0.00371274517331536,0.0064539144023779,0.00235824924620623,0.00195347347004327,0.00152203977388269,NA,NA,BMU,63540.84783301026,3184.3069550244218,0.0910660835349618,0.01078746459168775,0.2714295052089344,0.02065415948121166,69930.6572599263,83599.5009827399,57325.3595215396,low,NA,NA,NA,NA,NA,NA,1.7139017285108357e-4,3.215110336209866e-4,5.551813830060401e-5,1.574106420401297e-4,1.82598297571929e-5,6.340516041948815e-5
Bhutan,0.03581452800107536,0.0170590173787731,0.00985260140066667,0.00851902874489799,0.00658283999225692,0.00767007956309628,0.00923747342745533,0.00806320875094402,0.00232423428282872,0.00317177171864304,0.00330290675307119,0.00523318036357727,4.8045666791546966e-4,0.0011313031479188,1.7040068346915743e-4,6.917733088764646e-4,4.950637815267648e-5,2.1882629429393033e-4,0.04484022497693157,0.02160628346611044,0.01997876263192103,0.01638440034689633,0.00660495733525109,0.00769176988349992,0,0.06,BTN,756900.0948562409,33028.17002537934,0.0141493443928089,0.0017567606025128,0.2093444028997815,0.01898955279540834,9433.67118728253,11220.645888795,7839.13131076647,low,NA,NA,NA,NA,NA,NA,4.8045666791546966e-4,0.0011313031479188,1.7040068346915743e-4,6.917733088764646e-4,4.950637815267648e-5,2.1882629429393033e-4
Bolivia (Plurinational State of),0.34257172031764,0.19868344191505197,0.06832508453795481,0.06914065374715798,0.04651464476147301,0.06068740823439216,0.07719161421716976,0.06952325101518277,0.01543207894607309,0.02307192604110512,0.02356193243860948,0.03938738103136528,0.00411680024648692,0.01150484232763819,0.00107490267333556,0.00541243396035212,3.484397249473486e-4,0.00160930610309153,0.3983756783805949,0.2200151685761852,0.13991056300603122,0.1330686271819505,0.04691733392147627,0.0573340528073783,0.0482,4.17,BOL,11797128.171828238,750450.0826896299,0.0870890544272624,0.00768992544906189,0.1064538248203961,0.01627415585428489,6773.37648761019,8390.43968182311,5888.12329527051,low,NA,NA,NA,NA,NA,NA,0.00411680024648692,0.01150484232763819,0.00107490267333556,0.00541243396035212,3.484397249473486e-4,0.00160930610309153
Bosnia and Herzegovina,0.15665647492618415,0.06290979298490752,0.03342909326445319,0.02641314815281893,0.0211131148639829,0.02295599131535664,0.03655569752767305,0.0277115000738284,0.00805675259568334,0.0100186552217245,0.01083910382378021,0.0153784144047238,0.00201793586392937,0.00438107491931148,5.650105146722689e-4,0.00251479207797001,1.6708524482116473e-4,6.832078960160204e-4,0.18106155175926905,0.07209319962054873,0.06609595708678268,0.04782942841068625,0.02123683670950427,0.02266243366482712,0.0727,20.75,BIH,3302863.695245446,195637.2308647486,0.113607572556681,0.01281580120316194,0.136371566667327,0.01821524124957314,13289.8490196426,15527.7386242018,10819.5905878214,mid,NA,NA,NA,NA,NA,NA,0.03655569752767305,0.0277115000738284,0.00805675259568334,0.0100186552217245,0.01083910382378021,0.0153784144047238
Botswana,0.16584391974846577,0.03863039132981374,0.00819237149833947,0.00358778016296197,0.00339521141949594,0.00263942800789019,0.02529547108118698,0.01615644748494756,0.00213558797542112,0.00178961179159261,0.00168954469992337,0.00180125072873026,0.00175303473868421,0.00388370111785846,1.4071460985756653e-4,3.873189946729621e-4,2.944345442380025e-5,1.0381572634756092e-4,0.15889167186948233,0.03676908365162883,0.01586437176531311,0.00516260122113011,0.00332277521136613,0.00261256503230155,0.0574,24.15,BWA,2393256.1212177165,158353.20638778736,0.0470026769566965,0.0061835805633943,0.0398143453611976,0.00824228680364205,15248.4576425319,17011.0410238026,13883.8799541312,mid,NA,NA,NA,NA,NA,NA,0.02529547108118698,0.01615644748494756,0.00213558797542112,0.00178961179159261,0.00168954469992337,0.00180125072873026
Brazil,14.259625745596937,2.92771788186387,1.665302987696024,0.7156226263289512,0.5640647363949001,0.4075020065801101,2.39720896882269,1.3383312325791856,0.4361479245222306,0.3629676308446683,0.27705679671317385,0.2792470047755729,0.17369175576136306,0.31095318590876053,0.02856771036992998,0.08300088163996819,0.00535831630052861,0.01706791226504795,14.68790493005896,2.8622569104731417,3.230038854536425,1.0283264722973504,0.5603166533411098,0.4033460370255208,3.7128,17.68,BRA,220356039.81239465,15297843.741040468,0.1057809266522907,0.007329651497099,0.1479814197488572,0.01445647621930759,14420.1983244871,15235.1326142168,13748.2767612211,low,NA,NA,NA,NA,NA,NA,0.17369175576136306,0.31095318590876053,0.02856771036992998,0.08300088163996819,0.00535831630052861,0.01706791226504795
Brunei Darussalam,0.06922629653831598,0.01702937528566194,0.00864662085448306,0.00424904353712779,0.00519879482981631,0.0042196019931964,0.01352916966049399,0.00806602134971753,0.00226252566217925,0.0019732468257728,0.0026403443124427,0.002927874896384,8.683938373642313e-4,0.00161129524051009,1.4202969941687007e-4,4.2371536389302066e-4,4.6327861913565075e-5,1.5532830946438865e-4,0.07270181589079812,0.0171637122367988,0.01670593103333629,0.00670959544408111,0.00519596760824748,0.0041139608336413,0.0091,20.35,BRN,451135.751327325,29267.141286883387,0.0136520383753608,0.00179151456036285,0.100821158738931,0.01658520751651519,69113.1213903956,74085.5281757037,63461.533879782,low,NA,NA,NA,NA,NA,NA,8.683938373642313e-4,0.00161129524051009,1.4202969941687007e-4,4.2371536389302066e-4,4.6327861913565075e-5,1.5532830946438865e-4
Bulgaria,0.4234189455769133,0.13968760245325382,0.07495610455502816,0.04990181602901551,0.04785204451654123,0.04715203036071854,0.09286012518545685,0.06353822631348849,0.01894974501609212,0.02023764224803609,0.02392677946407363,0.0314134569473331,0.00538987030918578,0.01061398918079888,0.00128075296951754,0.00457499837370662,3.7361043274531465e-4,0.00134327270230341,0.4736030015159186,0.15164356434932622,0.14937690358187844,0.089752538791597,0.04814661917201966,0.04701968041379924,0.1094,15.72,BGR,6786933.061145688,321238.7967637591,0.1076788824989007,0.0121873093461696,0.1197108635857866,0.01753805773817215,20994.6725339766,24131.5184282809,19261.3670868489,low,NA,NA,NA,NA,NA,NA,0.00538987030918578,0.01061398918079888,0.00128075296951754,0.00457499837370662,3.7361043274531465e-4,0.00134327270230341
Burkina Faso,0.3887507504053386,0.4093022612308351,0.1245384190655609,0.18433570570439647,0.09184543749791318,0.1484334309471737,0.10779166882447752,0.14691867739162112,0.0257813200877054,0.05853286436500884,0.04713580371419321,0.0930845999183698,0.00462269644837988,0.01938784264148254,0.00191431994195289,0.01296687765975986,5.596018072692386e-4,0.00368598529864222,0.525814094976467,0.50977681959449,0.2687911331051172,0.35790563684096793,0.09454372625139622,0.14533270427946798,0.0046,0.23,BFA,22761130.07422611,937257.9762953148,0.0089302839554358,0.00106065677435805,0.151701682947167,0.0147713193365086,1975.9983672462,2470.88827976984,1576.66245973471,low,NA,NA,NA,NA,NA,NA,0.00462269644837988,0.01938784264148254,0.00191431994195289,0.01296687765975986,5.596018072692386e-4,0.00368598529864222
Burundi,0.06812848268379966,0.21366623865242276,0.01992700987129831,0.03398581144660825,0.01635373863819866,0.02857337506506949,0.01958250003910761,0.03902684902735671,0.00388616761156135,0.00993198345959576,0.00812740601765916,0.01811868112254698,7.60040409224399e-4,0.00756133538888348,2.909830406370024e-4,0.00283828140610053,1.0865246902672478e-4,8.941184177976673e-4,0.08867052929779594,0.1141760306493229,0.04454342652956236,0.07384233707073841,0.01655450659438509,0.0308237667305187,0.0013,0.12,BDI,13220294.446359904,890475.0484578367,0.0099230376870336,0.0012848083607331,0.0512409364748781,0.01061319670229784,620.616955169191,758.965567160397,520.177856298338,low,NA,NA,NA,NA,NA,NA,7.60040409224399e-4,0.00756133538888348,2.909830406370024e-4,0.00283828140610053,1.0865246902672478e-4,8.941184177976673e-4
Cabo Verde,0.0223696856117902,0.01358562955028647,0.00749362156235501,0.00797579937929607,0.00507873730990464,0.00643333962652809,0.006311948572782,0.00656738739502989,0.00172985933550994,0.00290589074843648,0.00260547192078294,0.00433629264812611,3.095209193631169e-4,9.84426017930148e-4,1.237770344821858e-4,6.244418418052918e-4,3.5225279632438165e-5,1.8057680722623277e-4,0.02981797405903055,0.01897125920294232,0.01563434838329719,0.01556230699571112,0.00513344807160156,0.00667705824934058,0.0034,6.12,CPV,559262.0213681902,37413.79798754549,0.0215634888117799,0.00244892968868149,0.260842052969699,0.0193009879114199,5910.42332089692,6138.64500789881,5664.6018724388,low,NA,NA,NA,NA,NA,NA,3.095209193631169e-4,9.84426017930148e-4,1.237770344821858e-4,6.244418418052918e-4,3.5225279632438165e-5,1.8057680722623277e-4
Cambodia,0.3491737927937227,0.293621676165071,0.06830072006352984,0.08060781508046515,0.05032308308987653,0.07017740208453467,0.07780786914449364,0.08076352584790468,0.01508651663340707,0.02893775572874372,0.02454990251276353,0.04424687344825335,0.00398559022336533,0.01338703744432172,0.00112735317934463,0.00656812054223204,3.1145781291400234e-4,0.00184696758025012,0.40256308438888455,0.2999516480621088,0.14293033765223603,0.15966589880794158,0.04917870562177758,0.06876798697270817,1e-4,0.01,KHM,17044077.39323212,1284760.1047970988,0.0290334895565824,0.0033930182556521,0.0916388848261259,0.01441981359183105,3938.45875581318,4233.15604307984,3579.7529862585902,low,NA,NA,NA,NA,NA,NA,0.00398559022336533,0.01338703744432172,0.00112735317934463,0.00656812054223204,3.1145781291400234e-4,0.00184696758025012
Cameroon,0.7360561742844878,0.5998175067413448,0.2221160192790227,0.28189068109043847,0.1584819291531412,0.23562825118794,0.1998840501220648,0.231401311482964,0.0477502065937121,0.08939817101211643,0.0811148952500413,0.15562592257275615,0.0091380443821453,0.03001728491294268,0.00369992119181165,0.02082219567701129,9.359371395434176e-4,0.0052222855271717,0.960804171673544,0.7493161188286153,0.47873953945725706,0.5887983187036697,0.15606211245011695,0.22044488323390984,0.0066,0.26,CMR,31779632.65386256,2687756.0065856725,0.0128196639281227,0.00150466017034649,0.1695828636559013,0.0159807817696566,3194.97252091505,3613.06309749274,2729.1423585287,low,NA,NA,NA,NA,NA,NA,0.0091380443821453,0.03001728491294268,0.00369992119181165,0.02082219567701129,9.359371395434176e-4,0.0052222855271717
Canada,5.231239931004461,1.392038475423666,1.2438314185440378,0.4734019370785536,0.8118150615126083,0.5591515045658835,1.4953428261246249,0.9632812640470748,0.3307909941601178,0.2512858456392883,0.4140136590521162,0.3962319481206,0.08479461732992323,0.15434608888998377,0.01945534424054406,0.05899433229102159,0.00654248405485488,0.02104965971219612,6.269231148697171,1.425707914670439,2.440173953412784,0.6603302752666426,0.8130966990120079,0.5619491084536948,12.8291,342.52,CAN,37469206.97581572,1349547.2482137715,0.0542490162499338,0.00607286690719019,0.2087824188971703,0.01984313987810894,44359.0321023631,48993.6109786619,41796.4527608594,high,NA,NA,NA,NA,NA,NA,5.231239931004461,1.392038475423666,1.2438314185440378,0.4734019370785536,0.8118150615126083,0.5591515045658835
Central African Republic,0.03129027460165409,0.09244332561658036,0.00856278129699498,0.01576240386808982,0.00690046738306171,0.01119360312588782,0.00827931730093812,0.01458103567847807,0.00165389090099543,0.00459246741575647,0.00332242846137622,0.00686190457445815,2.915944913140449e-4,0.00154133657176993,1.1912805567631358e-4,7.949083883324867e-4,3.9459279589435536e-5,2.1639536932531187e-4,0.03990102203326479,0.08103811318218987,0.01820372748682766,0.02922330262552093,0.00684644321135733,0.01202135507900216,0.0011,0.22,CAF,5484134.941096101,461225.7092959196,0.0260378946962452,0.00328599068401385,0.051669785453195,0.0111654846488329,734.393211857738,988.133887497207,561.12577485193,low,NA,NA,NA,NA,NA,NA,2.915944913140449e-4,0.00154133657176993,1.1912805567631358e-4,7.949083883324867e-4,3.9459279589435536e-5,2.1639536932531187e-4
Chad,0.21439969436984233,0.30362199669062323,0.05968893663293719,0.10782186339970012,0.04390450616283102,0.07744429734599481,0.05554371679350733,0.08006886831150006,0.01203724667174383,0.03019895104916575,0.0226218110693653,0.04967015336838201,0.00233498663500327,0.01003360353108664,8.870328849819115e-4,0.00611253270270519,2.666933249477404e-4,0.00186715714199609,0.27418169289363625,0.29584122431731974,0.12922037167332126,0.18077398503520575,0.0455610825675792,0.0797046445498854,0.0034,0.26,TCD,17749358.629791237,1262815.6116269454,0.0131841558042025,0.0016321198641453,0.0971171490443353,0.0136745333458005,1581.04565923187,1975.90328491775,1197.23435533637,low,NA,NA,NA,NA,NA,NA,0.00233498663500327,0.01003360353108664,8.870328849819115e-4,0.00611253270270519,2.666933249477404e-4,0.00186715714199609
Chile,2.1029301577699173,0.4931215961089452,0.46164170266471566,0.2020840800898923,0.15791393991555017,0.11706428270076193,0.4398148818583851,0.25875550799389396,0.11910327142511644,0.10039409562058456,0.07757726029056079,0.08201382864686058,0.02747681851432218,0.04782116059307551,0.00779942963176251,0.02191116961741169,0.00147006291588841,0.00486341214450867,2.4087644281850022,0.5232839868120769,0.9039965928908946,0.30787135557718875,0.15609968265320406,0.11533772692169976,0.4696,24.58,CHL,18797847.241958253,886230.3086733967,0.0593583408620854,0.00686429004308539,0.1807774094029416,0.0192523421903598,22795.7267892638,24216.663338427,21754.8203578442,low,NA,NA,NA,NA,NA,NA,0.02747681851432218,0.04782116059307551,0.00779942963176251,0.02191116961741169,0.00147006291588841,0.00486341214450867
China,26.45011072566765,6.66258022078095,4.663510416309692,1.9162104249341425,4.368775322189086,3.05655761394746,6.283520752888282,3.9871854015557857,1.3907251878162372,1.15979563308729,2.2031879146585456,2.1815640472124698,0.32412693386297364,0.5524434628290779,0.08360776087672339,0.2164281130053029,0.02779348612196491,0.08759452938431747,28.76085737502168,6.6189616786307814,8.472021661415766,2.412336606741034,4.397184619458328,3.0992030736371095,61.5486,43.96,CHN,1422745952.8526049,53858190.02057791,0.0488893795098643,0.00557284526017785,0.1615507902895276,0.0140648747021526,16742.3126211866,19030.0350901559,14333.2294559336,high,NA,NA,NA,NA,NA,NA,26.45011072566765,6.66258022078095,4.663510416309692,1.9162104249341425,4.368775322189086,3.05655761394746
Colombia,2.618170245471736,1.046159672505456,0.6105174046078122,0.4756301716036726,0.3970061871174486,0.43490963554855894,0.6258705836773097,0.4731500698130747,0.14617910927543198,0.16913117808086614,0.19542357866186552,0.2726383563773289,0.0341886405455619,0.07271790693231495,0.00999561470889402,0.03794257661399899,0.00329480076802319,0.01650380663951751,3.1233537025499953,1.256807282331991,1.240903247622858,0.8932497032723261,0.3973361458139974,0.4387485568143039,0.7051,14,COL,49060425.68632399,2218788.2892757207,0.0570762189995003,0.00606039498655559,0.1688404813828173,0.01859165852652219,13503.9779773315,13741.3767358059,13225.2877472621,low,NA,NA,NA,NA,NA,NA,0.0341886405455619,0.07271790693231495,0.00999561470889402,0.03794257661399899,0.00329480076802319,0.01650380663951751
Comoros,0.01124110126685599,0.01313125137032437,0.00264394193237525,0.00381945403255651,0.00192292361854768,0.00311567539138995,0.0027326296301157,0.0034880432100876,5.595042794765231e-4,0.00126349619838693,9.812971201922675e-4,0.00195820854994066,1.3052917475389776e-4,7.268264350516346e-4,4.038123444092972e-5,2.317987581233732e-4,1.1326221817108604e-5,6.44188959713395e-5,0.01372476514932412,0.01312082947143322,0.00559211519172609,0.00717405833877316,0.00194751304826503,0.00308410591234951,3e-4,0.3,COM,744374.1434898687,68702.30637148413,0.0159256618186742,0.0018208678460662,0.0932595878678611,0.0168026270262584,2408.46873424595,3417.23913108348,1503.99109522294,low,NA,NA,NA,NA,NA,NA,1.3052917475389776e-4,7.268264350516346e-4,4.038123444092972e-5,2.317987581233732e-4,1.1326221817108604e-5,6.44188959713395e-5
Congo,0.11631599631352756,0.09143085925474564,0.02186871604826447,0.02535021676244785,0.01574892916242531,0.02237476991181357,0.02562651847845689,0.0258994890253133,0.00489000388737966,0.00873762735154751,0.00760336651144342,0.01290610169692249,0.0014290225004231,0.00433382299388605,3.826308813030432e-4,0.00197403722039699,1.0217744386112054e-4,5.733008719425525e-4,0.13430332690098715,0.09556862893557629,0.04606816834614295,0.05228730573427451,0.0157756004082766,0.02337006124568677,0.0047,1.03,COG,5391602.689454394,424155.0163904675,0.0249305604435489,0.00298074734460785,0.0895083895101204,0.01668596550967325,4361.57353386006,5450.09598405291,3514.46040796989,low,NA,NA,NA,NA,NA,NA,0.0014290225004231,0.00433382299388605,3.826308813030432e-4,0.00197403722039699,1.0217744386112054e-4,5.733008719425525e-4
Cook Islands,9.354230458725564e-4,3.419043930627514e-4,7.131330243745896e-5,5.0069017798447786e-5,4.6153305966127593e-05,4.7511335100495414e-5,1.6008150898298257e-4,1.1230840735784947e-4,1.7231165741858553e-5,1.858077071752044e-5,2.270717848073459e-5,2.9258197750357837e-5,1.0483583077093196e-5,2.3895466456553468e-5,1.2799539346327868e-6,4.805593928915082e-6,3.500496618946314e-7,1.4184015959738183e-6,9.278118788406397e-4,3.1676107426153815e-4,1.4209286703007886e-4,9.15419855157966e-5,4.509104424715523e-5,4.4492156673495656e-5,NA,NA,COK,17747.515075922067,838.4573773761203,0.0439353800025718,0.00569840789333285,0.0457875338889253,0.00893860868181409,18880.2671833498,19348.4384628736,18470.2653398165,low,NA,NA,NA,NA,NA,NA,1.0483583077093196e-5,2.3895466456553468e-5,1.2799539346327868e-6,4.805593928915082e-6,3.500496618946314e-7,1.4184015959738183e-6
Costa Rica,0.2939775888015288,0.10941181957593044,0.06790926412565333,0.04918593984962222,0.04381858846007929,0.04534385063889618,0.07090740140547154,0.05243724055095823,0.01634167115616302,0.01849377033676467,0.02194527113896073,0.02885779875186219,0.00377667363514643,0.00803480829172434,0.00114825572258887,0.00424647832277834,3.283580539968553e-4,0.0013741129187465,0.3456894272234197,0.1283365086549242,0.1344408269807957,0.08822758181680171,0.04402773989176568,0.04537257813089175,0.1617,31.84,CRI,4747895.741578532,297459.714400962,0.0626671401001654,0.0068641001223284,0.1734001455263116,0.01876997785746494,16633.2731528844,20099.0094854635,14265.6617200043,mid,NA,NA,NA,NA,NA,NA,0.07090740140547154,0.05243724055095823,0.01634167115616302,0.01849377033676467,0.02194527113896073,0.02885779875186219
Croatia,0.35445077710280504,0.1129680977260618,0.08573912672523248,0.05049496231925107,0.05436074854203471,0.0506363040069714,0.08778621315026554,0.06124705660328476,0.02161011009560263,0.02087019423726957,0.0270721597637081,0.03303307808547585,0.00479369937312663,0.00902215694602859,0.00148092666966609,0.00474891009412682,4.5393633704438903e-4,0.0016340817090987,0.42229703831007787,0.1345172531377782,0.1715239932853849,0.0926591485764762,0.05387245500597257,0.05189828207204363,0.1494,36.8,HRV,4208639.425213091,269728.32317858515,0.1069265862475519,0.01268040788402729,0.1935696238740399,0.02008085962004825,26567.4870426111,29978.7113025584,23362.0376308147,mid,NA,NA,NA,NA,NA,NA,0.08778621315026554,0.06124705660328476,0.02161011009560263,0.02087019423726957,0.0270721597637081,0.03303307808547585
Cuba,0.4403342489584311,0.23347830438471,0.12542696748783722,0.12030636836758368,0.08455915148304734,0.10632934117720866,0.11725531701056284,0.10761256791691234,0.02976200689688382,0.04602123055578363,0.04309595126526364,0.06680238373335737,0.00596857575780286,0.0164848070865844,0.00213098524977009,0.01025209119649147,6.425599405367697e-4,0.00341857977459173,0.5557324845358543,0.2944477599861353,0.2607413366471989,0.2311634980451859,0.08444892750972645,0.10311408439274548,0.3044,26.85,CUB,11269529.250682566,709292.1772265639,0.0931076806961559,0.0113131390708011,0.1949444329798111,0.0216438480287162,7748.41473285261,8084.54112328566,7343.21381811171,mid,NA,NA,NA,NA,NA,NA,0.11725531701056284,0.10761256791691234,0.02976200689688382,0.04602123055578363,0.04309595126526364,0.06680238373335737
Cyprus,0.12231249986876332,0.034582491837562,0.02031427998800804,0.01153989014729974,0.01269037313661032,0.01112318656470295,0.02629367188258572,0.01679503872731045,0.00528251260816602,0.0050336824058248,0.00634414495673006,0.00775935275961675,0.00154227313678268,0.00280199947064433,3.42642708173057e-4,0.00112963973929401,9.910017782023964e-5,3.3369420050044615e-4,0.13503571687073906,0.03684950995336142,0.0406278177847744,0.02058251307520313,0.01257249259538718,0.0111293808831749,0.0126,14.41,CYP,1357775.9459904504,90840.54745364725,0.0679416352173337,0.00807618612536609,0.1251911064416706,0.02012887836647545,33213.1637016345,42387.7563156645,24700.0750787875,low,NA,NA,NA,NA,NA,NA,0.00154227313678268,0.00280199947064433,3.42642708173057e-4,0.00112963973929401,9.910017782023964e-5,3.3369420050044615e-4
Czechia,1.0101618608755525,0.287456903418453,0.21118270030599368,0.11501373058984483,0.13015084837840268,0.1114246893762158,0.23409350101004303,0.153244633154208,0.05345256430516305,0.05039878503023615,0.06413482524510936,0.07301339979163081,0.01311920656050729,0.02421440844914709,0.0035538859982248,0.01213520420307578,0.00106562584864019,0.00382515704664468,1.1596477487830077,0.32021543564456445,0.4125736984942918,0.20337175811009425,0.13087836769921676,0.11222816479042565,0.8438,79.32,CZE,10632383.165547736,489422.5338721191,0.1104933261255784,0.01213735053406459,0.1595778247494727,0.01954574411408359,34514.251086906,41197.8841598344,29535.4014664374,mid,NA,NA,NA,NA,NA,NA,0.23409350101004303,0.153244633154208,0.05345256430516305,0.05039878503023615,0.06413482524510936,0.07301339979163081
