Country,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,iso3c,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower,selected_model,Mean_total_billions,Mean_perio_billions,Mean_replace_billions,SD_total_billions,SD_perio_billions,SD_replace_billions,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions
Côte d'Ivoire,0.7491410282867678,0.5131193452992757,0.18175025503608697,0.20494690919912745,0.13011371788742415,0.18888765374366215,0.18225630047049007,0.17857260345964754,0.04075551473504698,0.0704638952361226,0.06251544407513626,0.10585761888677356,0.00894505029410877,0.02692296143292101,0.00295872707819501,0.01523939388810743,8.131875517557682e-4,0.0040084983111958,0.9140317930472336,0.5959791574548344,0.3796525116422943,0.4024253102487163,0.12765393519873883,0.1791144789041896,0.0066,0.25,CIV,27861875.5361122,1642360.6834898817,0.0175290654834043,0.00221368557827635,0.1372444152808473,0.01611656733034605,4829.29700446191,5563.16767024928,3685.50950407351,low,NA,NA,NA,NA,NA,NA,0.00894505029410877,0.02692296143292101,0.00295872707819501,0.01523939388810743,8.131875517557682e-4,0.0040084983111958
Democratic People's Republic of Korea,0.2730160690838383,0.4399555292478352,0.07692971952316346,0.1168002370285593,0.05954415708375239,0.09536866782621604,0.07098041399948443,0.10592835787567983,0.01532613881871938,0.03543191057277628,0.02966683269105672,0.06130775410376719,0.00314653941457915,0.02086232927876559,0.00117515751321747,0.00685497993485306,3.487436315869007e-4,0.00261103646245964,0.3554478670544643,0.413424536416542,0.17086729153979544,0.24829039486702167,0.05907111379606812,0.10320347222068356,0.0895,3.5,PRK,26392264.573529582,1938851.2937431,0.0417961815726114,0.0053469198411781,0.0883897451023331,0.01655994855076549,1356.87052768278,1595.11005914684,1097.35469818356,low,NA,NA,NA,NA,NA,NA,0.00314653941457915,0.02086232927876559,0.00117515751321747,0.00685497993485306,3.487436315869007e-4,0.00261103646245964
Democratic Republic of the Congo,0.5581372708420257,1.7044804850343032,0.14073248593420412,0.22934644479219132,0.11426017291649762,0.20934872144013816,0.1494160059183837,0.2499016901611601,0.02902133646385605,0.07305326863797476,0.05932222217324121,0.13003908221920585,0.00691496436279783,0.0632774734218462,0.0021490435389599,0.01404931019834356,7.235187509074874e-4,0.005194722902681,0.68655205791366,1.0282063219084456,0.31921186050803896,0.5008416456089341,0.1161868041877943,0.20186588592759777,0.0229,0.23,COD,90017763.65563431,13918166.33086738,0.0256473888722241,0.0030724088299224,0.0526408326850052,0.01067431657098704,870.381760372296,1086.83878101333,746.22585226856,low,NA,NA,NA,NA,NA,NA,0.00691496436279783,0.0632774734218462,0.0021490435389599,0.01404931019834356,7.235187509074874e-4,0.005194722902681
Denmark,0.8932368041406741,0.2702225949222048,0.26043777315618916,0.12594410145816282,0.15691876887081135,0.12477087220288412,0.2427150637001295,0.17190974189364358,0.06833246691849602,0.06179047229472201,0.0783721595534134,0.08777889741150054,0.01333250410647195,0.02612138871171928,0.00457682182681147,0.01459125863205331,0.00140417722194451,0.00493900575470998,1.1013134657309973,0.3057762603465508,0.5072065205841341,0.2063681637220103,0.15485264148103983,0.12640798139561865,1.8676,321.67,DNK,5851783.434464665,278731.8169769016,0.0818561264799914,0.0092143063310334,0.2824035440767937,0.01808245777918685,51110.1491007749,58705.6150325108,46411.3038024009,high,NA,NA,NA,NA,NA,NA,0.8932368041406741,0.2702225949222048,0.26043777315618916,0.12594410145816282,0.15691876887081135,0.12477087220288412
Djibouti,0.03248042747393886,0.02271370560276476,0.00612450057313887,0.00673868429229422,0.00426873844176271,0.00584655537492031,0.00723402098058228,0.00680660880116484,0.00139756039349205,0.00241946119677846,0.00212627991108298,0.00371142647016588,3.880160581598824e-4,0.00115861939580513,1.0200019138533726e-4,6.322285153848127e-4,2.954213136925387e-5,1.64926749760844e-4,0.03764059463212303,0.02406761670235399,0.01284952231679193,0.01336785020273348,0.00422227027167631,0.00587892116327999,8e-4,0.76,DJI,1258686.5301054288,94874.21988652424,0.0112646196486097,0.00138588276780354,0.0984938087893505,0.01972137518388899,5394.68408271529,8031.29779272025,3031.1597849316,low,NA,NA,NA,NA,NA,NA,3.880160581598824e-4,0.00115861939580513,1.0200019138533726e-4,6.322285153848127e-4,2.954213136925387e-5,1.64926749760844e-4
Dominica,0.00279865231957209,0.00135818917873933,7.034761292841205e-4,6.330607991101737e-4,4.690461321355632e-4,5.448541435097017e-4,6.849159733671495e-4,5.703222160770454e-4,1.6284342765588786e-4,2.222718448429463e-4,2.32600502183046e-4,3.4551796857586946e-4,3.685465674384352e-5,1.0547540606121624e-4,1.1972858934426365e-5,7.441067872822036e-5,3.4102671553300677e-6,1.481634153774421e-5,0.00342572124600617,0.00167434369621794,0.00143467877396195,0.00120030265638514,4.852910512647488e-4,5.923622306777563e-4,0.0019,26.92,DMA,67076.84914972594,4576.30111486496,0.063429864906616,0.0072841533722392,0.1713691141620464,0.01940859756787295,9048.47649516372,10427.6103283829,7724.64145651541,mid,NA,NA,NA,NA,NA,NA,6.849159733671495e-4,5.703222160770454e-4,1.6284342765588786e-4,2.222718448429463e-4,2.32600502183046e-4,3.4551796857586946e-4
Dominican Republic,0.6746964385372309,0.24063638943544724,0.13954434404587104,0.09783196724845494,0.08779333812693148,0.09134095831994248,0.1533089383983871,0.10767420217450732,0.03407295879542934,0.03823129351707638,0.04355422831567014,0.0577417877210697,0.0086566975316008,0.01707125305931897,0.00234325275658449,0.00855720173864148,7.016529911500668e-4,0.0026215363370251,0.7712176893415118,0.275844392705709,0.2752871088424374,0.18284643677472068,0.08835839365612654,0.08777211591688772,0.0823,7.94,DOM,11012899.56730995,780116.108133154,0.0507069418933325,0.0057563201498205,0.1497224110596061,0.01689050618157045,17228.2085612079,18442.0704863195,16297.9905330152,low,NA,NA,NA,NA,NA,NA,0.0086566975316008,0.01707125305931897,0.00234325275658449,0.00855720173864148,7.016529911500668e-4,0.0026215363370251
Ecuador,0.6956354066476548,0.32913997260272365,0.13936782940008213,0.12374829651661357,0.09258071960462431,0.11035074253795216,0.15684335620377832,0.12557096169434528,0.03288130061480504,0.0442613744771417,0.04583556611423334,0.0700444388068001,0.00912817227070714,0.02589481894117865,0.00235148807293655,0.01011101610860858,6.887227683576238e-4,0.00311104470749111,0.8020566143462623,0.3654787619453546,0.284244874677751,0.233070482657199,0.09203518247496696,0.1047766771807372,0.1257,7.28,ECU,18065389.118202902,1217388.705565976,0.0784584116764858,0.00796610031056069,0.1221008051811181,0.0156105394950046,9742.56301219152,10710.1820857572,9145.43532633537,low,NA,NA,NA,NA,NA,NA,0.00912817227070714,0.02589481894117865,0.00235148807293655,0.01011101610860858,6.887227683576238e-4,0.00311104470749111
Egypt,4.544166018333041,1.9845646616136203,0.7288706135859193,0.6104848395123841,0.4771986300229218,0.5258731800902168,0.943532027399082,0.708998393383377,0.1723856471758742,0.21524142448840672,0.2365630706767454,0.3512304681739613,0.05790458566359089,0.13544391514430357,0.01248345489544495,0.06948114654213398,0.00383902705750451,0.0174945986467451,5.009605267927597,2.0881131839892526,1.4799007807041091,1.1554563682291228,0.47809887251037575,0.5285954046037813,0.3293,3.32,EGY,105627445.13524412,5019394.629763432,0.0378637110061823,0.0046157408785343,0.0994151027645218,0.0161295173724273,11833.6169367336,13277.100872085,10436.8892432377,low,NA,NA,NA,NA,NA,NA,0.05790458566359089,0.13544391514430357,0.01248345489544495,0.06948114654213398,0.00383902705750451,0.0174945986467451
El Salvador,0.229907552883564,0.11942209844282524,0.05053465876635896,0.04787417125921803,0.03330392370914488,0.04050684075608979,0.05381755631211798,0.04446499914985167,0.01181896059271078,0.01708317346508711,0.01683115643577498,0.02589393829548063,0.00283734430297155,0.00712562102653607,7.949766138489928e-4,0.00336195266979783,2.4040828815425697e-4,0.00109283004974438,0.2716200035463495,0.1357134195347679,0.10357014531295036,0.09314089950623695,0.03433571320879384,0.04144328730572662,0.0628,9.37,SLV,6450228.767776177,462400.8805818958,0.0566920682091253,0.0058740341208104,0.1335296800650381,0.01623060166256565,8145.04067870934,9101.78522384083,7410.9751379134,low,NA,NA,NA,NA,NA,NA,0.00283734430297155,0.00712562102653607,7.949766138489928e-4,0.00336195266979783,2.4040828815425697e-4,0.00109283004974438
Equatorial Guinea,0.08691482437428721,0.03091520782041968,0.01152656997475487,0.00817842602523425,0.0075268813594327,0.00764213909773336,0.01708490545280956,0.01125449500564829,0.00287008388415495,0.00320215734891591,0.00373428767464126,0.00495276326317303,0.00103708820346323,0.00213437190105546,1.9102477153193164e-4,7.051539925617577e-4,5.8958978758517085e-5,2.4858482993592575e-4,0.09236580640807474,0.03155975468429654,0.02331263749172514,0.01533579244854783,0.00738283115175497,0.00747915277234852,0.0057,4.19,GNQ,1512311.9182477903,81855.76583164197,0.0165267686654984,0.00222238647574904,0.0895650684380189,0.0145695320689891,18109.3332327417,25314.8016834719,12758.878418785,low,NA,NA,NA,NA,NA,NA,0.00103708820346323,0.00213437190105546,1.9102477153193164e-4,7.051539925617577e-4,5.8958978758517085e-5,2.4858482993592575e-4
Eritrea,0.06745865252609637,0.10910849937821249,0.01535838819591414,0.02327680338861141,0.01196250209401637,0.02075222306993073,0.01699940086363663,0.02500483246188629,0.00321677302556226,0.00890506384347202,0.00636546805733008,0.01419220482921334,7.112758072256016e-4,0.00316229502491348,2.5386465767933495e-4,0.00174323960585837,6.593316113874697e-5,3.498170172725693e-4,0.08219949194879916,0.10450922554863155,0.0341349047902075,0.05021393694820604,0.01194913706989355,0.02043032132362754,0.0024,0.39,ERI,6597908.151901257,1078132.227886069,0.0102852629240235,0.0012903640315815,0.0704695261183553,0.01535827746960515,1559.06911936248,1884.54817339255,1190.65523824233,low,NA,NA,NA,NA,NA,NA,7.112758072256016e-4,0.00316229502491348,2.5386465767933495e-4,0.00174323960585837,6.593316113874697e-5,3.498170172725693e-4
Estonia,0.12716262491468677,0.0360377440151185,0.02790416422614799,0.01535562990792527,0.01704485561188765,0.01466830547465198,0.02999427356388426,0.01955083471217294,0.00702758006365071,0.00665239958800281,0.00862818919370507,0.00996146829809429,0.00162641486409914,0.00290269851856594,4.4843317505084966e-4,0.00147168315584373,1.4656855951790556e-4,5.199932593230919e-4,0.1480098250465673,0.04144612408121802,0.05501571126813211,0.02643538107442596,0.01735238850874334,0.01543099681502415,0.149,113,EST,1310833.8831970918,60941.85400673142,0.092076043166901,0.01027116092326305,0.1750178457081086,0.01898064020194949,33787.8948133632,40588.8279883706,28707.1135405323,mid,NA,NA,NA,NA,NA,NA,0.02999427356388426,0.01955083471217294,0.00702758006365071,0.00665239958800281,0.00862818919370507,0.00996146829809429
Eswatini,0.03604415205169015,0.02016930515762334,0.00319760559203772,0.00292867123820236,0.00214304089923761,0.00266633659269783,0.00645616995163266,0.00530804102972627,7.573900971404557e-4,0.00103077621918429,0.00107177976342031,0.00164216236006287,4.0468558867748594e-4,0.00115147459970461,5.097466417913691e-5,2.1876552209981244e-4,1.6142310004242883e-5,8.372470946014325e-5,0.03660640643146352,0.01866062849686943,0.00655905809895011,0.00561493039840787,0.00217701277091514,0.00260893507806857,0.0138,12.18,SWZ,1155236.3341380958,53194.22633371933,0.032048098961971,0.00466517624160605,0.0457533084400723,0.0083571148855251,9043.71971648837,9996.34893786546,8203.14865392322,mid,NA,NA,NA,NA,NA,NA,0.00645616995163266,0.00530804102972627,7.573900971404557e-4,0.00103077621918429,0.00107177976342031,0.00164216236006287
Ethiopia,1.7818681400131298,1.9232513192846443,0.4798490089446193,0.677764033735848,0.34890151148151205,0.5423124939758598,0.4587345502778573,0.6465351853251821,0.1031939342522567,0.3450579536343629,0.17734934151805415,0.3363340887046531,0.02158535248018423,0.10901509248268194,0.00800400372225795,0.04809589047572968,0.00200362958746901,0.01114479577643509,2.2470607917247776,2.068063338787296,1.0383172587940095,1.3406432871966742,0.3538862688596365,0.5299442072810977,1e-4,0.01,ETH,108937999.59866266,8268000.17282024,0.0091964746540466,9.903461487832006e-4,0.1182030212915379,0.01348522361847445,2287.02842945405,3085.36939209235,1624.81443867193,low,NA,NA,NA,NA,NA,NA,0.02158535248018423,0.10901509248268194,0.00800400372225795,0.04809589047572968,0.00200362958746901,0.01114479577643509
Fiji,0.02729682109952108,0.01617020925354061,0.00145042109599487,0.00137666540372492,9.644739572025892e-4,0.00114803112085342,0.00441122229240051,0.0039524414386116,3.43975468895456e-4,5.278393252705507e-4,4.69098443843314e-4,7.225631980256572e-4,2.8821818058476044e-4,7.83472653114407e-4,2.3396583502189703e-5,9.889991950848212e-5,7.129310263539035e-6,3.4273372225993675e-5,0.02630537571671221,0.0145170582244741,0.00297400517765309,0.00265390185853123,9.653868919581632e-4,0.00118405782920015,0.0069,7.7,FJI,924473.9847126518,45789.268822342565,0.0246100802789337,0.00329365970656,0.0256019502944477,0.0049087795005388,9016.1402505057,11480.0809763111,7088.12787872941,low,NA,NA,NA,NA,NA,NA,2.8821818058476044e-4,7.83472653114407e-4,2.3396583502189703e-5,9.889991950848212e-5,7.129310263539035e-6,3.4273372225993675e-5
Finland,0.6449228405428707,0.18283370788256847,0.1527814162982955,0.08037943453519526,0.0934685270373172,0.07789547097782695,0.15808448544577644,0.10607585750919156,0.03919822937116189,0.03489385959116559,0.046457005589572,0.05323073387230008,0.00881413682398929,0.01643484652506887,0.0024925978758694,0.00793222396930335,8.310318155715901e-4,0.00303324282088089,0.7590199584254019,0.20487025818092636,0.2996183083652246,0.13172426089543637,0.09273070591410763,0.07945543002302327,0.5937,107.59,FIN,5535925.357873723,261282.4182686666,0.1057829784069062,0.01281577898539809,0.1974897512031024,0.01957688362198226,42286.6816943372,47864.2288018491,37738.5458334529,mid,NA,NA,NA,NA,NA,NA,0.15808448544577644,0.10607585750919156,0.03919822937116189,0.03489385959116559,0.046457005589572,0.05323073387230008
France,5.788880620940577,1.315546694048488,0.851042479877929,0.32991149861260266,0.6520999248512038,0.4632953913873492,1.193216800918704,0.7013678554728194,0.21814496325634747,0.1733545822771728,0.3185420165180908,0.31520332728699174,0.07198153422140378,0.12274296058992624,0.01497507996665388,0.04361002105109408,0.00658185827264539,0.02058227937640054,6.20369077031049,1.3002105490463975,1.6667966650540198,0.43334650544225867,0.647904725845499,0.4599867647777274,12.666,195.39,FRA,66389876.7366756,3541638.8683286197,0.0794626975022754,0.00982639646140275,0.1091929542791542,0.01642481560973256,39819.3311702494,44396.6086428624,36727.7057583769,high,NA,NA,NA,NA,NA,NA,5.788880620940577,1.315546694048488,0.851042479877929,0.32991149861260266,0.6520999248512038,0.4632953913873492
Gabon,0.09515118506605172,0.0360105644437602,0.01510360694995708,0.0112312528604135,0.00967476025176119,0.01009060451465758,0.02017094605518266,0.01400271498574128,0.0037824044542446,0.00444313663402773,0.00499937676830645,0.00678639470391221,0.00117951946978718,0.00265461066457479,2.5280077624087124e-4,0.00103584428676725,7.498230432257561e-5,3.396239680238475e-4,0.10501923119089704,0.03825702395809319,0.03049265286579579,0.02106593437742414,0.00991410335753812,0.01024532331060543,0.0077,3.69,GAB,1816084.409872113,99557.0002869363,0.0230377152267249,0.0026288541879183,0.1071005734781553,0.01611983599189535,15285.3216891178,17613.0044709861,13740.541141797,low,NA,NA,NA,NA,NA,NA,0.00117951946978718,0.00265461066457479,2.5280077624087124e-4,0.00103584428676725,7.498230432257561e-5,3.396239680238475e-4
Gambia,0.0473901995368609,0.04554818336207944,0.01633898004309858,0.02373042259146166,0.01186967675386062,0.01898049126599525,0.01335689286222121,0.01669250482770905,0.00339079707889841,0.00684807662979498,0.00589005738370381,0.01123209888776326,5.99493965163523e-4,0.00307271257119514,2.454739200179991e-4,0.00140873225876493,8.000610463685206e-5,5.9079699272673e-4,0.0653814338350393,0.0595013302100782,0.03529450482663668,0.04576351155589821,0.01249985549509654,0.02075533415995928,0,0.02,GMB,2394154.539320475,145229.179962527,0.0136372957926325,0.0015648168876739,0.1852747224026404,0.01465238474608959,2136.54633902298,2376.12756780629,1846.01906197114,low,NA,NA,NA,NA,NA,NA,5.99493965163523e-4,0.00307271257119514,2.454739200179991e-4,0.00140873225876493,8.000610463685206e-5,5.9079699272673e-4
Georgia,0.16937089720318765,0.0681376908369334,0.03472278843666786,0.02722832987601124,0.02283272673324375,0.02464083868062597,0.03879472388673874,0.02955647251605537,0.00848090252193947,0.01060418022188156,0.01136406318273454,0.01643947204985736,0.0021190694888165,0.00520348218392641,5.77274105035268e-4,0.00246802520263133,1.6695713256213436e-4,7.41862179723386e-4,0.19703105868911064,0.07827961148726469,0.07103131688357579,0.05283354585936666,0.02267772493750017,0.02401708383944478,0.0116,3.13,GEO,3607286.2933947025,198973.4460697798,0.0953598650110486,0.0106635020467414,0.1330720248813324,0.01654959554913815,12971.4944635269,15621.6899761326,11560.8643237088,low,NA,NA,NA,NA,NA,NA,0.0021190694888165,0.00520348218392641,5.77274105035268e-4,0.00246802520263133,1.6695713256213436e-4,7.41862179723386e-4
Germany,13.491048569722915,3.1270383094007577,3.414464834354001,1.399741592151457,1.220473899364467,0.8713688838079777,2.7795316860850687,1.6099539778372616,0.861103837762488,0.7182004793448509,0.6075552933992949,0.6087513087659772,0.17521617787231142,0.30631546996782905,0.05569702044423183,0.1600520462091789,0.01215401500544583,0.03997913497202362,16.101062108923234,3.398374744738857,6.823766085174293,2.107124334460851,1.224889053118707,0.8791981619429989,30.8773,372.15,DEU,85371847.51614104,4303496.739850022,0.0918921313171022,0.0111644712935409,0.2436315084117493,0.02016353156281114,46306.0546701464,51787.3737499408,43247.9625137311,high,NA,NA,NA,NA,NA,NA,13.491048569722915,3.1270383094007577,3.414464834354001,1.399741592151457,1.220473899364467,0.8713688838079777
Ghana,1.142712448164774,0.7127978811058695,0.3290247164321643,0.35224758604296846,0.2323057610073427,0.31351920328001315,0.3003714733764895,0.2952028301935093,0.0742964260841589,0.1218277401248008,0.11647658399733204,0.19307495873573724,0.01464285150172739,0.04288609118851119,0.0055112535416844,0.02800588167155301,0.00155093014161325,0.00816949330758597,1.4681063609496172,0.9116791008712504,0.6945243266691381,0.7086976398179934,0.23516187067038877,0.315750443753266,8e-4,0.03,GHA,34245939.473339796,2303997.350001015,0.0145525157909336,0.0017535639918576,0.1958153501752616,0.01690274859755584,5391.59841369898,6312.80655989714,4101.77837659741,low,NA,NA,NA,NA,NA,NA,0.01464285150172739,0.04288609118851119,0.0055112535416844,0.02800588167155301,0.00155093014161325,0.00816949330758597
Greece,0.7497839767947284,0.2346323721237213,0.14783718010884178,0.09316006271289425,0.09336094613422424,0.08758466007928004,0.17172784941789504,0.11470733468510792,0.03767555554795664,0.03767453863456826,0.04690882451368686,0.0573570721738749,0.00988290667204851,0.01955592835124769,0.00267363668208121,0.01068885149936339,7.548203064256527e-4,0.00290908598578665,0.8530975715575471,0.2630082266156904,0.2941135355817548,0.16835244007020256,0.09264115358836848,0.08697833171919493,0.8265,77.14,GRC,10174910.315580329,667049.4981771838,0.1143158216775471,0.01406617194632584,0.1423009591186389,0.02177923650179354,25150.9531390094,29135.3753894609,22619.0586342761,mid,NA,NA,NA,NA,NA,NA,0.17172784941789504,0.11470733468510792,0.03767555554795664,0.03767453863456826,0.04690882451368686,0.0573570721738749
Greenland,0.0102155180803007,0.00250637845416435,0.00179337136055991,8.332508656751977e-4,0.00106485656071848,8.162076614359986e-4,0.00222715026701129,0.00133124554106024,4.779989134912437e-4,4.0971575866249535e-4,5.2731916675073e-4,5.475831165976209e-4,1.347658832947883e-4,2.3576153388946903e-4,3.186526255458325e-5,9.67563388487428e-5,9.73161109649461e-6,3.237722861064212e-5,0.0112948489654668,0.0026276767046305,0.00349606481449918,0.00130148497223919,0.00107414744098252,8.507792691070322e-4,NA,NA,GRL,56102.51322357924,2521.470506596739,0.0473985487928192,0.0058711785691226,0.1505204235425867,0.02031415735222594,81701.1071499693,105469.995642443,63224.2729399941,low,NA,NA,NA,NA,NA,NA,1.347658832947883e-4,2.3576153388946903e-4,3.186526255458325e-5,9.67563388487428e-5,9.73161109649461e-6,3.237722861064212e-5
Grenada,0.00524558930065823,0.00217930848666466,0.00124789465961483,0.00100331757277895,8.13916551369047e-4,8.764933704981054e-4,0.00127245165232695,9.65792684688588e-4,3.0131930025892485e-4,3.778606059050497e-4,4.02173016144793e-4,5.472361725977939e-4,6.709581976166679e-5,1.4830955041108924e-4,2.0376612746322654e-5,7.850529105197742e-5,6.008798494512808e-6,2.398336323813034e-5,0.00629994083503585,0.0026233697448246,0.00253001417553226,0.00188208575875278,8.242869410280838e-4,8.98168755918775e-4,0.0035,32.04,GRD,102626.50301757905,6509.30294172596,0.0547001305654838,0.0067404145186931,0.1711726559448809,0.01921101029471304,12492.4774932864,14948.1259920439,10616.153634659,mid,NA,NA,NA,NA,NA,NA,0.00127245165232695,9.65792684688588e-4,3.0131930025892485e-4,3.778606059050497e-4,4.02173016144793e-4,5.472361725977939e-4
Guam,0.01138682625280866,0.00340504815472112,8.212632780128857e-4,4.984129567748614e-4,5.135904778029361e-4,4.830585526895185e-4,0.00194073399511815,0.00126051753872176,2.1374549512423848e-4,2.197917955555422e-4,2.609491942022751e-4,3.2484228580539085e-4,1.3140808305074094e-4,2.7685241944381986e-4,1.390447481201952e-5,4.890483336610445e-5,4.241219392786347e-6,1.4939622974644456e-5,0.01124758772630126,0.00322856349964441,0.00162818447504759,8.786437640378881e-4,5.14936280221159e-4,4.6331218042792625e-4,NA,NA,GUM,159196.3959350261,6005.313565526492,0.037599020735727,0.00488860105091505,0.0470695792610062,0.00792772283653354,28518.6536078318,31154.5113313486,25756.2690724379,low,NA,NA,NA,NA,NA,NA,1.3140808305074094e-4,2.7685241944381986e-4,1.390447481201952e-5,4.890483336610445e-5,4.241219392786347e-6,1.4939622974644456e-5
Guatemala,0.5343235767752968,0.280059605956122,0.10519528619031568,0.10004793703119667,0.07108564557712252,0.08713664438271046,0.12083418017405212,0.09941381703827563,0.02471330914578566,0.0356783486216776,0.03561661273080784,0.0558868067563871,0.00661136188306783,0.01798773833981642,0.00166719165189326,0.00737889912260929,5.249060616151664e-4,0.002659045203866,0.6144190247802513,0.3117323263017971,0.21455462335431572,0.19271028582558733,0.07116086310166535,0.08685173195239668,0.1624,9.22,GTM,15767371.648009377,687953.9476574333,0.0426754635323413,0.004573982610081,0.1152822218802019,0.01526693031251874,7855.86325805556,8210.17918368247,7519.70780703319,low,NA,NA,NA,NA,NA,NA,0.00661136188306783,0.01798773833981642,0.00166719165189326,0.00737889912260929,5.249060616151664e-4,0.002659045203866
Guinea,0.2422908953397528,0.24864477700531137,0.07484260324393777,0.10356979266465403,0.0567412052957567,0.09473450431654,0.06610357735678374,0.08510458019796084,0.01512503484664407,0.03040933166676685,0.02945380682602581,0.0625044622173859,0.00283090704212984,0.01131545741674164,0.00122863428624615,0.0080187173562026,3.478106581935785e-4,0.00267292461745787,0.321956221916574,0.289335926502436,0.16531541092212412,0.21482102769543057,0.05588720859571079,0.08668709012911754,0.0032,0.23,GIN,13429750.833634404,762645.8358843289,0.013293723550502,0.00155429157609319,0.1535333054391372,0.01491228534450024,2156.83174168938,2519.42918485654,1588.20525086508,low,NA,NA,NA,NA,NA,NA,0.00283090704212984,0.01131545741674164,0.00122863428624615,0.0080187173562026,3.478106581935785e-4,0.00267292461745787
Guinea-Bissau,0.02751150550172017,0.0383043788437384,0.00817134877036827,0.01290543420693422,0.00612978341407515,0.01190074736234545,0.00723281401698502,0.00973125151614638,0.00157830332400473,0.00345268076805188,0.00310097913840028,0.00638182571250691,3.2557544077200303e-4,0.00207908057105347,1.3874358364401794e-4,0.00159336299782143,3.4377607665085066e-5,1.8467768393502025e-4,0.03612197697318179,0.03949888988484749,0.01781146366484475,0.02431586940086907,0.00614645810677247,0.00994579069106555,5e-4,0.25,GNB,2063911.220892019,137496.42555422778,0.0127505451635321,0.00154806701090515,0.1150990407236983,0.01588749659685315,1596.41257578219,1884.73221969236,1358.01717491391,low,NA,NA,NA,NA,NA,NA,3.2557544077200303e-4,0.00207908057105347,1.3874358364401794e-4,0.00159336299782143,3.4377607665085066e-5,1.8467768393502025e-4
Guyana,0.05183180945660147,0.01699397659666351,0.00970444947524741,0.00636795156412303,0.00616344353697664,0.00589688441152437,0.01145985723792118,0.00754806905899635,0.0024118298131244,0.00251346866284693,0.00305013663927185,0.00379448893825787,6.638650496479967e-4,0.00137602237102911,1.627994862185687e-4,6.413253635606902e-4,4.6980643075318e-5,1.718904149866053e-4,0.05835121069479041,0.01889511001647727,0.0192268618025356,0.0116628292479467,0.0061838953699353,0.00622575973593381,0.0113,14.38,GUY,764739.9359778903,47166.539309473126,0.0431498243444697,0.0055621371725824,0.1374862054961952,0.0173811032842525,20797.2806861257,24198.9389707384,17600.551263301,low,NA,NA,NA,NA,NA,NA,6.638650496479967e-4,0.00137602237102911,1.627994862185687e-4,6.413253635606902e-4,4.6980643075318e-5,1.718904149866053e-4
Haiti,0.1689033521476328,0.20125385649409455,0.04303775152881688,0.06449466227185985,0.03164352757144002,0.05073855851466332,0.0435111580973008,0.05761473129474392,0.00929029227758192,0.0209984750074308,0.01612654463435961,0.03270003070175315,0.00213528591137027,0.00953019673991199,8.032858213912546e-4,0.00610961871643439,1.818513088667062e-4,0.0011232996928616,0.21431797668681643,0.21225506837268387,0.09321727504482452,0.12587237763791062,0.03128578198260473,0.05227119732222656,0.0263,2.34,HTI,12864028.230873512,1157530.040962386,0.0337764548405866,0.0039103125128895,0.0915441115865283,0.0179105482389456,2034.36477639887,2903.8029800002,1246.03525011857,low,NA,NA,NA,NA,NA,NA,0.00213528591137027,0.00953019673991199,8.032858213912546e-4,0.00610961871643439,1.818513088667062e-4,0.0011232996928616
Honduras,0.2422576172394803,0.17651985568814427,0.04974475612251941,0.05707223715337144,0.03561987195320085,0.04861309547762074,0.05612673124106392,0.05652505939771134,0.01109804565168321,0.01914805170707602,0.01784680882636269,0.03098794002968377,0.00299095984820685,0.01237833209771834,7.98702578731235e-4,0.00441900092876097,2.4888323776674757e-4,0.00144798970392042,0.28527158374162187,0.1861233807259665,0.10791824867099388,0.117222463562488,0.03517799502373663,0.04816703541655558,0.052,5.42,HND,10110155.809351342,588093.2821927015,0.0387115171091811,0.00426873381400529,0.1065493540409019,0.016665345267577,4737.05696288102,5436.76797670673,4141.55358542289,low,NA,NA,NA,NA,NA,NA,0.00299095984820685,0.01237833209771834,7.98702578731235e-4,0.00441900092876097,2.4888323776674757e-4,0.00144798970392042
