Country_df1,Procedure,Predicted_Mean,Predicted_SD
Afghanistan,Consult_perio,37071.21505554183,490760399.78050035
Afghanistan,Consult_simple,54477.49080561588,721190150.545278
Afghanistan,Denture,236383.8981294544,3129324360.5281277
Afghanistan,Denture_repair,57067.93674144329,755483288.2579676
Afghanistan,Extraction,33140.695831994955,438726950.5773175
Afghanistan,Full_fixed,4445119.370802925,58845887738.4753
Afghanistan,GTR,111610.53951007828,1477535411.4403405
Afghanistan,Implant_surgery,818384.4735622512,10834030954.146576
Afghanistan,Maintenance_perio,47237.13103891818,625339991.6461018
Afghanistan,Maintenance_simp,39847.758247892685,527517151.4824447
Afghanistan,OFD,103096.69524052413,1364826464.3196366
Afghanistan,OHI,14209.39413232413,188108426.8365685
Afghanistan,OPG,29812.120552361986,394662224.5497316
Afghanistan,PA,8629.0030541821,114233455.31655306
Afghanistan,Prophy,44354.89902057712,587184098.0380297
Afghanistan,RootDeb,92395.85743902149,1223165409.2508018
Afghanistan,Single_implant,1147978.059618394,15197294467.782633
Albania,Consult_perio,375881.9866525061,4976043913.410824
Albania,Consult_simple,227071.68131249637,3006046306.6233406
Albania,Denture,1834713.576083508,24288515138.563046
Albania,Denture_repair,211509.31702440485,2800026835.502395
Albania,Extraction,171919.20974643846,2275920548.5631113
Albania,Full_fixed,25865815.948146,342419803514.46136
Albania,GTR,962917.06369518,12747398822.145384
Albania,Implant_surgery,6393343.311528582,84637088770.86594
Albania,Maintenance_perio,335855.8250381107,4446165002.074113
Albania,Maintenance_simp,284917.2017806425,3771823492.7211213
Albania,OFD,738744.4054834419,9779730694.758125
Albania,OHI,147416.23617063556,1951542480.839798
Albania,OPG,184640.64425898317,2444330898.1511703
Albania,PA,68341.8352137783,904730700.65269
Albania,Prophy,308857.1625825921,4088748220.33773
Albania,RootDeb,447834.08704310993,5928568439.511046
Albania,Single_implant,6820619.077557732,90293499693.4326
Algeria,Consult_perio,311155.25302801037,4119171064.1542993
Algeria,Consult_simple,197298.15944423646,2611895063.5888505
Algeria,Denture,1417279.7749660548,18762395241.727604
Algeria,Denture_repair,319897.41664898174,4234902574.63073
Algeria,Extraction,236865.46843809995,3135699539.675593
Algeria,Full_fixed,25826071.604756292,341893655401.3843
Algeria,GTR,881014.3541032276,11663145003.050665
Algeria,Implant_surgery,5201086.845948994,68853622844.21414
Algeria,Maintenance_perio,364388.2750452976,4823886545.629262
Algeria,Maintenance_simp,245184.15685428938,3245824952.254112
Algeria,OFD,584242.7971029745,7734389829.023715
Algeria,OHI,124336.80786315884,1646009752.9291315
Algeria,OPG,175700.06476465,2325972695.9629097
Algeria,PA,74906.23273037643,991632258.7682565
Algeria,Prophy,236483.00463632584,3130636363.624336
Algeria,RootDeb,354705.04187741,4695696860.62648
Algeria,Single_implant,4952243.790117736,65559360236.97616
Andorra,Consult_perio,905199.6387722339,11983317405.147112
Andorra,Consult_simple,665017.0547200216,8803704846.098915
Andorra,Denture,3507044.9168218537,46427363194.03084
Andorra,Denture_repair,1266918.4581341522,16771864857.1856
Andorra,Extraction,711933.051087203,9424793555.998552
Andorra,Full_fixed,90641035.24249458,1199934521311.9805
Andorra,GTR,3663482.456056519,48498332521.053345
Andorra,Implant_surgery,13458209.989644257,178164014989.85626
Andorra,Maintenance_perio,1089176.3680413964,14418859187.933798
Andorra,Maintenance_simp,1236626.3776697286,16370848772.424675
Andorra,OFD,2685597.698917845,35552786667.38726
Andorra,OHI,395284.44778535573,5232899793.856519
Andorra,OPG,591842.4280004014,7834996132.103277
Andorra,PA,251446.89244715657,3328733014.9833803
Andorra,Prophy,711228.4552684149,9415465895.030493
Andorra,RootDeb,1235960.3783723554,16362032064.341522
Andorra,Single_implant,23138100.82039439,306309453082.81067
Angola,Consult_perio,165788.03604548622,2194754143.5209546
Angola,Consult_simple,60886.75482970156,806038002.7143115
Angola,Denture,902415.7745198713,11946463734.951054
Angola,Denture_repair,120944.48206567763,1601101077.5036488
Angola,Extraction,96072.31932223112,1271835567.5091298
Angola,Full_fixed,12091605.320854113,160072472735.50845
Angola,GTR,411543.09148058796,5448136830.673527
Angola,Implant_surgery,2521885.1127178404,33385507981.424603
Angola,Maintenance_perio,207817.81009603577,2751157506.2062116
Angola,Maintenance_simp,164325.6791258638,2175395002.8663945
Angola,OFD,511871.9404316797,6776321675.6262865
Angola,OHI,60965.076690003785,807074852.1247202
Angola,OPG,89091.68637323462,1179423753.8785882
Angola,PA,30542.164142129892,404326771.11058486
Angola,Prophy,95328.22792005539,1261985051.5911088
Angola,RootDeb,255150.22603748675,3377758909.348807
Angola,Single_implant,3923255.3550940724,51937287828.90617
Antigua and Barbuda,Consult_perio,462500.8720860666,6122731951.022387
Antigua and Barbuda,Consult_simple,228604.29515259323,3026335530.4793205
Antigua and Barbuda,Denture,2772346.390287439,36701193116.789925
Antigua and Barbuda,Denture_repair,418325.79779895284,5537928429.341314
Antigua and Barbuda,Extraction,410618.1689578732,5435892415.530041
Antigua and Barbuda,Full_fixed,44256418.37870588,585880380339.4606
Antigua and Barbuda,GTR,1198437.757174461,15865295808.1303
Antigua and Barbuda,Implant_surgery,7961632.982069078,105398600486.4369
Antigua and Barbuda,Maintenance_perio,663836.6580930161,8788078384.443941
Antigua and Barbuda,Maintenance_simp,456802.4085543134,6047293899.24049
Antigua and Barbuda,OFD,939254.245738661,12434142998.647943
Antigua and Barbuda,OHI,200826.93643100353,2658610122.757195
Antigua and Barbuda,OPG,308154.14420745586,4079441442.064668
Antigua and Barbuda,PA,80949.0965674427,1071629590.0684196
Antigua and Barbuda,Prophy,333429.3795817738,4414042954.269277
Antigua and Barbuda,RootDeb,513874.5541466263,6802832905.589498
Antigua and Barbuda,Single_implant,14400656.271333665,190640415163.96918
Argentina,Consult_perio,470017.65251773945,6222241453.588815
Argentina,Consult_simple,257672.40898361616,3411148360.14257
Argentina,Denture,2647711.9544741837,35051243271.48571
Argentina,Denture_repair,560298.593928838,7417408939.550332
Argentina,Extraction,311602.80791187123,4125095936.4143047
Argentina,Full_fixed,54775133.72496331,725130441088.0056
Argentina,GTR,1149407.8757449922,15216222823.188591
Argentina,Implant_surgery,11814257.974229036,156400861365.2349
Argentina,Maintenance_perio,899946.9989161328,11913781307.346676
Argentina,Maintenance_simp,488513.6853385058,6467097751.065785
Argentina,OFD,1214723.3780242342,16080889977.000511
Argentina,OHI,220283.99049123985,2916188721.539188
Argentina,OPG,394915.3187692361,5228013147.890099
Argentina,PA,77297.5451885033,1023289204.8972718
Argentina,Prophy,218581.54108085576,2893651161.008884
Argentina,RootDeb,626033.842624225,8287632828.383888
Argentina,Single_implant,11510306.03196155,152377049993.58817
Armenia,Consult_perio,254567.447522827,3370043904.1511245
Armenia,Consult_simple,143454.0943340236,1899090401.5429783
Armenia,Denture,1424658.5622874792,18860077948.1167
Armenia,Denture_repair,292633.8311468922,3873978658.3142853
Armenia,Extraction,164861.33797979556,2182486223.1813383
Armenia,Full_fixed,27014219.553242814,357622731487.0752
Armenia,GTR,621992.5950109339,8234133521.945207
Armenia,Implant_surgery,4920991.0191027,65145626228.67326
Armenia,Maintenance_perio,312245.80112849147,4133608082.767531
Armenia,Maintenance_simp,237868.0940169148,3148972612.3049126
Armenia,OFD,691065.8534594448,9148547033.33254
Armenia,OHI,141619.0981937968,1874798145.7314506
Armenia,OPG,197530.5225675695,2614971159.6685266
Armenia,PA,60482.007734070066,800679833.4132917
Armenia,Prophy,201384.13499014385,2665986492.4615903
Armenia,RootDeb,385758.1419257054,5106787561.896794
Armenia,Single_implant,8193527.359040562,108468491154.40848
Australia,Consult_perio,1085295.3334309491,14367480831.59637
Australia,Consult_simple,601175.5869366691,7958551424.36751
Australia,Denture,3535674.4112074478,46806369441.57727
Australia,Denture_repair,800673.0665672884,10599561780.031288
Australia,Extraction,598171.7286022101,7918785403.348388
Australia,Full_fixed,99277774.1870968,1314270386778.0132
Australia,GTR,3024170.703442014,40034922545.755974
Australia,Implant_surgery,15212171.502645483,201383508929.5731
Australia,Maintenance_perio,1331763.80882314,17630307996.434067
Australia,Maintenance_simp,898736.7314539592,11897759406.184608
Australia,OFD,2840381.685508668,37601865744.647675
Australia,OHI,344035.11109623365,4554444962.40963
Australia,OPG,773482.063191526,10239598728.722368
Australia,PA,342022.7070840264,4527804125.413296
Australia,Prophy,1077516.3210846705,14264499820.500908
Australia,RootDeb,1138003.154638725,15065243539.636353
Australia,Single_implant,22986123.585588273,304297530668.09515
Austria,Consult_perio,939194.7557635399,12433355451.654148
Austria,Consult_simple,646540.1905017319,8559102308.607976
Austria,Denture,6330635.918653504,83806948589.31378
Austria,Denture_repair,1015500.8994658277,13443520171.98869
Austria,Extraction,915842.7567454344,12124214346.982258
Austria,Full_fixed,101654998.30321512,1345740827006.2644
Austria,GTR,2352336.483816958,31140969927.38545
Austria,Implant_surgery,18531798.653361056,245329776813.33472
Austria,Maintenance_perio,1192804.4316108255,15790720073.249168
Austria,Maintenance_simp,1280993.2447281322,16958191307.1101
Austria,OFD,3156704.790813764,41789450461.97491
Austria,OHI,517462.5235385036,6850331572.426279
Austria,OPG,913954.3901618627,12099215556.462517
Austria,PA,230592.106805128,3052650806.086681
Austria,Prophy,1098294.1990678862,14539563901.631128
Austria,RootDeb,1465422.1946512721,19399719729.088474
Austria,Single_implant,32884651.101421226,435337349935.6933
Azerbaijan,Consult_perio,282562.4620453968,3740650707.7957606
Azerbaijan,Consult_simple,242303.8823969885,3207694973.4545307
Azerbaijan,Denture,1335122.0013649988,17674764805.090412
Azerbaijan,Denture_repair,388123.05557279283,5138095032.265708
Azerbaijan,Extraction,283900.593975056,3758365318.9779058
Azerbaijan,Full_fixed,36688914.620937526,485699386435.1981
Azerbaijan,GTR,980272.6468833183,12977157488.837944
Azerbaijan,Implant_surgery,6252623.566593884,82774196546.32745
Azerbaijan,Maintenance_perio,424048.1269864302,5613682422.176847
Azerbaijan,Maintenance_simp,353656.0545919077,4681810037.148305
Azerbaijan,OFD,1291249.8599160712,17093971603.560762
Azerbaijan,OHI,188932.11451049783,2501142730.542529
Azerbaijan,OPG,217769.52580010513,2882901447.4315977
Azerbaijan,PA,78797.16482150095,1043141641.0665739
Azerbaijan,Prophy,330303.52197969897,4372661868.589922
Azerbaijan,RootDeb,390706.9033891026,5172300821.99783
Azerbaijan,Single_implant,10327385.303451557,136717173489.34015
Bahamas,Consult_perio,608978.9568487108,8061854888.576358
Bahamas,Consult_simple,342535.00502934976,4534586086.675611
Bahamas,Denture,2318468.413949156,30692613770.641903
Bahamas,Denture_repair,454672.2369465856,6019094017.789524
Bahamas,Extraction,325960.7891697317,4315171406.333255
Bahamas,Full_fixed,63818578.19563767,844850402172.9456
Bahamas,GTR,1733331.9670173961,22946393524.228806
Bahamas,Implant_surgery,9216151.168838598,122006306652.75748
Bahamas,Maintenance_perio,780034.159759219,10326337443.009014
Bahamas,Maintenance_simp,394033.1317526199,5216334478.812026
Bahamas,OFD,1376286.4938857015,18219713298.846394
Bahamas,OHI,239110.57673071598,3165420989.096228
Bahamas,OPG,327758.8422178238,4338974597.876508
Bahamas,PA,122666.72658387937,1623900691.8946562
Bahamas,Prophy,476334.50650601275,6305865952.650833
Bahamas,RootDeb,808907.5956390185,10708573064.74887
Bahamas,Single_implant,10875996.76402113,143979864483.14505
Bahrain,Consult_perio,736876.8229656734,9755007050.23582
Bahrain,Consult_simple,621808.4091406458,8231695211.487858
Bahrain,Denture,6977461.32699156,92369826701.30908
Bahrain,Denture_repair,918794.6838171788,12163292885.618816
Bahrain,Extraction,690344.8206822395,9139001774.741314
Bahrain,Full_fixed,75828234.07971208,1003838002500.1571
Bahrain,GTR,2209409.0713345353,29248851905.778267
Bahrain,Implant_surgery,11954931.573637392,158263142700.78787
Bahrain,Maintenance_perio,1145561.4519647027,15165302655.902143
Bahrain,Maintenance_simp,893564.5720711614,11829288734.192139
Bahrain,OFD,2338723.472122265,30960756598.755817
Bahrain,OHI,393929.0885709137,5214957122.462307
Bahrain,OPG,584909.2159738257,7743212091.552477
Bahrain,PA,210077.55235457633,2781072684.66855
Bahrain,Prophy,646203.2679980802,8554642022.5790615
Bahrain,RootDeb,1404726.3601526357,18596209189.740536
Bahrain,Single_implant,25955323.246943977,343604729276.2836
Bangladesh,Consult_perio,204287.87627654965,2704427132.522635
Bangladesh,Consult_simple,108211.75043921752,1432541173.1698616
Bangladesh,Denture,689628.0172315714,9129512505.304451
Bangladesh,Denture_repair,156898.48124484174,2077071422.269476
Bangladesh,Extraction,109254.84142381717,1446349939.5629404
Bangladesh,Full_fixed,12598568.336331028,166783808519.25925
Bangladesh,GTR,279035.27932476246,3693956754.023705
Bangladesh,Implant_surgery,2933713.0694822413,38837415948.28447
Bangladesh,Maintenance_perio,187860.9656643379,2486962525.3569617
Bangladesh,Maintenance_simp,120884.49634811498,1600306967.7155542
Bangladesh,OFD,460907.35722145805,6101636500.257156
Bangladesh,OHI,62775.75456635465,831045175.1136026
Bangladesh,OPG,99527.92901693076,1317582015.0619097
Bangladesh,PA,44227.3582151893,585495672.7585593
Bangladesh,Prophy,121303.74841391023,1605857158.3718414
Bangladesh,RootDeb,201968.3537174158,2673720563.646623
Bangladesh,Single_implant,3546979.2925651255,46956027015.14892
Barbados,Consult_perio,349671.79804534913,4629065196.368535
Barbados,Consult_simple,248387.3976076913,3288230460.41934
Barbados,Denture,1959096.1103264752,25935130231.684063
Barbados,Denture_repair,217141.2317449089,2874583893.1985946
Barbados,Extraction,184636.47352698768,2444275684.689771
Barbados,Full_fixed,33468064.307542115,443060757378.47974
Barbados,GTR,817115.8344908408,10817236311.269892
Barbados,Implant_surgery,6569059.578576954,86963275957.75461
Barbados,Maintenance_perio,396347.4014430063,5246971508.5601015
Barbados,Maintenance_simp,279637.5530224684,3701929842.5836735
Barbados,OFD,762683.466333604,10096643508.530035
Barbados,OHI,137562.19256930458,1821091553.6177418
Barbados,OPG,187876.91440219095,2487173659.762808
Barbados,PA,63036.03430693522,834490840.1491486
Barbados,Prophy,179802.74148423033,2380285220.2234387
Barbados,RootDeb,311970.0745578732,4129957927.7395935
Barbados,Single_implant,7614975.542698971,100809440317.9
Belarus,Consult_perio,444422.62865324225,5883406480.8124275
Belarus,Consult_simple,320342.3426640261,4240792645.098849
Belarus,Denture,2453463.463706353,32479720680.625065
Belarus,Denture_repair,381745.7121289774,5053669754.773851
Belarus,Extraction,331399.87872210384,4387175783.831128
Belarus,Full_fixed,42394931.23856324,561237428342.5015
Belarus,GTR,1153334.3685217223,15268202969.022932
Belarus,Implant_surgery,11284657.750241745,149389847098.2776
Belarus,Maintenance_perio,765669.4968393741,10136173519.148056
Belarus,Maintenance_simp,498252.2511567383,6596019947.089951
Belarus,OFD,1293511.5011724269,17123911921.553207
Belarus,OHI,193695.20252986552,2564197987.2173476
Belarus,OPG,366973.43982568965,4858109769.745948
Belarus,PA,117836.35271714185,1559954684.0182567
Belarus,Prophy,409629.0621058095,5422798308.055627
Belarus,RootDeb,628001.5573019205,8313682053.920008
Belarus,Single_implant,11896584.704544201,157490728503.97205
Belgium,Consult_perio,1354160.67088487,17926804697.790504
Belgium,Consult_simple,662546.2744174976,8770995879.661755
Belgium,Denture,4695467.337659966,62160072831.00385
Belgium,Denture_repair,900132.4228423684,11916236007.57789
Belgium,Extraction,715615.4011637493,9473541664.011469
Belgium,Full_fixed,87828352.80667056,1162699346943.067
Belgium,GTR,3319621.0884109517,43946187629.0671
Belgium,Implant_surgery,20771182.693950474,274975446785.985
Belgium,Maintenance_perio,1232692.7597656313,16318774301.914167
Belgium,Maintenance_simp,1201747.875320918,15909116192.826138
Belgium,OFD,3508255.0504669696,46443383323.680626
Belgium,OHI,364544.6750953134,4825957018.662219
Belgium,OPG,931431.1799530654,12330578794.272772
Belgium,PA,266967.72322154994,3534202652.3922067
Belgium,Prophy,818085.3583564865,10830071173.013382
Belgium,RootDeb,1288717.1792831917,17060443181.089417
Belgium,Single_implant,19129786.663909774,253246130099.33157
Belize,Consult_perio,262524.9155845449,3475387368.1125364
Belize,Consult_simple,138062.60987147945,1827716235.1908836
Belize,Denture,1274837.3175276204,16876697207.458487
Belize,Denture_repair,203208.6327248432,2690139767.080136
Belize,Extraction,146743.88838421452,1942641729.4627209
Belize,Full_fixed,23482089.100556582,310863278082.5922
Belize,GTR,700318.4047706686,9271035216.51409
Belize,Implant_surgery,4060007.7050991063,53747658432.050476
Belize,Maintenance_perio,367677.13100264105,4867425454.780962
Belize,Maintenance_simp,239291.05899482188,3167810270.0505533
Belize,OFD,527659.8528803249,6985327024.207068
Belize,OHI,102559.11738118547,1357709839.6077971
Belize,OPG,157544.03109151256,2085617414.0950944
Belize,PA,46030.11920597168,609361189.5272845
Belize,Prophy,164119.6778254107,2172667892.8859367
Belize,RootDeb,382408.5291722101,5062444335.176215
Belize,Single_implant,5173271.178920219,68485390299.07768
Benin,Consult_perio,77606.2818261061,1027376357.5700352
Benin,Consult_simple,46234.61078771948,612068313.3768789
Benin,Denture,383326.65018488764,5074598709.7914915
Benin,Denture_repair,104257.54202749656,1380194119.0459504
Benin,Extraction,49098.71366880953,649984207.7663754
Benin,Full_fixed,6680270.930903234,88435526803.75476
Benin,GTR,250966.0012616491,3322366826.2815275
Benin,Implant_surgery,1199245.7736617653,15875992584.42276
Benin,Maintenance_perio,107354.76795779583,1421196169.652786
Benin,Maintenance_simp,61701.63962443674,816825703.8198761
Benin,OFD,324111.79959134007,4290693900.987882
Benin,OHI,30460.67795685582,403248031.371362
Benin,OPG,50706.90529942871,671273954.1743054
Benin,PA,16818.17081956664,222644232.7995239
Benin,Prophy,63336.533924058436,838468948.5551538
Benin,RootDeb,88801.20767652814,1175578305.567552
Benin,Single_implant,1999367.5524175388,26468256243.085007
Bhutan,Consult_perio,225990.1883736193,2991729163.0862894
Bhutan,Consult_simple,173747.8107583007,2300128143.654775
Bhutan,Denture,1611145.6654745585,21328852850.06901
Bhutan,Denture_repair,318860.4891052708,4221175401.80587
Bhutan,Extraction,228869.40154223677,3029845092.21262
Bhutan,Full_fixed,23770261.878051303,314678199910.14166
Bhutan,GTR,768302.1782789285,10171025783.737568
Bhutan,Implant_surgery,4445899.421215355,58856214291.07628
Bhutan,Maintenance_perio,318553.3846045146,4217109855.8738117
Bhutan,Maintenance_simp,217121.75326457294,2874326030.9520383
Bhutan,OFD,808878.9942020149,10708194429.933767
Bhutan,OHI,87504.26860507055,1158409018.3929648
Bhutan,OPG,174219.00979706115,2306366024.6708627
Bhutan,PA,51266.08760627873,678676585.3545552
Bhutan,Prophy,196664.68862297753,2603508977.6991777
Bhutan,RootDeb,381583.33607027185,5051520169.459053
Bhutan,Single_implant,7107484.945974481,94091120247.72675
Bolivia,Consult_perio,150827.61780029983,1996703423.3627117
Bolivia,Consult_simple,160368.25575315225,2123005388.0781333
Bolivia,Denture,758555.986160542,10042002628.35432
Bolivia,Denture_repair,183588.24220222584,2430398868.857546
Bolivia,Extraction,145026.25960508245,1919903219.6766672
Bolivia,Full_fixed,17769112.140241645,235233092970.49628
Bolivia,GTR,549358.87759138,7272585535.321136
Bolivia,Implant_surgery,2945773.9951224336,38997082273.76195
Bolivia,Maintenance_perio,268393.1372079193,3553072730.881819
Bolivia,Maintenance_simp,141294.26454072737,1870497895.707175
Bolivia,OFD,475523.3491137004,6295127596.070406
Bolivia,OHI,78530.27708595029,1039608497.3161165
Bolivia,OPG,136202.38803900286,1803090033.7346098
Bolivia,PA,43594.40992348368,577116504.279392
Bolivia,Prophy,135931.97808153625,1799510261.703072
Bolivia,RootDeb,260099.56163718144,3443279770.046653
Bolivia,Single_implant,4830127.230311421,63942742825.850655
Bosnia and Herzegovina,Consult_perio,287713.9693177377,3808847980.6571536
Bosnia and Herzegovina,Consult_simple,259973.07655693174,3441605320.7884717
Bosnia and Herzegovina,Denture,1583964.802856394,20969024045.297344
Bosnia and Herzegovina,Denture_repair,249451.5326862485,3302317815.144314
Bosnia and Herzegovina,Extraction,262998.48829704296,3481656672.567826
Bosnia and Herzegovina,Full_fixed,35861670.10809642,474748063495.557
Bosnia and Herzegovina,GTR,848486.2961410268,11232528345.201828
Bosnia and Herzegovina,Implant_surgery,5593070.664424943,74042827869.58292
Bosnia and Herzegovina,Maintenance_perio,368098.32781391917,4873001390.589363
Bosnia and Herzegovina,Maintenance_simp,285578.04934275744,3780572000.5132613
Bosnia and Herzegovina,OFD,1062792.6453419237,14069583172.01979
Bosnia and Herzegovina,OHI,105541.11382568233,1397186446.0544083
Bosnia and Herzegovina,OPG,259070.77308799446,3429660343.790131
Bosnia and Herzegovina,PA,63526.28280815535,840980903.9382666
Bosnia and Herzegovina,Prophy,208043.56801318904,2754146160.4898586
Bosnia and Herzegovina,RootDeb,530672.5895745773,7025210579.744417
Bosnia and Herzegovina,Single_implant,8876214.150820859,117506113534.92664
Botswana,Consult_perio,384704.0710632005,5092833440.428024
Botswana,Consult_simple,158073.92620346224,2092632332.1816082
Botswana,Denture,1790423.0196317958,23702182827.680405
Botswana,Denture_repair,391024.10894517443,5176500088.875842
Botswana,Extraction,305885.94900444226,4049414360.8658624
Botswana,Full_fixed,29685408.421519216,392984769524.41705
Botswana,GTR,749599.0026597827,9923427264.771711
Botswana,Implant_surgery,5326593.074281007,70515113752.96584
Botswana,Maintenance_perio,371697.8722539137,4920653291.552218
Botswana,Maintenance_simp,256080.031378807,3390067964.780109
Botswana,OFD,752869.007978372,9966716623.241102
Botswana,OHI,133206.4831898196,1763429303.4540758
Botswana,OPG,257577.67378993097,3409894225.864625
Botswana,PA,84968.01581564058,1124833306.5901496
Botswana,Prophy,263655.6353704414,3490356192.1269345
Botswana,RootDeb,547548.7308345264,7248622243.459137
Botswana,Single_implant,8227371.5754384035,108916531531.41737
Brazil,Consult_perio,401179.4792853483,5310940074.201268
Brazil,Consult_simple,184267.75622890238,2439394489.1761303
Brazil,Denture,1381386.8626541903,18287233584.11628
Brazil,Denture_repair,435799.6456697252,5769252721.083998
Brazil,Extraction,190185.9628246467,2517741568.724495
Brazil,Full_fixed,43614102.42759016,577377199839.9097
Brazil,GTR,840925.5804504838,11132437213.865606
Brazil,Implant_surgery,6147455.512678489,81381948784.6523
Brazil,Maintenance_perio,407096.7943217068,5389275351.006186
Brazil,Maintenance_simp,312473.038670871,4136616324.795105
Brazil,OFD,1107131.5905023913,14656556067.84193
Brazil,OHI,184970.69299827472,2448700187.126433
Brazil,OPG,215276.3924132916,2849896563.836993
Brazil,PA,58275.20280219504,771465455.9243977
Brazil,Prophy,170800.26838051763,2261107650.975387
Brazil,RootDeb,386395.33606798475,5115222938.280717
Brazil,Single_implant,6141008.457540958,81296600641.84227
Brunei Darussalam,Consult_perio,1179530.505538774,15614995666.697708
Brunei Darussalam,Consult_simple,895386.2038057377,11853404067.800009
Brunei Darussalam,Denture,7251038.76102021,95991530783.40262
Brunei Darussalam,Denture_repair,1731721.6804266593,22925076044.0802
Brunei Darussalam,Extraction,899212.7099259585,11904060558.840525
Brunei Darussalam,Full_fixed,122350121.73383531,1619709377351.8965
Brunei Darussalam,GTR,3845736.221246737,50911065163.67769
Brunei Darussalam,Implant_surgery,15638909.437759072,207032799877.3901
Brunei Darussalam,Maintenance_perio,1532684.4292174752,20290158336.95129
Brunei Darussalam,Maintenance_simp,1041764.0174845984,13791199585.222477
Brunei Darussalam,OFD,4250321.859140117,56267097036.39942
Brunei Darussalam,OHI,713293.1296315044,9442798703.36516
Brunei Darussalam,OPG,973742.548565304,12890709994.296608
Brunei Darussalam,PA,258171.44895375162,3417754808.161153
Brunei Darussalam,Prophy,1242932.9691787814,16454337413.560335
Brunei Darussalam,RootDeb,1187765.91143082,15724018559.038296
Brunei Darussalam,Single_implant,29980011.89179809,396884822884.7983
Bulgaria,Consult_perio,526851.980596347,6974632156.923583
Bulgaria,Consult_simple,453574.40955810604,6004560633.673223
Bulgaria,Denture,1918539.1511611356,25398224455.489708
Bulgaria,Denture_repair,615027.6115950098,8141928881.753558
Bulgaria,Extraction,296789.44536731706,3928991985.854095
Bulgaria,Full_fixed,60083689.84803766,795406776010.2335
Bulgaria,GTR,1853518.450270103,24537459975.13796
Bulgaria,Implant_surgery,11429180.888605611,151303089840.786
Bulgaria,Maintenance_perio,822542.7637989986,10889079707.63178
Bulgaria,Maintenance_simp,417091.48007749487,5521588143.285644
Bulgaria,OFD,1686045.3121712743,22320397920.853077
Bulgaria,OHI,279265.3532636501,3697002545.1599927
Bulgaria,OPG,465389.9668125667,6160978695.3186455
Bulgaria,PA,117995.34780001434,1562059510.9120264
Bulgaria,Prophy,577037.5803340798,7639004904.178115
Bulgaria,RootDeb,838664.1227577798,11102499325.946493
Bulgaria,Single_implant,16817407.91832762,222634133273.07205
Burkina Faso,Consult_perio,63844.6105589618,845195026.7829844
Burkina Faso,Consult_simple,25279.820039536844,334662205.4441554
Burkina Faso,Denture,221710.2589721804,2935070112.0965786
Burkina Faso,Denture_repair,76147.21527043017,1008060775.7878612
Burkina Faso,Extraction,37904.47403494935,501791344.119445
Burkina Faso,Full_fixed,4916277.057972653,65083221329.20435
Burkina Faso,GTR,149251.93518862384,1975844041.568111
Burkina Faso,Implant_surgery,1081404.9277540266,14315978418.13476
Burkina Faso,Maintenance_perio,74295.53180925247,983547607.9752333
Burkina Faso,Maintenance_simp,46689.14055526831,618085521.3399899
Burkina Faso,OFD,160612.64765987324,2126240724.974046
Burkina Faso,OHI,27795.10715044286,367960367.00323933
Burkina Faso,OPG,34276.718041592714,453765969.7437092
Burkina Faso,PA,12853.59875716075,170159981.4096019
Burkina Faso,Prophy,35498.28178909792,469937414.68245286
Burkina Faso,RootDeb,62711.82404299198,830198842.746114
Burkina Faso,Single_implant,1497568.9478934286,19825288555.1744
Burundi,Consult_perio,18991.256123259067,251412219.2493718
Burundi,Consult_simple,15736.918204765985,208330270.74815178
Burundi,Denture,92747.91885879576,1227826109.0108945
Burundi,Denture_repair,18951.974612052225,250892198.25424206
Burundi,Extraction,12461.861501154417,164974040.45572308
Burundi,Full_fixed,1851393.5988734674,24509330524.314056
Burundi,GTR,49599.43252513791,656612881.4082073
Burundi,Implant_surgery,322796.71545306005,4273284403.7140446
Burundi,Maintenance_perio,19101.272242420815,252868647.22296873
Burundi,Maintenance_simp,13674.610255382704,181028789.7421079
Burundi,OFD,71743.50718343911,949763103.6438433
Burundi,OHI,8218.160554075286,108794593.13474551
Burundi,OPG,15329.10269457566,202931480.81051865
Burundi,PA,5150.71593314869,68186796.86437644
Burundi,Prophy,15249.99226482793,201884192.0698708
Burundi,RootDeb,23078.382610668872,305518884.6475662
Burundi,Single_implant,413512.99616269075,5474215048.176509
Cabo Verde,Consult_perio,125962.14320757953,1667526453.2102036
Cabo Verde,Consult_simple,77785.33650325128,1029746739.6793531
Cabo Verde,Denture,739490.6737141766,9789610028.21699
Cabo Verde,Denture_repair,126098.5385500989,1669332097.6360126
Cabo Verde,Extraction,121773.85054038913,1612080518.118286
Cabo Verde,Full_fixed,16454462.918480499,217829353258.26974
Cabo Verde,GTR,472131.4565803672,6250224656.331928
Cabo Verde,Implant_surgery,3329989.961258017,44083454027.70213
Cabo Verde,Maintenance_perio,178482.00720081705,2362800924.55197
Cabo Verde,Maintenance_simp,118784.395682129,1572505174.8454149
Cabo Verde,OFD,299145.44995172624,3960181515.2503395
Cabo Verde,OHI,72333.18521047628,957569446.755526
Cabo Verde,OPG,126259.69678884072,1671465561.0672588
Cabo Verde,PA,40753.73896323918,539510809.0248457
Cabo Verde,Prophy,146622.40855104735,1941033541.2390263
Cabo Verde,RootDeb,159729.0034176456,2114542764.6851904
Cabo Verde,Single_implant,3222716.1735153534,42663329899.59676
Cambodia,Consult_perio,145322.6367305336,1923826753.241841
Cambodia,Consult_simple,83543.19948790947,1105971140.09349
