Country_df1,Procedure,Predicted_Mean,Predicted_SD
Saint Vincent and the Grenadines,Extraction,215001.29993082935,2846254803.0674176
Saint Vincent and the Grenadines,Full_fixed,30265515.278357435,400664406475.91144
Saint Vincent and the Grenadines,GTR,647603.7103570518,8573181518.814314
Saint Vincent and the Grenadines,Implant_surgery,5358709.073561538,70940275448.43898
Saint Vincent and the Grenadines,Maintenance_perio,380635.0678590516,5038966696.751445
Saint Vincent and the Grenadines,Maintenance_simp,310679.4367471328,4112872058.635444
Saint Vincent and the Grenadines,OFD,903825.512953583,11965126295.546322
Saint Vincent and the Grenadines,OHI,138171.71263647312,1829160571.8948526
Saint Vincent and the Grenadines,OPG,322045.958913327,4263345652.609577
Saint Vincent and the Grenadines,PA,66360.17231668299,878496824.202954
Saint Vincent and the Grenadines,Prophy,224766.75966366427,2975533029.1883063
Saint Vincent and the Grenadines,RootDeb,391671.9345581544,5185076208.011343
Saint Vincent and the Grenadines,Single_implant,5563975.786413833,73657660727.28923
Samoa,Consult_perio,139289.85190705568,1843962851.092317
Samoa,Consult_simple,70001.0184382282,926695489.8110756
Samoa,Denture,497363.75777451403,6584257792.36129
Samoa,Denture_repair,111109.45622887186,1470901913.4274013
Samoa,Extraction,84860.88862369998,1123415123.1433604
Samoa,Full_fixed,10063607.279252345,133225197075.41994
Samoa,GTR,341230.9823502481,4517323024.476006
Samoa,Implant_surgery,2356669.3116777833,31198329264.811344
Samoa,Maintenance_perio,144406.30594081874,1911696078.1609764
Samoa,Maintenance_simp,139917.40593114035,1852270608.5608063
Samoa,OFD,302233.2412538798,4001058667.283615
Samoa,OHI,53944.5891226864,714135430.5268933
Samoa,OPG,71522.17317707994,946833014.4821283
Samoa,PA,27692.63557852826,366603816.11804175
Samoa,Prophy,78777.44908497571,1042880637.9479928
Samoa,RootDeb,171939.10265300566,2276183897.114409
Samoa,Single_implant,3656548.467102601,48406538195.29413
San Marino,Consult_perio,1069798.6222797942,14162330497.342981
San Marino,Consult_simple,828357.7577080157,10966060425.184057
San Marino,Denture,5731367.998883954,75873651462.65895
San Marino,Denture_repair,926974.7986923193,12271583818.094585
San Marino,Extraction,577432.1435068555,7644228255.506631
San Marino,Full_fixed,94736706.11225708,1254154299930.041
San Marino,GTR,3058495.256239754,40489321767.0404
San Marino,Implant_surgery,19788563.10198303,261967219700.26373
San Marino,Maintenance_perio,1343313.9326847913,17783212167.375473
San Marino,Maintenance_simp,844238.5165007436,11176294902.857908
San Marino,OFD,3209166.8295436106,42483959424.30013
San Marino,OHI,674527.0128173166,8929600661.240982
San Marino,OPG,881888.3596449277,11674715363.191612
San Marino,PA,200599.51077477584,2655599390.4193573
San Marino,Prophy,874119.5688084315,11571869667.656202
San Marino,RootDeb,1913512.0322736935,25331673875.17426
San Marino,Single_implant,29968303.92851952,396729829186.03235
Sao Tome and Principe,Consult_perio,154812.29174321212,2049453789.7666376
Sao Tome and Principe,Consult_simple,64958.991964563,859947558.1823845
Sao Tome and Principe,Denture,571601.5945967748,7567041615.959912
Sao Tome and Principe,Denture_repair,129969.549675939,1720577759.9329126
Sao Tome and Principe,Extraction,89749.2619050485,1188128945.504904
Sao Tome and Principe,Full_fixed,10957938.373404408,145064633269.90707
Sao Tome and Principe,GTR,450962.37074383924,5969981642.647135
Sao Tome and Principe,Implant_surgery,2203425.571020044,29169640447.45334
Sao Tome and Principe,Maintenance_perio,137230.57891312393,1816701547.7807047
Sao Tome and Principe,Maintenance_simp,131411.16563761086,1739662325.2653422
Sao Tome and Principe,OFD,385109.5792931381,5098201685.864284
Sao Tome and Principe,OHI,58373.18732077483,772762605.7868576
Sao Tome and Principe,OPG,68284.31115932358,903969179.1347442
Sao Tome and Principe,PA,22528.469345407237,298238959.95397145
Sao Tome and Principe,Prophy,79832.89182699024,1056852920.7890171
Sao Tome and Principe,RootDeb,114774.5797210279,1519421970.500268
Sao Tome and Principe,Single_implant,3302848.9026477924,43724152160.90161
Saudi Arabia,Consult_perio,894321.7729166764,11839312797.04258
Saudi Arabia,Consult_simple,552131.3564485571,7309288482.076258
Saudi Arabia,Denture,3919128.362853978,51882653408.14049
Saudi Arabia,Denture_repair,1040582.4227775508,13775557263.007236
Saudi Arabia,Extraction,844754.971978487,11183131902.841494
Saudi Arabia,Full_fixed,94294963.96779986,1248306378541.737
Saudi Arabia,GTR,3019618.3528024927,39974657096.7696
Saudi Arabia,Implant_surgery,23300081.097663928,308453798918.5286
Saudi Arabia,Maintenance_perio,1063873.2689936766,14083888807.660597
Saudi Arabia,Maintenance_simp,1531480.3471816161,20274218320.40742
Saudi Arabia,OFD,3819667.95095384,50565965205.897484
Saudi Arabia,OHI,473642.938555865,6270234129.920668
Saudi Arabia,OPG,588242.7804200744,7787342865.736274
Saudi Arabia,PA,200454.5341265346,2653680143.9705124
Saudi Arabia,Prophy,646102.8550183998,8553312723.985062
Saudi Arabia,RootDeb,1458836.879589783,19312541257.937344
Saudi Arabia,Single_implant,27203566.302541275,360129363283.2984
Senegal,Consult_perio,101729.23297848966,1346723568.9763002
Senegal,Consult_simple,57845.395072765685,765775526.0743113
Senegal,Denture,450595.0330600862,5965118710.901763
Senegal,Denture_repair,89117.80657404973,1179769541.308948
Senegal,Extraction,52698.23873125576,697635852.2031543
Senegal,Full_fixed,11435071.49898997,151381071593.01205
Senegal,GTR,262126.03490316757,3470106860.247764
Senegal,Implant_surgery,1327611.0034616645,17575331853.45211
Senegal,Maintenance_perio,109693.54884189178,1452157686.2892992
Senegal,Maintenance_simp,79236.23475386153,1048954186.8710217
Senegal,OFD,307209.9253426791,4066941575.87836
Senegal,OHI,42258.422090709486,559430277.3258965
Senegal,OPG,68891.20696737734,912003456.6446489
Senegal,PA,19070.29932069778,252458617.94757563
Senegal,Prophy,64618.93601199752,855445790.5716188
Senegal,RootDeb,92941.63636519981,1230390602.2638106
Senegal,Single_implant,1857026.5439856101,24583901222.658714
Serbia,Consult_perio,491222.35058592074,6502955913.192419
Serbia,Consult_simple,333551.4351356581,4415658764.064826
Serbia,Denture,2153790.327036608,28512553482.701363
Serbia,Denture_repair,407332.3636730307,5392393892.140015
Serbia,Extraction,279901.372951702,3705422373.749613
Serbia,Full_fixed,41576936.022358686,550408550499.6353
Serbia,GTR,1187450.7443219072,15719846277.764647
Serbia,Implant_surgery,6186288.426587861,81896031107.72296
Serbia,Maintenance_perio,699542.5433449794,9260764119.036572
Serbia,Maintenance_simp,527376.4250444743,6981574917.4087715
Serbia,OFD,931763.6570862782,12334980231.09023
Serbia,OHI,195524.4190136772,2588413730.1201773
Serbia,OPG,334461.8415067381,4427711009.829216
Serbia,PA,85674.64431814758,1134187876.8643382
Serbia,Prophy,322358.7683906509,4267486722.815035
Serbia,RootDeb,665745.0341291834,8813342066.387945
Serbia,Single_implant,9440543.568718258,124976883789.4296
Seychelles,Consult_perio,383463.85977246455,5076415133.449365
Seychelles,Consult_simple,298582.27821429254,3952726070.73378
Seychelles,Denture,2691787.9785349127,35634735535.12936
Seychelles,Denture_repair,550467.2413614218,7287258403.369106
Seychelles,Extraction,323872.0623890514,4287520184.5326447
Seychelles,Full_fixed,40942650.30056483,542011676700.48315
Seychelles,GTR,1978853.0553964903,26196678881.936695
Seychelles,Implant_surgery,9596843.810742706,127046035532.81818
Seychelles,Maintenance_perio,658782.7359280454,8721172973.913843
Seychelles,Maintenance_simp,470309.38341365766,6226103478.906696
Seychelles,OFD,1752901.0829236603,23205455632.95981
Seychelles,OHI,220489.4522074206,2918908688.3334074
Seychelles,OPG,469441.19796737883,6214610167.018724
Seychelles,PA,104746.6611271051,1386669231.46146
Seychelles,Prophy,297295.0186995208,3935684924.5737705
Seychelles,RootDeb,725172.7610447312,9600064998.868702
Seychelles,Single_implant,9355649.576200658,123853030426.5312
Sierra Leone,Consult_perio,58127.63869047342,769511955.8205231
Sierra Leone,Consult_simple,45567.986298383694,603243328.8059728
Sierra Leone,Denture,267756.3605786194,3544642881.665981
Sierra Leone,Denture_repair,57057.62430897964,755346769.0348725
Sierra Leone,Extraction,37538.58242005461,496947555.88825154
Sierra Leone,Full_fixed,7874959.377129874,104251188054.80629
Sierra Leone,GTR,213835.94379689606,2830827452.188335
Sierra Leone,Implant_surgery,773652.8373845705,10241859491.179846
Sierra Leone,Maintenance_perio,77995.19815658231,1032524954.2248712
Sierra Leone,Maintenance_simp,61194.507214603356,810112125.5403781
Sierra Leone,OFD,137788.43069893625,1824086565.1051528
Sierra Leone,OHI,22988.57318984112,304329959.2993291
Sierra Leone,OPG,41386.95900322394,547893574.993168
Sierra Leone,PA,15383.530907226104,203652018.60135314
Sierra Leone,Prophy,54039.45641503587,715391313.5684867
Sierra Leone,RootDeb,102891.48687291345,1362109851.4334378
Sierra Leone,Single_implant,1614300.0483021284,21370611561.65156
Singapore,Consult_perio,2017834.8622260434,26712732296.295387
Singapore,Consult_simple,1207235.3422121846,15981761004.74572
Singapore,Denture,12509306.575627115,165602133267.9212
Singapore,Denture_repair,2190419.2414214048,28997458567.146965
Singapore,Extraction,1515606.1585948304,20064070821.185448
Singapore,Full_fixed,195992086.76035827,2594604862781.5093
Singapore,GTR,6661209.420235308,88183184532.75565
Singapore,Implant_surgery,37045018.82361669,490413605826.4025
Singapore,Maintenance_perio,3627328.8715284322,48019720002.69054
Singapore,Maintenance_simp,2082339.159449452,27566660462.542206
Singapore,OFD,9657105.984016191,127843805128.52815
Singapore,OHI,1256414.9748704822,16632816443.535185
Singapore,OPG,1183733.8074698874,15670640299.144222
Singapore,PA,545112.7550173347,7216374029.74104
Singapore,Prophy,2435019.2200577217,32235549984.490887
Singapore,RootDeb,2764897.466444119,36602581921.07365
Singapore,Single_implant,38964354.38051871,515822373351.4733
Slovakia,Consult_perio,693160.596615469,9176277901.80145
Slovakia,Consult_simple,551977.3123387733,7307249197.72078
Slovakia,Denture,3645189.587513148,48256165776.15366
Slovakia,Denture_repair,675908.1538196693,8947884640.049131
Slovakia,Extraction,481014.2249059751,6367817536.093264
Slovakia,Full_fixed,55725191.917948745,737707610136.9757
Slovakia,GTR,1618361.3047547813,21424375751.396324
Slovakia,Implant_surgery,8354597.233949902,110600784797.45934
Slovakia,Maintenance_perio,1202871.2788167512,15923988161.492498
Slovakia,Maintenance_simp,1061132.2366810685,14047602160.149006
Slovakia,OFD,2085739.2347890825,27611671728.843052
Slovakia,OHI,251391.12670590924,3327994770.568473
Slovakia,OPG,453259.5606707482,6000392565.116562
Slovakia,PA,127423.47785583015,1686872060.7149503
Slovakia,Prophy,470092.3031028257,6223229701.503696
Slovakia,RootDeb,792213.503023441,10487571418.222887
Slovakia,Single_implant,14363508.031112267,190148635080.82703
Slovenia,Consult_perio,721161.2370454096,9546959182.976599
Slovenia,Consult_simple,442337.1907285484,5855798797.921354
Slovenia,Denture,4742770.104421063,62786281728.97548
Slovenia,Denture_repair,1050371.8379373967,13905152618.602283
Slovenia,Extraction,523457.1174383386,6929689891.121716
Slovenia,Full_fixed,77712280.833603,1028779605756.4669
Slovenia,GTR,2057495.9083716683,27237777694.26731
Slovenia,Implant_surgery,13260005.972448662,175540127896.56094
Slovenia,Maintenance_perio,688553.6080675713,9115289139.0063
Slovenia,Maintenance_simp,633796.8908779374,8390402501.802987
Slovenia,OFD,2467159.766326698,32661036640.714436
Slovenia,OHI,351565.09863746533,4654129304.8446
Slovenia,OPG,512957.7182514609,6790695543.763877
Slovenia,PA,163405.6580831818,2163215475.0565667
Slovenia,Prophy,703477.0128580258,9312849863.414087
Slovenia,RootDeb,985334.2185561281,13044164165.957756
Slovenia,Single_implant,22157671.622501288,293330223122.4869
Solomon Islands,Consult_perio,49048.08111252391,649313918.0678205
Solomon Islands,Consult_simple,42946.20459612271,568535358.3655366
Solomon Islands,Denture,312669.73728943564,4139220282.948039
Solomon Islands,Denture_repair,48267.30900677007,638977811.4637309
Solomon Islands,Extraction,38490.53519533888,509549806.0133341
Solomon Islands,Full_fixed,3201833.717667358,42386881383.81419
Solomon Islands,GTR,123362.58824912169,1633112727.3921332
Solomon Islands,Implant_surgery,839758.6044447981,11116988418.61499
Solomon Islands,Maintenance_perio,74748.43601945534,989543296.299137
Solomon Islands,Maintenance_simp,44284.54108763671,586252677.6018277
Solomon Islands,OFD,164047.94390940815,2171718256.7533607
Solomon Islands,OHI,23140.855185947083,306345916.2399464
Solomon Islands,OPG,37383.47033490337,494894133.33909696
Solomon Islands,PA,10724.53911683935,141974820.53275442
Solomon Islands,Prophy,41867.119087521154,554250085.1473478
Solomon Islands,RootDeb,96512.78970949129,1277666652.9758296
Solomon Islands,Single_implant,1274137.042721213,16867426749.410812
Somalia,Consult_perio,35627.0025704949,471641460.85530686
Somalia,Consult_simple,14921.948577157016,197541446.5983333
Somalia,Denture,121107.12874416957,1603254245.3682601
Somalia,Denture_repair,27653.806156303584,366089780.0189908
Somalia,Extraction,23751.26341507353,314426692.2842865
Somalia,Full_fixed,4225427.943835862,55937543559.16611
Somalia,GTR,64562.69665458131,854701276.2769666
Somalia,Implant_surgery,425369.6159648067,5631176708.73751
Somalia,Maintenance_perio,31741.557434354305,420204716.59211856
Somalia,Maintenance_simp,18070.752233437222,239226299.3573034
Somalia,OFD,95443.7905929089,1263514906.5862668
Somalia,OHI,14199.039240908096,187971345.5285131
Somalia,OPG,16772.106191934305,222034414.77659923
Somalia,PA,8023.785836473702,106221399.513375
Somalia,Prophy,25919.48654043909,343130311.6888158
Somalia,RootDeb,43705.90128858752,578592462.022575
Somalia,Single_implant,703280.389752583,9310246904.9276
South Africa,Consult_perio,310377.3385806386,4108872788.130295
South Africa,Consult_simple,211746.7425053979,2803169948.6643357
South Africa,Denture,972842.7742036465,12878798498.415565
South Africa,Denture_repair,258902.88062188486,3427437730.5398064
South Africa,Extraction,176294.88066904884,2333847055.9104114
South Africa,Full_fixed,22996534.936351307,304435359402.73645
South Africa,GTR,691151.3178867234,9149678438.290146
South Africa,Implant_surgery,4571287.611497299,60516142575.010994
South Africa,Maintenance_perio,399329.635211214,5286451256.77261
South Africa,Maintenance_simp,280196.27256972477,3709326347.606935
South Africa,OFD,677377.6179276429,8967337867.897524
South Africa,OHI,135901.99098515246,1799113283.0934553
South Africa,OPG,173509.26698540244,2296970226.1930113
South Africa,PA,48081.139128158786,636513236.0804456
South Africa,Prophy,209242.79264533895,2770021873.196301
South Africa,RootDeb,406926.59941574914,5387022257.333284
South Africa,Single_implant,5189152.1833605,68695628028.71109
Spain,Consult_perio,730100.0991136272,9665294649.337997
Spain,Consult_simple,415505.9396187942,5500598260.212907
Spain,Denture,3644801.912395627,48251033611.06615
Spain,Denture_repair,742256.3849736045,9826223383.385431
Spain,Extraction,644039.4117767527,8525996213.623104
Spain,Full_fixed,50553071.33767819,669237451824.5607
Spain,GTR,2072239.928708363,27432963670.879272
Spain,Implant_surgery,14223577.616785802,188296192263.0392
Spain,Maintenance_perio,1122954.9021712027,14866030042.42849
Spain,Maintenance_simp,703461.9924655413,9312651018.736094
Spain,OFD,2324229.9247216503,30768886461.61824
Spain,OHI,304128.6877857991,4026151184.385458
Spain,OPG,800218.3918865618,10593542653.66197
Spain,PA,240688.41294681697,3186308880.983281
Spain,Prophy,452234.50688972627,5986822580.895189
Spain,RootDeb,1091472.8251079859,14449260408.567913
Spain,Single_implant,18179339.6829532,240663814152.96802
Sri Lanka,Consult_perio,198588.5121773785,2628977158.746128
Sri Lanka,Consult_simple,211604.6462185461,2801288833.345126
Sri Lanka,Denture,1593573.9490642827,21096232943.83135
Sri Lanka,Denture_repair,427389.25444027386,5657913317.8329315
Sri Lanka,Extraction,160358.31976408802,2122873852.3311107
Sri Lanka,Full_fixed,28648113.49287913,379252733142.36176
Sri Lanka,GTR,972842.2749316504,12878791888.895914
Sri Lanka,Implant_surgery,5217622.354057184,69072525099.1737
Sri Lanka,Maintenance_perio,395346.6943574348,5233723833.547496
Sri Lanka,Maintenance_simp,281131.49058879283,3721707057.7679625
Sri Lanka,OFD,842485.7724282712,11153091525.778666
Sri Lanka,OHI,106661.33847497098,1412016332.150809
Sri Lanka,OPG,243496.69826581265,3223485844.9372053
Sri Lanka,PA,61934.59123518463,819909590.4809649
Sri Lanka,Prophy,274628.5096796902,3635618552.0112805
Sri Lanka,RootDeb,310062.7305587708,4104707908.2267184
Sri Lanka,Single_implant,5665502.693011189,75001705836.02238
Sudan,Consult_perio,78973.18331293449,1045471829.1948904
Sudan,Consult_simple,39501.73389703707,522936372.3387003
Sudan,Denture,349589.79003730457,4627979548.575419
Sudan,Denture_repair,75802.55657912731,1003498075.674628
Sudan,Extraction,55280.61090255799,731822106.8827367
Sudan,Full_fixed,6537752.253481519,86548819745.38406
Sudan,GTR,180593.53798986264,2390754032.984706
Sudan,Implant_surgery,936337.7034106335,12395532894.373371
Sudan,Maintenance_perio,68967.14675053858,913008771.3689603
Sudan,Maintenance_simp,76185.55870257378,1008568378.1974277
Sudan,OFD,226988.08069292217,3004939575.338093
Sudan,OHI,29758.975295371547,393958670.9292746
Sudan,OPG,35698.545952651955,472588574.64093375
Sudan,PA,17351.211334015235,229700790.71320602
Sudan,Prophy,44788.41910662482,592923173.232163
Sudan,RootDeb,80927.12824067743,1071338766.4520453
Sudan,Single_implant,2004765.2761796315,26539713007.246105
Suriname,Consult_perio,333334.6671625955,4412789121.487413
Suriname,Consult_simple,240577.13465507372,3184835743.9722342
Suriname,Denture,1729900.723333755,22900969641.59089
Suriname,Denture_repair,304250.4509630381,4027763123.607056
Suriname,Extraction,248859.302287733,3294477682.936557
Suriname,Full_fixed,54521699.738744184,721775402300.9435
Suriname,GTR,847530.6809567104,11219877610.954548
Suriname,Implant_surgery,6134215.223259062,81206669670.68335
Suriname,Maintenance_perio,459678.1914071682,6085364416.768293
Suriname,Maintenance_simp,374888.0596969907,4962885995.891516
Suriname,OFD,1084349.8381618958,14354964067.968958
Suriname,OHI,120659.63038252176,1597330121.367081
Suriname,OPG,258525.751856884,3422445181.382643
Suriname,PA,93074.88864336284,1232154637.8155174
Suriname,Prophy,285695.2508308937,3782123550.660362
Suriname,RootDeb,399432.45322489674,5287812393.962852
Suriname,Single_implant,7842344.6499242075,103819424042.26437
Sweden,Consult_perio,1199994.1172378708,15885899391.95611
Sweden,Consult_simple,670282.478250026,8873410178.193563
Sweden,Denture,6813618.39525827,90200822460.19727
Sweden,Denture_repair,1080824.9913285053,14308301037.406622
Sweden,Extraction,832923.31559755,11026500715.898348
Sweden,Full_fixed,129978947.12580104,1720702166328.6648
Sweden,GTR,2805076.3974939706,37134483242.22634
Sweden,Implant_surgery,18275780.18183418,241940523797.22836
Sweden,Maintenance_perio,1462910.596885874,19366470408.24512
Sweden,Maintenance_simp,910439.2118566887,12052680520.916412
Sweden,OFD,3266888.8731671874,43248101985.10943
Sweden,OHI,575081.6417963259,7613111574.884861
Sweden,OPG,830668.6057452315,10996652158.011723
Sweden,PA,272425.5498512559,3606455077.210603
Sweden,Prophy,793386.5221833031,10503100214.648409
Sweden,RootDeb,1686321.4240022004,22324053176.07809
Sweden,Single_implant,23874614.770601973,316059656309.39075
Switzerland,Consult_perio,1539999.2815397151,20386994651.72056
Switzerland,Consult_simple,897680.4376666901,11883775856.938942
Switzerland,Denture,6486450.481531701,85869670759.47089
Switzerland,Denture_repair,1190586.0886992738,15761352952.357874
Switzerland,Extraction,960888.7639950735,12720547553.03517
Switzerland,Full_fixed,144405781.0624579,1911689129656.2183
Switzerland,GTR,4342777.476026472,57491053560.001884
Switzerland,Implant_surgery,26918693.912519433,356358133022.7287
Switzerland,Maintenance_perio,1774757.3449061152,23494795700.50673
Switzerland,Maintenance_simp,1090234.4374157735,14432866242.959831
Switzerland,OFD,4586479.882781865,60717262638.59717
Switzerland,OHI,530146.1392374643,7018241264.670198
Switzerland,OPG,1217604.2808573332,16119028274.436466
Switzerland,PA,208812.60297790222,2764326887.1307945
Switzerland,Prophy,718640.112718816,9513583746.521072
Switzerland,RootDeb,1741631.490331509,23056265223.16069
Switzerland,Single_implant,22424404.173649807,296861312493.0402
Syrian Arab Republic,Consult_perio,91442.59948472581,1210545880.755629
Syrian Arab Republic,Consult_simple,64933.33586753465,859607914.7038643
Syrian Arab Republic,Denture,561843.7034292418,7437863584.885983
Syrian Arab Republic,Denture_repair,91110.51296218233,1206149614.9650156
Syrian Arab Republic,Extraction,64727.2197715541,856879285.0241233
Syrian Arab Republic,Full_fixed,12013374.943261374,159036834401.96933
Syrian Arab Republic,GTR,293041.74056843296,3879378691.4799
Syrian Arab Republic,Implant_surgery,1366793.8503606748,18094046699.45557
Syrian Arab Republic,Maintenance_perio,106000.26284437998,1403264805.1164804
Syrian Arab Republic,Maintenance_simp,72799.28902951574,963739875.6510534
Syrian Arab Republic,OFD,280488.8687857639,3713199828.304627
Syrian Arab Republic,OHI,35397.81623438626,468607420.0836626
Syrian Arab Republic,OPG,52450.707703508815,694358958.6361868
Syrian Arab Republic,PA,19165.74655112698,253722178.39179614
Syrian Arab Republic,Prophy,84504.96763919259,1118703329.2519162
Syrian Arab Republic,RootDeb,167432.0539630439,2216518169.578857
Syrian Arab Republic,Single_implant,2509724.695515656,33224524555.37017
Taiwan,Consult_perio,1457820.9883222433,19299092569.950066
Taiwan,Consult_simple,729615.060791626,9658873559.539415
Taiwan,Denture,4525109.9448464345,59904828106.02055
Taiwan,Denture_repair,902082.076774968,11942046139.292284
Taiwan,Extraction,693121.123533146,9175755344.727657
Taiwan,Full_fixed,163133013.59752727,2159606121638.3606
Taiwan,GTR,2738647.1722075264,36255072273.10001
Taiwan,Implant_surgery,23017786.717459258,304716697162.42303
Taiwan,Maintenance_perio,1038914.371757512,13753475079.182888
Taiwan,Maintenance_simp,1114464.7965346475,14753635354.79465
Taiwan,OFD,2769978.3875423097,36669844751.96995
Taiwan,OHI,425884.0545109401,5637987007.946335
Taiwan,OPG,712148.0872218101,9427640271.954016
Taiwan,PA,209640.0912555637,2775281437.105766
Taiwan,Prophy,562381.1099782937,7444977941.738387
Taiwan,RootDeb,1390100.1370000583,18402582649.28635
Taiwan,Single_implant,17307757.83221051,229125539594.9031
Tajikistan,Consult_perio,85760.69290400646,1135327015.096883
Tajikistan,Consult_simple,59160.987838205125,783191756.7143933
Tajikistan,Denture,462712.7240240348,6125536513.58166
Tajikistan,Denture_repair,87005.87224637861,1151811090.7050178
Tajikistan,Extraction,80800.1371994196,1069657619.122969
Tajikistan,Full_fixed,8953092.848098747,118523857899.50095
Tajikistan,GTR,203063.76061941113,2688221904.6018662
Tajikistan,Implant_surgery,1413174.3545864706,18708046396.033363
Tajikistan,Maintenance_perio,115301.58693091347,1526398657.631325
Tajikistan,Maintenance_simp,62129.10068503668,822484567.7302258
Tajikistan,OFD,266693.78065585205,3530576114.5822816
Tajikistan,OHI,27091.08685824516,358640325.03712416
Tajikistan,OPG,89928.5647236937,1190502612.5894127
Tajikistan,PA,23715.046540286265,313947241.90957475
Tajikistan,Prophy,60240.245016493776,797479302.5498711
Tajikistan,RootDeb,133942.2810190802,1773170026.446417
Tajikistan,Single_implant,1774383.6028187661,23489847985.253063
Thailand,Consult_perio,277161.64695896837,3669153019.711217
Thailand,Consult_simple,292808.8370600902,3876295441.6135736
Thailand,Denture,1672734.8990407581,22144190487.150436
Thailand,Denture_repair,361103.03732634673,4780395535.854948
Thailand,Extraction,261266.49542809016,3458728006.444777
Thailand,Full_fixed,38742107.740777485,512880202462.1225
Thailand,GTR,964638.963589367,12770193874.295336
Thailand,Implant_surgery,6515029.621390313,86248010397.95808
Thailand,Maintenance_perio,418957.5976637819,5546292394.5844345
Thailand,Maintenance_simp,319399.91248684464,4228316458.121275
Thailand,OFD,798754.3208406008,10574160820.864033
Thailand,OHI,221079.14987243674,2926715291.41883
Thailand,OPG,243571.77577699829,3224479744.6340127
Thailand,PA,125238.52333813638,1657946945.8785727
Thailand,Prophy,374620.4627011439,4959343462.730272
Thailand,RootDeb,604068.1441297889,7996844005.885448
Thailand,Single_implant,9236778.43088972,122279376832.82628
Timor-Leste,Consult_perio,169430.66084062096,2242976355.769254
Timor-Leste,Consult_simple,70279.90745742897,930387510.3275948
Timor-Leste,Denture,642146.5131289345,8500937426.212026
Timor-Leste,Denture_repair,159322.96681223513,2109167524.4483056
Timor-Leste,Extraction,137441.86552144156,1819498626.328329
Timor-Leste,Full_fixed,12481595.925558222,165235290970.31613
Timor-Leste,GTR,302631.0524007382,4006325016.3141727
Timor-Leste,Implant_surgery,1916775.4885986086,25374876536.006443
Timor-Leste,Maintenance_perio,164580.20694322538,2178764522.1340117
Timor-Leste,Maintenance_simp,145681.12977271204,1928572596.8413677
Timor-Leste,OFD,393388.7531780518,5207803992.65474
Timor-Leste,OHI,57522.02541045713,761494656.8199946
Timor-Leste,OPG,82001.10894245873,1085556460.6326396
Timor-Leste,PA,37970.86245443809,502670214.8885923
Timor-Leste,Prophy,82476.03482217315,1091843678.740963
Timor-Leste,RootDeb,194812.30783959862,2578986578.5160184
Timor-Leste,Single_implant,3626189.772194459,48004640247.58425
Togo,Consult_perio,53370.32857273952,706533188.8240556
Togo,Consult_simple,29235.65050994561,387030732.89093715
Togo,Denture,273064.27063452516,3614910663.7479124
Togo,Denture_repair,72605.33162216053,961172206.5139233
Togo,Extraction,34431.30069518118,455812383.51138693
Togo,Full_fixed,6778121.055741339,89730897519.60999
Togo,GTR,148739.58893827198,1969061440.8286421
Togo,Implant_surgery,966494.35340968,12794756108.055443
Togo,Maintenance_perio,60861.928425889586,805709342.975438
Togo,Maintenance_simp,42623.53990786291,564263821.779315
Togo,OFD,166371.13212647807,2202473352.7615814
Togo,OHI,24054.01773148724,318434649.10835755
Togo,OPG,33999.77312575756,450099685.8787534
Togo,PA,14219.694404796619,188244785.08187753
Togo,Prophy,40763.00385958038,539633460.6354153
Togo,RootDeb,76012.24865305884,1006274045.2747409
Togo,Single_implant,940142.7998840831,12445905957.77892
Tonga,Consult_perio,168525.5320444281,2230993976.200445
Tonga,Consult_simple,97877.02410123577,1295726816.757452
Tonga,Denture,642185.9317676437,8501459262.544143
Tonga,Denture_repair,208673.62083171564,2762486997.78477
Tonga,Extraction,110121.32651558751,1457820741.6233516
Tonga,Full_fixed,11356539.274494808,150341437315.28055
Tonga,GTR,366254.61078571784,4848593684.921056
Tonga,Implant_surgery,1743176.943532189,23076724418.508656
Tonga,Maintenance_perio,207575.07678160706,2747944126.276511
Tonga,Maintenance_simp,101158.43619141621,1339167181.6553588
Tonga,OFD,475282.6128135517,6291940653.243588
Tonga,OHI,47747.00909711979,632089917.6819067
Tonga,OPG,79020.93373574363,1046103964.3043652
Tonga,PA,29565.23910404943,391393930.31953895
Tonga,Prophy,117269.93782237473,1552456305.5652962
Tonga,RootDeb,166536.645247485,2204664467.493391
Tonga,Single_implant,3981495.6119538643,52708290659.458336
Trinidad and Tobago,Consult_perio,529326.5942629558,7007391870.639675
Trinidad and Tobago,Consult_simple,293166.59129491553,3881031504.649085
Trinidad and Tobago,Denture,2939055.80124333,38908144711.047264
Trinidad and Tobago,Denture_repair,475751.132131114,6298143059.267974
Trinidad and Tobago,Extraction,329973.4533246046,4368292315.962999
Trinidad and Tobago,Full_fixed,57935190.636029854,766964267971.765
Trinidad and Tobago,GTR,1510823.0991879185,20000751177.003483
Trinidad and Tobago,Implant_surgery,9829176.531548077,130121729134.27434
Trinidad and Tobago,Maintenance_perio,518325.8710498706,6861760838.210883
Trinidad and Tobago,Maintenance_simp,599697.9703147805,7938990270.976829
Trinidad and Tobago,OFD,2224203.109127407,29444700029.20017
Trinidad and Tobago,OHI,205580.58101585187,2721540364.276911
Trinidad and Tobago,OPG,384242.74148944375,5086726214.492533
Trinidad and Tobago,PA,84206.29446344895,1114749399.8511117
Trinidad and Tobago,Prophy,475131.65461987123,6289942221.2156725
