Country,Severity,selected_Mean_total_billions,selected_SD_total_billions
Bhutan,Health,8.780416534009864e-5,4.4196930744354286e-4
Bhutan,Stage_III_IVT1_2,3.910076919435729e-4,0.00186898953050876
Bhutan,Stage_IVT3,6.724092360205852e-5,4.247011245793123e-4
Bhutan,Stage_IVT4,9.264701918130556e-5,6.178371429555046e-4
Bhutan,Stage_I_II,1.5659897198002672e-4,7.600534200373817e-4
Bolivia,Health,9.072510940546896e-4,0.00464943339730632
Bolivia,Stage_III_IVT1_2,0.00204807712803379,0.01010260296941852
Bolivia,Stage_IVT3,3.7595214364256256e-4,0.00352573819210889
Bolivia,Stage_IVT4,4.854176180563919e-4,0.002943286601928
Bolivia,Stage_I_II,0.00147671120963361,0.00716767291632449
Bosnia and Herzegovina,Health,0.00339643817474317,0.00508602841354037
Bosnia and Herzegovina,Stage_III_IVT1_2,0.01298768995726208,0.01739723842221848
Bosnia and Herzegovina,Stage_IVT3,0.00352063712067124,0.00693831695087951
Bosnia and Herzegovina,Stage_IVT4,0.00436906697758801,0.00974968878108756
Bosnia and Herzegovina,Stage_I_II,0.0059724911651975,0.00756787558301446
Botswana,Health,0.00702697456935253,0.00799149023247836
Botswana,Stage_III_IVT1_2,0.00430553966622439,0.00476564231464595
Botswana,Stage_IVT3,0.00100772084714659,0.00167996256273539
Botswana,Stage_IVT4,0.00142212422756697,0.00270314489820637
Botswana,Stage_I_II,0.0137737160836233,0.01466526999829057
Brazil,Health,0.3804713437776278,0.42260844833909345
Brazil,Stage_III_IVT1_2,0.5851720185323498,0.6142904156997898
Brazil,Stage_IVT3,0.153062845230465,0.2630204954223542
Brazil,Stage_IVT4,0.18780006616781575,0.35710957929004905
Brazil,Stage_I_II,0.7541720655356067,0.7665393377856666
Brunei Darussalam,Health,1.752805757178413e-4,6.885552961232902e-4
Brunei Darussalam,Stage_III_IVT1_2,2.3997562543631295e-4,7.706017580954476e-4
Brunei Darussalam,Stage_IVT3,5.2691729263945985e-5,2.7252373751546243e-4
Brunei Darussalam,Stage_IVT4,6.11803415368539e-5,2.852601018083299e-4
Brunei Darussalam,Stage_I_II,2.9044798148694645e-4,9.303792356224322e-4
Bulgaria,Health,8.889008989946617e-4,0.0039698941998266004
Bulgaria,Stage_III_IVT1_2,0.00129790295281744,0.00465745693993297
Bulgaria,Stage_IVT3,3.109400731563177e-4,0.00187716386678425
Bulgaria,Stage_IVT4,3.436554038548635e-4,0.00223230194248231
Bulgaria,Stage_I_II,0.00150963670276422,0.00551807932105402
Burkina Faso,Health,8.813015611163122e-4,0.01103608194172021
Burkina Faso,Stage_III_IVT1_2,0.0029321617423054,0.02724257231797496
Burkina Faso,Stage_IVT3,7.331697996497533e-4,0.00711829454807262
Burkina Faso,Stage_IVT4,0.00107045966789419,0.01009927269081253
Burkina Faso,Stage_I_II,0.00134386714655326,0.015282031030715751
Burundi,Health,-1.6423142669906235e-4,0.00733352501685553
Burundi,Stage_III_IVT1_2,6.669664395158073e-4,0.00594261873597204
Burundi,Stage_IVT3,1.1385162293538782e-4,0.00138574686060179
Burundi,Stage_IVT4,1.4381440089379153e-4,0.00168449499245513
Burundi,Stage_I_II,1.670329426163038e-4,0.00953707240117362
Cabo Verde,Health,2.202548368173764e-5,1.5893193889132e-4
Cabo Verde,Stage_III_IVT1_2,2.01183203418815e-4,9.739896975377992e-4
Cabo Verde,Stage_IVT3,3.601649307474196e-5,3.822126567059444e-4
Cabo Verde,Stage_IVT4,3.453954846319342e-5,2.9964452200175525e-4
Cabo Verde,Stage_I_II,5.1863250869990954e-5,2.837347410232553e-4
Cambodia,Health,0.00102963497544166,0.0065312210071541
Cambodia,Stage_III_IVT1_2,0.00175443705449127,0.00947549554433205
Cambodia,Stage_IVT3,2.951304018135123e-4,0.00242238624726225
Cambodia,Stage_IVT4,4.6988621088981633e-4,0.00317818644924931
Cambodia,Stage_I_II,0.00165886157011405,0.00994558687066695
Cameroon,Health,0.00148617907569115,0.01102790985743881
Cameroon,Stage_III_IVT1_2,0.0068140426515009,0.04475902641184348
Cameroon,Stage_IVT3,7.973515827372822e-4,0.01048648520509993
Cameroon,Stage_IVT4,0.00159031414985969,0.01175310442562998
Cameroon,Stage_I_II,0.00218907596535197,0.01751860805026726
Canada,Health,0.3958828290552158,0.2907554807322256
Canada,Stage_III_IVT1_2,3.2995828445758795,1.224569485302614
Canada,Stage_IVT3,0.778548893163591,0.8461452049667126
Canada,Stage_IVT4,0.9602287777930012,1.0621874603462211
Canada,Stage_I_II,0.7427853702856269,0.4477597642150458
Central African Republic,Health,3.428628435328893e-5,0.00199797739779297
Central African Republic,Stage_III_IVT1_2,1.2924249418294875e-4,0.00127446124910812
Central African Republic,Stage_IVT3,2.1502983828630785e-5,3.922089050662352e-4
Central African Republic,Stage_IVT4,3.497640787949573e-5,4.284442326423711e-4
Central African Republic,Stage_I_II,1.2380804011028856e-4,0.00228243572603441
Chad,Health,6.853854548657024e-4,0.0095860557978376
Chad,Stage_III_IVT1_2,0.00234553653525554,0.01557603212100552
Chad,Stage_IVT3,3.78322455139115e-4,0.00415807069474498
Chad,Stage_IVT4,4.918408546980706e-4,0.00532599075914987
Chad,Stage_I_II,0.00117111994231051,0.01431213173129926
Chile,Health,0.0041110580912213,0.01540318546642177
Chile,Stage_III_IVT1_2,0.00979894812911102,0.03148747136092227
Chile,Stage_IVT3,0.00205719841206837,0.01020744604968852
Chile,Stage_IVT4,0.00246492504154064,0.01240396983926992
Chile,Stage_I_II,0.00723368698786705,0.02334912139725802
China,Health,1.6817145561188156,1.1087008494853243
China,Stage_III_IVT1_2,12.426922171176011,5.0864784654207975
China,Stage_IVT3,3.0194405584428163,3.2966302151248796
China,Stage_IVT4,3.522536377911788,3.965705576552323
China,Stage_I_II,3.732729562438839,2.116109242997003
Colombia,Health,0.0057442197015625,0.02695726206062504
Colombia,Stage_III_IVT1_2,0.01590970468314196,0.06596785028482076
Colombia,Stage_IVT3,0.00333826316950098,0.02166026777331129
Colombia,Stage_IVT4,0.00393177923918991,0.02054967686417682
Colombia,Stage_I_II,0.00883261793648764,0.03007869452598933
Comoros,Health,2.8575357029878372e-5,2.8976430380515744e-4
Comoros,Stage_III_IVT1_2,7.184867485885794e-5,5.809404707945079e-4
Comoros,Stage_IVT3,1.5299289281658897e-5,1.3736832319760075e-4
Comoros,Stage_IVT4,1.465147071231497e-5,1.5354756524124002e-4
Comoros,Stage_I_II,3.9696285016014195e-5,4.002041183837037e-4
Congo,Health,2.744949905891301e-4,0.00185845703051818
Congo,Stage_III_IVT1_2,5.267728139944764e-4,0.00270612590699865
Congo,Stage_IVT3,9.81983573697304e-5,0.0011050601834811
Congo,Stage_IVT4,1.477416496645513e-4,0.00107855199910596
Congo,Stage_I_II,4.966593011656116e-4,0.00309664620304891
Costa Rica,Health,0.00762144482627079,0.01082404386689297
Costa Rica,Stage_III_IVT1_2,0.03490902586595503,0.04474351306180833
Costa Rica,Stage_IVT3,0.00967905654893086,0.01838553896831201
Costa Rica,Stage_IVT4,0.01228127317020293,0.02874106831428511
Costa Rica,Stage_I_II,0.01349877340215264,0.01627073597348071
Croatia,Health,0.00653600147400653,0.00819747462492992
Croatia,Stage_III_IVT1_2,0.03025588438817288,0.03580992534360937
Croatia,Stage_IVT3,0.00870544580826711,0.01683441061712946
Croatia,Stage_IVT4,0.01086964238989331,0.02490479839912267
Croatia,Stage_I_II,0.01198652945549313,0.01340873773775991
Cuba,Health,0,0
Cuba,Stage_III_IVT1_2,0,0
Cuba,Stage_IVT3,0,0
Cuba,Stage_IVT4,0,0
Cuba,Stage_I_II,0,0
Cyprus,Health,3.0426408740138566e-4,0.00118777736977865
Cyprus,Stage_III_IVT1_2,4.555037577358893e-4,0.00153302945502566
Cyprus,Stage_IVT3,1.0066540812338288e-4,6.49383944114095e-4
Cyprus,Stage_IVT4,1.2264002584396605e-4,6.306696295647828e-4
Cyprus,Stage_I_II,4.7930074411158566e-4,0.00150004901874497
Czechia,Health,0.07062583748182909,0.0502557655590771
Czechia,Stage_III_IVT1_2,0.4805182100532805,0.22663915399562373
Czechia,Stage_IVT3,0.105757638540924,0.12016635941409716
Czechia,Stage_IVT4,0.13141268518690605,0.15216348774051802
Czechia,Stage_I_II,0.1546951539258708,0.09460973291285932
Côte d'Ivoire,Health,0.00182931319823921,0.01424039657049391
Côte d'Ivoire,Stage_III_IVT1_2,0.00606114844004745,0.02988893128860669
Côte d'Ivoire,Stage_IVT3,0.0012607351726765,0.00989863150403038
Côte d'Ivoire,Stage_IVT4,0.00144344862844838,0.01245902390453047
Côte d'Ivoire,Stage_I_II,0.00290772365341256,0.01692526261837293
Democratic Republic of the Congo,Health,0.00247998034077332,0.04436960853447665
Democratic Republic of the Congo,Stage_III_IVT1_2,0.00484555943005639,0.0385457590244299
Democratic Republic of the Congo,Stage_IVT3,9.417155444320572e-4,0.01092535908899582
Democratic Republic of the Congo,Stage_IVT4,9.062153437068917e-4,0.01357169238003713
Democratic Republic of the Congo,Stage_I_II,0.00183764246225071,0.0653591098526482
Denmark,Health,0.05202774144192953,0.03658209378828402
Denmark,Stage_III_IVT1_2,0.6184541343276848,0.2628497864733466
Denmark,Stage_IVT3,0.13701348467272392,0.15259428322581822
Denmark,Stage_IVT4,0.1711026723567685,0.20068133780587796
Denmark,Stage_I_II,0.11379438915549002,0.06665012908855122
Djibouti,Health,6.835216544913903e-5,5.691874593660259e-4
Djibouti,Stage_III_IVT1_2,1.406842799303399e-4,9.388837448502476e-4
Djibouti,Stage_IVT3,2.7723150237538243e-5,2.562095669926193e-4
Djibouti,Stage_IVT4,3.341417506557622e-5,2.0544305802047377e-4
Djibouti,Stage_I_II,1.1621305469404852e-4,8.378333418729183e-4
Dominica,Health,7.463716475775183e-5,1.1607386318252262e-4
Dominica,Stage_III_IVT1_2,3.447582490768727e-4,4.6892838800911574e-4
Dominica,Stage_IVT3,9.736481747616144e-5,1.953074411504688e-4
Dominica,Stage_IVT4,1.260670349091841e-4,2.95667908901203e-4
Dominica,Stage_I_II,1.3387545334528464e-4,1.812309874747056e-4
Dominican Republic,Health,0.00140656576719076,0.00635636337436813
Dominican Republic,Stage_III_IVT1_2,0.00323990084203817,0.01188619600321009
Dominican Republic,Stage_IVT3,6.391862083759291e-4,0.00383144476258394
Dominican Republic,Stage_IVT4,8.192625483823977e-4,0.00473382011490136
Dominican Republic,Stage_I_II,0.00226367760105324,0.00826619093143446
Ecuador,Health,0.00160960170715123,0.0064597760300282
Ecuador,Stage_III_IVT1_2,0.00338657317477364,0.01352805033358683
Ecuador,Stage_IVT3,7.658407360257529e-4,0.00530703268347913
Ecuador,Stage_IVT4,8.256303794121007e-4,0.00579890260504666
Ecuador,Stage_I_II,0.00243202338547134,0.00992500779682055
Egypt,Health,0.01245679106919793,0.06011684611502574
Egypt,Stage_III_IVT1_2,0.02005580842113096,0.08617424116662577
Egypt,Stage_IVT3,0.00428050746071075,0.02670999094793484
Egypt,Stage_IVT4,0.00471354441139402,0.03347382038217885
Egypt,Stage_I_II,0.02072100364850826,0.07853330704933545
El Salvador,Health,3.647767142872896e-4,0.00183535516794733
El Salvador,Stage_III_IVT1_2,0.00109933780657731,0.00474295010162404
El Salvador,Stage_IVT3,2.108539529485932e-4,0.00178940621733897
El Salvador,Stage_IVT4,2.666701731378515e-4,0.00162518781897389
El Salvador,Stage_I_II,7.562010932326301e-4,0.00323742181519474
Equatorial Guinea,Health,2.4075039702886752e-4,0.00109814621901815
Equatorial Guinea,Stage_III_IVT1_2,3.7938503767087015e-4,0.00158290756135784
Equatorial Guinea,Stage_IVT3,5.861625040339295e-5,4.0296008461744343e-4
Equatorial Guinea,Stage_IVT4,9.273809897966052e-5,7.063662966552815e-4
Equatorial Guinea,Stage_I_II,3.901078127421926e-4,0.00140492953767222
Eritrea,Health,0,0
Eritrea,Stage_III_IVT1_2,0,0
Eritrea,Stage_IVT3,0,0
Eritrea,Stage_IVT4,0,0
Eritrea,Stage_I_II,0,0
Estonia,Health,0.002807345576189,0.00355418480128319
Estonia,Stage_III_IVT1_2,0.00995798716902333,0.0118879103001022
Estonia,Stage_IVT3,0.00277378374703544,0.00497640720090054
Estonia,Stage_IVT4,0.00330778572259895,0.00668217524653217
Estonia,Stage_I_II,0.00501460149149195,0.00556855022875339
Eswatini,Health,1.1335894145303917e-4,6.630719158798614e-4
Eswatini,Stage_III_IVT1_2,8.329493571524214e-5,4.525702732374028e-4
Eswatini,Stage_IVT3,1.5299882703179407e-5,1.3083629717991675e-4
Eswatini,Stage_IVT4,2.092926116220291e-5,1.216853386742217e-4
Eswatini,Stage_I_II,2.0092864280656453e-4,9.500207528336792e-4
Ethiopia,Health,0.0037973762834472,0.04621797214039459
Ethiopia,Stage_III_IVT1_2,0.01631545280870617,0.11070026526750874
Ethiopia,Stage_IVT3,0.00331372028473369,0.03662467577771956
Ethiopia,Stage_IVT4,0.00410102536867736,0.04264919358716469
Ethiopia,Stage_I_II,0.00591357967417186,0.07420830822831057
Fiji,Health,8.549501469440343e-5,5.024274390109737e-4
Fiji,Stage_III_IVT1_2,3.0736866337038456e-5,1.3865518036233423e-4
Fiji,Stage_IVT3,6.518519958560815e-6,4.811953195139254e-5
Fiji,Stage_IVT4,7.756306307531763e-6,5.155171022108111e-5
Fiji,Stage_I_II,1.4393009585683298e-4,6.369924610280909e-4
Finland,Health,0.01519013327407559,0.01829398974571451
Finland,Stage_III_IVT1_2,0.06046352190492394,0.06914259344153131
Finland,Stage_IVT3,0.01705090673366243,0.03073026214980892
Finland,Stage_IVT4,0.02114295175631735,0.0468148390933708
Finland,Stage_I_II,0.02714711988801577,0.03012658857892652
France,Health,0.49541168225663296,0.323196105775732
France,Stage_III_IVT1_2,2.1657085461378167,0.7752468837099088
France,Stage_IVT3,0.5008958435212955,0.5500788150873507
France,Stage_IVT4,0.6678209155704484,0.7404530743550896
France,Stage_I_II,1.0755278189805977,0.593029950541036
Gabon,Health,2.7493852303298586e-4,0.00126336775581637
Gabon,Stage_III_IVT1_2,3.878164984205483e-4,0.00147342659988172
Gabon,Stage_IVT3,9.1313220235704e-5,6.332807102186938e-4
Gabon,Stage_IVT4,8.892853494292443e-5,4.265149448759965e-4
Gabon,Stage_I_II,4.13460466226946e-4,0.00143060498045262
Gambia,Health,1.1769693653433976e-4,0.00134749488275407
Gambia,Stage_III_IVT1_2,4.362614601405298e-4,0.00349586608530877
Gambia,Stage_IVT3,6.190273696402048e-5,7.820648641795735e-4
Gambia,Stage_IVT4,1.201911260582794e-4,8.520890114090584e-4
Gambia,Stage_I_II,1.276329970056545e-4,0.00124818114744117
Georgia,Health,3.5208497641883924e-4,0.00160541608269935
Georgia,Stage_III_IVT1_2,6.268146716990646e-4,0.00255900357556872
Georgia,Stage_IVT3,1.1465263379256764e-4,8.204843500205333e-4
Georgia,Stage_IVT4,1.572697457162548e-4,8.07532684984086e-4
Georgia,Stage_I_II,5.780741510305426e-4,0.00211777375557363
Germany,Health,0.934854358925628,0.6253677778222707
Germany,Stage_III_IVT1_2,6.153515407836952,2.0900253914519813
Germany,Stage_IVT3,1.1760172182364357,1.203418131095856
Germany,Stage_IVT4,1.3085438809151997,1.3438018139861156
Germany,Stage_I_II,2.176443961567271,1.2437060886282396
Ghana,Health,0.00250564897191838,0.01853715024675079
Ghana,Stage_III_IVT1_2,0.00838746132805776,0.04329646322887236
Ghana,Stage_IVT3,0.00175455730685083,0.01444327753496987
Ghana,Stage_IVT4,0.0022890473120439,0.01930440389095908
Ghana,Stage_I_II,0.00326617242360777,0.01638789709855842
Greece,Health,0.01726331695992432,0.02299603683918132
Greece,Stage_III_IVT1_2,0.05467817231274877,0.06626320214081036
Greece,Stage_IVT3,0.01474209305231186,0.02657336829148357
Greece,Stage_IVT4,0.01901369590283916,0.03859149196496139
Greece,Stage_I_II,0.0314235471854579,0.03609375476309196
Grenada,Health,1.1638578999262023e-4,1.854041209822532e-4
Grenada,Stage_III_IVT1_2,5.564983717192002e-4,7.617107908625381e-4
Grenada,Stage_IVT3,1.5033508268164737e-4,3.0238940345713876e-4
Grenada,Stage_IVT4,1.9510162899446644e-4,4.651861489451456e-4
Grenada,Stage_I_II,2.0743071204703777e-4,2.8009753290094374e-4
Guatemala,Health,0.00173682792046744,0.00894092951791397
Guatemala,Stage_III_IVT1_2,0.00320480934836749,0.01427924133833248
Guatemala,Stage_IVT3,7.926724631563412e-4,0.00566205681752754
Guatemala,Stage_IVT4,8.337882908348626e-4,0.00534629903603562
Guatemala,Stage_I_II,0.00262258497271041,0.01210749716536176
Guinea,Health,5.902740921091492e-4,0.00696490809318801
Guinea,Stage_III_IVT1_2,0.00223797840903479,0.0159813451107921
Guinea,Stage_IVT3,4.881528100945164e-4,0.00519296946780806
Guinea,Stage_IVT4,6.393118853183485e-4,0.00442994550607957
Guinea,Stage_I_II,9.571518609716212e-4,0.00847873425538043
Guinea-Bissau,Health,7.4350130061607607e-05,8.740465638659111e-4
Guinea-Bissau,Stage_III_IVT1_2,2.0101435868435976e-4,0.0015863951061847
Guinea-Bissau,Stage_IVT3,4.874214642529511e-5,6.127399186768737e-4
Guinea-Bissau,Stage_IVT4,7.375436816489131e-5,6.126763489436811e-4
Guinea-Bissau,Stage_I_II,1.0159801061833996e-4,0.00118280076917119
Guyana,Health,9.13577332587243e-5,4.0938624666728954e-4
Guyana,Stage_III_IVT1_2,2.0553569491897747e-4,7.890568981293005e-4
Guyana,Stage_IVT3,4.829282380107792e-5,2.892763740131906e-4
Guyana,Stage_IVT4,5.735275092143123e-5,3.4347266528779317e-4
Guyana,Stage_I_II,1.5716032794636095e-4,5.458693334891431e-4
Haiti,Health,3.766173205653719e-4,0.00494962202139234
Haiti,Stage_III_IVT1_2,0.00101220594117016,0.00671129773174734
Haiti,Stage_IVT3,2.3212995115315816e-4,0.00213979976552485
Haiti,Stage_IVT4,3.130998012299617e-4,0.00296118694243864
Haiti,Stage_I_II,7.890032803530286e-4,0.00642614854520174
Honduras,Health,5.883721964432139e-4,0.00517781545684066
Honduras,Stage_III_IVT1_2,0.00136519993782684,0.0080110237221376
Honduras,Stage_IVT3,3.111680372923383e-4,0.00264063188552786
Honduras,Stage_IVT4,4.3706292882629783e-4,0.00378819459725904
Honduras,Stage_I_II,9.817737011934397e-4,0.00581047551252073
Hungary,Health,0.01965768256897831,0.02507353663675958
Hungary,Stage_III_IVT1_2,0.02804501237143422,0.03403955032876676
Hungary,Stage_IVT3,0.00807590570701107,0.01562366116170889
Hungary,Stage_IVT4,0.00947497299573663,0.0209204682194945
Hungary,Stage_I_II,0.03643759355073406,0.04105789968242856
Iceland,Health,0.00367341539620152,0.00258140317505392
Iceland,Stage_III_IVT1_2,0.01670987303364157,0.00765696256790523
Iceland,Stage_IVT3,0.00369641429392055,0.00409610078225417
Iceland,Stage_IVT4,0.00458589747791362,0.00526308832166488
Iceland,Stage_I_II,0.00820073563962179,0.00477544387017394
India,Health,0.07922409960606543,0.4199538636144202
India,Stage_III_IVT1_2,0.32912993879097785,1.5292225750309854
India,Stage_IVT3,0.0637117292220364,0.43085947990947393
India,Stage_IVT4,0.06333424860663672,0.5059402782404424
India,Stage_I_II,0.1469230215460177,0.6876297317966573
Indonesia,Health,0.0233768039512216,0.11855918164326608
Indonesia,Stage_III_IVT1_2,0.06842557366113208,0.2948833901634835
Indonesia,Stage_IVT3,0.01188529535363724,0.08148931572468661
Indonesia,Stage_IVT4,0.01500270902428231,0.11175614560739763
Indonesia,Stage_I_II,0.03241789593373612,0.14128926868432454
Iran,Health,0.08441115796864065,0.14168808407783923
Iran,Stage_III_IVT1_2,0.38961614823001495,0.5484921401572249
Iran,Stage_IVT3,0.11277095301410286,0.25168279988195985
Iran,Stage_IVT4,0.13961240287185325,0.33031431588851623
Iran,Stage_I_II,0.15091661818154548,0.21430662871062553
Iraq,Health,0.0053705969583435,0.02545653835854309
Iraq,Stage_III_IVT1_2,0.00974335350371683,0.0422340542864191
Iraq,Stage_IVT3,0.00186539241270387,0.01292994280082254
Iraq,Stage_IVT4,0.00234968942844548,0.01261157090067008
Iraq,Stage_I_II,0.00931725547313015,0.04240670220869168
Israel,Health,0.10055323221531048,0.07252987178897465
Israel,Stage_III_IVT1_2,0.3757142543643806,0.18058172887639096
Israel,Stage_IVT3,0.08227932633457183,0.0935728529661817
Israel,Stage_IVT4,0.10242554635638931,0.12440696153327008
Israel,Stage_I_II,0.2211839481811865,0.133008570755869
Italy,Health,0.30069406362856693,0.25515925156273894
Italy,Stage_III_IVT1_2,1.962695677853269,0.9457128352186058
Italy,Stage_IVT3,0.5677306990689767,0.6481070869187395
Italy,Stage_IVT4,0.5317953277715886,0.639509949821696
Italy,Stage_I_II,0.5771130241952956,0.4762846897058135
Jamaica,Health,0.00191418478796811,0.00367664509636045
Jamaica,Stage_III_IVT1_2,0.01080322159798899,0.01602077328811797
Jamaica,Stage_IVT3,0.0028276459671377,0.00670674664095418
Jamaica,Stage_IVT4,0.00388415306839513,0.01130190049234433
Jamaica,Stage_I_II,0.00348003174785147,0.00563592421130531
Japan,Health,0.5424568321573195,0.35180981078528567
Japan,Stage_III_IVT1_2,3.4101583117117413,1.1753437547999264
Japan,Stage_IVT3,0.7682741542186903,0.8148981738915753
Japan,Stage_IVT4,0.7025163451322378,0.7433994835385018
Japan,Stage_I_II,1.1657697893728638,0.6112160078935807
Jordan,Health,0.00109109842463966,0.00707385639854671
