Country,Procedure,selected_Mean_total_billions,selected_SD_total_billions
Afghanistan,Consult_simple,2.690437454125054e-4,0.01194038243115871
Afghanistan,OPG,3.978864848582179e-5,6.108832917606093e-4
Afghanistan,PA,3.9227651946955455e-5,5.291021932033735e-4
Afghanistan,Prophy,0.00175138205694658,0.00604780341403381
Afghanistan,Maintenance_simp,9.4498021190965e-4,0.0196844987518953
Afghanistan,OHI,2.337514529378111e-5,5.650880340570194e-4
Afghanistan,Consult_perio,3.945777634795101e-4,0.00445091301709715
Afghanistan,RootDeb,3.60949828117831e-5,8.702262717231053e-4
Afghanistan,Extraction,2.6556439886263463e-4,0.00675899182083451
Afghanistan,OFD,1.0496979100888464e-16,8.245168143826125e-15
Afghanistan,GTR,4.1517944492239914e-5,2.4316996627774895e-4
Afghanistan,Single_implant,2.543718438480504e-4,0.00147814219832382
Afghanistan,Denture,3.752013146757072e-6,1.934408601844316e-4
Afghanistan,Denture_repair,8.562979832543778e-6,4.1339837921307103e-4
Afghanistan,Maintenance_perio,0.00176352055492895,0.01179586136891095
Afghanistan,Implant_surgery,2.483087308436496e-4,0.00236773825856051
Afghanistan,Full_fixed,4.5019499193285846e-5,6.053587253250503e-4
Albania,Consult_simple,1.686347047368235e-4,0.00129887148925887
Albania,OPG,3.825898931270959e-6,2.2860977278197943e-5
Albania,PA,4.141417503693344e-6,2.289014141380576e-5
Albania,Prophy,2.446105633926852e-4,7.957283157244514e-4
Albania,Maintenance_simp,3.1644547640124977e-4,0.00134800276866849
Albania,OHI,4.136667791232336e-6,2.7417836346443335e-5
Albania,Consult_perio,9.023860973555888e-5,7.531813838826666e-4
Albania,RootDeb,9.763302358325895e-5,7.119873956757466e-4
Albania,Extraction,1.8731761286691707e-4,0.00131889996891211
Albania,OFD,2.108895692837675e-6,1.6504389157827382e-5
Albania,GTR,5.6418164411374e-6,3.0774003382116236e-5
Albania,Single_implant,4.5252468385826225e-5,2.165017412301908e-4
Albania,Denture,3.0253796711408716e-5,2.97448291983518e-4
Albania,Denture_repair,2.5837820608732404e-5,1.679875289798804e-4
Albania,Maintenance_perio,3.492303201206645e-4,0.00164884471281938
Albania,Implant_surgery,2.7444941545482222e-5,3.101952253686772e-4
Albania,Full_fixed,2.353926776275289e-5,2.669587823388789e-4
Algeria,Consult_simple,0.00344726665645901,0.0227587260225436
Algeria,OPG,8.490787661744438e-5,5.870159689266477e-4
Algeria,PA,8.983096200715415e-5,4.829874417292426e-4
Algeria,Prophy,0.00532793218795297,0.0175817949385103
Algeria,Maintenance_simp,0.00652669007397431,0.03039027845373943
Algeria,OHI,8.436379360450745e-5,5.018849479735002e-4
