Severity,global_Mean_total_billions,global_SD_total_billions
Health,13.128880303090378,3.7847791311715406
Stage_III_IVT1_2,76.99572530743686,12.920952111709026
Stage_IVT3,18.196813930233507,8.856095139433043
Stage_IVT4,22.43116793842714,11.652249415402686
Stage_I_II,28.334104906447457,6.957941887747578
