Country,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions
Azerbaijan,0.5815947503377608,0.22927628674068948,0.23895704988467137,0.15054639904938083,0.13751644198303964,0.11559434182672212,0.1195396143533108,0.08706116673590346,0.02584599994566036,0.03089305277378395,0.03568486371777783,0.04828923135064753,0.00651454521818128,0.01335828037743275,0.00189966053061945,0.00802411148914674,4.8029829708222193e-4,0.00200243001311637,0.1268,12.61,20111.3757,low,0.00651454521818128,0.01335828037743275,0.00189966053061945,0.00802411148914674,4.8029829708222193e-4,0.00200243001311637
Bahamas,0.03728387544138125,0.01315676227807165,0.0167230838540189,0.00866087409192893,0.00930199725213204,0.00691334333276545,0.00744025020202362,0.00525195619499282,0.00187556763912655,0.00184839628406753,0.00239484395257932,0.00288559016384319,4.1879298842241507e-4,8.909882289240013e-4,1.3747825868162342e-4,4.974003902679625e-4,3.70480930853543e-5,1.46928391999056e-4,0.0329,75.3,31064.68222,high,0.03728387544138125,0.01315676227807165,0.0167230838540189,0.00866087409192893,0.00930199725213204,0.00691334333276545
Bahrain,0.24983723269367092,0.07417677156698893,0.10809954137631252,0.04295227009546563,0.05841643903359488,0.03860710997221967,0.0504146322353568,0.03231846050377901,0.01226868866891242,0.01097711717128313,0.01476537258639501,0.01601046518046854,0.00279614487812297,0.00482275444275805,8.65559636899286e-4,0.00268411422569917,2.2072794353316785e-4,7.521999984507297e-4,0.0625,41.36,54954.67579,low,0.00279614487812297,0.00482275444275805,8.65559636899286e-4,0.00268411422569917,2.2072794353316785e-4,7.521999984507297e-4
Bangladesh,8.251965539331406,4.9174643211500015,4.013365533464743,3.697317460556046,2.415711129643644,2.650682753499984,1.5244361481541202,1.4777002331653464,0.3941444051591843,0.6449934765594668,0.6151697703133486,0.9854881957985512,0.07232557395272228,0.22072461337319976,0.03326126573496216,0.16799471312582293,0.00697904039691272,0.03601290034596682,0.0125,0.08,7441.06914,low,0.07232557395272228,0.22072461337319976,0.03326126573496216,0.16799471312582293,0.00697904039691272,0.03601290034596682
Barbados,0.01791533225067935,0.00821864008621246,0.00831011366436358,0.00576048297775403,0.00491535676806413,0.00439369523480954,0.00345592949348293,0.00275484321729542,8.737203972196505e-4,0.00103086201768354,0.00123200247459872,0.00165001572949375,1.7740216427411716e-4,3.854361393606735e-4,6.710000586663626e-5,2.5967674124090364e-4,1.573339168036186e-5,6.500774019184585e-5,0.0152,52.8,15683.88471,mid,0.00345592949348293,0.00275484321729542,8.737203972196505e-4,0.00103086201768354,0.00123200247459872,0.00165001572949375
Belarus,0.5901773382217416,0.20975532419596413,0.2534188616029689,0.1383185463767697,0.14155393046619935,0.1084642342754736,0.11889982033943308,0.07996739103714193,0.02804920130652625,0.02844631271434377,0.03473434965327558,0.04243947334790669,0.00684369328522816,0.01324653224328895,0.00209819461104132,0.00834979418004764,5.015345885244356e-4,0.00190347094149221,0.1371,14.47,27611.18011,low,0.00684369328522816,0.01324653224328895,0.00209819461104132,0.00834979418004764,5.015345885244356e-4,0.00190347094149221
Belgium,1.654431699243231,0.4743401704256918,0.7233154294283498,0.26814728499653007,0.3926495912565274,0.24306258328368935,0.3339323730663739,0.21405767053820207,0.08404200845003555,0.07314572819800161,0.09969761037715924,0.10709003852499424,0.01868776238324464,0.03415539427277462,0.00602637431358177,0.02015788922190093,0.00151777091648403,0.00536619163884836,2.1221,185.2,60669.21377,high,1.654431699243231,0.4743401704256918,0.7233154294283498,0.26814728499653007,0.3926495912565274,0.24306258328368935
Belize,0.02272373757377667,0.01106099796828726,0.00983657966343307,0.00782719547889142,0.00596853449181024,0.00568049844972044,0.00443924478893749,0.00354764611909663,0.00104597041965025,0.00140917193929876,0.00144806745596815,0.00206082745811972,2.3279899698240233e-4,5.590871146612647e-4,7.746756237210788e-5,3.4222574766371104e-4,1.7141871303830444e-5,7.890430388381046e-5,0.0057,14.08,11677.46101,mid,0.00443924478893749,0.00354764611909663,0.00104597041965025,0.00140917193929876,0.00144806745596815,0.00206082745811972
Benin,0.4439110431597793,0.34618376807573814,0.20802034230331373,0.25625482460637133,0.13281286847099422,0.17062126712914402,0.08414921134605655,0.1000910017815964,0.01851973292281531,0.03968134286333488,0.03429877660277003,0.0645241608720871,0.00388481721709587,0.01869543556314138,0.00154959372175917,0.01286329486057882,3.3785799631346245e-4,0.00209370103011525,0.0033,0.28,3464.288629,low,0.00388481721709587,0.01869543556314138,0.00154959372175917,0.01286329486057882,3.3785799631346245e-4,0.00209370103011525
Bhutan,0.07734542892829258,0.03756523539066359,0.03710563645824543,0.02714014841635033,0.02141819769667672,0.02049987612270313,0.01487618275661945,0.01249930747496888,0.00393784889092327,0.00501007916600993,0.00561830916355485,0.00775747512915303,7.952987720470623e-4,0.00218881147218126,3.1838701533968986e-4,0.00150020275850803,7.684693776891172e-5,3.313597882932826e-4,0,0.06,13458.81267,low,7.952987720470623e-4,0.00218881147218126,3.1838701533968986e-4,0.00150020275850803,7.684693776891172e-5,3.313597882932826e-4
Bolivia,0.5116623704478481,0.2636769406501949,0.2224644639633841,0.1845642898019225,0.12737528950597057,0.13143646351566374,0.10256663286278404,0.08686928228718935,0.02268399710552355,0.03268405138259359,0.0321472964640298,0.04945530046398988,0.00529340919342105,0.013850521767774,0.00176969758570168,0.00934932626352725,3.5711738967186417e-4,0.00183301397416255,0.0482,4.17,9454.198147,low,0.00529340919342105,0.013850521767774,0.00176969758570168,0.00934932626352725,3.5711738967186417e-4,0.00183301397416255
Bosnia and Herzegovina,0.15025959854822424,0.0620393718716392,0.06501822180202792,0.04365579495277886,0.03746890252456292,0.03119937868159111,0.03024632339546201,0.02255130688199531,0.00717530961914964,0.00817959938616937,0.00948930819283384,0.01301296865662086,0.00167386585497705,0.00355343778199356,5.669406537563663e-4,0.00209850744158623,1.3499878796743677e-4,5.164664417936499e-4,0.0727,20.75,18285.67112,mid,0.03024632339546201,0.02255130688199531,0.00717530961914964,0.00817959938616937,0.00948930819283384,0.01301296865662086
Botswana,0.1108129905969764,0.02941069682671523,0.02473719434342923,0.00732930194439033,0.0090624927486108,0.00520416705236135,0.02753607539391382,0.01699582159506144,0.00289076056332889,0.00240105783457643,0.00229938573261361,0.00232215775067766,0.00186427714220813,0.00378613739854995,2.0204581334241873e-4,6.368191583320966e-4,3.589035486625167e-5,1.1515566002906716e-4,0.0574,24.15,17960.62544,mid,0.02753607539391382,0.01699582159506144,0.00289076056332889,0.00240105783457643,0.00229938573261361,0.00232215775067766
Brazil,9.7616665576163,2.137921073148338,3.504470194451736,0.9818033994293008,1.049944933226749,0.5442175913360082,2.0606783392438652,1.1195066302780192,0.4062789562485749,0.3184424701976231,0.26700799011441373,0.2574316787844314,0.14645340198883816,0.24975625115837055,0.02822077449046945,0.08222582972683652,0.00448908003627238,0.01434414829514796,3.7128,17.68,18075.706,mid,2.0606783392438652,1.1195066302780192,0.4062789562485749,0.3184424701976231,0.26700799011441373,0.2574316787844314
Brunei Darussalam,0.06407098994291908,0.01700536626522926,0.02421176909176172,0.00858536052479779,0.01283933386363662,0.0078412502015215,0.01374811047994666,0.00807356686587517,0.00280683886176254,0.00244506475986768,0.00326283239112999,0.00344191069188006,8.195762534419006e-4,0.00140852181479951,1.9107410776137652e-4,5.747269585925164e-4,4.913186538155253e-5,1.5770866701992267e-4,0.0091,20.35,78248.79711,low,8.195762534419006e-4,0.00140852181479951,1.9107410776137652e-4,5.747269585925164e-4,4.913186538155253e-5,1.5770866701992267e-4
Bulgaria,0.336327540013957,0.11101943091572794,0.1322239600400921,0.06792435151105505,0.07230487837140807,0.05267820323350797,0.07097301049771156,0.04501161408171078,0.01464886582376803,0.015188627467998,0.01815828263090491,0.02101251315723666,0.00435103603158751,0.00860393762431456,0.00107648558745694,0.00379510903507414,2.6960032324042737e-4,9.878431060758714e-4,0.1094,15.72,30971.91319,low,0.00435103603158751,0.00860393762431456,0.00107648558745694,0.00379510903507414,2.6960032324042737e-4,9.878431060758714e-4
Burkina Faso,0.9107889994762176,0.7863213680544228,0.45386884420222817,0.5899487268499038,0.2909730632384315,0.41448741984802,0.16396728398491317,0.228396274557015,0.03858142383547403,0.09681802268752963,0.07374064365575403,0.15479898710045897,0.00696095991751892,0.03514225601524741,0.00276490902393511,0.02349022277656294,8.696225689756901e-4,0.00592198388763426,0.0046,0.23,2486.430931,low,0.00696095991751892,0.03514225601524741,0.00276490902393511,0.02349022277656294,8.696225689756901e-4,0.00592198388763426
Burundi,0.14220505800532013,0.19882825028423057,0.07026132435615759,0.11834851907608916,0.05077461309884437,0.07837238528239579,0.02784928748485487,0.06651288989554899,0.00618650910966943,0.01964826537663869,0.01279524622751852,0.02978705399123252,9.27433979262228e-4,0.01358007373373221,6.248833233148033e-4,0.00538234241443793,1.154001324702392e-4,9.81722873862031e-4,0.0013,0.12,836.6655713,low,9.27433979262228e-4,0.01358007373373221,6.248833233148033e-4,0.00538234241443793,1.154001324702392e-4,9.81722873862031e-4
Cabo Verde,0.03844748198746613,0.02402465129900789,0.01918902683195027,0.01823634717338696,0.01175654161121623,0.01263235954953554,0.00725465785308974,0.0076432414243837,0.00199438450920868,0.00312728827782557,0.0031438288984723,0.00533294523303526,3.4562797950847904e-4,0.00112512352418751,1.6858175168853792e-4,9.106951084400972e-4,3.1681802096691356e-5,1.4023515211983203e-4,0.0034,6.12,7685.419214,low,3.4562797950847904e-4,0.00112512352418751,1.6858175168853792e-4,9.106951084400972e-4,3.1681802096691356e-5,1.4023515211983203e-4
Cambodia,0.4837967834196848,0.2967067207614273,0.21003210801881092,0.2090296066446563,0.12350974806679373,0.14549519892234528,0.09687988539402224,0.09312605844737289,0.02045525418607979,0.03492996183200095,0.03183579056898352,0.05517409034721446,0.00520795021275031,0.01560323017734507,0.00167312127832828,0.00849395736700271,4.125956178771742e-4,0.00232033568319206,1e-4,0.01,6225.532655,low,0.00520795021275031,0.01560323017734507,0.00167312127832828,0.00849395736700271,4.125956178771742e-4,0.00232033568319206
Cameroon,1.4624096412381913,1.003161124857543,0.7233980163966559,0.7463630088052904,0.440292385509177,0.5342439172001494,0.2723578678093991,0.29815513389579495,0.0711276705670738,0.13363885517525737,0.11538624272708647,0.20315775906013417,0.01287696342514101,0.05197185695524638,0.0069128271131196,0.04334786872065978,0.00126206511272108,0.00762253155420345,0.0066,0.26,4793.556282,low,0.01287696342514101,0.05197185695524638,0.0069128271131196,0.04334786872065978,0.00126206511272108,0.00762253155420345
Canada,6.177028714873315,1.592361207552425,2.5035569138244296,0.5945968910102104,1.4429599821571857,0.7311182309045832,1.3470694958197147,0.837971419737625,0.291744725979748,0.22116803006460825,0.3652250261204305,0.340004308162239,0.0744767985609916,0.12599844858554823,0.01908797123608137,0.05905618094661612,0.00461495206929652,0.01425592967963924,12.8291,342.52,56995.11768,high,6.177028714873315,1.592361207552425,2.5035569138244296,0.5945968910102104,1.4429599821571857,0.7311182309045832
Central African Republic,0.03893531160540716,0.04874645198635909,0.01938413446387288,0.02787684980835217,0.01235237768836152,0.01878702059891008,0.00726581918499862,0.01524727852049212,0.00135368131074666,0.0042813093858583,0.00310254828254132,0.00671730489358776,3.4381621035465274e-4,0.00335271816270212,1.343036178524242e-4,0.00110461873783093,2.518007983545744e-5,2.1119593818404804e-4,0.0011,0.22,1128.55238,low,3.4381621035465274e-4,0.00335271816270212,1.343036178524242e-4,0.00110461873783093,2.518007983545744e-5,2.1119593818404804e-4
Chad,0.5446042898222453,0.46345373333767265,0.24551895032184248,0.3271516128887778,0.1647844957940819,0.22772535760450757,0.10828179498962157,0.14501643950886972,0.02331446424364982,0.05571004684771622,0.04379368059868664,0.08151965141226353,0.00507220524226894,0.02411519387827916,0.00238919070814992,0.01396794505011622,4.395272387973232e-4,0.00323709062935795,0.0034,0.26,2435.072747,low,0.00507220524226894,0.02411519387827916,0.00238919070814992,0.01396794505011622,4.395272387973232e-4,0.00323709062935795
Chile,2.102778099427189,0.5069407160754058,1.0152182076696512,0.31074131351605033,0.306777628145665,0.16799386006960523,0.40949988462055736,0.23997190136493143,0.11924103870672911,0.09920962316385672,0.07795835483112847,0.07579948188752446,0.02566581666180839,0.04426965683224554,0.00851061846095797,0.0247163306630369,0.00124511714260071,0.0040472847801117,0.4696,24.58,29089.85046,low,0.02566581666180839,0.04426965683224554,0.00851061846095797,0.0247163306630369,0.00124511714260071,0.0040472847801117
China,24.38334322608827,6.4730215340519095,9.196930949021374,2.3229727975052863,7.77524563607611,3.953314914352672,5.305249158286775,3.4450143029487363,1.2535588201767558,1.0586350922763843,1.9840980527882663,1.9103421667573548,0.26432083428747527,0.454539647807755,0.07997794934720885,0.22187544651476024,0.0231118752266476,0.07346479664524581,61.5486,43.96,20843.29783,high,24.38334322608827,6.4730215340519095,9.196930949021374,2.3229727975052863,7.77524563607611,3.953314914352672
Colombia,3.6126159221839114,1.5055914851211651,1.6400395400510357,1.0765762290683398,0.9485183832298658,0.81680993854539,0.711350247545258,0.5360771437088655,0.17436311829599885,0.21089448515286752,0.2459947076990094,0.3226485585503639,0.03775658472988302,0.08112949457574914,0.01360205976978004,0.05733281457481816,0.00329031481085798,0.01222420007032662,0.7051,14,17383.09017,low,0.03775658472988302,0.08112949457574914,0.01360205976978004,0.05733281457481816,0.00329031481085798,0.01222420007032662
Comoros,0.01780625806014657,0.01349908103990209,0.00823295356118555,0.00988215968856255,0.00503213182701992,0.00668490254373992,0.00344080743487014,0.00414720236235547,7.943882087800449e-4,0.00170405102852325,0.00129761119742995,0.00249815465345017,1.700710768987244e-4,7.908016938686722e-4,7.105375998864229e-5,5.198231387795906e-4,1.3402486834962646e-5,1.0615508070490076e-4,3e-4,0.3,3449.043575,low,1.700710768987244e-4,7.908016938686722e-4,7.105375998864229e-5,5.198231387795906e-4,1.3402486834962646e-5,1.0615508070490076e-4
Congo,0.14766617771650856,0.09078451812352664,0.06259594836565037,0.06450715434043837,0.03847679651825179,0.04415811509600449,0.03013364871165585,0.02958631848206903,0.00625771253250082,0.01094297300658768,0.00970094903176052,0.01727879762443928,0.0015438671127835,0.0047852159612021,4.958206588604293e-4,0.00230806379112804,1.1358255673242326e-4,6.010840383485203e-4,0.0047,1.03,6263.211613,low,0.0015438671127835,0.0047852159612021,4.958206588604293e-4,0.00230806379112804,1.1358255673242326e-4,6.010840383485203e-4
Costa Rica,0.3986788252559033,0.15642471810567313,0.18031823069366712,0.10512045125887118,0.10190386275298624,0.08234703727814284,0.07798957381351226,0.05788540675122242,0.01959401429156101,0.02172152689011054,0.02557971660566243,0.03276343641197725,0.00432455039900319,0.0088805231298156,0.00145597511938372,0.00565482309215871,3.6367675304444576e-4,0.00137044384327913,0.1617,31.84,23852.9253,mid,0.07798957381351226,0.05788540675122242,0.01959401429156101,0.02172152689011054,0.02557971660566243,0.03276343641197725
Croatia,0.3430306563105121,0.11414140404057632,0.15392623108907094,0.07270402819791669,0.08541618196837626,0.05995191343586465,0.06835350351583297,0.04797294929321372,0.0174941980059977,0.01727720410810996,0.02148643957058836,0.02655314234996287,0.0037448509281892,0.0070172953230311,0.00125573607486687,0.00441000742183074,3.0522114474010304e-4,0.00108570118758357,0.1494,36.8,36930.47013,mid,0.06835350351583297,0.04797294929321372,0.0174941980059977,0.01727720410810996,0.02148643957058836,0.02655314234996287
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3044,26.85,NA,high,0,0,0,0,0,0
Cyprus,0.1181497003558732,0.03527823274858282,0.0464206030851655,0.01974828547575164,0.02515788806725239,0.01697601860146974,0.02524625248559435,0.01583701150836685,0.00542343183992892,0.00512725420951512,0.00637311463509472,0.00742680833589494,0.0014623740232162,0.00257100102045045,3.647045710314462e-4,0.0012208204085965,9.460544779998825e-5,3.0738320336698855e-4,0.0126,14.41,48781.27734,low,0.0014623740232162,0.00257100102045045,3.647045710314462e-4,0.0012208204085965,9.460544779998825e-5,3.0738320336698855e-4
Czechia,0.9430095251888104,0.2789144090648019,0.3920665460224052,0.16496254929660428,0.2153604226172812,0.14070535828815575,0.1925291865601136,0.12294232108764906,0.04452694492710613,0.04006493869205142,0.05364774438674894,0.06111035335242798,0.01080679577663459,0.01912679828363223,0.00324316602152883,0.01088188241060501,8.002597894847023e-4,0.00279362233217382,0.8438,79.32,47796.03374,high,0.9430095251888104,0.2789144090648019,0.3920665460224052,0.16496254929660428,0.2153604226172812,0.14070535828815575
Côte d'Ivoire,1.317762357704935,0.8251069555500282,0.6141999978209172,0.6007807306649496,0.363990794400204,0.42300840091371833,0.2512987084115563,0.2506940104760521,0.05684889498446893,0.1013336094956398,0.09622979758573191,0.15743959826629653,0.01350236909282412,0.0404854961492543,0.00512758357580574,0.02491695956818173,0.00109927206043344,0.00561557162208009,0.0066,0.25,6045.204805,low,0.01350236909282412,0.0404854961492543,0.00512758357580574,0.02491695956818173,0.00109927206043344,0.00561557162208009
Democratic Republic of the Congo,1.2338740854272294,1.443168708924095,0.5871631131412763,0.885755244443592,0.38720740952825294,0.6009671929664957,0.2332916045141646,0.45279389934438286,0.04741745331909491,0.14278690536956287,0.09555666599187172,0.22232906533708224,0.01101111312121938,0.08940969664843278,0.00462251039714948,0.0366779208897191,0.00100358089539379,0.00728506065415318,0.0229,0.23,1313.618218,low,0.01101111312121938,0.08940969664843278,0.00462251039714948,0.0366779208897191,0.00100358089539379,0.00728506065415318
Denmark,1.0923924219545968,0.3133666565982715,0.5060933148893149,0.18001763979487928,0.27256443926916296,0.16543965858190823,0.215730036319235,0.1482029539453259,0.05803211795279415,0.04972208287745233,0.06918259819936007,0.07494302166957337,0.01120335891581386,0.02009253688048307,0.0039598952171622,0.01259927062480687,0.00105159927741283,0.00332077962897133,1.8676,321.67,69715.18097,high,1.0923924219545968,0.3133666565982715,0.5060933148893149,0.18001763979487928,0.27256443926916296,0.16543965858190823
Djibouti,0.03813487891689041,0.02450911600023873,0.01646747929126427,0.01731055978766009,0.01052426826964513,0.01252304535733981,0.00763017818888528,0.00708033360413021,0.00168249567284877,0.00293122468684126,0.00255786594535973,0.00434826550087542,3.8638682537664193e-4,0.00141906265635723,1.248937080406571e-4,8.481247488347237e-4,2.8031846320858348e-5,1.3485463347986525e-4,8e-4,0.76,5960.108074,low,3.8638682537664193e-4,0.00141906265635723,1.248937080406571e-4,8.481247488347237e-4,2.8031846320858348e-5,1.3485463347986525e-4
Dominica,0.00402548354701902,0.00177496849899386,0.00184026734117519,0.00126799050485515,0.00106380487996655,9.573221172834164e-4,7.767027195652547e-4,6.151076800030864e-4,1.891292905204643e-4,2.422186953975776e-4,2.659954733090379e-4,3.668885024149244e-4,4.18390866320811e-5,9.592008252240815e-5,1.6573800912924237e-5,6.984257366357373e-5,3.3972177683947533e-6,1.536718962666457e-5,0.0019,26.92,15808.97435,mid,7.767027195652547e-4,6.151076800030864e-4,1.891292905204643e-4,2.422186953975776e-4,2.659954733090379e-4,3.668885024149244e-4
Dominican Republic,0.7419676098692541,0.2791762160491215,0.32012772758556407,0.19084743583882904,0.18098036874335713,0.1413208721268493,0.149742139280085,0.10659313177076446,0.03508255690111037,0.0379758904095808,0.04624630843926366,0.06215932963781587,0.00836859296704051,0.01678036837657685,0.00264873771031929,0.00951297752794474,6.590036249877467e-4,0.00236473057672815,0.0823,7.94,22053.45899,low,0.00836859296704051,0.01678036837657685,0.00264873771031929,0.00951297752794474,6.590036249877467e-4,0.00236473057672815
Ecuador,0.8458122822754935,0.3856801896252161,0.36204563978191145,0.26664012713425267,0.21066998752032207,0.1956222871018493,0.16803748076331249,0.12796392403029108,0.0373734786988642,0.04802842103953516,0.0514219748376923,0.0699722420527107,0.00901966938283408,0.01953842121982267,0.00279468429924782,0.01103930233636958,6.190896380616648e-4,0.00293705774577528,0.1257,7.28,13507.44456,low,0.00901966938283408,0.01953842121982267,0.00279468429924782,0.01103930233636958,6.190896380616648e-4,0.00293705774577528
Egypt,5.092514753340885,2.108022272150345,1.9461213042352965,1.383873749092363,1.1414780840434704,1.042969114021519,1.0978958823961906,0.8169838133553246,0.21174796127120968,0.26038114668082984,0.29948775877292094,0.4204940906261267,0.06222765501094195,0.13632758431487518,0.01766344960879934,0.07355833770589831,0.00371585255492672,0.01563581872518534,0.3293,3.32,15579.01609,low,0.06222765501094195,0.13632758431487518,0.01766344960879934,0.07355833770589831,0.00371585255492672,0.01563581872518534
El Salvador,0.2475971282470366,0.12498185395175024,0.1132683863853324,0.08778682780232636,0.06442120406821816,0.06662900041726091,0.04804345637726748,0.03956315903357508,0.01100550407564857,0.01553919267940693,0.01655198772509919,0.0246373268960063,0.00269783974018367,0.00645641818425021,9.27029561755278e-4,0.00389500772901767,2.112908980815875e-4,9.126337340491086e-4,0.0628,9.37,10809.7134,low,0.00269783974018367,0.00645641818425021,9.27029561755278e-4,0.00389500772901767,2.112908980815875e-4,9.126337340491086e-4
Equatorial Guinea,0.09847577874997553,0.04158781774432146,0.03907950731793172,0.02732690977966209,0.0229304795176258,0.02035485388762756,0.02047986085505901,0.01453575969698893,0.0042026984763724,0.00491338189511437,0.00560671166232201,0.00746912788258213,0.00116159759682498,0.00248363472135412,3.271001674430948e-4,0.00138839622976745,7.403650783375172e-5,2.7521832748712366e-4,0.0057,4.19,16821.44865,low,0.00116159759682498,0.00248363472135412,3.271001674430948e-4,0.00138839622976745,7.403650783375172e-5,2.7521832748712366e-4
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.39,NA,high,0,0,0,0,0,0
