LocationHeader,Region,Superregion,iso3c,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,WHO_selected_Mean_total_billions,WHO_selected_SD_total_billions,WHO_selected_Mean_perio_billions,WHO_selected_SD_perio_billions,WHO_selected_Mean_replace_billions,WHO_selected_SD_replace_billions,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower,Country,Level
    Armenia,Central Asia,"Central Europe, Eastern Europe, and Central Asia",ARM,mid,0.03139897041551614,0.02487769000680702,0.00719272715216721,0.00933797284720771,0.00991209452251645,0.01466239819660394,0.15489677079205877,0.06487383659495648,0.05952020331492226,0.04498583235859022,0.01938465313713511,0.02112779086201929,0.13093790955162143,0.05457820195589557,0.02952744626219257,0.02368595141431044,0.01935636679573247,0.02127939448589966,0.03139897041551614,0.02487769000680702,0.00719272715216721,0.00933797284720771,0.00991209452251645,0.01466239819660394,0.00170586789278502,0.00451959106199235,4.973811603416177e-4,0.00201476222204151,1.3605157476747088e-4,5.465212380083649e-4,0.15489677079205877,0.06487383659495648,0.05952020331492226,0.04498583235859022,0.01938465313713511,0.02112779086201929,0.113,38.05,2995279.7135873693,190493.51423080172,0.0841049740775783,0.00931890146544269,0.1238046559622293,0.0158228310545288,11938.9681284534,14089.0820834192,10550.2234482824,Armenia,3
    Azerbaijan,Central Asia,"Central Europe, Eastern Europe, and Central Asia",AZE,low,0.00785809776952067,0.01574692878645937,0.00209483822417702,0.00741922232798597,6.10772552650104e-4,0.00225667205810501,0.7157511283358154,0.2652758594216607,0.25820672526988914,0.1792829849704465,0.08177506031557684,0.08624706183552272,0.6210204908597647,0.2310407164254401,0.12783997981556364,0.09254066402692616,0.08394949915145213,0.08513361328922091,0.1442132445762488,0.1044630883508129,0.03126796242141514,0.03518677486985772,0.0414324865662343,0.0557892157896691,0.00785809776952067,0.01574692878645937,0.00209483822417702,0.00741922232798597,6.10772552650104e-4,0.00225667205810501,0.7157511283358154,0.2652758594216607,0.25820672526988914,0.1792829849704465,0.08177506031557684,0.08624706183552272,0.1268,12.61,10500168.38135049,746362.6611711634,0.0564361304348065,0.00638858129209275,0.1208522372852858,0.01754103510097394,15638.851191204,16961.4463113149,14630.5552453253,Azerbaijan,3
    Georgia,Central Asia,"Central Europe, Eastern Europe, and Central Asia",GEO,low,0.00204487193868793,0.00449091251037394,5.478372405482193e-4,0.00207675999683845,1.78688072912994e-4,7.77071988160139e-4,0.18667697968615124,0.07514720228406792,0.06763945727235103,0.05043698411562398,0.02205197342355221,0.02482737270212545,0.15993624378478347,0.06514359518082477,0.03305107523468633,0.02616310992822972,0.02206692166080756,0.02494816637512965,0.03679450008565544,0.02748929021533067,0.0080711209817819,0.0095557759715369,0.01089881174013098,0.01527560727546983,0.00204487193868793,0.00449091251037394,5.478372405482193e-4,0.00207675999683845,1.78688072912994e-4,7.77071988160139e-4,0.18667697968615124,0.07514720228406792,0.06763945727235103,0.05043698411562398,0.02205197342355221,0.02482737270212545,0.0116,3.13,3607286.2933947025,198973.4460697798,0.0953598650110486,0.0106635020467414,0.1330720248813324,0.01654959554913815,12971.4944635269,15621.6899761326,11560.8643237088,Georgia,3
    Kazakhstan,Central Asia,"Central Europe, Eastern Europe, and Central Asia",KAZ,low,0.01955551576321281,0.036640247918424,0.00443888006311856,0.01526351341916282,0.00128130390942434,0.0045505258340253,1.7720930637950905,0.5128779377250723,0.5252691650273661,0.29509267081270646,0.16547641442269337,0.1507500563314387,1.60621083156363,0.4790721805315082,0.26089293307615313,0.15885596067131075,0.1638114799669691,0.1506741455826862,0.3419996980497885,0.2184621024844867,0.06665596875799958,0.0656300118016501,0.0834144708963459,0.10319697730229156,0.01955551576321281,0.036640247918424,0.00443888006311856,0.01526351341916282,0.00128130390942434,0.0045505258340253,1.7720930637950905,0.5128779377250723,0.5252691650273661,0.29509267081270646,0.16547641442269337,0.1507500563314387,0.061,3.27,18955521.200844068,939864.8342541532,0.0616698643519551,0.00659992225449194,0.114274344122347,0.01694626275617425,25210.2236945516,28522.0402086556,23047.6954788061,Kazakhstan,3
    Kyrgyzstan,Central Asia,"Central Europe, Eastern Europe, and Central Asia",KGZ,low,0.00204215840677621,0.00686404383701452,5.384878129939462e-4,0.00304593790803525,1.5766790997896534e-4,0.00131651887072163,0.19965345268192303,0.1453781535434626,0.06873538862126184,0.07764572054361163,0.02342704560978214,0.03257102253259677,0.17448539990685005,0.1410131900100666,0.0331640406407657,0.03922334961810661,0.02351684747548892,0.03390665784425802,0.03870069215719099,0.03987752098029017,0.00747875512819581,0.0138177628532944,0.01163878205694278,0.02097769083763118,0.00204215840677621,0.00686404383701452,5.384878129939462e-4,0.00304593790803525,1.5766790997896534e-4,0.00131651887072163,0.19965345268192303,0.1453781535434626,0.06873538862126184,0.07764572054361163,0.02342704560978214,0.03257102253259677,0.0039,0.6,6863084.431152706,518226.8551102639,0.0473591424112124,0.00530672499647745,0.0742307329965297,0.01234752672473545,4217.86206142112,5161.66685570111,3436.73104776224,Kyrgyzstan,3
    Mongolia,Central Asia,"Central Europe, Eastern Europe, and Central Asia",MNG,low,0.00215938260731884,0.00499277713627858,4.434238867364835e-4,0.00181039975400959,1.4272815327048529e-4,8.504571172541462e-4,0.1943679549986786,0.0817529442911285,0.05660846188019716,0.04431259292474168,0.01842371925287064,0.02051619217074574,0.17609941411468058,0.07689094418619989,0.02750199262294017,0.02274182196477877,0.01860915460576418,0.02033642619041254,0.03695299707592449,0.02664111047168429,0.00685606029727603,0.00842112725027858,0.00925997851636116,0.0127578244144283,0.00215938260731884,0.00499277713627858,4.434238867364835e-4,0.00181039975400959,1.4272815327048529e-4,8.504571172541462e-4,0.1943679549986786,0.0817529442911285,0.05660846188019716,0.04431259292474168,0.01842371925287064,0.02051619217074574,0.0352,10.65,3336292.9094930924,121927.6822749602,0.0421452279011661,0.00463335317407525,0.0931324793554539,0.01626975070980195,12019.9948625722,13148.1062491627,11335.5267166759,Mongolia,3
    Tajikistan,Central Asia,"Central Europe, Eastern Europe, and Central Asia",TJK,low,0.00310345113284136,0.0109204173482258,7.996530595518236e-4,0.0044776519041793,2.0075972720078012e-4,0.00111056473968957,0.3057815404571963,0.22567022777433476,0.09917044461344224,0.11055639009513868,0.0337259369646897,0.04853215065919503,0.27046329056171314,0.23317503234399695,0.04772370164102975,0.05939366767946003,0.0335198875920916,0.04920989228582993,0.05838081952939322,0.06045592515660491,0.01052383133541294,0.01858582371240375,0.01678732959025183,0.0298431901494053,0.00310345113284136,0.0109204173482258,7.996530595518236e-4,0.0044776519041793,2.0075972720078012e-4,0.00111056473968957,0.3057815404571963,0.22567022777433476,0.09917044461344224,0.11055639009513868,0.0337259369646897,0.04853215065919503,0.0306,3.29,10159942.149303185,716569.9885359937,0.0414507207417621,0.00484247154280794,0.0643309854150405,0.01150532471125785,4048.89974628512,5233.32384938635,3377.83028560404,Tajikistan,3
    Turkmenistan,Central Asia,"Central Europe, Eastern Europe, and Central Asia",TKM,mid,0.08822760766190044,0.05722539843492105,0.01695993137477834,0.01808960741880663,0.0216224868300973,0.02714939124254592,0.4558715154479051,0.14422666579267132,0.1355276823009027,0.08145105139921481,0.04317283164471186,0.04255929360872146,0.4136815964986991,0.1344999345760493,0.0676789370414548,0.04456451105583137,0.04303716838302245,0.04135835594654327,0.08822760766190044,0.05722539843492105,0.01695993137477834,0.01808960741880663,0.0216224868300973,0.02714939124254592,0.00524329915838265,0.01042273526406208,0.00116890566032882,0.00451791255243283,3.687278453403879e-4,0.00143684686080161,0.4558715154479051,0.14422666579267132,0.1355276823009027,0.08145105139921481,0.04317283164471186,0.04255929360872146,0.1348,22.57,5158372.87954372,271672.8314504395,0.0442257986156972,0.0049149699633362,0.1017709163879264,0.0169378901618358,21078.6337322333,29240.740034522,14054.5241653588,Turkmenistan,3
    Uzbekistan,Central Asia,"Central Europe, Eastern Europe, and Central Asia",UZB,low,0.0187286531435044,0.04103986070985065,0.00435123879293421,0.01687665623824401,0.00140824169934154,0.00670199320342782,1.753058358040979,0.7635119354450376,0.5531230525326407,0.4415583861799723,0.18400129997141745,0.20945299099937092,1.560944605812314,0.7154422471964548,0.2731188976828375,0.23523968878388876,0.18332995913737543,0.2186151146421239,0.338484897124714,0.25899736352525704,0.06540978531557486,0.08837377478892629,0.09135219162856947,0.13572065550565884,0.0187286531435044,0.04103986070985065,0.00435123879293421,0.01687665623824401,0.00140824169934154,0.00670199320342782,1.753058358040979,0.7635119354450376,0.5531230525326407,0.4415583861799723,0.18400129997141745,0.20945299099937092,0.2183,6.61,34232868.959930085,4699273.178691864,0.0407832294269079,0.00452073266158294,0.0916503425469415,0.0147899380542528,10212.2274167206,12945.9932333251,7980.36385558262,Uzbekistan,3
    Albania,Central Europe,"Central Europe, Eastern Europe, and Central Asia",ALB,low,0.00162629330221153,0.00368496737370015,4.5588501291812073e-4,0.00180147957331678,1.5232829501420246e-4,7.00271002084846e-4,0.15147351608514664,0.06085257488800098,0.05753895028987099,0.0429230538758226,0.01829303382699115,0.01977245083176769,0.12949623413089012,0.05209883865325693,0.02820235611730516,0.02270919233258014,0.01825787002280365,0.01945687934763919,0.03021149988979593,0.02268319106559353,0.00689044062963851,0.00853121283917227,0.0091392028548988,0.01292495939673372,0.00162629330221153,0.00368496737370015,4.5588501291812073e-4,0.00180147957331678,1.5232829501420246e-4,7.00271002084846e-4,0.15147351608514664,0.06085257488800098,0.05753895028987099,0.0429230538758226,0.01829303382699115,0.01977245083176769,0.0363,12.66,2667861.9620425766,176341.36478416412,0.0995340933615499,0.01151027418509779,0.1241828674296568,0.01719188865552105,12757.8034357159,13464.3648691601,11538.4251537574,Albania,3
