LocationHeader,Region,Superregion,iso3c,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,WHO_selected_Mean_total_billions,WHO_selected_SD_total_billions,WHO_selected_Mean_perio_billions,WHO_selected_SD_perio_billions,WHO_selected_Mean_replace_billions,WHO_selected_SD_replace_billions,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower,Country,Level
    Bosnia and Herzegovina,Central Europe,"Central Europe, Eastern Europe, and Central Asia",BIH,mid,0.03478529075959732,0.02613225252712929,0.00824948479359808,0.00982410560434849,0.01104745829715348,0.01525627557634383,0.1719707069978594,0.0691162948288342,0.06882821555737616,0.04985839539882868,0.02260835690899642,0.02439415804178195,0.14318589735378484,0.05755861627889246,0.0340583261380381,0.02649504597460355,0.0218738422364736,0.02335644758816592,0.03478529075959732,0.02613225252712929,0.00824948479359808,0.00982410560434849,0.01104745829715348,0.01525627557634383,0.00185899808756661,0.00397825824531688,5.650585498833137e-4,0.00220362973985869,1.7534308636490642e-4,7.899012961995141e-4,0.1719707069978594,0.0691162948288342,0.06882821555737616,0.04985839539882868,0.02260835690899642,0.02439415804178195,0.0727,20.75,3302863.695245446,195637.2308647486,0.113607572556681,0.01281580120316194,0.136371566667327,0.01821524124957314,13289.8490196426,15527.7386242018,10819.5905878214,Bosnia and Herzegovina,3
    Bulgaria,Central Europe,"Central Europe, Eastern Europe, and Central Asia",BGR,low,0.00445456242730627,0.00856306925962415,0.00105711400847763,0.00359406854573029,3.1767487860007073e-4,0.00120810611542246,0.397524615436897,0.1272277237242413,0.13006589248827266,0.07829641422115233,0.04114327757590816,0.04046911726246501,0.35416853456840686,0.1151694834382536,0.0648435916773238,0.04303140223127464,0.04138897866253749,0.04026590704904109,0.07783548514491219,0.05265913240081873,0.01608302705888229,0.01677052731958921,0.02050161536158745,0.02656034249743376,0.00445456242730627,0.00856306925962415,0.00105711400847763,0.00359406854573029,3.1767487860007073e-4,0.00120810611542246,0.397524615436897,0.1272277237242413,0.13006589248827266,0.07829641422115233,0.04114327757590816,0.04046911726246501,0.1094,15.72,6786933.061145688,321238.7967637591,0.1076788824989007,0.0121873093461696,0.1197108635857866,0.01753805773817215,20994.6725339766,24131.5184282809,19261.3670868489,Bulgaria,3
    Croatia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",HRV,mid,0.07763486239252776,0.05379429654088646,0.01991278833504071,0.01924680617296535,0.02468488225203255,0.02893879408212854,0.36820622017726434,0.11501430778546992,0.1565682518177483,0.08300343133263635,0.04900584228316669,0.04444644580938781,0.30480651542313963,0.09741946567591572,0.07923555092243614,0.04662354027552873,0.0492942320703371,0.04550686297104792,0.07763486239252776,0.05379429654088646,0.01991278833504071,0.01924680617296535,0.02468488225203255,0.02893879408212854,0.00413871566807393,0.00813488221913604,0.00129965135348477,0.00433892180931788,3.827356356451183e-4,0.00142434500596482,0.36820622017726434,0.11501430778546992,0.1565682518177483,0.08300343133263635,0.04900584228316669,0.04444644580938781,0.1494,36.8,4208639.425213091,269728.32317858515,0.1069265862475519,0.01268040788402729,0.1935696238740399,0.02008085962004825,26567.4870426111,29978.7113025584,23362.0376308147,Croatia,3
    Czechia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",CZE,mid,0.22113485600277724,0.1467125490088282,0.05101164481689083,0.0485714136348616,0.06268310767503887,0.07400003334459965,1.0850788225916832,0.2990403156537764,0.39571654705522546,0.19271862284003785,0.1224973976903158,0.10624896378841288,0.9389525867563808,0.265780342944736,0.2005450980391599,0.10878288268242904,0.12345774106443984,0.10975884278878878,0.22113485600277724,0.1467125490088282,0.05101164481689083,0.0485714136348616,0.06268310767503887,0.07400003334459965,0.01275056119233754,0.02343873306970381,0.00333932722133037,0.01102239954783332,0.00104716309466009,0.00344466158034812,1.0850788225916832,0.2990403156537764,0.39571654705522546,0.19271862284003785,0.1224973976903158,0.10624896378841288,0.8438,79.32,10632383.165547736,489422.5338721191,0.1104933261255784,0.01213735053406459,0.1595778247494727,0.01954574411408359,34514.251086906,41197.8841598344,29535.4014664374,Czechia,3
    Hungary,Central Europe,"Central Europe, Eastern Europe, and Central Asia",HUN,mid,0.12299210606480472,0.07593512560782804,0.01950855949801247,0.01935721171223481,0.02348616638632235,0.02818332004220927,0.6677241885953894,0.18158792448807368,0.15032553301979212,0.07969858796714606,0.04727812870015274,0.04328510298194011,0.6380957450495351,0.17846628376937615,0.07592784469048394,0.04456483055751589,0.04730271875559033,0.04229881081386115,0.12299210606480472,0.07593512560782804,0.01950855949801247,0.01935721171223481,0.02348616638632235,0.02818332004220927,0.00763447101046342,0.0145612558771106,0.00129519250547588,0.00435734040880638,4.141737584474886e-4,0.00163985782681565,0.6677241885953894,0.18158792448807368,0.15032553301979212,0.07969858796714606,0.04727812870015274,0.04328510298194011,0.3639,37.29,9597310.37319277,635875.2029382624,0.1147826566810308,0.01257403637107555,0.0756220483996345,0.01334762454733765,30266.9626270379,34472.6557253679,26236.0066870831,Hungary,3
    Montenegro,Central Europe,"Central Europe, Eastern Europe, and Central Asia",MNE,low,4.640945268976016e-4,9.222225144646084e-4,1.233082932620616e-4,4.27127165185342e-4,3.687004474244795e-5,1.4109429396316043e-4,0.04135711459112563,0.01406663968031553,0.01466465869831367,0.0093553484217583,0.00480390750856414,0.00473923193915233,0.03603794761306113,0.01244754477909776,0.0074721342877684,0.00532508608822236,0.00469237487676963,0.0045754778940477504,0.00832136211481667,0.00583922420251459,0.00182596700704192,0.00201635204106739,0.00239101457387404,0.00316267628814193,4.640945268976016e-4,9.222225144646084e-4,1.233082932620616e-4,4.27127165185342e-4,3.687004474244795e-5,1.4109429396316043e-4,0.04135711459112563,0.01406663968031553,0.01466465869831367,0.0093553484217583,0.00480390750856414,0.00473923193915233,0.0057,9.18,618060.3127515384,41495.66649758967,0.0939563069436163,0.0106652243466505,0.1320704292148203,0.01771137470131391,18069.6182034713,19828.2300039147,16441.4091782016,Montenegro,3
    North Macedonia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",MKD,low,0.00140235202096097,0.00316099060786975,4.167996580627706e-4,0.00187036161069895,1.1943306245986568e-4,4.951146686549871e-4,0.12498443786198164,0.04865038875428471,0.04838047789800625,0.03419814224400875,0.01556223665090771,0.01678359558256866,0.10564398628586091,0.04101918630216953,0.0240117819469015,0.01798676294002658,0.01563887914400698,0.01636835021509844,0.02503417785661915,0.01882568405593892,0.00581333656588524,0.00700374546506267,0.00770954236568485,0.01065186260259964,0.00140235202096097,0.00316099060786975,4.167996580627706e-4,0.00187036161069895,1.1943306245986568e-4,4.951146686549871e-4,0.12498443786198164,0.04865038875428471,0.04838047789800625,0.03419814224400875,0.01556223665090771,0.01678359558256866,0.0319,15.34,2176435.003604734,205771.4814476606,0.101901856992842,0.01185927173123544,0.13136598614102,0.01832498278892046,14213.135135604,16337.4545247358,12887.4315139784,North Macedonia,3
    Poland,Central Europe,"Central Europe, Eastern Europe, and Central Asia",POL,mid,0.7504019966370382,0.509655510414584,0.18681596367384024,0.1761477422725214,0.2254147731597884,0.25889603933298233,3.6346134682157,1.066871238678333,1.455589248701159,0.7224242379246414,0.45637309691870587,0.4039317396802786,3.0583472179920186,0.8943930368332416,0.7328168117905429,0.40358877386097514,0.4491075949246019,0.3938452524002791,0.7504019966370382,0.509655510414584,0.18681596367384024,0.1761477422725214,0.2254147731597884,0.25889603933298233,0.0413896839535807,0.07567151664797883,0.01226902787463818,0.03870531767002996,0.00377628397095201,0.01328126328672941,3.6346134682157,1.066871238678333,1.455589248701159,0.7224242379246414,0.45637309691870587,0.4039317396802786,1.7024,44.83,38238455.52324434,1826320.6916113608,0.1315941822163299,0.01358401831962004,0.1731818872173541,0.01955728780618819,31549.4635028328,35287.6229116764,28884.8660831154,Poland,3
    Romania,Central Europe,"Central Europe, Eastern Europe, and Central Asia",ROU,low,0.01639409764157965,0.03123520817922446,0.00446213932074823,0.01473451750342356,0.00126571370719381,0.00454542706652246,1.4485450125911947,0.43108856147300145,0.5225759022492448,0.28359542347765737,0.1639081570264831,0.14858823398651363,1.2691271131393709,0.3831966465653138,0.265458671481367,0.16043023619681687,0.1656374490172947,0.14892852070052345,0.2951689734060996,0.19323527951712063,0.06744268625811412,0.0660134542426274,0.0832934136300989,0.09675256661908224,0.01639409764157965,0.03123520817922446,0.00446213932074823,0.01473451750342356,0.00126571370719381,0.00454542706652246,1.4485450125911947,0.43108856147300145,0.5225759022492448,0.28359542347765737,0.1639081570264831,0.14858823398651363,0.3761,19.27,18938555.14908574,1287331.811123833,0.0962692423177426,0.01126439041203639,0.1502914008806542,0.01854405701041875,25878.436479183,30482.513241722,20333.3880336914,Romania,3
    Serbia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SRB,low,0.0059160879011685,0.01217885306409182,0.00170427980029629,0.00654361686899872,5.160037366680476e-4,0.00202357596079534,0.530223553799822,0.1871662349665503,0.20124269362592948,0.13120404133016303,0.06319000450835666,0.06205475923624726,0.4528627395502377,0.16135811631493754,0.09902122413030284,0.06836202065675158,0.06490171120679057,0.06744441841408746,0.10628978138797215,0.07748502658677807,0.02465979982633617,0.02794054912582992,0.03182219852024773,0.04307739578729621,0.0059160879011685,0.01217885306409182,0.00170427980029629,0.00654361686899872,5.160037366680476e-4,0.00202357596079534,0.530223553799822,0.1871662349665503,0.20124269362592948,0.13120404133016303,0.06319000450835666,0.06205475923624726,0.11,15.79,8919508.964871261,556716.6171652973,0.1079537301842001,0.01205756849366815,0.1351138296559652,0.0178698452643171,17449.2696076552,18904.519585969,15267.1090117256,Serbia,3
    Slovakia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SVK,mid,0.10091267786374006,0.0663300906238363,0.02314363256804134,0.02212713818212847,0.02829059240040033,0.03318632475691147,0.4936638883357579,0.13831752474084497,0.1787138580220201,0.089743179849364,0.05518039278916209,0.04945176004013437,0.4295263075417282,0.12376046696222076,0.08983694119692606,0.05159410719383591,0.05558365240863632,0.04838572837960889,0.10091267786374006,0.0663300906238363,0.02314363256804134,0.02212713818212847,0.02829059240040033,0.03318632475691147,0.0057529849417158,0.01079966804426974,0.00156622429271161,0.00517997977955745,4.512097351991508e-4,0.00159439576686532,0.4936638883357579,0.13831752474084497,0.1787138580220201,0.089743179849364,0.05518039278916209,0.04945176004013437,0.3082,56.55,5429455.079845927,265050.94918173924,0.1057110726995101,0.011450288118054,0.1486702507121111,0.01904286352937514,30838.4100009658,33130.5478279604,26770.7613037904,Slovakia,3
    Slovenia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SVN,mid,0.04679866901697083,0.03154985194571937,0.01170095002352491,0.01070495008626287,0.01398243163465522,0.01629462488794481,0.22807881040424577,0.06544334030561344,0.09273053730307462,0.04498019832910259,0.02874220938297217,0.02549469492711385,0.19055941896415543,0.05615132652982545,0.04649673776757026,0.02504230685198086,0.02848098693808132,0.02474018571841891,0.04679866901697083,0.03154985194571937,0.01170095002352491,0.01070495008626287,0.01398243163465522,0.01629462488794481,0.00258013184333467,0.00478094708575622,7.474561122047246e-4,0.00220952849378001,2.47495196102335e-4,0.00102042701843107,0.22807881040424577,0.06544334030561344,0.09273053730307462,0.04498019832910259,0.02874220938297217,0.02549469492711385,0.1215,58.73,2069651.4753263283,90570.90063723164,0.1196880701340034,0.01305418439472559,0.2015656000542071,0.02089083778457405,34628.9144662576,41800.0049406099,29101.0680263019,Slovenia,3
    Belarus,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",BLR,low,0.00740548000148045,0.01494811544677419,0.00222919785508523,0.00796299657128058,6.412298823955268e-4,0.00259151080131111,0.6530231267793514,0.22470579055716183,0.25401228302057177,0.15640837340965297,0.08068724978801378,0.08137816886355408,0.5555613275691498,0.19081604141956035,0.12717297427513988,0.08660225640326398,0.08074457237621156,0.0773764906603814,0.13275056615686068,0.0961625543569988,0.03133370210210806,0.03473453720668902,0.04057012634772281,0.05312869949558819,0.00740548000148045,0.01494811544677419,0.00222919785508523,0.00796299657128058,6.412298823955268e-4,0.00259151080131111,0.6530231267793514,0.22470579055716183,0.25401228302057177,0.15640837340965297,0.08068724978801378,0.08137816886355408,0.1371,14.47,9324657.46768948,648450.7410378968,0.0813095064323887,0.00843724893395895,0.1635935886780656,0.01896070708058225,18938.0402406794,22107.1719968615,16916.921060223,Belarus,3
    Estonia,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",EST,mid,0.02827467743879907,0.01863460878576912,0.00671995881884382,0.00628084265237635,0.00817263611845401,0.00941234663576618,0.13613231736124723,0.03765646068194898,0.05140016741097283,0.02511942920697628,0.0160838592092331,0.01410998614658006,0.11735686209973348,0.03375392770868123,0.02605309200699786,0.01402848671652427,0.01627619672339502,0.01437444881740511,0.02827467743879907,0.01863460878576912,0.00671995881884382,0.00628084265237635,0.00817263611845401,0.00941234663576618,0.00158125647029394,0.00287890836243196,4.4858946919863263e-4,0.00140482024405345,1.341689205002712e-4,4.734155671401031e-4,0.13613231736124723,0.03765646068194898,0.05140016741097283,0.02511942920697628,0.0160838592092331,0.01410998614658006,0.149,113,1310833.8831970918,60941.85400673142,0.092076043166901,0.01027116092326305,0.1750178457081086,0.01898064020194949,33787.8948133632,40588.8279883706,28707.1135405323,Estonia,3
    Latvia,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",LVA,mid,0.03094833075403638,0.02111442406260087,0.00761167592846811,0.00739765596249091,0.00935207279394205,0.0111849694545983,0.1496389426057585,0.04458489467245659,0.05929474704617579,0.03064206875864671,0.01857453040528308,0.01651615198380804,0.12719254327716822,0.03890013139637246,0.03006513249149404,0.01747894991374369,0.01893085496869775,0.01718024058775383,0.03094833075403638,0.02111442406260087,0.00761167592846811,0.00739765596249091,0.00935207279394205,0.0111849694545983,0.00168923423345601,0.00321600063178518,4.874653393014695e-4,0.00161842745194668,1.5654585348517935e-4,5.881397775511733e-4,0.1496389426057585,0.04458489467245659,0.05929474704617579,0.03064206875864671,0.01857453040528308,0.01651615198380804,0.112,58.08,1870327.8878070735,89520.7897289322,0.0848054535725833,0.00967272605940899,0.1816639985727744,0.01944132600969439,28085.7683794823,33472.2426131134,24417.7346818695,Latvia,3
    Lithuania,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",LTU,mid,0.06068479355919577,0.0403558817199461,0.01494509394591669,0.01373847919514428,0.01810154033202834,0.02042129309402729,0.2922287425519222,0.08151865815669551,0.11555024243716344,0.05560165784433114,0.03620686463539225,0.03087025096856643,0.2473538925648421,0.07329232526371332,0.05865515078397772,0.03228058149259713,0.03636135623864995,0.03201724979282022,0.06068479355919577,0.0403558817199461,0.01494509394591669,0.01373847919514428,0.01810154033202834,0.02042129309402729,0.0033589362490932,0.00620154788715945,0.00101888756283923,0.00325779817353535,3.0701544843613783e-4,0.00102150120256366,0.2922287425519222,0.08151865815669551,0.11555024243716344,0.05560165784433114,0.03620686463539225,0.03087025096856643,0.199,71.47,2728300.437598287,138914.96167542087,0.0790964710231907,0.0089975573009243,0.1828911481529123,0.0191033857584626,34456.5554719687,40513.0533422835,28880.7170513511,Lithuania,3
    Republic of Moldova,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",MDA,low,0.00166808174154121,0.00391818607543447,5.105606460052387e-4,0.0020683180707451,1.624935379602293e-4,7.254904216694532e-4,0.16330884530415857,0.0782965688753164,0.07209518177163128,0.06008301876624286,0.02374152688033254,0.02761748800926782,0.13244553770826756,0.06452413521402896,0.03529443133776407,0.03256425837508951,0.02378196831635819,0.02828516740549104,0.03379216536034744,0.02829683699414213,0.00832318086750519,0.01149593423757927,0.01176742719733436,0.01723211905231239,0.00166808174154121,0.00391818607543447,5.105606460052387e-4,0.0020683180707451,1.624935379602293e-4,7.254904216694532e-4,0.16330884530415857,0.0782965688753164,0.07209518177163128,0.06008301876624286,0.02374152688033254,0.02761748800926782,0.0051,1.43,3593444.2054054877,299071.95370357344,0.086999053079231,0.0090061663113117,0.1398932632019745,0.01917155442310435,9278.59391239758,11181.8171967974,6937.58881027152,Republic of Moldova,3
