location_name,Region,Superregion,iso3c,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,WHO_selected_Mean_total_billions,WHO_selected_SD_total_billions,WHO_selected_Mean_perio_billions,WHO_selected_SD_perio_billions,WHO_selected_Mean_replace_billions,WHO_selected_SD_replace_billions,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower,Country,Level,Year,transition_WHO_selected_Mean_total_billions,transition_WHO_selected_SD_total_billions,selected_exppc_usd_mean,selected_exppc_usd_sd,WHO_exppc_usd_mean,WHO_exppc_usd_sd
Bosnia and Herzegovina,Central Europe,"Central Europe, Eastern Europe, and Central Asia",BIH,mid,0.03655569752767305,0.0277115000738284,0.00805675259568334,0.0100186552217245,0.01083910382378021,0.0153784144047238,0.18106155175926905,0.07209319962054873,0.06609595708678268,0.04782942841068625,0.02123683670950427,0.02266243366482712,0.15665647492618415,0.06290979298490752,0.03342909326445319,0.02641314815281893,0.0211131148639829,0.02295599131535664,0.03655569752767305,0.0277115000738284,0.00805675259568334,0.0100186552217245,0.01083910382378021,0.0153784144047238,0.00201793586392937,0.00438107491931148,5.650105146722689e-4,0.00251479207797001,1.6708524482116473e-4,6.832078960160204e-4,0.18106155175926905,0.07209319962054873,0.06609595708678268,0.04782942841068625,0.02123683670950427,0.02266243366482712,0.0727,20.75,3302863.695245446,195637.2308647486,0.113607572556681,0.01281580120316194,0.136371566667327,0.01821524124957314,13289.8490196426,15527.7386242018,10819.5905878214,Bosnia and Herzegovina,3,2021,0.03655569752767305,0.0277115000738284,11.067879543529417,8.415716890939057,11.067879543529417,8.415716890939057
Bulgaria,Central Europe,"Central Europe, Eastern Europe, and Central Asia",BGR,low,0.00538987030918578,0.01061398918079888,0.00128075296951754,0.00457499837370662,3.7361043274531465e-4,0.00134327270230341,0.4736030015159186,0.15164356434932622,0.14937690358187844,0.089752538791597,0.04814661917201966,0.04701968041379924,0.4234189455769133,0.13968760245325382,0.07495610455502816,0.04990181602901551,0.04785204451654123,0.04715203036071854,0.09286012518545685,0.06353822631348849,0.01894974501609212,0.02023764224803609,0.02392677946407363,0.0314134569473331,0.00538987030918578,0.01061398918079888,0.00128075296951754,0.00457499837370662,3.7361043274531465e-4,0.00134327270230341,0.4736030015159186,0.15164356434932622,0.14937690358187844,0.089752538791597,0.04814661917201966,0.04701968041379924,0.1094,15.72,6786933.061145688,321238.7967637591,0.1076788824989007,0.0121873093461696,0.1197108635857866,0.01753805773817215,20994.6725339766,24131.5184282809,19261.3670868489,Bulgaria,3,2021,0.00538987030918578,0.01061398918079888,0.7941540399215204,1.5643376079324802,0.7941540399215204,1.5643376079324802
Croatia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",HRV,mid,0.08778621315026554,0.06124705660328476,0.02161011009560263,0.02087019423726957,0.0270721597637081,0.03303307808547585,0.42229703831007787,0.1345172531377782,0.1715239932853849,0.0926591485764762,0.05387245500597257,0.05189828207204363,0.35445077710280504,0.1129680977260618,0.08573912672523248,0.05049496231925107,0.05436074854203471,0.0506363040069714,0.08778621315026554,0.06124705660328476,0.02161011009560263,0.02087019423726957,0.0270721597637081,0.03303307808547585,0.00479369937312663,0.00902215694602859,0.00148092666966609,0.00474891009412682,4.5393633704438903e-4,0.0016340817090987,0.42229703831007787,0.1345172531377782,0.1715239932853849,0.0926591485764762,0.05387245500597257,0.05189828207204363,0.1494,36.8,4208639.425213091,269728.32317858515,0.1069265862475519,0.01268040788402729,0.1935696238740399,0.02008085962004825,26567.4870426111,29978.7113025584,23362.0376308147,Croatia,3,2021,0.08778621315026554,0.06124705660328476,20.858573111385223,14.613968130199025,20.858573111385223,14.613968130199025
Czechia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",CZE,mid,0.23409350101004303,0.153244633154208,0.05345256430516305,0.05039878503023615,0.06413482524510936,0.07301339979163081,1.1596477487830077,0.32021543564456445,0.4125736984942918,0.20337175811009425,0.13087836769921676,0.11222816479042565,1.0101618608755525,0.287456903418453,0.21118270030599368,0.11501373058984483,0.13015084837840268,0.1114246893762158,0.23409350101004303,0.153244633154208,0.05345256430516305,0.05039878503023615,0.06413482524510936,0.07301339979163081,0.01311920656050729,0.02421440844914709,0.0035538859982248,0.01213520420307578,0.00106562584864019,0.00382515704664468,1.1596477487830077,0.32021543564456445,0.4125736984942918,0.20337175811009425,0.13087836769921676,0.11222816479042565,0.8438,79.32,10632383.165547736,489422.5338721191,0.1104933261255784,0.01213735053406459,0.1595778247494727,0.01954574411408359,34514.251086906,41197.8841598344,29535.4014664374,Czechia,3,2021,0.23409350101004303,0.153244633154208,22.0170301770707,14.448596903440718,22.0170301770707,14.448596903440718
Hungary,Central Europe,"Central Europe, Eastern Europe, and Central Asia",HUN,mid,0.13410387807262014,0.0836562355131178,0.02077458189431569,0.02042777759007332,0.02577264703419921,0.03156739481126074,0.7365785425951699,0.20563215420628095,0.16373057056370124,0.08651819905658945,0.05122500628891863,0.04595467128342556,0.7060953351569718,0.20676163427139785,0.0817809890372983,0.0480368673208345,0.05141423371067077,0.04719171400938558,0.13410387807262014,0.0836562355131178,0.02077458189431569,0.02042777759007332,0.02577264703419921,0.03156739481126074,0.00836542953886411,0.01623049824683205,0.0014293906079793,0.00547696182647721,4.358560773257078e-4,0.00166895941432588,0.7365785425951699,0.20563215420628095,0.16373057056370124,0.08651819905658945,0.05122500628891863,0.04595467128342556,0.3639,37.29,9597310.37319277,635875.2029382624,0.1147826566810308,0.01257403637107555,0.0756220483996345,0.01334762454733765,30266.9626270379,34472.6557253679,26236.0066870831,Hungary,3,2021,0.13410387807262014,0.0836562355131178,13.97306879302345,8.765659721619919,13.97306879302345,8.765659721619919
Montenegro,Central Europe,"Central Europe, Eastern Europe, and Central Asia",MNE,low,4.6386382108709893e-4,9.208315631057664e-4,1.1438210129629013e-4,3.85462861883781e-4,3.573464801908307e-5,1.3428922826335185e-4,0.04112887087974353,0.01437246821980799,0.01396011028647349,0.00922655418824058,0.00442676794221159,0.00454961463949947,0.03620521367391956,0.01275104853180803,0.00693227436976824,0.00484847745882383,0.00447066427896607,0.00450667403611739,0.00809794120303872,0.00556882502297895,0.0017262963793896,0.00188026118138383,0.00223193872670474,0.00286154890876166,4.6386382108709893e-4,9.208315631057664e-4,1.1438210129629013e-4,3.85462861883781e-4,3.573464801908307e-5,1.3428922826335185e-4,0.04112887087974353,0.01437246821980799,0.01396011028647349,0.00922655418824058,0.00442676794221159,0.00454961463949947,0.0057,9.18,618060.3127515384,41495.66649758967,0.0939563069436163,0.0106652243466505,0.1320704292148203,0.01771137470131391,18069.6182034713,19828.2300039147,16441.4091782016,Montenegro,3,2021,4.6386382108709893e-4,9.208315631057664e-4,0.7505154618681579,1.4907251517119968,0.7505154618681579,1.4907251517119968
North Macedonia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",MKD,low,0.00136916802285385,0.00310307078146795,3.780611251476892e-4,0.00155127520727022,1.054493508487407e-4,4.2074169786913165e-4,0.12398224848613548,0.04853655709935177,0.04405261528085128,0.03186796237653214,0.01406205351654807,0.01485756757640271,0.10772490526156688,0.04312947798430155,0.02186584067276401,0.01718963354922103,0.01411600879930625,0.01511874281034423,0.02463322972753926,0.01817111000688411,0.0052318448194233,0.00619839639564833,0.00714496654403299,0.00996278207161735,0.00136916802285385,0.00310307078146795,3.780611251476892e-4,0.00155127520727022,1.054493508487407e-4,4.2074169786913165e-4,0.12398224848613548,0.04853655709935177,0.04405261528085128,0.03186796237653214,0.01406205351654807,0.01485756757640271,0.0319,15.34,2176435.003604734,205771.4814476606,0.101901856992842,0.01185927173123544,0.13136598614102,0.01832498278892046,14213.135135604,16337.4545247358,12887.4315139784,North Macedonia,3,2021,0.00136916802285385,0.00310307078146795,0.629087485078193,1.4269985762468478,0.629087485078193,1.4269985762468478
Poland,Central Europe,"Central Europe, Eastern Europe, and Central Asia",POL,mid,0.8111742752563981,0.5468647234727593,0.1974761943718754,0.1918275195243165,0.23298794467749423,0.27637805467939935,4.010140544634985,1.16899683521309,1.528102871431367,0.767576556702603,0.4839093004723918,0.4365780474493567,3.4298977845804077,1.0119824543557598,0.7742821258369826,0.4368111728698416,0.4743848006098307,0.4172556148981337,0.8111742752563981,0.5468647234727593,0.1974761943718754,0.1918275195243165,0.23298794467749423,0.27637805467939935,0.0465405884118272,0.08627515427954241,0.01333134302624585,0.04462931162710583,0.00411437529021047,0.01454025003220707,4.010140544634985,1.16899683521309,1.528102871431367,0.767576556702603,0.4839093004723918,0.4365780474493567,1.7024,44.83,38238455.52324434,1826320.6916113608,0.1315941822163299,0.01358401831962004,0.1731818872173541,0.01955728780618819,31549.4635028328,35287.6229116764,28884.8660831154,Poland,3,2021,0.8111742752563981,0.5468647234727593,21.213573198930654,14.337278276825485,21.213573198930654,14.337278276825485
Romania,Central Europe,"Central Europe, Eastern Europe, and Central Asia",ROU,low,0.018862069521759,0.03599143679950595,0.00489899096079724,0.01582048812205148,0.00160422871327082,0.00603909477980546,1.6698329955372953,0.5061458368321905,0.5891914845257133,0.3236283052141816,0.18410225000801497,0.1704323819390922,1.4528141998988011,0.454077698951295,0.2939069693844785,0.1790875696127485,0.1851163843779327,0.1744642005355194,0.3385195336283357,0.23105562883003972,0.0758497280471043,0.07693178433615745,0.09411189171086284,0.1165621413278598,0.018862069521759,0.03599143679950595,0.00489899096079724,0.01582048812205148,0.00160422871327082,0.00603909477980546,1.6698329955372953,0.5061458368321905,0.5891914845257133,0.3236283052141816,0.18410225000801497,0.1704323819390922,0.3761,19.27,18938555.14908574,1287331.811123833,0.0962692423177426,0.01126439041203639,0.1502914008806542,0.01854405701041875,25878.436479183,30482.513241722,20333.3880336914,Romania,3,2021,0.018862069521759,0.03599143679950595,0.9959613800142281,1.9016374880806428,0.9959613800142281,1.9016374880806428
Serbia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SRB,low,0.00624768874092354,0.01237080948989991,0.00155806070124293,0.00529299431276902,5.211944192398747e-4,0.00217043977566194,0.5809055433974096,0.2070261301969938,0.20365519294635057,0.13556927112403305,0.0648891493070751,0.06543283516276231,0.507194445144434,0.18064623783672423,0.09983440735892168,0.06948077419614511,0.06514787600397204,0.06762900799478033,0.11488510639922545,0.08157068183647716,0.02460616860282023,0.02722715248279428,0.03223053716852463,0.04349587572968439,0.00624768874092354,0.01237080948989991,0.00155806070124293,0.00529299431276902,5.211944192398747e-4,0.00217043977566194,0.5809055433974096,0.2070261301969938,0.20365519294635057,0.13556927112403305,0.0648891493070751,0.06543283516276231,0.11,15.79,8919508.964871261,556716.6171652973,0.1079537301842001,0.01205756849366815,0.1351138296559652,0.0178698452643171,17449.2696076552,18904.519585969,15267.1090117256,Serbia,3,2021,0.00624768874092354,0.01237080948989991,0.7004520950121288,1.3876272872661348,0.7004520950121288,1.3876272872661348
Slovakia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SVK,mid,0.1072231633406747,0.07118385458511081,0.02363267605650016,0.02288568209440511,0.02876715179571565,0.03541582810895404,0.5317126880746844,0.152786999030783,0.18423723918121168,0.0948331703078946,0.05725711988231576,0.05229497566131808,0.46729991106799385,0.13530332083828567,0.09304620755237876,0.05332367024906177,0.05748240560056801,0.05113344307745194,0.1072231633406747,0.07118385458511081,0.02363267605650016,0.02288568209440511,0.02876715179571565,0.03541582810895404,0.00618889862580913,0.01127973983083157,0.00152670327068873,0.00500236920208106,4.849148485216212e-4,0.00174528460125883,0.5317126880746844,0.152786999030783,0.18423723918121168,0.0948331703078946,0.05725711988231576,0.05229497566131808,0.3082,56.55,5429455.079845927,265050.94918173924,0.1057110726995101,0.011450288118054,0.1486702507121111,0.01904286352937514,30838.4100009658,33130.5478279604,26770.7613037904,Slovakia,3,2021,0.1072231633406747,0.07118385458511081,19.748420746436565,13.146078466478752,19.748420746436565,13.146078466478752
Slovenia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SVN,mid,0.05303260583706022,0.036223548785006963,0.01349278519051939,0.0128121513374859,0.01602637880724061,0.01861324208023576,0.24869967084038408,0.07119511421800415,0.10133541480062776,0.04825078808938293,0.03161272066821707,0.02702556997218295,0.2088274322027371,0.06281192301884327,0.05138234784539786,0.02798369892940646,0.032017369048132,0.02852257996605961,0.05303260583706022,0.036223548785006963,0.01349278519051939,0.0128121513374859,0.01602637880724061,0.01861324208023576,0.00289788454845447,0.00553549513258703,9.200869681624544e-4,0.00292629517397991,2.6893338641837035e-4,9.152755839115504e-4,0.24869967084038408,0.07119511421800415,0.10133541480062776,0.04825078808938293,0.03161272066821707,0.02702556997218295,0.1215,58.73,2069651.4753263283,90570.90063723164,0.1196880701340034,0.01305418439472559,0.2015656000542071,0.02089083778457405,34628.9144662576,41800.0049406099,29101.0680263019,Slovenia,3,2021,0.05303260583706022,0.036223548785006963,25.623930632426124,17.53813017203076,25.623930632426124,17.53813017203076
Belarus,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",BLR,low,0.008145741222811,0.01613527649305299,0.00234078719042925,0.00866640532199817,6.968625324833367e-4,0.00254107004783217,0.7093811250070271,0.2530103424873687,0.2707054931785445,0.17392372783611715,0.08473028503111474,0.08330628289169197,0.6078122879973624,0.21418149410472295,0.13393506796723847,0.09280739097532945,0.08631624931570937,0.0835594473299217,0.14271831436984628,0.10147441938910948,0.03265974164278861,0.03489019668164866,0.04232988022687214,0.05517736819718201,0.008145741222811,0.01613527649305299,0.00234078719042925,0.00866640532199817,6.968625324833367e-4,0.00254107004783217,0.7093811250070271,0.2530103424873687,0.2707054931785445,0.17392372783611715,0.08473028503111474,0.08330628289169197,0.1371,14.47,9324657.46768948,648450.7410378968,0.0813095064323887,0.00843724893395895,0.1635935886780656,0.01896070708058225,18938.0402406794,22107.1719968615,16916.921060223,Belarus,3,2021,0.008145741222811,0.01613527649305299,0.8735700213156893,1.73145416575051,0.8735700213156893,1.73145416575051
Estonia,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",EST,mid,0.02999427356388426,0.01955083471217294,0.00702758006365071,0.00665239958800281,0.00862818919370507,0.00996146829809429,0.1480098250465673,0.04144612408121802,0.05501571126813211,0.02643538107442596,0.01735238850874334,0.01543099681502415,0.12716262491468677,0.0360377440151185,0.02790416422614799,0.01535562990792527,0.01704485561188765,0.01466830547465198,0.02999427356388426,0.01955083471217294,0.00702758006365071,0.00665239958800281,0.00862818919370507,0.00996146829809429,0.00162641486409914,0.00290269851856594,4.4843317505084966e-4,0.00147168315584373,1.4656855951790556e-4,5.199932593230919e-4,0.1480098250465673,0.04144612408121802,0.05501571126813211,0.02643538107442596,0.01735238850874334,0.01543099681502415,0.149,113,1310833.8831970918,60941.85400673142,0.092076043166901,0.01027116092326305,0.1750178457081086,0.01898064020194949,33787.8948133632,40588.8279883706,28707.1135405323,Estonia,3,2021,0.02999427356388426,0.01955083471217294,22.881826559692644,14.952696719247145,22.881826559692644,14.952696719247145
