Region,Superregion,iso3c,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,fits_high,fits_mid,fits_low,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Year,Level,Country
Central Asia,"Central Europe, Eastern Europe, and Central Asia",GEO,0.15779940283892224,0.0620839777099795,0.06428789483760247,0.04165561913249677,0.03741711991879694,0.03175754397484379,0.0319749297750483,0.02332806020066083,0.00697110674364767,0.00839067143904232,0.00930572732812016,0.01351739787253729,0.00170406047303485,0.00352984489784008,4.669126617493538e-4,0.00170999872981933,1.4118411495662447e-4,5.172665938147144e-4,0.0116,3.13,18915.6534,NA,NA,NA,0.00170406047303485,0.00352984489784008,4.669126617493538e-4,0.00170999872981933,1.4118411495662447e-4,5.172665938147144e-4,low,2050,3,Georgia
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KAZ,0.722623756884083,0.2392609897353562,0.1761233502125321,0.09269433780820437,0.0984850201594307,0.07451293822246231,0.17646457689221132,0.11646791596650768,0.01980994120588181,0.0205590355188963,0.02474148330343608,0.03102346564785363,0.0118854596343183,0.02556913290758135,0.001341030058423,0.00459551788997927,4.045328215391662e-4,0.00143683575856194,0.061,3.27,32945.85157,FALSE,FALSE,TRUE,0.0118854596343183,0.02556913290758135,0.001341030058423,0.00459551788997927,4.045328215391662e-4,0.00143683575856194,low,2021,3,Kazakhstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KAZ,1.1522005931506414,0.36847329052495453,0.41921199094403455,0.21937524010507148,0.23251995612853868,0.1659367422697955,0.24603762356539657,0.15472493990513494,0.04714169023586415,0.04600494766164302,0.05853516710656643,0.06980805318043748,0.01434671625268281,0.02638433199350146,0.00314980632845174,0.01097196935731596,8.682568153720483e-4,0.00267193045422118,0.061,3.27,32945.85157,NA,NA,NA,0.01434671625268281,0.02638433199350146,0.00314980632845174,0.01097196935731596,8.682568153720483e-4,0.00267193045422118,low,2025,3,Kazakhstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KAZ,1.2133585796925854,0.3955437788442936,0.4446880521166509,0.2197169837380438,0.24933461580427888,0.1811789026161784,0.26027655696509955,0.1650710615699845,0.04955916645824518,0.04812977285031986,0.06188295090383715,0.07403352059051149,0.01520009398737145,0.02813693707788585,0.00316750519445215,0.01087639394532114,9.948695698626278e-4,0.00322330294110419,0.061,3.27,32945.85157,NA,NA,NA,0.01520009398737145,0.02813693707788585,0.00316750519445215,0.01087639394532114,9.948695698626278e-4,0.00322330294110419,low,2030,3,Kazakhstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KAZ,1.290082295555032,0.4196936577697896,0.47330058939053976,0.23970921818059596,0.27411708145582825,0.2056456620817324,0.2771477923863964,0.18074517176031607,0.0532728007769279,0.05350829429935862,0.06690630329139678,0.08347201727203388,0.01634685804433719,0.03100849967117515,0.00355860563204727,0.01160318768657248,0.00116601812628022,0.00426560364140711,0.061,3.27,32945.85157,NA,NA,NA,0.01634685804433719,0.03100849967117515,0.00355860563204727,0.01160318768657248,0.00116601812628022,0.00426560364140711,low,2035,3,Kazakhstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KAZ,1.3459707381127315,0.44107441218860144,0.4996118960561151,0.25066430147899726,0.2780879096158109,0.2036636122666823,0.288116389356143,0.18056857749540536,0.05604695647960046,0.05561751238829088,0.07206675190551332,0.08554585736032212,0.01705760358814039,0.03106572323547849,0.00392462092973673,0.01304155840360437,0.00100526092261051,0.00336217720226212,0.061,3.27,32945.85157,NA,NA,NA,0.01705760358814039,0.03106572323547849,0.00392462092973673,0.01304155840360437,0.00100526092261051,0.00336217720226212,low,2040,3,Kazakhstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KAZ,1.3855683790663351,0.43382296377270085,0.5199134743238748,0.26072108031359215,0.28690295689881734,0.19920665378547045,0.30116038721424115,0.19155665254080817,0.0609553776442653,0.06344978097992049,0.073777425145668707,0.08929358585465662,0.01737499706300274,0.03108816341682479,0.0037947243804945,0.01245890148017227,0.00114635198843769,0.00394018522401402,0.061,3.27,32945.85157,NA,NA,NA,0.01737499706300274,0.03108816341682479,0.0037947243804945,0.01245890148017227,0.00114635198843769,0.00394018522401402,low,2045,3,Kazakhstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KAZ,1.4396699679172953,0.47048820041868894,0.5379300606351635,0.2683570191731795,0.30174700968935636,0.2241229155513134,0.30870039624094486,0.1973554303946906,0.06168669266220484,0.06330133900724952,0.0747070791213761,0.08966276093329527,0.01825859423522489,0.03611522545073329,0.00436396991559549,0.01533169132336627,0.00124385638593192,0.00413266665807396,0.061,3.27,32945.85157,NA,NA,NA,0.01825859423522489,0.03611522545073329,0.00436396991559549,0.01533169132336627,0.00124385638593192,0.00413266665807396,low,2050,3,Kazakhstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KGZ,0.18558820810409227,0.11897383365654245,0.08315515869161859,0.0863434375924179,0.0520507451297918,0.05959813744502821,0.0358724744893905,0.03712536372720594,0.00821026404065133,0.01460374660643245,0.01295130832182044,0.0232915361930783,0.00180259482998049,0.00597771101924029,5.865415342634921e-4,0.00323476753034426,1.7601755999519054e-4,0.00104406979765959,0.0039,0.6,5736.478834,FALSE,FALSE,TRUE,0.00180259482998049,0.00597771101924029,5.865415342634921e-4,0.00323476753034426,1.7601755999519054e-4,0.00104406979765959,low,2021,3,Kyrgyzstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KGZ,0.11999367403642636,0.07880559164350551,0.04389730841123177,0.04963177685917953,0.02792883387020548,0.03346994202349797,0.02575938030921222,0.02629843154704298,0.00454850444907688,0.00838749265023104,0.00702230410480152,0.01220115165725475,0.00133162670221867,0.00499402977749351,2.894590697489269e-4,0.00182820254808784,1.034352187070344e-4,5.605846583728025e-4,0.0039,0.6,5736.478834,NA,NA,NA,0.00133162670221867,0.00499402977749351,2.894590697489269e-4,0.00182820254808784,1.034352187070344e-4,5.605846583728025e-4,low,2025,3,Kyrgyzstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KGZ,0.1346361094286458,0.08651502007897753,0.05378522927231285,0.05383007326892581,0.03172367590579539,0.03888999314376968,0.02801725618210602,0.02865477599535765,0.0050037588728192,0.00922233502262049,0.00779180427014739,0.01428906141354822,0.00147265279148478,0.00496121755122536,2.988691095093536e-4,0.00162267561740078,1.0258195930918104e-4,4.986664696089458e-4,0.0039,0.6,5736.478834,NA,NA,NA,0.00147265279148478,0.00496121755122536,2.988691095093536e-4,0.00162267561740078,1.0258195930918104e-4,4.986664696089458e-4,low,2030,3,Kyrgyzstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KGZ,0.14593942333310694,0.09158551739139024,0.05797297205603499,0.05852719009981744,0.03682245064580002,0.04233048770551281,0.03061390666369196,0.031576426335797,0.00521816069246819,0.0098742600239493,0.00907806241951061,0.01651966694699957,0.0015009347275272,0.00532054291904398,4.1116764317378505e-4,0.00241227494709933,1.360854516376762e-4,0.00110436180223101,0.0039,0.6,5736.478834,NA,NA,NA,0.0015009347275272,0.00532054291904398,4.1116764317378505e-4,0.00241227494709933,1.360854516376762e-4,0.00110436180223101,low,2035,3,Kyrgyzstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KGZ,0.15956492571424546,0.0983323331221517,0.06352120733114558,0.06573902104311345,0.03916843610994185,0.04643423728689967,0.03227670698590149,0.03219985002587045,0.00622279173615755,0.01136527266881644,0.00964151054081037,0.01744962794938887,0.00170103573748851,0.00586183405553455,4.642190017059581e-4,0.00246463517000454,1.3010341938128627e-4,7.824057182194854e-4,0.0039,0.6,5736.478834,NA,NA,NA,0.00170103573748851,0.00586183405553455,4.642190017059581e-4,0.00246463517000454,1.3010341938128627e-4,7.824057182194854e-4,low,2040,3,Kyrgyzstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KGZ,0.16922371958668356,0.108268211149904,0.06876205681337906,0.07088821141800379,0.04250927903986411,0.04954227891928449,0.03528764901029485,0.03451712811055412,0.00698502808764792,0.01225215556920809,0.01066785741364454,0.01935044647449707,0.00176356954018524,0.0060194883353891,4.6830987895526705e-4,0.00254543435191933,1.3971897233709695e-4,7.551794244216736e-4,0.0039,0.6,5736.478834,NA,NA,NA,0.00176356954018524,0.0060194883353891,4.6830987895526705e-4,0.00254543435191933,1.3971897233709695e-4,7.551794244216736e-4,low,2045,3,Kyrgyzstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",KGZ,0.18526671596915087,0.11532244751622343,0.07530927989359859,0.07937853936959609,0.04624873499949075,0.05549838845695539,0.03702113916690636,0.0377738891497025,0.00715948593614921,0.0132676938691413,0.01163797405337483,0.02171575814042317,0.00194303213713017,0.00646867529689041,5.19975763453297e-4,0.00301785541254016,1.3996842553146637e-4,8.218891438656465e-4,0.0039,0.6,5736.478834,NA,NA,NA,0.00194303213713017,0.00646867529689041,5.19975763453297e-4,0.00301785541254016,1.3996842553146637e-4,8.218891438656465e-4,low,2050,3,Kyrgyzstan
Central Asia,"Central Europe, Eastern Europe, and Central Asia",MNG,0.16195969467078045,0.07166614609945271,0.07033103546806234,0.05015917134889645,0.04087630212865086,0.03694704158517583,0.03237887066805777,0.02548786213644624,0.00745532726522965,0.00945579352200713,0.0103995587793482,0.01506651052863907,0.00176985759591399,0.00392168569645337,5.224546241321764e-4,0.00206106391095049,1.542094555473648e-4,6.65578905080763e-4,0.0352,10.65,14792.25091,FALSE,FALSE,TRUE,0.00176985759591399,0.00392168569645337,5.224546241321764e-4,0.00206106391095049,1.542094555473648e-4,6.65578905080763e-4,low,2021,3,Mongolia
Central Asia,"Central Europe, Eastern Europe, and Central Asia",MNG,0.11719572388746512,0.05003155510208468,0.04140314968680618,0.03068045068014266,0.02502977548706016,0.02307986074743117,0.02496338607781632,0.01845026607509326,0.00441768552940132,0.0056326514997533,0.00596532999806941,0.0084865147740366,0.00152015290300712,0.00337421031178707,3.074079106314213e-4,0.00117907399669288,9.021123824944436e-5,3.317631191819552e-4,0.0352,10.65,14792.25091,NA,NA,NA,0.00152015290300712,0.00337421031178707,3.074079106314213e-4,0.00117907399669288,9.021123824944436e-5,3.317631191819552e-4,low,2025,3,Mongolia
Central Asia,"Central Europe, Eastern Europe, and Central Asia",MNG,0.12380580665686064,0.05472942224113857,0.04499134175336766,0.03410537791273789,0.02658461070927787,0.02440878265258531,0.02714343786313063,0.0204832752443635,0.00478208183150203,0.00620886863898738,0.0067328668427459,0.00973775628513422,0.00158910185064678,0.00388665673565496,2.979891020953739e-4,0.0011993424069742,1.0024001484884136e-4,3.814290457824036e-4,0.0352,10.65,14792.25091,NA,NA,NA,0.00158910185064678,0.00388665673565496,2.979891020953739e-4,0.0011993424069742,1.0024001484884136e-4,3.814290457824036e-4,low,2030,3,Mongolia
Central Asia,"Central Europe, Eastern Europe, and Central Asia",MNG,0.13261743513660185,0.05590547418348192,0.04789841940749221,0.03430527301867417,0.02916804043379342,0.0264243705484244,0.02859060057886513,0.02103519741346453,0.00515345272458822,0.00672721300321212,0.0070813280687476304,0.01041036195019637,0.00159818046681879,0.00372809432694158,3.4527160323126965e-4,0.00157977060281186,1.0915123943349092e-4,4.805436960035053e-4,0.0352,10.65,14792.25091,NA,NA,NA,0.00159818046681879,0.00372809432694158,3.4527160323126965e-4,0.00157977060281186,1.0915123943349092e-4,4.805436960035053e-4,low,2035,3,Mongolia
Central Asia,"Central Europe, Eastern Europe, and Central Asia",MNG,0.13762207649108166,0.05741501065810562,0.05106844366322125,0.03661922870907229,0.02944572111459573,0.02710276795244498,0.03009699130768159,0.02217077656860391,0.00543030123152138,0.00700215299764797,0.00767463626578845,0.0105380272937718,0.00178873121770708,0.00405385039956851,4.057385501536316e-4,0.00165090834259545,9.886129720263274e-5,4.0724721005837934e-4,0.0352,10.65,14792.25091,NA,NA,NA,0.00178873121770708,0.00405385039956851,4.057385501536316e-4,0.00165090834259545,9.886129720263274e-5,4.0724721005837934e-4,low,2040,3,Mongolia
Central Asia,"Central Europe, Eastern Europe, and Central Asia",MNG,0.14427470565043382,0.0602510011814029,0.05388867516757405,0.03799246553001344,0.03088972875442405,0.02799517138366354,0.03091385114753994,0.02209335548917775,0.00572908163073209,0.00735330917586653,0.00757482259086794,0.01155170622714197,0.00178738426451684,0.00410134024482311,4.172621117899464e-4,0.00175152825905287,1.2414357129716892e-4,4.951952834977491e-4,0.0352,10.65,14792.25091,NA,NA,NA,0.00178738426451684,0.00410134024482311,4.172621117899464e-4,0.00175152825905287,1.2414357129716892e-4,4.951952834977491e-4,low,2045,3,Mongolia
Central Asia,"Central Europe, Eastern Europe, and Central Asia",MNG,0.15117052838971645,0.06531542665778557,0.05595927211718459,0.04211923412074277,0.03292713927012245,0.0297370447780338,0.03208705553175055,0.02358473577564748,0.00595626181162985,0.00756534647174271,0.00814775774960265,0.01168112456486728,0.00180364368820811,0.00408513146026661,4.343505759586776e-4,0.00172977203041604,1.1907447402572464e-4,4.995328926705385e-4,0.0352,10.65,14792.25091,NA,NA,NA,0.00180364368820811,0.00408513146026661,4.343505759586776e-4,0.00172977203041604,1.1907447402572464e-4,4.995328926705385e-4,low,2050,3,Mongolia
Central Asia,"Central Europe, Eastern Europe, and Central Asia",TJK,0.14596749016862368,0.1102313784778314,0.05795876274069628,0.06952642316750773,0.03729611491395564,0.04738381026354775,0.03073873839762564,0.03565783040304152,0.00538307170481731,0.01121034754380643,0.00937001794777766,0.01781183366792632,0.00169154713210301,0.00692427823762917,4.136746738696931e-4,0.00244768975920829,1.2060279698792257e-4,8.10353539095017e-4,0.0306,3.29,3985.912476,FALSE,FALSE,TRUE,0.00169154713210301,0.00692427823762917,4.136746738696931e-4,0.00244768975920829,1.2060279698792257e-4,8.10353539095017e-4,low,2021,3,Tajikistan
