LocationHeader,Region,Superregion,selected_model,selected_Mean_total_billions_2021,selected_Mean_total_billions_2025,selected_Mean_total_billions_2030,selected_Mean_total_billions_2035,selected_Mean_total_billions_2040,selected_Mean_total_billions_2045,selected_Mean_total_billions_2050,selected_SD_total_billions_2021,selected_SD_total_billions_2025,selected_SD_total_billions_2030,selected_SD_total_billions_2035,selected_SD_total_billions_2040,selected_SD_total_billions_2045,selected_SD_total_billions_2050,selected_Mean_perio_billions_2021,selected_Mean_perio_billions_2025,selected_Mean_perio_billions_2030,selected_Mean_perio_billions_2035,selected_Mean_perio_billions_2040,selected_Mean_perio_billions_2045,selected_Mean_perio_billions_2050,selected_SD_perio_billions_2021,selected_SD_perio_billions_2025,selected_SD_perio_billions_2030,selected_SD_perio_billions_2035,selected_SD_perio_billions_2040,selected_SD_perio_billions_2045,selected_SD_perio_billions_2050,selected_Mean_replace_billions_2021,selected_Mean_replace_billions_2025,selected_Mean_replace_billions_2030,selected_Mean_replace_billions_2035,selected_Mean_replace_billions_2040,selected_Mean_replace_billions_2045,selected_Mean_replace_billions_2050,selected_SD_replace_billions_2021,selected_SD_replace_billions_2025,selected_SD_replace_billions_2030,selected_SD_replace_billions_2035,selected_SD_replace_billions_2040,selected_SD_replace_billions_2045,selected_SD_replace_billions_2050,iso3c,WHO_selected_Mean_total_billions_2021,WHO_selected_Mean_total_billions_2025,WHO_selected_Mean_total_billions_2030,WHO_selected_Mean_total_billions_2035,WHO_selected_Mean_total_billions_2040,WHO_selected_Mean_total_billions_2045,WHO_selected_Mean_total_billions_2050,WHO_selected_SD_total_billions_2021,WHO_selected_SD_total_billions_2025,WHO_selected_SD_total_billions_2030,WHO_selected_SD_total_billions_2035,WHO_selected_SD_total_billions_2040,WHO_selected_SD_total_billions_2045,WHO_selected_SD_total_billions_2050,WHO_selected_Mean_perio_billions_2021,WHO_selected_Mean_perio_billions_2025,WHO_selected_Mean_perio_billions_2030,WHO_selected_Mean_perio_billions_2035,WHO_selected_Mean_perio_billions_2040,WHO_selected_Mean_perio_billions_2045,WHO_selected_Mean_perio_billions_2050,WHO_selected_SD_perio_billions_2021,WHO_selected_SD_perio_billions_2025,WHO_selected_SD_perio_billions_2030,WHO_selected_SD_perio_billions_2035,WHO_selected_SD_perio_billions_2040,WHO_selected_SD_perio_billions_2045,WHO_selected_SD_perio_billions_2050,WHO_selected_Mean_replace_billions_2021,WHO_selected_Mean_replace_billions_2025,WHO_selected_Mean_replace_billions_2030,WHO_selected_Mean_replace_billions_2035,WHO_selected_Mean_replace_billions_2040,WHO_selected_Mean_replace_billions_2045,WHO_selected_Mean_replace_billions_2050,WHO_selected_SD_replace_billions_2021,WHO_selected_SD_replace_billions_2025,WHO_selected_SD_replace_billions_2030,WHO_selected_SD_replace_billions_2035,WHO_selected_SD_replace_billions_2040,WHO_selected_SD_replace_billions_2045,WHO_selected_SD_replace_billions_2050
Belarus,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",low,0.008145741222811,0.00762438789250424,0.00743528603916348,0.00757352393803739,0.00740548000148045,0.00734885341886055,0.00684999214140817,0.01613527649305299,0.01532238334462227,0.01465091679241221,0.01491812319801382,0.01494811544677419,0.01434281984939154,0.01366620766232547,0.00234078719042925,0.00203174966365141,0.00202695621201985,0.00214499240530894,0.00222919785508523,0.00214125740005199,0.00211152415655266,0.00866640532199817,0.00706544838654132,0.00705594360991123,0.00755507822181272,0.00796299657128058,0.00750167558735346,0.00793328751125033,6.968625324833367e-4,6.509057200056413e-4,6.5578492120035e-4,6.346135085324921e-4,6.412298823955268e-4,6.531440761467146e-4,6.015364793425553e-4,0.00254107004783217,0.00250975449042922,0.00252360237537194,0.00232675602215829,0.00259151080131111,0.00250414684863467,0.00238438786502018,BLR,0.7093811250070271,0.695458641836445,0.6841948357637029,0.671753912962392,0.6530231267793514,0.6371090192139865,0.6139105574279021,0.2530103424873687,0.23646255883380968,0.22894605204182647,0.22736326016405964,0.22470579055716183,0.2180785963515469,0.20988036512860564,0.2707054931785445,0.25915798081328506,0.25865196563610715,0.2585907543530471,0.25401228302057177,0.24889861036871827,0.24015427253168645,0.17392372783611715,0.16278302519260984,0.16074785876426953,0.16091578863347783,0.15640837340965297,0.1553251204182282,0.1474960248819102,0.08473028503111474,0.08238918277428114,0.08266082602826719,0.08187906308033452,0.08068724978801378,0.07952022982477967,0.07657713811342735,0.08330628289169197,0.08108438488767847,0.07988716637721735,0.07840442610085885,0.08137816886355408,0.07813564969982237,0.07407220971636998
Estonia,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",mid,0.02999427356388426,0.0288588829126903,0.02852201581798037,0.02849586124131457,0.02827467743879907,0.02747831009623475,0.02699173610925412,0.01955083471217294,0.01910994855657707,0.01867977548391616,0.01924293444833864,0.01863460878576912,0.01819819603925983,0.01733783291142074,0.00702758006365071,0.00672035113603624,0.00669933940591649,0.00671477389813774,0.00671995881884382,0.006623565083009,0.00658896076923831,0.00665239958800281,0.00640250102293348,0.00634403705600654,0.00630479542651159,0.00628084265237635,0.00626539586384075,0.00619066048308429,0.00862818919370507,0.00808818150828667,0.00810651662608365,0.00819535434517994,0.00817263611845401,0.0079634583045103,0.00782843347574253,0.00996146829809429,0.0096051659693407,0.00954219481916335,0.00990275179687367,0.00941234663576618,0.00938297505201077,0.00861869565094184,EST,0.1480098250465673,0.14276888601255286,0.1410963543700141,0.13917222745282765,0.13613231736124723,0.1340221445759625,0.13098955573325302,0.04144612408121802,0.03947318974844233,0.03911238778318445,0.03838807468695535,0.03765646068194898,0.03717710098319076,0.03672494890680201,0.05501571126813211,0.05220893082820575,0.0520507991121428,0.05224697208548443,0.05140016741097283,0.05123140098263457,0.05072772581688215,0.02643538107442596,0.02514450680174587,0.02520850327887152,0.02543752461912653,0.02511942920697628,0.02473119210754974,0.0245762110733232,0.01735238850874334,0.0162974175580012,0.01619953704053942,0.01635713099203898,0.0160838592092331,0.0159203159552247,0.01557564852370136,0.01543099681502415,0.01412042889793056,0.01387139780257879,0.01406121870672832,0.01410998614658006,0.01397683163984704,0.01345297555657078
Latvia,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",mid,0.03907590981759754,0.0366834567879926,0.03481145804898621,0.03305570298035224,0.03094833075403638,0.02887599887105162,0.02658589230571038,0.02661112527313412,0.02547641474719854,0.02378192298932373,0.0226641549302894,0.02111442406260087,0.02010834633062778,0.01852722283547693,0.00950782168093267,0.00866056726604126,0.00838060312987709,0.00809534198862875,0.00761167592846811,0.00707287072339978,0.00660684575830167,0.00932380606877232,0.00865841568069967,0.00830301167866897,0.00806200077108003,0.00739765596249091,0.00686146047336509,0.00661152169959208,0.01149682577375733,0.01085237008954338,0.01035470848290647,0.00985416013343529,0.00935207279394205,0.008829344278113,0.00805319949484309,0.01381141397161908,0.01432261505129518,0.01286750611701955,0.0117268164241175,0.0111849694545983,0.01075390704443453,0.00982751422825134,LVA,0.19163406077167452,0.18111931276163903,0.17173444708196178,0.1602452688703246,0.1496389426057585,0.13876421432520317,0.1282961435884099,0.05716970954495487,0.05347709483095943,0.05047359181461496,0.04737332311707144,0.04458489467245659,0.04132831723989248,0.0388578236667866,0.07420771239855765,0.06859610210708479,0.06654360691642972,0.06283192126729979,0.05929474704617579,0.05526873259395694,0.05134845084274613,0.03918888220995577,0.03639319942550925,0.03420590319962578,0.03264765006653685,0.03064206875864671,0.02843557939841371,0.02688636081642975,0.02335487049240407,0.02181029484629609,0.02099969035177336,0.02011868407629535,0.01857453040528308,0.01751182182402592,0.01616851270426495,0.02075877073062473,0.01971152113492481,0.01887328210169503,0.01777117620927251,0.01651615198380804,0.01539642149094514,0.01430248307596311
Lithuania,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",mid,0.06548089159358411,0.06511022400776217,0.06401140512720309,0.06217870517248445,0.06068479355919577,0.05862770437598334,0.05653378355560617,0.04324678714139703,0.04295351676232677,0.04235375193095905,0.0407612789103611,0.0403558817199461,0.03973437276649275,0.0380186834194795,0.01554558152125704,0.01541522966645062,0.01541214535359582,0.01537319722426375,0.01494509394591669,0.01455607622279982,0.01415490717675458,0.01463706973241278,0.01436892976700568,0.01443909165990361,0.01441748360142462,0.01373847919514428,0.01366373190599378,0.01332158538941215,0.01885615350120232,0.01863362953919472,0.01853469085338825,0.01829199673652149,0.01810154033202834,0.01750135505768385,0.01704287673249106,0.02139403158201424,0.02126999107205606,0.02100681297405963,0.02073317018403277,0.02042129309402729,0.02010268652163112,0.01949442513047458,LTU,0.3206010863278886,0.31744872027405413,0.3104562137200663,0.3019276158559228,0.2922287425519222,0.2807703536663967,0.2705338655425688,0.08966689290546649,0.08787396577133694,0.0859669597196843,0.08428968527882229,0.08151865815669551,0.07973017537292033,0.07735140018359114,0.12002308710924608,0.11868632642446168,0.11941639235703393,0.11817447366429833,0.11555024243716344,0.11228117514323156,0.10850875399318707,0.0566701612202166,0.05683499992120361,0.05781931476777772,0.05661742442202941,0.05560165784433114,0.05443261453788743,0.05197134344841016,0.03861968068060628,0.03781577727427332,0.03692562945730199,0.036635859113333,0.03620686463539225,0.0350672170876023,0.03395122291196415,0.03457497081905207,0.03366512743859114,0.03108437847530922,0.03207428069567226,0.03087025096856643,0.03035263959854159,0.02847810468725333
Republic of Moldova,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",low,0.0017581106034751,0.00182527659396578,0.00178738886074239,0.00175326407045875,0.00166808174154121,0.00171845891611904,0.00154293958938167,0.00447174617415327,0.00475700340838082,0.00436566416563458,0.00436925739365826,0.00391818607543447,0.00471415746941591,0.00391493965568995,4.681454444835803e-4,5.422097480232217e-4,5.632894353016655e-4,5.651637273234599e-4,5.105606460052387e-4,6.032856193853092e-4,5.334396658426891e-4,0.00185151692972565,0.00235135204243796,0.00240067162385614,0.00231475089971075,0.0020683180707451,0.00322902587141132,0.00234060664357493,1.4856600276785746e-4,1.6812636753889935e-4,1.6951829398743608e-4,1.7582470891798791e-4,1.624935379602293e-4,1.7091703984541378e-4,1.4784693423006883e-4,6.424855834414834e-4,7.801969676140934e-4,7.365954185882943e-4,9.255302733125426e-4,7.254904216694532e-4,9.195945200042746e-4,6.24236902478406e-4,MDA,0.1634154673562995,0.1676214892507194,0.16879936325367534,0.16921055126236148,0.16330884530415857,0.1565556610240678,0.14919656791451438,0.07721281943023937,0.07828765632520131,0.08046266828911401,0.08234553267610335,0.0782965688753164,0.07663678296986777,0.07401145485561618,0.06292158436603396,0.06621787071585214,0.07022816668892028,0.07301674872945554,0.07209518177163128,0.07087333909561022,0.06818843880540368,0.05278364068113377,0.0565247861859461,0.05890740071227118,0.06273315780382491,0.06008301876624286,0.05982745870152497,0.05752489726862396,0.02051292094994066,0.0213101302916355,0.02291764228907301,0.02387250034369591,0.02374152688033254,0.0227411169848582,0.02169680691590027,0.0248915492565754,0.02411867926032897,0.02832986110193072,0.02887086591895711,0.02761748800926782,0.02667899717710999,0.02603369010126427
Russian Federation,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",low,0.14929125690464265,0.15115887217307314,0.14885044036544914,0.14401315105694595,0.1459488886806554,0.1392836133098614,0.13395478164907584,0.2856924508241043,0.3000549969702985,0.29389813126287717,0.29274060599321444,0.2747039862684842,0.2599999373806457,0.25122871461454194,0.04143536361449923,0.04141111104938225,0.04154962771170206,0.04004581523694383,0.04046399458758384,0.03959885039675298,0.03749289949078963,0.14328583969500291,0.15281071543468372,0.154843576519912,0.1369999821471862,0.1367843112227194,0.13508424987779752,0.1257281598705222,0.01185001697155206,0.01331283800404639,0.01358938687599166,0.01279820883825876,0.01275166152707545,0.0118110947685177,0.01161817306360689,0.0408173348773226,0.05070737036660047,0.05015156383123963,0.04864426119351677,0.04792864558343884,0.03959198214588052,0.04242411784833954,RUS,13.188770196701643,13.04150676541753,12.834823852047784,12.691517869750887,12.450438369149047,12.29548357890516,11.967814601112892,4.056818941268336,3.868202567142532,3.7730937182150774,3.8047483201203223,3.70987883893168,3.726808381766304,3.655914465269899,4.835544885781538,4.7274067952890695,4.70938416818472,4.7302646575376155,4.647457971603122,4.640516401542074,4.564198734516312,2.6483051116063065,2.558298383477288,2.524550198609313,2.5537958150856133,2.4941180791144735,2.500230136290837,2.4955924536284204,1.5186833731204774,1.5051744638055458,1.4926380798944627,1.4856645644347697,1.479553804775712,1.4726758146271943,1.4245471533105551,1.4241263145787633,1.414518089957772,1.3477485043324595,1.37741143195111,1.3723875977473066,1.320341094203254,1.2972670954553205
Ukraine,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",low,0.02223237688820944,0.0215798714952966,0.02088318141677824,0.0206313345062147,0.01911293985394004,0.0191115473507908,0.01787224887789888,0.05168039698017118,0.04935330368120368,0.04779096595317773,0.04824732923142374,0.04529892472152709,0.04604251645437503,0.04496293394550996,0.00688981457837007,0.00642468670031799,0.00637820979403676,0.00668134137206507,0.00620927926660722,0.00660646947038848,0.00584136432697034,0.0303973383184853,0.02458357088807811,0.02439440089208214,0.02865290526091199,0.02398791272759127,0.02963193661578679,0.02380208975772784,0.00209871985908638,0.00205283870122923,0.00203864951001734,0.0020459506514191,0.00193287838518858,0.00173230575956716,0.00184718175539732,0.00946971893063215,0.00904052467451268,0.00897643335341008,0.00884279572940793,0.00837180645348519,0.006862176874402,0.00907909424872521,UKR,2.1037154131898372,2.0699333803379365,2.008958973551657,1.9273214935378515,1.859050565131301,1.7615337951187893,1.6731943163662928,0.9883471262650824,0.9329359137626188,0.9241715696263828,0.8852892828525346,0.862328639186589,0.8122200926099103,0.7774232297586009,0.852277690420827,0.8476729991914852,0.8422039893637077,0.8170843063758448,0.8053307086899941,0.7752643657226888,0.7450470724219885,0.7069815434184218,0.6836336260906121,0.6869660895889612,0.6562925726742963,0.6548367298020822,0.6175454157097442,0.602112812404664,0.2859825085675975,0.273457567505514,0.27685656602636904,0.2683267124241302,0.2684290458546725,0.25391471752664035,0.24449301354672257,0.32639235055802457,0.30454370425105837,0.31080284319904367,0.3009872597146898,0.3038743301372712,0.2969940845556363,0.2776969390189021
High-income,NA,High-income,NA,129.38139621306874,130.3805471842952,132.8098430710303,134.64913942838595,135.88878243127613,136.75218094045445,136.99783018088982,15.916013985345495,16.045177983442965,16.324385476579554,16.683056175513713,17.10996748805697,17.208419576344436,17.651086190431172,23.215194357360623,22.763413703382284,23.49549041885479,24.191761417327815,24.66320885691355,25.1093828132935,25.428523236943015,4.5373739315674015,4.529690049148704,4.669867586116997,4.7830839888277525,4.9065229526868475,5.030491136759498,5.135365479317067,18.18162528053995,17.9123324207087,18.512332575127996,19.0099453001513,19.30014348770448,19.740761808512495,19.94777115222395,6.838409889622759,6.759471918600637,6.915319884174242,7.1768539026752345,7.425876765545153,7.592928314517464,7.66563206363971,NA,139.14449248180136,140.3655048107934,143.15282117685462,145.2896345051687,146.76581314530512,147.78380063356158,148.08563246248983,15.965191949653343,16.096556552859965,16.379108984670104,16.742076849906457,17.173749339130328,17.27571442460689,17.717419500949383,26.749672901185072,26.35457596169257,27.30720558017701,28.220604071889593,28.857640928352865,29.451799940741093,29.84784716321645,4.611231151362652,4.610526723307137,4.758731833747489,4.885555878821975,5.01901066503722,5.154551864881907,5.263973221517867,18.824444310782855,18.56788980009815,19.212948615141592,19.742194107235367,20.069712445192124,20.5305955117064,20.740239009993367,6.846488965299352,6.7685059323833725,6.926734183636171,7.187277595598426,7.438463900258528,7.606527715742498,7.677338549902187
Australasia,Australasia,High-income,NA,4.587549158276278,4.643087129903833,4.896846285345533,5.166425460174942,5.36803092178715,5.569191421151758,5.740251266908414,0.9496315279948694,0.9534513014104992,1.0050833902343046,1.056299945880952,1.1037411255522735,1.1527017333976046,1.1997458711798654,0.8907751000447592,0.8705516838682696,0.9309880771625254,0.9951354499193832,1.0450102757126116,1.09358013794797,1.141745769066845,0.3226212960479454,0.31853903320626176,0.33814227319718415,0.35973688025741385,0.384789430692798,0.3982612258496198,0.4183434330436927,0.5218554526717742,0.5088226951078796,0.5443686731381683,0.5882821762177852,0.6071508999445308,0.6399509975782807,0.6736083597565343,0.35132075946507113,0.35177794063336754,0.3746565429288685,0.39480055887981846,0.4163534830340876,0.4346794279229067,0.45537321092137967,NA,5.082988203679258,5.094168982773217,5.367428689971635,5.651677101910297,5.873315581267754,6.08622974197423,6.272717501694558,0.9612232310265844,0.9623249646233548,1.0143580253465825,1.0654425212605303,1.1135890134456257,1.1625382537080473,1.2106424508060156,1.0894063098505418,1.0465658058594616,1.1164231295625655,1.1887270414700146,1.2491871559746064,1.3067456663995978,1.3623871140904176,0.3387784677808501,0.3309367565056579,0.3512390243871277,0.3729848276076688,0.3990378931849789,0.4131563262922622,0.4335838662738098,0.5580347820686076,0.5409732476292183,0.5778965880204479,0.6230425444267887,0.6431528845612682,0.6772915252361771,0.7137039967779106,0.3543658876336588,0.3543571827430969,0.37709401773440215,0.3973036607336689,0.4188023947112254,0.43732761616611227,0.45821614046592063
Australia,Australasia,High-income,high,4.460817585722682,4.5302609352893874,4.778247801700813,5.0414653923369235,5.240393557438871,5.434534966142832,5.603754761097278,0.9460770470077948,0.9506516377815104,1.0021859213705056,1.0530678312707316,1.100520925177329,1.1493336946780484,1.1963991229036162,0.8606672587146013,0.8444703690750353,0.9033062647941368,0.965740278616006,1.01491239857282,1.0615335537569084,1.1088524137889488,0.32138356971035553,0.3176196551292258,0.337170581378435,0.3586930681405996,0.38381227224122694,0.39720881230601635,0.41721425744516527,0.485995942054931,0.47730433609190925,0.5110980376750033,0.553368175452797,0.5711076002725765,0.6015003943195296,0.6342138394443619,0.3490057780227417,0.349882150680719,0.37275686996800617,0.39274508414320425,0.4142635863234086,0.4324891257410437,0.4532166074147264,AUS,4.460817585722682,4.5302609352893874,4.778247801700813,5.0414653923369235,5.240393557438871,5.434534966142832,5.603754761097278,0.9460770470077948,0.9506516377815104,1.0021859213705056,1.0530678312707316,1.100520925177329,1.1493336946780484,1.1963991229036162,0.8606672587146013,0.8444703690750353,0.9033062647941368,0.965740278616006,1.01491239857282,1.0615335537569084,1.1088524137889488,0.32138356971035553,0.3176196551292258,0.337170581378435,0.3586930681405996,0.38381227224122694,0.39720881230601635,0.41721425744516527,0.485995942054931,0.47730433609190925,0.5110980376750033,0.553368175452797,0.5711076002725765,0.6015003943195296,0.6342138394443619,0.3490057780227417,0.349882150680719,0.37275686996800617,0.39274508414320425,0.4142635863234086,0.4324891257410437,0.4532166074147264
New Zealand,Australasia,High-income,mid,0.12673157255359563,0.11282619461444587,0.11859848364472052,0.12496006783801888,0.12763736434827888,0.1346564550089259,0.13649650581113654,0.0820869056968357,0.07301265468880368,0.07626270603403934,0.08256947626611437,0.08425061116832115,0.088053077490505,0.08955051160429975,0.03010784133015799,0.02608131479323442,0.02768181236838864,0.02939517130337716,0.03009787713979174,0.03204658419106158,0.03289335527789656,0.02823299105452881,0.02418409294498364,0.02561632245048591,0.0273844095284177,0.02740521209394079,0.02893377683064854,0.03071630438809279,0.03585951061684322,0.03151835901597033,0.03327063546316505,0.03491400076498818,0.03604329967195432,0.038450603258751,0.03939452031217244,0.04026466115410791,0.03647190907106081,0.03768077827043969,0.04023406732067248,0.04166417983212989,0.04358166099557455,0.04426587837525775,NZL,0.6221706179565754,0.5639080474838294,0.5891808882708217,0.6102117095733741,0.632922023828883,0.6516947758313983,0.6689627405972802,0.16996564650010054,0.14943493942406164,0.1566702990096358,0.16191327571497743,0.17010051179710714,0.17472048996114656,0.1851601534052447,0.22873905113594045,0.2020954367844264,0.213116864768429,0.2229867628540086,0.23427475740178655,0.24521211264268936,0.25353470030146885,0.10716086670128017,0.09293487764061872,0.09841164212302024,0.1022593002782904,0.10917591251980872,0.11368073443535662,0.1180136961433899,0.07203884001367658,0.06366891153730898,0.0667985503454446,0.06967436897399167,0.0720452842886917,0.07579113091664746,0.07949015733354865,0.06140154090193203,0.05613816524129745,0.05702818691426665,0.06001247964983384,0.06149086812141142,0.06487372331909204,0.06750361580663722
High-income Asia Pacific,High-income Asia Pacific,High-income,NA,10.687739221857102,10.560946077138762,10.415561086821423,10.168222452351978,9.872425768787194,9.525244201585132,9.129994306164642,1.8781556974028264,1.7902665560109214,1.7607236764954717,1.7102393952410804,1.6474120742364051,1.6006564845884466,1.537892010523496,2.0685697244771495,2.0369878732627646,2.065575934004289,2.050107910225575,2.022819317219251,1.9756428865916689,1.9159233929639237,0.6060121223130298,0.5827201528022753,0.581274464417524,0.5693025136031457,0.5565387282240681,0.539942224329027,0.5219171339943852,1.803729071596188,1.774305089364896,1.7984906551436743,1.7798138350813126,1.7626883980623371,1.7182009159978364,1.6706060435708583,0.9788080482302824,0.9365087391952452,0.9375674014070902,0.908316110530648,0.8811401031220181,0.8603817731213952,0.8331529051723983,NA,11.776512868163676,11.772091373922343,11.72472157476044,11.546625438774557,11.309133895090726,11.003536100561965,10.62938076599547,1.8938587172154655,1.8111505419317244,1.7844391795765675,1.7374496678902176,1.6770919279019958,1.633967620427718,1.5730689762290482,2.408266744264276,2.4151684857341236,2.4852507185829587,2.5073909471866784,2.5099037798118196,2.4810894657408467,2.4306967061176685,0.6192242444177308,0.5992343571100642,0.6019568549560484,0.5940499373630083,0.5845160411440629,0.5709367965700106,0.554640139417156,1.865687617317628,1.8446141317456464,1.8773287523922548,1.864406734850868,1.8526320145880544,1.8119886807779624,1.7655473113755202,0.9807189826876456,0.9394198975459996,0.9410905569115277,0.9122331179631092,0.8856164832946646,0.8656312267513356,0.838185629814513
Brunei Darussalam,High-income Asia Pacific,High-income,low,8.683938373642313e-4,9.071090055258816e-4,9.712415073875378e-4,0.00104810707723544,0.00109313532257738,0.00110705999144828,0.00111677613594118,0.00161129524051009,0.0016694000687566,0.00175304651333987,0.00183996985942006,0.00193060531694223,0.00193199378115678,0.00196818784892256,1.4202969941687007e-4,1.6245727314239682e-4,1.9091343286617896e-4,2.1571458861267625e-4,2.2912657719519e-4,2.537690710238848e-4,2.6237434522025343e-4,4.2371536389302066e-4,4.6948373905861615e-4,5.597092894881049e-4,6.499516809218781e-4,6.844814151809112e-4,7.65627658558066e-4,7.447433442783112e-4,4.6327861913565075e-5,4.9445323071909305e-5,5.919573607514234e-5,6.651890756256445e-5,7.213952841956115e-5,8.106734980314625e-5,8.390775094889226e-5,1.5532830946438865e-4,1.5990195609197328e-4,1.8995255272748028e-4,2.2073256718684625e-4,2.32020364746989e-4,3.0501590488717887e-4,3.1350511734672625e-4,BRN,0.07270181589079812,0.07717221602959123,0.0829456210875999,0.08782388952936909,0.0917555343476985,0.09470707458584024,0.09602574849568576,0.0171637122367988,0.01743505805696642,0.01879284093326931,0.01987948104852081,0.02108107325581152,0.02202056408741856,0.02194791705592065,0.01670593103333629,0.018357920391486,0.02133778499120367,0.02428397877240313,0.02703006401928542,0.0292774956380567,0.03089871135420186,0.00670959544408111,0.00728694286271094,0.00842155622963749,0.00934146287758704,0.01045689249414695,0.0111650758721712,0.01150549447150485,0.00519596760824748,0.00563226524904962,0.00663753456320778,0.00746955796018979,0.00841876341488294,0.00903496556315689,0.00950082507912635,0.0041139608336413,0.0044984772599031,0.00516852357983825,0.00598511961725553,0.00673411612804545,0.00712393964586132,0.00736233394455354
Japan,High-income Asia Pacific,High-income,high,8.366278527108642,8.108026445949736,7.878884813702657,7.59978363738424,7.284720318933995,6.978287880884054,6.6536842726697145,1.795597030699129,1.696079560897536,1.6534881874837672,1.5941985951598003,1.5223323759123626,1.4717696207788595,1.4108587598516604,1.5103698795973952,1.4430027946751534,1.4287388801618317,1.385353056504764,1.340109964352883,1.289020972616111,1.239393873116957,0.5733839047355646,0.5454404999144279,0.5389586216883978,0.5228899414043281,0.5048090675715845,0.48697694299886735,0.46801681696854047,1.2885431731370136,1.2216598859278684,1.2050459492945182,1.1664220708993451,1.1239396576930665,1.0803473287252894,1.0466586643821536,0.92148111247427,0.8662006217460979,0.8559660117732774,0.8208899970906802,0.7837532458281348,0.759250800357905,0.7374458185367967,JPN,8.366278527108642,8.108026445949736,7.878884813702657,7.59978363738424,7.284720318933995,6.978287880884054,6.6536842726697145,1.795597030699129,1.696079560897536,1.6534881874837672,1.5941985951598003,1.5223323759123626,1.4717696207788595,1.4108587598516604,1.5103698795973952,1.4430027946751534,1.4287388801618317,1.385353056504764,1.340109964352883,1.289020972616111,1.239393873116957,0.5733839047355646,0.5454404999144279,0.5389586216883978,0.5228899414043281,0.5048090675715845,0.48697694299886735,0.46801681696854047,1.2885431731370136,1.2216598859278684,1.2050459492945182,1.1664220708993451,1.1239396576930665,1.0803473287252894,1.0466586643821536,0.92148111247427,0.8662006217460979,0.8559660117732774,0.8208899970906802,0.7837532458281348,0.759250800357905,0.7374458185367967
Republic of Korea,High-income Asia Pacific,High-income,high,2.071605113905031,2.1786768348707777,2.2370293500585516,2.2473796310110163,2.24967138722163,2.200646998420056,2.123792279057448,0.5295745005617427,0.5495965272331327,0.5781986930441523,0.5867494265970477,0.5958507923686591,0.5931605197438442,0.5719275463097035,0.5059051788959519,0.5370146601320314,0.5729629521899035,0.595236791338079,0.6087806652864631,0.610633102882757,0.5991347959405613,0.1908766973998171,0.19909744739261945,0.21063639460494632,0.21707072030783156,0.22567246408327185,0.22418920412240767,0.22114494266322263,0.45716774459842274,0.4900899328985616,0.5233078257959405,0.5358329242985781,0.5567525306850724,0.5538977390194516,0.538497731800225,0.32423240301784695,0.35021662571629875,0.37577586370940136,0.3798892941901615,0.3931251187841431,0.3949988684655088,0.3763978366343177,KOR,2.071605113905031,2.1786768348707777,2.2370293500585516,2.2473796310110163,2.24967138722163,2.200646998420056,2.123792279057448,0.5295745005617427,0.5495965272331327,0.5781986930441523,0.5867494265970477,0.5958507923686591,0.5931605197438442,0.5719275463097035,0.5059051788959519,0.5370146601320314,0.5729629521899035,0.595236791338079,0.6087806652864631,0.610633102882757,0.5991347959405613,0.1908766973998171,0.19909744739261945,0.21063639460494632,0.21707072030783156,0.22567246408327185,0.22418920412240767,0.22114494266322263,0.45716774459842274,0.4900899328985616,0.5233078257959405,0.5358329242985781,0.5567525306850724,0.5538977390194516,0.538497731800225,0.32423240301784695,0.35021662571629875,0.37577586370940136,0.3798892941901615,0.3931251187841431,0.3949988684655088,0.3763978366343177
Singapore,High-income Asia Pacific,High-income,mid,0.24898718700606484,0.2733356873127233,0.29867568155282936,0.3200110768794862,0.3369409273089911,0.34520226228957435,0.3514009783015385,0.15115680306753362,0.16220152599010162,0.17834762968240736,0.1979175412237311,0.2035406239198133,0.21012432087870647,0.21790916408124864,0.05215263628438568,0.05680796118243733,0.06368318821968762,0.06930234779411935,0.07369956100270972,0.07573504202177674,0.07713234956118523,0.04524927663033602,0.0491673017539903,0.05509630736231326,0.05976069879853996,0.063044680588827,0.06426256429761541,0.06672415966784369,0.05797182599883824,0.06250582521539404,0.07007768431714045,0.07749232097582688,0.08192407015577895,0.08387478090329224,0.08536573963753098,0.06173393993538316,0.06397961377654407,0.07174456802904594,0.08283625270871477,0.0871281707098675,0.08815224643570935,0.0929623494289378,SGP,1.2659274112592054,1.4082158770722375,1.5258617899116305,1.6116382808499303,1.6829866545874022,1.7298941466720132,1.7558784657726223,0.2859867120243762,0.31815104062226635,0.3399016033372462,0.3641319874216269,0.37370963791034206,0.3891273063319449,0.395525896033633,0.3752857547375923,0.4167931105354528,0.46221110124001985,0.5025171205714324,0.533983086153188,0.5521578946039221,0.5612693257059483,0.13487264505310947,0.14793100655261457,0.16564131729378406,0.17965098584621855,0.1891808658564216,0.19605311652925528,0.19886799948398953,0.11478073197394403,0.12723204767016694,0.14233744273858823,0.15468218169275483,0.1635210627950326,0.16870864747006423,0.17089009011401535,0.0868257249702171,0.09764376870155086,0.10834855612539106,0.11814049554673042,0.1243169248252216,0.12954067422162316,0.13038128456968023
