LocationHeader,Region,Superregion,iso3c,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,WHO_selected_Mean_total_billions,WHO_selected_SD_total_billions,WHO_selected_Mean_perio_billions,WHO_selected_SD_perio_billions,WHO_selected_Mean_replace_billions,WHO_selected_SD_replace_billions,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower,Country,Level,Year
Seychelles,Southeast Asia,"Southeast Asia, East Asia, and Oceania",SYC,low,7.451204315933802e-5,1.50148779811972e-4,1.467211236684322e-5,4.775532874504359e-5,4.450919815092372e-6,1.5047625347788584e-5,0.00651081762282939,0.00191029902728444,0.00175571375611725,0.00101030042753964,5.526727892179487e-4,5.084425538915008e-4,0.00603965300672328,0.00184431274638543,8.94821528747469e-4,5.802018559578352e-4,5.569106092182376e-4,5.276050523304753e-4,0.00119888001550034,7.597507756705323e-4,2.1986994476349043e-4,2.2967408849927824e-4,2.6824085487599974e-4,3.25811187272408e-4,7.451204315933802e-5,1.50148779811972e-4,1.467211236684322e-5,4.775532874504359e-5,4.450919815092372e-6,1.5047625347788584e-5,0.00651081762282939,0.00191029902728444,0.00175571375611725,0.00101030042753964,5.526727892179487e-4,5.084425538915008e-4,0.0013,13.61,105431.49585260972,7613.053833761194,0.0361042969815513,0.0043598233054567,0.1039028396718406,0.01559902533662106,27420.3470527214,30814.4757855579,22652.0092757213,Seychelles,3,2025
Sri Lanka,Southeast Asia,"Southeast Asia, East Asia, and Oceania",LKA,low,0.00867746083789346,0.0192842981881121,0.0018085836233585,0.00734864505155494,7.079443074954874e-4,0.00314265347312939,0.8349742962508631,0.3515929177656903,0.24157072685281883,0.1874063206698715,0.07777768625695579,0.08991741644048051,0.747357901858982,0.3284424438546285,0.11894888088743856,0.10028592220115098,0.08015303066877767,0.09142512823973196,0.15517853473113766,0.11680536747159666,0.02753374571582412,0.03594231983181401,0.0396259133770598,0.05696105815321953,0.00867746083789346,0.0192842981881121,0.0018085836233585,0.00734864505155494,7.079443074954874e-4,0.00314265347312939,0.8349742962508631,0.3515929177656903,0.24157072685281883,0.1874063206698715,0.07777768625695579,0.08991741644048051,0.04,1.82,22270054.60069326,1382305.8533623256,0.0379600567306307,0.00451002879221809,0.0939384188539672,0.01468220856852094,11836.8632384707,12507.5208082613,10975.6434906953,Sri Lanka,3,2025
Thailand,Southeast Asia,"Southeast Asia, East Asia, and Oceania",THA,low,0.04987776931133816,0.11010021971452331,0.01509141092118692,0.05330113141847412,0.00421872072687418,0.01589857091301093,4.330506211739708,1.605962013929309,1.7769189378872976,1.1999807709156367,0.554566466119665,0.5764738791110605,3.626335068733379,1.3813986423085394,0.8746113964868666,0.643461263683479,0.5725795012579283,0.5796678026490848,0.9017403571691912,0.6743474460171481,0.21428982197662352,0.2436968658223676,0.29095699270635217,0.3748192570453965,0.04987776931133816,0.11010021971452331,0.01509141092118692,0.05330113141847412,0.00421872072687418,0.01589857091301093,4.330506211739708,1.605962013929309,1.7769189378872976,1.1999807709156367,0.554566466119665,0.5764738791110605,0.1917,2.82,66683246.22961923,4619009.710970659,0.0562179594384792,0.00650725714984104,0.1820840970620146,0.0206985762785427,15983.4114697328,16590.834442452,15501.6545698878,Thailand,3,2025
Timor-Leste,Southeast Asia,"Southeast Asia, East Asia, and Oceania",TLS,low,3.035681015278069e-4,9.996001709833783e-4,4.359626336721471e-5,2.352417657774742e-4,1.1667903685445656e-5,6.430320479450576e-5,0.02793144758500774,0.01962380173374312,0.00585541698511828,0.00583962628627447,0.0018584155223919,0.00257084306898591,0.02616866225512545,0.02072338349132575,0.00272782185200802,0.00297092838904705,0.0018918451505056,0.00256082697793095,0.00498280493014587,0.00493558655226084,5.926470730326403e-4,9.855250977773176e-4,9.812519471148586e-4,0.00157091127377149,3.035681015278069e-4,9.996001709833783e-4,4.359626336721471e-5,2.352417657774742e-4,1.1667903685445656e-5,6.430320479450576e-5,0.02793144758500774,0.01962380173374312,0.00585541698511828,0.00583962628627447,0.0018584155223919,0.00257084306898591,7e-4,0.55,1397733.35794623,73134.7897742372,0.0228262623618023,0.00268841779237339,0.0451674861187384,0.0076494236451317,3722.98661819435,4953.83512579926,2817.41918278498,Timor-Leste,3,2025
Viet Nam,Southeast Asia,"Southeast Asia, East Asia, and Oceania",VNM,low,0.03861523333212355,0.0954035337065026,0.00750138321500134,0.0344627575163051,0.00229307255289187,0.01102454962719796,3.296131509753343,1.518336454568762,0.9143749393500326,0.7633329122691332,0.2874525980841058,0.363373489945261,3.0529384865450897,1.5352599843807124,0.4461498763915346,0.3902196167491974,0.2891480093273104,0.34355191808103897,0.6091818807834637,0.4653337543352591,0.1005330620608644,0.13938140880805952,0.14912521231119427,0.22713628978980777,0.03861523333212355,0.0954035337065026,0.00750138321500134,0.0344627575163051,0.00229307255289187,0.01102454962719796,3.296131509753343,1.518336454568762,0.9143749393500326,0.7633329122691332,0.2874525980841058,0.363373489945261,0.057,0.6,100267854.26116905,3788664.728395216,0.0319813631998381,0.00382246291768774,0.0800441143470228,0.01280443234892615,8341.49539658774,9437.0426858375,7036.37698709363,Viet Nam,3,2025
Angola,Central Sub-Saharan Africa,Sub-Saharan Africa,AGO,low,0.00778883522829738,0.02386958796969698,0.00183156002103029,0.00926499987252613,4.7647227896069794e-4,0.00267650952173599,0.8041519341493422,0.4922245078550991,0.22240597869158343,0.2202477786336269,0.07362590674029985,0.09715361195663597,0.7376453282073786,0.5134820623045464,0.10133617293912396,0.11096766618890218,0.07286225294716546,0.09404356327832028,0.14394434985688448,0.13746410822759067,0.02276453864970761,0.03924961243487679,0.0369038062095106,0.06484740521305557,0.00778883522829738,0.02386958796969698,0.00183156002103029,0.00926499987252613,4.7647227896069794e-4,0.00267650952173599,0.8041519341493422,0.4922245078550991,0.22240597869158343,0.2202477786336269,0.07362590674029985,0.09715361195663597,0.0702,2.33,32706452.127798323,1871268.125927901,0.0182214261135753,0.00221946132419165,0.0696340291706627,0.01233303290510474,5765.65437715755,6985.80948028651,4755.70598405405,Angola,3,2025
Central African Republic,Central Sub-Saharan Africa,Sub-Saharan Africa,CAF,low,4.1102692253874287e-4,0.00289272484202751,1.1136529058296642e-4,7.252354664423664e-4,3.5834183891548774e-5,2.6442627319005354e-4,0.03077266729558054,0.0604457339557698,0.01383917766352203,0.02148357361526557,0.00517942778882298,0.0093844330245548,0.0260961615055336,0.06482829987633668,0.00647616171800815,0.01075238381266687,0.00522459251446952,0.00909832871087169,0.00638309016782291,0.01405295499639481,0.00117701417447465,0.00343691324986071,0.0023623488672213,0.00494830619627514,4.1102692253874287e-4,0.00289272484202751,1.1136529058296642e-4,7.252354664423664e-4,3.5834183891548774e-5,2.6442627319005354e-4,0.03077266729558054,0.0604457339557698,0.01383917766352203,0.02148357361526557,0.00517942778882298,0.0093844330245548,0.0011,0.22,5484134.941096101,461225.7092959196,0.0260378946962452,0.00328599068401385,0.051669785453195,0.0111654846488329,734.393211857738,988.133887497207,561.12577485193,Central African Republic,3,2025
Congo,Central Sub-Saharan Africa,Sub-Saharan Africa,COG,low,0.00123827916486205,0.00396105819332084,2.8619877683197715e-4,0.00136832653723424,1.0673779973814254e-4,8.230140666360069e-4,0.12540180709370022,0.08210618925749626,0.04237609982154988,0.04541775641800398,0.01426098792227136,0.01941787923807775,0.10764517725596312,0.07725364576469478,0.02018781159432133,0.02364191428430679,0.01414579216934911,0.02017625884668757,0.02338595239005388,0.02353250911184891,0.00435494993899161,0.00732829543729495,0.00697077027444907,0.01268319260763878,0.00123827916486205,0.00396105819332084,2.8619877683197715e-4,0.00136832653723424,1.0673779973814254e-4,8.230140666360069e-4,0.12540180709370022,0.08210618925749626,0.04237609982154988,0.04541775641800398,0.01426098792227136,0.01941787923807775,0.0047,1.03,5391602.689454394,424155.0163904675,0.0249305604435489,0.00298074734460785,0.0895083895101204,0.01668596550967325,4361.57353386006,5450.09598405291,3514.46040796989,Congo,3,2025
Democratic Republic of the Congo,Central Sub-Saharan Africa,Sub-Saharan Africa,COD,low,0.0059058947297293,0.05991319010315969,0.00194610864075066,0.01775872473274985,6.400949363661716e-4,0.00473154928047337,0.6583138898935105,1.2487873000842171,0.31300263247853155,0.46844790764942074,0.1034232936800136,0.18436334901323975,0.560244348921808,1.3444390638148758,0.13729500446448448,0.23566805144192324,0.1124706148718213,0.20915827496054024,0.14776340808788693,0.2891949567254669,0.02981370143589332,0.08194138132403955,0.05280094402979467,0.1182078406219776,0.0059058947297293,0.05991319010315969,0.00194610864075066,0.01775872473274985,6.400949363661716e-4,0.00473154928047337,0.6583138898935105,1.2487873000842171,0.31300263247853155,0.46844790764942074,0.1034232936800136,0.18436334901323975,0.0229,0.23,90017763.65563431,13918166.33086738,0.0256473888722241,0.0030724088299224,0.0526408326850052,0.01067431657098704,870.381760372296,1086.83878101333,746.22585226856,Democratic Republic of the Congo,3,2025
Equatorial Guinea,Central Sub-Saharan Africa,Sub-Saharan Africa,GNQ,low,7.615462035459439e-4,0.00164440965469212,1.6622329812048951e-4,8.139139369353344e-4,4.8876863145270465e-5,2.130640206387296e-4,0.07090276940795749,0.02722673099545855,0.0196636751979726,0.01452349245167509,0.00638982021813357,0.00740532989348859,0.06564195853908544,0.02665586491693637,0.00971363665937625,0.00766639576698993,0.00636527421801295,0.00686779143838248,0.01301546125354436,0.00939972868479736,0.00225732558331754,0.00267235483888147,0.00307277582670985,0.00427106086609968,7.615462035459439e-4,0.00164440965469212,1.6622329812048951e-4,8.139139369353344e-4,4.8876863145270465e-5,2.130640206387296e-4,0.07090276940795749,0.02722673099545855,0.0196636751979726,0.01452349245167509,0.00638982021813357,0.00740532989348859,0.0057,4.19,1512311.9182477903,81855.76583164197,0.0165267686654984,0.00222238647574904,0.0895650684380189,0.0145695320689891,18109.3332327417,25314.8016834719,12758.878418785,Equatorial Guinea,3,2025
Gabon,Central Sub-Saharan Africa,Sub-Saharan Africa,GAB,low,0.00104984353148401,0.00218849706754403,2.3781825894536983e-4,9.1983026595953e-4,6.058795434412536e-5,2.1395601677619657e-4,0.09068486952504456,0.03408350242536266,0.02756895337626005,0.01941166027156495,0.00844705563944978,0.0088800284512165,0.0810104546408644,0.03074032102092676,0.01313379406275244,0.00992091416752152,0.00845261719692043,0.00907359394782573,0.01716390515117608,0.01236696546525802,0.00324535077898385,0.00378740697556895,0.0044340536580379,0.00616089431966416,0.00104984353148401,0.00218849706754403,2.3781825894536983e-4,9.1983026595953e-4,6.058795434412536e-5,2.1395601677619657e-4,0.09068486952504456,0.03408350242536266,0.02756895337626005,0.01941166027156495,0.00844705563944978,0.0088800284512165,0.0077,3.69,1816084.409872113,99557.0002869363,0.0230377152267249,0.0026288541879183,0.1071005734781553,0.01611983599189535,15285.3216891178,17613.0044709861,13740.541141797,Gabon,3,2025
Burundi,Eastern Sub-Saharan Africa,Sub-Saharan Africa,BDI,low,5.387361790111525e-4,0.00843257726736547,2.8278601534120794e-4,0.00183428352468943,6.163485014631423e-5,5.663352241809269e-4,0.07311967214606112,0.17550716154235188,0.03681612328920398,0.06154435665770939,0.01408880977149035,0.02592137192703051,0.05244359117713174,0.18780046513066437,0.0177928106201812,0.03220098952995202,0.01364568152643428,0.02619728803864708,0.0163457046636451,0.04009309011166822,0.00342089273909401,0.01068679487147268,0.00702466323195631,0.01702412691862514,5.387361790111525e-4,0.00843257726736547,2.8278601534120794e-4,0.00183428352468943,6.163485014631423e-5,5.663352241809269e-4,0.07311967214606112,0.17550716154235188,0.03681612328920398,0.06154435665770939,0.01408880977149035,0.02592137192703051,0.0013,0.12,13220294.446359904,890475.0484578367,0.0099230376870336,0.0012848083607331,0.0512409364748781,0.01061319670229784,620.616955169191,758.965567160397,520.177856298338,Burundi,3,2025
Comoros,Eastern Sub-Saharan Africa,Sub-Saharan Africa,COM,low,1.3953741135609e-4,6.066261901718114e-4,4.789076182660175e-5,2.6711205218389334e-4,1.10357220394371e-5,6.224598760960824e-5,0.01353262829709635,0.0118873818039069,0.00550079479189138,0.00693465141325841,0.00189517562737017,0.00287482181697105,0.01134268774410571,0.01097730232421854,0.00253403657052109,0.00337118369952795,0.00183253982772475,0.00285216865715755,0.00252602894685529,0.00309502229864778,4.948869632589745e-4,0.00108527975558641,8.978339780263756e-4,0.00166554352323133,1.3953741135609e-4,6.066261901718114e-4,4.789076182660175e-5,2.6711205218389334e-4,1.10357220394371e-5,6.224598760960824e-5,0.01353262829709635,0.0118873818039069,0.00550079479189138,0.00693465141325841,0.00189517562737017,0.00287482181697105,3e-4,0.3,744374.1434898687,68702.30637148413,0.0159256618186742,0.0018208678460662,0.0932595878678611,0.0168026270262584,2408.46873424595,3417.23913108348,1503.99109522294,Comoros,3,2025
Djibouti,Eastern Sub-Saharan Africa,Sub-Saharan Africa,DJI,low,3.0619294779804155e-4,0.00106220713297165,7.928447141867579e-5,4.17561917665649e-4,2.2903311831336043e-5,1.3001509314484734e-4,0.03030796224821737,0.02027206849607986,0.01112330420597939,0.01181517997309552,0.00361005144046218,0.00518985670457437,0.0253950739057403,0.01884203937076196,0.00513609311274605,0.00603128495175294,0.0036229984269837,0.00495544987159127,0.00585612253041564,0.00589308178410309,0.00115667486417629,0.0019676626345833,0.00179010073176062,0.00326278715724529,3.0619294779804155e-4,0.00106220713297165,7.928447141867579e-5,4.17561917665649e-4,2.2903311831336043e-5,1.3001509314484734e-4,0.03030796224821737,0.02027206849607986,0.01112330420597939,0.01181517997309552,0.00361005144046218,0.00518985670457437,8e-4,0.76,1258686.5301054288,94874.21988652424,0.0112646196486097,0.00138588276780354,0.0984938087893505,0.01972137518388899,5394.68408271529,8031.29779272025,3031.1597849316,Djibouti,3,2025
Eritrea,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ERI,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.39,6597908.151901257,1078132.227886069,0.0102852629240235,0.0012903640315815,0.0704695261183553,0.01535827746960515,1559.06911936248,1884.54817339255,1190.65523824233,Eritrea,3,2025
Ethiopia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ETH,low,0.01898197693997345,0.09959207844944155,0.00686069979323559,0.05674566194319471,0.00221445907308664,0.01492112193428014,2.1863883126530395,2.0555192715752217,1.061127336356615,1.3643307473054471,0.34238069549669325,0.5584332649296251,1.690963223898147,1.840342210099149,0.4963775649037561,0.6898172666992413,0.37084299776547586,0.5778120275026739,0.41812917246824816,0.5738678374113377,0.0914347599486469,0.23376916672968304,0.17587109688942382,0.3504895745747488,0.01898197693997345,0.09959207844944155,0.00686069979323559,0.05674566194319471,0.00221445907308664,0.01492112193428014,2.1863883126530395,2.0555192715752217,1.061127336356615,1.3643307473054471,0.34238069549669325,0.5584332649296251,1e-4,0.01,108937999.59866266,8268000.17282024,0.0091964746540466,9.903461487832006e-4,0.1182030212915379,0.01348522361847445,2287.02842945405,3085.36939209235,1624.81443867193,Ethiopia,3,2025
Kenya,Eastern Sub-Saharan Africa,Sub-Saharan Africa,KEN,low,0.0154060144788632,0.04707147062704472,0.004886800158681,0.02417665771812452,0.0014071498380891,0.00979018670102282,1.4189471964551654,0.9828195078645044,0.6059050467862073,0.6651350360829302,0.20105237441792964,0.27644892993943954,1.15113727736586,0.8636147630702675,0.28536330860975345,0.333458784781029,0.20962815466542317,0.2929997100219297,0.29591834837480113,0.29125644695037445,0.06722451158737698,0.11698825516331691,0.1057109643996566,0.188391768185541,0.0154060144788632,0.04707147062704472,0.004886800158681,0.02417665771812452,0.0014071498380891,0.00979018670102282,1.4189471964551654,0.9828195078645044,0.6059050467862073,0.6651350360829302,0.20105237441792964,0.27644892993943954,1e-4,0.01,50062395.97660273,1985804.7701255828,0.0108430595413874,0.00126329068917334,0.1320494791910824,0.0145790526030155,3669.04893963717,4390.6639246541,3224.93695989557,Kenya,3,2025
Madagascar,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MDG,low,0.00184724655406725,0.01971145151463493,3.3126086667208273e-4,0.00303249280243884,9.920419113799926e-5,8.231629948690351e-4,0.18828045486464745,0.4037754910300701,0.05195414458019867,0.07655722670786684,0.01782666335369987,0.0324311775605268,0.17378673988020135,0.46113596979494376,0.02286347254739792,0.03844837517591698,0.01919882712978913,0.03237137100132016,0.03760360737839439,0.09030419496145684,0.00454646197931375,0.0125065432389852,0.00941015808665242,0.02162149673339532,0.00184724655406725,0.01971145151463493,3.3126086667208273e-4,0.00303249280243884,9.920419113799926e-5,8.231629948690351e-4,0.18828045486464745,0.4037754910300701,0.05195414458019867,0.07655722670786684,0.01782666335369987,0.0324311775605268,0.0042,0.15,28557424.54192332,1199077.0342123993,0.0096021116455925,0.00122241871839125,0.025584239861347,0.005389955257581,1418.08053349192,1546.03891536701,1291.56992839471,Madagascar,3,2025
Malawi,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MWI,low,0.001690153922344,0.01190643102015345,5.922122499966938e-4,0.00378783437342615,1.6010502838087598e-4,0.00113102466645616,0.19166009099443995,0.2806986561143095,0.07495322873815156,0.10815395016839362,0.02518090214272336,0.04327355481689253,0.1512669811672595,0.2815765825785836,0.03358357498611025,0.0522397865123219,0.02564568987558616,0.04330511298918226,0.03708859178093236,0.06515874971157554,0.00656503648857399,0.01696333478359613,0.01306564038067654,0.02658486496714595,0.001690153922344,0.01190643102015345,5.922122499966938e-4,0.00378783437342615,1.6010502838087598e-4,0.00113102466645616,0.19166009099443995,0.2806986561143095,0.07495322873815156,0.10815395016839362,0.02518090214272336,0.04327355481689253,0.0025,0.12,19447840.52998116,791793.4490441512,0.0099527867382558,0.001226675850473,0.0558980021226789,0.0119247050498018,1325.90596805351,1740.0972310332,1000.32692613059,Malawi,3,2025
Mozambique,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MOZ,low,0.00230228991946631,0.01961759626324169,5.186808796495798e-4,0.00465901470918643,2.3551642649405317e-4,0.00196512158847472,0.27265037447027973,0.46693310193365106,0.11053217807611491,0.1728169671087301,0.04026292587010225,0.06794246519675823,0.2128756412138817,0.4804505918571435,0.04897178701273994,0.08470153868187702,0.03974152190315172,0.07226645621762398,0.0546616485872238,0.10850637948632418,0.01014598270116713,0.02889860270273524,0.02000721937647903,0.0422272985426521,0.00230228991946631,0.01961759626324169,5.186808796495798e-4,0.00465901470918643,2.3551642649405317e-4,0.00196512158847472,0.27265037447027973,0.46693310193365106,0.11053217807611491,0.1728169671087301,0.04026292587010225,0.06794246519675823,0.0049,0.16,31072654.145003386,1433510.733110607,0.0088362241852907,0.00110872121348605,0.0535332337529428,0.01040249544949345,1127.4491249963,1196.12286381751,1044.23695549865,Mozambique,3,2025
Rwanda,Eastern Sub-Saharan Africa,Sub-Saharan Africa,RWA,low,6.840000851734544e-4,0.00153293034981256,8.573593195567128e-5,3.0920004016009295e-4,5.1006574326588064e-5,1.6131784635403768e-4,0.05936824392557378,0.0267390027838913,0.00895795605978637,0.00630251367232566,0.00373287058207034,0.00321298085714879,0.05946401523032448,0.02932012107644626,0.00483196293647124,0.0034830525542685,0.00383710852939463,0.00332811124574821,0.01042072312145817,0.0071690646765814,0.00133372091814622,0.00155724614826431,0.0019029298193772,0.00221093875530257,6.840000851734544e-4,0.00153293034981256,8.573593195567128e-5,3.0920004016009295e-4,5.1006574326588064e-5,1.6131784635403768e-4,0.05936824392557378,0.0267390027838913,0.00895795605978637,0.00630251367232566,0.00373287058207034,0.00321298085714879,0.0035,0.28,13270032.608888976,839242.5751644615,0.0109642002150451,0.00130840386059489,0.0747871664836009,0.01465755680302875,2077.89950692944,2213.33738878844,1971.38142018394,Rwanda,3,2025
Somalia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,SOM,low,0.00143856865540342,0.01094564500591363,2.6135481974927106e-4,0.0018669567144343,8.73498843005095e-5,0.00103003786050303,0.12297725260155663,0.25495989528911883,0.039662495247321,0.05985932037183706,0.0144666109627374,0.02473673971546733,0.10998568569630426,0.2886080962590432,0.01811539443728389,0.02955757576034354,0.01329456291688375,0.02465825795290424,0.02370541038562292,0.05699799843010997,0.00382860379723539,0.00981737414396313,0.0070673318090643,0.01470610261509978,0.00143856865540342,0.01094564500591363,2.6135481974927106e-4,0.0018669567144343,8.73498843005095e-5,0.00103003786050303,0.12297725260155663,0.25495989528911883,0.039662495247321,0.05985932037183706,0.0144666109627374,0.02473673971546733,0.0026,0.17,21606520.73620373,2711522.605663419,0.0096667140917205,0.00127848481809994,0.0318902765653433,0.00697601441892549,540.903812985495,857.406108375087,247.976772562412,Somalia,3,2025
South Sudan,Eastern Sub-Saharan Africa,Sub-Saharan Africa,SSD,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,0.09,9672522.38198006,684352.7039931212,0.0091199520841927,0.00108676737559254,0.0627397149344014,0.01208926638373599,1135.818812578,2230.70886049526,608.998341813801,South Sudan,3,2025
Uganda,Eastern Sub-Saharan Africa,Sub-Saharan Africa,UGA,low,0.00553340261079884,0.02927050318020006,0.00135978234238138,0.01117013811100116,3.5339772635499447e-4,0.00270289717909313,0.5691520281161928,0.6684271710430533,0.20185048271746228,0.26441664811874604,0.0634384187913851,0.10204853626405704,0.4994758168521141,0.711415942206232,0.089304405422405,0.1302463883958558,0.06923401468791217,0.11797165175747765,0.10884498002277024,0.15929311096421148,0.01796431062658991,0.04215349718748089,0.03201269859785063,0.06868765020207337,0.00553340261079884,0.02927050318020006,0.00135978234238138,0.01117013811100116,3.5339772635499447e-4,0.00270289717909313,0.5691520281161928,0.6684271710430533,0.20185048271746228,0.26441664811874604,0.0634384187913851,0.10204853626405704,0.0124,0.31,43315052.99841558,2500505.300560806,0.0081972365615542,0.00101767072172739,0.0570240963095913,0.01153053478398055,2351.15502837534,3048.6915812112,1846.71776034479,Uganda,3,2025
United Republic of Tanzania,Eastern Sub-Saharan Africa,Sub-Saharan Africa,TZA,low,0.01526757591836335,0.03866662173387179,0.00199917818784302,0.00812518674732211,4.587782337772496e-4,0.00140596384628873,1.3723369528593417,0.6690551003630706,0.2267846158205985,0.17098073376263467,0.06134814815824956,0.06159495552172851,1.4000069899694652,0.7309652454508805,0.11111263758622776,0.0826581857905498,0.06055670409160973,0.06257935429081152,0.2179340928762968,0.1674569787575843,0.02676772798409261,0.03076458584620568,0.03066702789791899,0.03994691834780898,0.01526757591836335,0.03866662173387179,0.00199917818784302,0.00812518674732211,4.587782337772496e-4,0.00140596384628873,1.3723369528593417,0.6690551003630706,0.2267846158205985,0.17098073376263467,0.06134814815824956,0.06159495552172851,1e-4,0.01,58447852.23101066,3523202.967109427,0.0096598902255417,0.00112747305422439,0.0712360727518435,0.01306390401952099,2736.21421031304,3094.11601689296,2292.8327529308,United Republic of Tanzania,3,2025
Zambia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ZMB,low,0.00325338964780453,0.01373200818803458,7.247098969627692e-4,0.00432686641467689,1.791952689972958e-4,0.00111839174601968,0.3271752533638618,0.29879940965732865,0.10928495236687384,0.13870132833762716,0.03842492147493449,0.05987391922996928,0.266696177253125,0.30659249661354565,0.05036748400494458,0.07060624501690317,0.03909749609841131,0.05914605190880061,0.0645824140315564,0.0775258661381991,0.01162125225481273,0.02427931099595986,0.02040031797295076,0.04102929549741308,0.00325338964780453,0.01373200818803458,7.247098969627692e-4,0.00432686641467689,1.791952689972958e-4,0.00111839174601968,0.3271752533638618,0.29879940965732865,0.10928495236687384,0.13870132833762716,0.03842492147493449,0.05987391922996928,8e-4,0.04,19515270.819604464,1377721.8113470487,0.0081265413830085,9.971487769500006e-4,0.0695676905970952,0.0138325065444881,3267.07601402281,3393.30576270463,3071.04868341165,Zambia,3,2025
Botswana,Southern Sub-Saharan Africa,Sub-Saharan Africa,BWA,mid,0.02238136039810261,0.01454746316334398,0.00188581132675959,0.00155128643387207,0.00153567425654015,0.00171370638134805,0.14166248843558507,0.03202022702556734,0.01434244867505518,0.00459437309999731,0.0030599244591089,0.00232783837393679,0.14792411210241851,0.03299891175751564,0.00745849640656656,0.00312320754263909,0.00307728139812897,0.00237549915320917,0.02238136039810261,0.01454746316334398,0.00188581132675959,0.00155128643387207,0.00153567425654015,0.00171370638134805,0.00156259537990579,0.00329570086137568,1.236946771250384e-4,3.587012695241026e-4,2.6048226003663015e-5,7.579480878198449e-5,0.14166248843558507,0.03202022702556734,0.01434244867505518,0.00459437309999731,0.0030599244591089,0.00232783837393679,0.0574,24.15,2393256.1212177165,158353.20638778736,0.0470026769566965,0.0061835805633943,0.0398143453611976,0.00824228680364205,15248.4576425319,17011.0410238026,13883.8799541312,Botswana,3,2025
Eswatini,Southern Sub-Saharan Africa,Sub-Saharan Africa,SWZ,mid,0.00534256937208046,0.00468165965702571,6.249370279820299e-4,9.917527208461617e-4,9.233678287984524e-4,0.0014227536554918,0.0302974419697557,0.01696850716018853,0.00558330587405949,0.00520861426348911,0.00186879773927951,0.00235435263411767,0.02982735266569404,0.01804702428604026,0.00270392668237387,0.0026385927088587,0.00190369811917149,0.0022274251397053,0.00534256937208046,0.00468165965702571,6.249370279820299e-4,9.917527208461617e-4,9.233678287984524e-4,0.0014227536554918,3.313092565575816e-4,8.722069492794449e-4,4.454983295542791e-5,2.0616254431628532e-4,1.314491358313662e-5,6.225410244760268e-5,0.0302974419697557,0.01696850716018853,0.00558330587405949,0.00520861426348911,0.00186879773927951,0.00235435263411767,0.0138,12.18,1155236.3341380958,53194.22633371933,0.032048098961971,0.00466517624160605,0.0457533084400723,0.0083571148855251,9043.71971648837,9996.34893786546,8203.14865392322,Eswatini,3,2025
Lesotho,Southern Sub-Saharan Africa,Sub-Saharan Africa,LSO,mid,0.00360597585799223,0.00581447848477349,5.066344676742466e-4,0.00120389526252846,8.77733300721071e-4,0.00177660894547513,0.01877949243069492,0.02528765235118708,0.00533591464575523,0.00680479042910518,0.00179870475443365,0.00286020782815352,0.01716220704206337,0.02795025617763391,0.00232352128584566,0.00349500286348531,0.00181953842867938,0.00303021222560493,0.00360597585799223,0.00581447848477349,5.066344676742466e-4,0.00120389526252846,8.77733300721071e-4,0.00177660894547513,1.7848984246729126e-4,0.00114814530626947,3.982840274728546e-5,2.060617797515505e-4,8.180590800267808e-6,6.103894530297855e-5,0.01877949243069492,0.02528765235118708,0.00533591464575523,0.00680479042910518,0.00179870475443365,0.00286020782815352,0.0093,4.56,1874384.8583076475,96492.02670333465,0.0510084569930565,0.00697837900024169,0.0382251419844893,0.0064980404590564,2300.01567130357,2584.3542458259,2006.34457999851,Lesotho,3,2025
