Country,Pop,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,Prophy,Prophy_sd,Consult_simple,Consult_perio,OPG,PA,RootDeb,OHI,Extraction,OFD,GTR,Single_implant,Implant_surgery,Full_fixed,Denture,Denture_repair,Maintenance_simp,Maintenance_perio,Consult_simple_sd,Consult_perio_sd,OPG_sd,PA_sd,RootDeb_sd,OHI_sd,Extraction_sd,OFD_sd,GTR_sd,Single_implant_sd,Implant_surgery_sd,Full_fixed_sd,Denture_sd,Denture_repair_sd,Maintenance_simp_sd,Maintenance_perio_sd
Denmark,5851783.434,0.081856126,0.009214306,0.197489751,0.019576884,59.50044863,11.2620788,48.2704172,86.2881344,62.7454862,14.24854032,130.0035944,27.37870937,70.07805097,329.1541911,351.6867997,1689.650752,1080.325091,11702.68462,552.5134056,94.08459503,83.65121479,108.1847118,29.46222673,61.16608336,45.08689585,8.992310593,62.57151022,17.48180274,44.79650834,226.9496955,273.919997,811.5655552,1485.575746,6954.600838,426.5578144,47.91385026,26.39800006,48.69429606
Djibouti,1258686.53,0.01126462,0.001385883,0.106453825,0.016274156,10.29312914,3.210878853,5.842788234,23.23490494,14.42817551,3.312079299,16.51215799,5.031222247,10.28163246,33.19083843,205.828444,617.2769569,1052.839438,2614.331091,62.4072147,8.443181714,11.41063647,35.66357387,27.95344805,59.58157535,43.82328749,8.666358222,57.40510997,16.78034535,42.83288111,217.4644966,272.0447586,776.7220591,1485.563509,6662.698257,412.7857482,44.07693864,21.11188057,46.02213658
Dominica,67076.84915,0.063429865,0.007284153,0.088389745,0.016559949,20.28527846,3.827472967,14.4582383,36.03863597,24.23959763,5.532861749,39.55798513,9.569153402,22.42402811,93.28982456,235.4467708,835.0355994,1058.420737,4459.832665,161.9292836,25.83372033,26.07997129,50.38987975,28.01109754,59.64134296,43.87100141,8.678717365,57.60583334,16.80699508,42.90762492,217.8251653,272.114831,778.0477346,1485.563965,6673.798681,413.306898,44.22580767,21.3322522,46.12443313
Dominican Republic,11012899.57,0.050706942,0.00575632,0.01776584,0.003542757,25.70477975,4.152658858,19.13105105,42.98307152,29.56107684,6.737360699,52.05748708,12.03041804,29.00977126,125.8860681,251.5110384,953.1426458,1061.447899,5460.788299,215.9076584,35.2659299,34.03626542,58.37707362,28.04551296,59.67705294,43.89950761,8.686099224,57.72552424,16.82291035,42.95225651,218.0405453,272.1567228,778.8393561,1485.564238,6680.427468,413.6182105,44.31458633,21.46294443,46.18549402
Ecuador,18065389.12,0.078458412,0.0079661,0.171902353,0.018435699,18.15446473,3.72342022,12.62100402,33.30825585,22.14732376,5.059282585,34.64349043,8.601445086,19.83467696,80.47378865,229.1306985,788.5988329,1057.230531,4066.281692,140.7063231,22.12520905,22.95175343,47.24951288,28.00066931,59.6305269,43.86236699,8.676481135,57.56954568,16.80217347,42.89410273,217.759913,272.1021462,777.8078979,1485.563883,6671.790397,413.2125962,44.19889316,21.29252456,46.10592989
Egypt,105627445.1,0.037863711,0.004615741,0.034955758,0.004033483,20.07619121,3.817057979,14.27795869,35.77071595,24.03429212,5.486391538,39.07574768,9.4741965,22.16994663,92.03224411,234.8270028,830.4789665,1058.303947,4421.215263,159.8467691,25.46982065,25.77301322,50.08172955,28.01004097,59.64024701,43.87012653,8.678490783,57.60215719,16.80650654,42.90625485,217.8185539,272.1135456,778.0234342,1485.563957,6673.5952,413.2973429,44.22308105,21.32822979,46.12255845
El Salvador,6450228.768,0.056692068,0.005874034,0.166761141,0.017394762,15.53024839,3.590211092,10.35834719,29.94563994,19.5705714,4.476043341,28.5910152,7.40965814,16.64574612,64.69012321,221.352102,731.4093564,1055.764727,3581.601646,114.5690595,17.55796989,19.09917807,43.38197534,27.9877331,59.61711246,43.85165811,8.67370745,57.52451786,16.79619284,42.87732956,217.6789743,272.0864165,777.5104022,1485.56378,6669.299322,413.0956339,44.16549689,21.24315985,46.0829759
Equatorial Guinea,1512311.918,0.016526769,0.002222386,0.133994008,0.020570116,21.19672515,3.873970445,15.24410761,37.2065447,25.13455906,5.735433265,41.66013976,9.983086604,23.53161228,98.77183055,238.1484444,854.8987328,1058.929842,4628.172454,171.0073166,27.42002058,27.41805345,51.7331586,28.01584917,59.64627199,43.87493619,8.679736389,57.62236474,16.80919218,42.91378656,217.8548991,272.1206122,778.1570214,1485.564003,6674.713805,413.3498711,44.23806918,21.35033451,46.13286396
Eritrea,6597908.152,0.010285263,0.001290364,0.130114505,0.01631085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Estonia,1310833.883,0.092076043,0.010271161,0.190425837,0.021159307,42.5508715,6.606129921,33.65612044,64.56930095,46.10247469,10.48145056,90.91120173,19.68106478,49.48103372,227.2089169,301.4455454,1320.269072,1070.857593,8572.179836,383.6951734,64.58520843,58.76777738,83.20463495,28.39321338,60.03908487,44.1884252,8.760833433,58.92919793,16.98395171,43.4036375,220.2194037,272.582477,786.8464089,1485.56701,6747.484887,416.7716409,45.20772984,22.74971377,46.80207374
Eswatini,1155236.334,0.032048099,0.004665176,0.173181887,0.019557288,14.65446347,3.540755872,9.603226248,28.82342748,18.71062674,4.281397754,26.57111066,7.011920724,15.58149792,59.42260931,218.7561357,712.3233992,1055.275541,3419.848414,105.8462189,16.03373613,17.81345047,42.09125438,27.98304887,59.61225585,43.84778099,8.672703193,57.50820966,16.7940274,42.87125626,217.6496681,272.0807223,777.4026844,1485.563743,6668.397355,413.0532869,44.15340163,21.22526214,46.07466402
Ethiopia,108937999.6,0.009196475,9.90E-04,0.193569624,0.02008086,5.868967765,2.597237989,2.028179365,17.56587713,10.08403358,2.328797361,6.308301439,3.021990888,4.905419978,6.581186719,192.7145229,520.8613266,1050.368241,1797.209918,18.34245152,0.743281843,4.915586957,29.14329964,27.90601391,59.53244589,43.78406319,8.656194988,57.23973802,16.75842738,42.77139952,217.1678468,271.9871976,775.6316439,1485.563135,6653.568102,412.3572575,43.95430178,20.92916349,45.93795443
Fiji,924473.9847,0.02461008,0.00329366,0.181791346,0.026490372,15.40517645,3.583361777,10.25050743,29.78537538,19.44776163,4.448245762,28.30255011,7.352856764,16.4937595,63.93786298,220.9813689,728.683667,1055.694866,3558.501465,113.3233398,17.34029216,18.91556171,43.19764587,27.98708052,59.61643585,43.85111796,8.673567541,57.52224603,16.79589116,42.87648346,217.6748915,272.0856232,777.4953955,1485.563775,6669.173665,413.0897343,44.16381194,21.24066719,46.08181795
Finland,5535925.358,0.105782978,0.012815779,0.15671257,0.019391403,51.11657417,8.741798004,41.04165696,75.54521311,54.5132502,12.38520135,110.6670818,23.57117568,59.89002058,278.7283678,326.8356565,1506.941201,1075.642124,10154.22363,469.0097964,79.49313048,71.34296581,95.82866145,28.8191371,60.48562723,44.54458458,8.852757621,60.39049379,17.18182636,43.95769545,222.895389,273.1102395,796.677278,1485.570452,6829.838066,420.6545562,46.29282547,24.25273809,47.55659505
France,66389876.74,0.0795,0.0098,0.1092,0.0164,41.90263077,9.773696918,27.2032328,65.57591214,42.3147104,16.36791853,89.27823394,0.001672636,39.55115316,190.9967486,555.6631457,1328.949673,703.3881579,12462.28625,774.3050038,93.99324612,58.20695274,77.29030729,3.22E-04,7.811853822,18.39899372,1.655909434,8.444335979,4.18E-04,4.18E-04,39.9604921,89.38492804,78.56515144,69.03183784,543.6081765,54.2321084,5.134269083,14.20121235,9.441908467
Gabon,1816084.41,0.023037715,0.002628854,0.136371567,0.018215241,22.69799294,3.956086924,16.53853359,39.13023782,26.60867354,6.069094127,45.12265386,10.66488685,25.35594325,107.8013866,242.5984419,887.6158214,1059.768403,4905.449342,185.959983,30.03285737,29.62204372,53.94570847,28.02437886,59.65512121,43.88200034,8.681565783,57.65203553,16.81313644,42.92484779,217.9082769,272.1309922,778.3532111,1485.56407,6676.356625,413.4270197,44.26007661,21.38276353,46.14799795
Gambia,2394154.539,0.013637296,0.001564817,0.141789558,0.013777491,7.181800698,2.82392723,3.160132683,19.24811378,11.37312141,2.620578062,9.336210636,3.61821351,6.500766123,14.47737859,196.6059695,549.4718595,1051.101548,2039.6838,31.41830191,3.028162811,6.842938645,31.07813655,27.92237856,59.54939057,43.79759191,8.659700672,57.29681306,16.76598805,42.79260867,217.270179,272.0070463,776.0077979,1485.563264,6656.717642,412.5050537,43.99662623,20.99234495,45.96699829
Georgia,3607286.293,0.095359865,0.010663502,0.114274344,0.016946263,23.03871093,3.975964745,16.8323081,39.56682672,26.94322899,6.144819629,45.90848358,10.81962381,25.76998156,109.850676,243.6083845,895.0410794,1059.958717,4968.378304,189.3535431,30.62584985,30.12224703,54.44785442,28.02647013,59.65729103,43.88373245,8.682014331,57.65930912,16.81410352,42.92755981,217.9213643,272.1335376,778.4013135,1485.564087,6676.759419,413.445936,44.26547164,21.39070833,46.15170838
Germany,85371847.52,0.0919,0.01075,0.2436,0.01985,104.383301,30.76264841,39.99256541,61.32600385,28.45282499,5.690446287,127.4497407,26.66395146,19.52407241,146.6505788,106.6400026,947.2115344,779.7649988,3774.204488,293.2922776,107.9896,117.7119187,113.2239827,11.76181258,18.03586915,6.09849864,1.221978456,37.47772706,7.841158759,7.634831396,43.1207992,31.37028317,278.5682633,229.3238304,1109.959919,86.25579307,31.75785965,34.68330287,33.34473198
Ghana,34245939.47,0.014552516,0.001753564,0.145084158,0.015186866,11.04638496,3.281458217,6.492261901,24.20011118,15.16780724,3.479492459,18.24946222,5.373313114,11.19698408,37.7213863,208.0612146,633.6926407,1053.260183,2753.453791,69.90966234,9.754163357,12.51648081,36.77371296,27.95954067,59.58788884,43.82832789,8.667664013,57.42633678,16.7831612,42.8407792,217.5026066,272.0521581,776.8621394,1485.563558,6663.871185,412.8408056,44.09268094,21.13525734,46.03294845
Greece,10174910.32,0.114315822,0.014066172,0.163593589,0.018960707,34.76182963,5.158432198,26.94023789,54.5885857,38.45431259,8.750314749,72.94660706,16.14367411,40.01584009,180.360786,278.3575811,1150.522691,1066.50688,7133.581537,306.1161124,51.02900256,47.33279383,71.72524154,28.16936055,59.80574465,44.00222627,8.712686629,58.15541238,16.88022009,43.11293734,218.816039,272.3078471,781.6894677,1485.565221,6704.294716,414.7397217,44.6334994,21.92810569,46.40518046
Grenada,102626.503,0.054700131,0.006740415,0.091650343,0.014789938,19.81970431,3.804380432,14.05681006,35.442059,23.78244428,5.429386623,38.48418798,9.357713062,21.85826539,90.48957272,234.0667346,824.8893543,1058.160682,4373.843374,157.2921528,25.02342566,25.39646838,49.70372233,28.00875871,59.63891697,43.86906477,8.678215805,57.59769562,16.80591366,42.90459212,217.8105302,272.1119857,777.9939431,1485.563947,6673.348254,413.285747,44.21977189,21.32334731,46.1202833
Guatemala,15767371.65,0.042675464,0.004573983,0.105065215,0.017300454,16.53635931,3.643234527,11.22583807,31.23484942,20.55848488,4.699654239,30.91150278,7.866583067,17.86836565,70.74149858,224.3343755,753.3355047,1056.326709,3767.425459,124.5899507,19.30902567,20.57623546,44.86476915,27.99282657,59.62239385,43.85587432,8.674799507,57.54224873,16.79854756,42.88393365,217.7108421,272.0926091,777.6275346,1485.563821,6670.280126,413.1416839,44.17864743,21.26260755,46.09201384
Guinea,13429750.83,0.013293724,0.001554292,0.103330695,0.017073685,7.502947466,2.872634602,3.437032462,19.65962453,11.68845962,2.691953808,10.07690142,3.764062204,6.891021612,16.40895452,197.5578998,556.4706024,1051.280931,2098.998053,34.61693214,3.587093137,7.314409728,31.55143868,27.92607203,59.55321566,43.80064583,8.660491987,57.30969155,16.76769462,42.79739581,217.2932768,272.0115275,776.0927004,1485.563293,6657.428537,412.5384156,44.00617658,21.00658372,45.97355326
Guinea-Bissau,2063911.221,0.012750545,0.001548067,0.099415103,0.016129517,5.710691046,2.566526615,1.891709709,17.36306465,9.928619597,2.293619928,5.943253059,2.950109571,4.713083125,5.629212316,192.2453654,517.4120063,1050.279833,1767.976974,16.76601125,0.467813842,4.683223116,28.91003337,27.90390143,59.53025891,43.78231707,8.655742493,57.23236861,16.75745146,42.76866181,217.1546378,271.9846361,775.5830897,1485.563119,6653.16156,412.3381813,43.94883704,20.92099632,45.93420511
Guyana,764739.936,0.043149824,0.005562137,0.118042254,0.01737777,26.37909075,4.204361449,19.71245677,43.84711952,30.22319163,6.887228159,53.61271351,12.33665615,29.82918966,129.9417929,253.5098039,967.8378874,1061.824547,5585.330274,222.6238136,36.43951439,35.02621198,59.37086482,28.05123912,59.68299668,43.90425218,8.687327716,57.74542904,16.82555883,42.9596833,218.0763861,272.1636973,778.9710853,1485.564283,6681.530542,413.6700222,44.32935097,21.48462786,46.195653
Haiti,12864028.23,0.033776455,0.003910313,0.161502023,0.02440508,6.667384315,2.740678332,2.716591607,18.58895139,10.86800923,2.506247618,8.149764092,3.384591488,5.87565064,11.38335927,195.0811571,538.2611971,1050.814212,1944.673587,26.29470127,2.132862143,6.08773114,30.31999606,27.91621095,59.54300376,43.79249268,8.658379354,57.27530502,16.76313842,42.78461502,217.23161,271.9995644,775.8660262,1485.563216,6655.530583,412.4493474,43.98067661,20.96855075,45.95605222
Honduras,10110155.81,0.038711517,0.004268734,0.122404768,0.019024809,10.57827685,3.238451729,6.088648834,23.60028724,14.70816577,3.375454155,17.16982078,5.160721979,10.62814212,34.90589367,206.6736673,623.4911733,1052.998712,2666.996491,65.24729332,8.939458545,11.82925783,36.08382103,27.95581261,59.58402555,43.82524362,8.666864993,57.41334853,16.78143818,42.83594635,217.479287,272.0476302,776.776424,1485.563528,6663.153468,412.8071156,44.08304853,21.12095563,46.02633272
Hungary,9597310.373,0.114782657,0.012574036,0.160403074,0.018919661,38.71740772,5.828083883,30.35082398,59.65718069,42.33834646,9.629452772,82.06972622,17.94009853,44.82263317,204.1520871,290.0825464,1236.726499,1068.716341,7864.157647,345.5137738,57.91337061,53.13992276,77.55492353,28.26627614,59.90665253,44.08275543,8.73351725,58.49092174,16.92510721,43.23875137,219.423354,272.4265134,783.9212825,1485.565994,6722.985689,415.618672,44.88245206,22.28673347,46.57704206
Iceland,350385.9394,0.070096283,0.008800218,0.209344403,0.018989553,54.28904776,9.651276401,43.77703319,79.61035438,57.62834351,13.09029226,117.9840539,25.01195347,63.7451901,297.8095925,336.239375,1576.078833,1077.414167,10740.16413,500.6077164,85.01456763,76.00042996,100.5042137,29.03409687,60.71225177,44.72525542,8.899304665,61.12279493,17.28193741,44.2377814,224.2487561,273.3791875,801.6479434,1485.572208,6871.486165,422.6224309,46.83691025,24.98497539,47.93708386
India,1414494975,0.025893594,0.002414825,0.1644529,0.017701501,12.65522767,3.410733044,7.879441334,26.26164856,16.74755095,3.837062141,21.96008641,6.103968475,13.15203941,47.39796464,212.8300814,668.7541068,1054.158832,3050.599246,85.93377787,12.55422572,14.87840031,39.14480541,27.97103996,59.59980691,43.83784262,8.670128819,57.46639176,16.78847626,42.85568689,217.5745403,272.066128,777.126543,1485.563648,6666.085119,412.9447345,44.12238718,21.17932249,46.05335441
Indonesia,278914182.2,0.035450267,0.003168125,0.14798142,0.014456476,17.43971346,3.688503237,12.00472981,32.39238853,21.44550013,4.900427164,32.99499282,8.276841042,18.96611581,76.17483099,227.0120616,773.0222776,1056.831294,3934.270594,133.5873817,20.88124149,21.90243707,46.19612131,27.99723346,59.62696372,43.85952249,8.675744407,57.55758773,16.80058495,42.88964767,217.7384151,272.0979678,777.728881,1485.563856,6671.128748,413.1815291,44.19002409,21.27942227,46.0998334
Iran,85355878.93,0.054647023,0.00586483,0.182891148,0.019103386,17.41540449,3.68730509,11.98377008,32.36123952,21.42163083,4.895024428,32.93892676,8.26580113,18.9365757,76.02862173,226.9400059,772.4925127,1056.817716,3929.780845,133.3452637,20.83893366,21.8667494,46.16029504,27.99711613,59.62684205,43.85942536,8.675719249,57.55717936,16.80053071,42.88949554,217.7376809,272.0978251,777.7261826,1485.563855,6671.106154,413.1804682,44.18972121,21.27897473,46.09962521
Iraq,41224333.53,0.035501853,0.004060423,0.16579556,0.019123093,17.41540449,3.68730509,11.98377008,32.36123952,21.42163083,4.895024428,32.93892676,8.26580113,18.9365757,76.02862173,226.9400059,772.4925127,1056.817716,3929.780845,133.3452637,20.83893366,21.8667494,46.16029504,27.99711613,59.62684205,43.85942536,8.675719249,57.55717936,16.80053071,42.88949554,217.7376809,272.0978251,777.7261826,1485.563855,6671.106154,413.1804682,44.18972121,21.27897473,46.09962521
Israel,9593936.117,0.057653762,0.006448271,0.039657293,0.007792761,43.88923821,6.905534555,34.81008954,66.28425605,47.41663447,10.77890621,93.99800186,20.28888356,51.10740835,235.2586848,305.4126782,1349.436062,1071.605162,8819.369684,397.0253409,66.91452891,60.73261485,85.17710323,28.44612566,60.0943764,44.23253735,8.772230779,59.11150451,17.00849783,43.47240105,220.5514288,272.6476685,788.0663639,1485.567434,6757.703165,417.252823,45.3430565,22.94054383,46.89585309
Italy,59811452.41,0.095,0.01175,0.158,0.01995,37.18341164,31.15579877,43.83076764,49.75413758,22.51421745,16.38984144,33.49453222,0.001672636,50.51501677,132.3089006,258.5318134,2129.070814,1272.440281,5160.093067,231.1190311,107.980202,37.21178514,38.56022093,15.94852361,36.56353516,4.686056388,9.696650171,22.91976457,4.18E-04,16.00161804,96.16498427,166.5550676,103.6324577,42.66709013,4570.464924,196.075535,20.20948412,31.14975703,19.70423328
Jamaica,2799893.602,0.058085279,0.006480458,0.175017846,0.01898064,14.27423647,3.518064509,9.275386196,28.33621256,18.33727687,4.196891265,25.69415762,6.839240763,15.11944851,57.13568819,217.6290821,704.0371223,1055.063159,3349.622329,102.059148,15.37198137,17.25524452,41.53088053,27.98092112,59.61004993,43.84601994,8.672247036,57.50080121,16.7930438,42.86849758,217.6363564,272.0781361,777.3537557,1485.563727,6667.987656,413.0340521,44.14790706,21.21712829,46.0708884
Japan,127697460,0.0352,0.00425,0.1402,0.01755,39.34426685,3.22E-06,25.11284217,52.55506285,16.48426571,2.409609573,41.16576047,8.145967131,18.92951702,62.18473594,81.357783,1415.110172,1387.208216,557.3771403,106.3175106,3.863971482,39.34426685,53.42816824,0.772794296,6.568751519,0.064399525,0.096599287,3.22E-06,0.643995247,3.541973858,3.541973858,3.541973858,48.29964674,48.29964352,6.44E-05,13.84589781,0.96599287,3.22E-06,7.9533413
Jordan,12324575.43,0.04073818,0.004842492,0.100821159,0.016585208,13.86301478,3.492552992,8.920821843,27.80928169,17.93349291,4.105496122,24.74571862,6.652484573,14.61973455,54.66234576,216.4101553,695.075379,1054.833463,3273.671675,97.96336913,14.65628282,16.6515357,40.9248271,27.97854506,59.60758669,43.84405347,8.671737661,57.49252776,16.79194544,42.86541701,217.6214915,272.0752482,777.2991181,1485.563708,6667.530153,413.0125733,44.14177098,21.20804231,46.06667216
Kazakhstan,18955521.2,0.061669864,0.006599922,0.047754668,0.009508781,34.32070526,5.092549646,26.55989079,54.02333817,38.02116681,8.652273654,71.92920073,15.94333763,39.47978859,177.7075904,277.050018,1140.90928,1066.260482,7052.108003,301.7225022,50.26126079,46.6851853,71.07511791,28.1604473,59.7964731,43.99482657,8.710771951,58.12451669,16.87609362,43.10136963,218.7602051,272.2969514,781.4842752,1485.56515,6702.576335,414.6589436,44.61057676,21.8948905,46.38937223
Kenya,50062395.98,0.01084306,0.001263291,0.067563323,0.012951568,9.548330148,3.133481534,5.200606224,22.28053509,13.69684763,3.14654569,14.79435852,4.692972042,9.376557506,28.71115514,203.6207408,601.0455724,1052.423417,2476.770325,54.98899722,7.146918494,10.31720747,34.56589834,27.94691769,59.57480904,43.81788553,8.664958711,57.38235448,16.77732735,42.82441585,217.4236503,272.0368289,776.5719202,1485.563458,6661.441111,412.7267402,44.06006287,21.08680112,46.0105477
Kiribati,121160.9728,0.019232047,0.002378893,0.120903302,0.017027172,6.503852238,2.712773735,2.575590667,18.37940481,10.70743495,2.469902167,7.772594789,3.310323452,5.67692751,10.39977588,194.5964219,534.6973469,1050.722868,1914.470004,24.6659175,1.84824761,5.847651982,30.07898451,27.9141846,59.54090555,43.79081746,8.657945258,57.26823789,16.76220221,42.78198878,217.2189386,271.9971065,775.8194487,1485.5632,6655.140588,412.4310463,43.9754359,20.96072848,45.95245588
Kuwait,4650081.848,0.040147663,0.004940302,0.040959971,0.008135284,46.98490033,7.648809177,37.47923724,70.25097271,50.4563056,11.46692556,101.1378165,21.69477744,54.86923707,253.8779176,314.5887152,1416.899743,1073.334301,9391.123481,427.8582167,72.30228182,65.27731316,89.73945171,28.58713628,60.24198115,44.35028128,8.802635716,59.5962676,17.0739628,43.65574829,221.4368454,272.8219192,791.3193836,1485.56857,6784.952074,418.5368256,45.7029626,23.4432093,47.1457103
Kyrgyzstan,6863084.431,0.047359142,0.005306725,0.140210581,0.017553921,10.02767435,3.184215078,5.613907294,22.89475672,14.16752197,3.253081246,15.89991481,4.910666044,9.959053497,31.59422858,205.0415936,611.4919077,1052.691163,2565.302877,59.76327799,7.981178825,11.02092599,35.27234988,27.95118049,59.57922577,43.82141168,8.665872253,57.39720892,16.77929738,42.82994165,217.4503132,272.042005,776.6699252,1485.563492,6662.261727,412.765258,44.07107909,21.10317486,46.01811255
Lao People's Democratic Republic,7377551.998,0.015921082,0.00187327,0.08449999,0.011074075,12.6882497,3.413124203,7.907913659,26.30396231,16.77997572,3.844401379,22.03624823,6.118965422,13.19216758,47.59657967,212.927964,669.4737552,1054.177277,3056.698257,86.26267824,12.61169795,14.92687951,39.19347288,27.9712568,59.60003167,43.83802205,8.6701753,57.46714695,16.78857649,42.85596801,217.5758968,272.0663915,777.131529,1485.56365,6666.126868,412.9466944,44.12294727,21.18015271,46.05373919
Latvia,1870327.888,0.084805454,0.009672726,0.157575509,0.019266305,37.27487028,5.56763953,29.10703659,57.8087434,40.92190008,9.308844889,78.74266739,17.28497065,43.06967094,195.4757718,285.806635,1205.289319,1067.910585,7597.72797,331.1460631,55.40274928,51.02215369,75.42892971,28.22721935,59.86596563,44.05028678,8.72511993,58.35580565,16.90701359,43.18804069,219.1785589,272.3786484,783.021709,1485.565682,6715.451802,415.2643175,44.78218832,22.142758,46.5077876
Lebanon,5540425.25,0.062260589,0.006647807,0.153384058,0.019926261,16.31511452,3.63185426,11.03507597,30.95135099,20.34124173,4.650481981,30.40122527,7.766104824,17.5995104,69.41079516,223.6785707,748.513923,1056.203129,3726.562619,122.3863468,18.92396677,20.25142908,44.53870132,27.99172715,59.62125383,43.85496423,8.674563784,57.53842176,16.79803929,42.88250816,217.7039634,272.0912724,777.6022516,1485.563812,6670.068419,413.1317438,44.17580905,21.25841102,46.09006304
Lesotho,1874384.858,0.051008457,0.006978379,0.282403544,0.018082458,5.803161976,2.584566556,1.971440172,17.48155497,10.01941801,2.314171845,6.156527402,2.992105212,4.825453206,6.185389871,192.519464,519.4272228,1050.331484,1785.055907,17.68702414,0.628752118,4.818978397,29.04631588,27.90513928,59.53154041,43.78334024,8.65600764,57.23668691,16.75802332,42.77026602,217.1623778,271.986137,775.6115409,1485.563128,6653.399781,412.3493593,43.95203925,20.92578235,45.9364021
Liberia,5459481.264,0.014965383,0.00176136,0.109120484,0.016002218,4.170664911,2.219974426,0.563865435,15.38970739,8.416447791,1.951344918,2.391346962,2.250707235,2.84165326,-3.633460446,187.680482,483.850258,1049.419623,1483.541608,1.427310615,-2.212478767,2.422332262,26.64036193,27.88179585,59.50737882,43.76404891,8.651008087,57.15522949,16.7472402,42.74001558,217.0164269,271.9578421,775.0750429,1485.562944,6648.907745,412.1385956,43.89163647,20.83537794,45.89496991
Libya,6870567.248,0.049745165,0.005534851,0.196649723,0.014464151,17.32866385,3.683022425,11.9089804,32.25009188,21.33645907,4.875746085,32.73886873,8.2264079,18.83116903,75.50690971,226.6828928,770.6021763,1056.769265,3913.760269,132.4813246,20.6879685,21.73940668,46.03245776,27.99669704,59.62640745,43.85907842,8.67562939,57.55572073,16.80033695,42.88895215,217.7350588,272.0973155,777.7165448,1485.563851,6671.025451,413.1766789,44.18863937,21.27737613,46.0988816
Lithuania,2728300.438,0.079096471,0.008997557,0.141784757,0.020497468,43.68794518,6.859628438,34.63653028,66.02632337,47.21898221,10.73416829,93.53374095,20.1974664,50.86279836,234.0479836,304.8160135,1345.049288,1071.492726,8782.191837,395.0204571,66.56419445,60.43709936,84.88044006,28.43786718,60.08574315,44.22564988,8.770451475,59.08306506,17.00466603,43.46166727,220.499599,272.6374865,787.8759299,1485.567368,6756.108076,417.1776983,45.32194493,22.91084068,46.881217
Luxembourg,644266.3476,0.070311018,0.00840932,0.119710864,0.017538058,98.71962346,26.67394586,82.08604901,136.5427643,101.255307,22.96510895,220.45844,45.19008405,117.7369402,565.042644,467.9386991,2544.353179,1102.231682,18946.27622,943.1374141,162.3424395,141.2283375,165.9854458,36.09263507,68.56580831,50.95620507,10.47577785,83.81700444,20.64465288,53.5733072,269.5492632,283.1416135,967.6340922,1485.63714,8265.031152,489.8485219,63.77086939,44.23764379,60.34116316
Madagascar,28557424.54,0.009602112,0.001222419,0.092970757,0.020247399,4.23782394,2.23715546,0.621771421,15.47576357,8.48239212,1.966271195,2.546242102,2.281207484,2.923264481,-3.229524373,187.879552,485.3138529,1049.457136,1495.945555,2.096216303,-2.095593836,2.520927494,26.73934007,27.88281675,59.50843528,43.76489244,8.65122671,57.15879295,16.74771175,42.74133847,217.0228094,271.9590791,775.0985045,1485.562952,6649.104184,412.1478117,43.8942788,20.8393383,45.89678196
Malawi,19447840.53,0.009952787,0.001226676,0.077978562,0.013928126,4.428610735,2.284815209,0.786271976,15.72023377,8.669728169,2.008674081,2.986271505,2.367853241,3.155107368,-2.082014205,188.4450746,489.4716644,1049.563703,1531.182952,3.996457777,-1.763544642,2.801018922,27.02051929,27.8856897,59.51140842,43.76726632,8.651841959,57.16882051,16.74903876,42.7450613,217.0407709,271.9625605,775.1645293,1485.562975,6649.656999,412.1737478,43.90171435,20.85048003,45.90188129
Malaysia,31812225.57,0.045276908,0.004944058,0.038830296,0.007406627,31.93375547,4.767109441,24.50181039,50.96475066,35.67738959,8.121767551,66.42395552,14.85930521,36.57918255,163.3509932,269.9747175,1088.890547,1064.927208,6611.24994,277.9484198,46.10696514,43.18093767,67.55726088,28.1180607,59.75240312,43.95965261,8.701669306,57.97750221,16.8564744,43.04636742,218.4947354,272.2451782,780.508641,1485.564813,6694.406051,414.274941,44.5015069,21.73638724,46.31419151
Maldives,517207.7095,0.022343715,0.002437676,0.189818822,0.028414728,23.15731423,3.983008476,16.93457047,39.71880251,27.05968713,6.171179537,46.18202945,10.87348746,25.91410753,110.5640298,243.9599436,897.6257981,1060.024965,4990.283759,190.5348351,30.83226943,30.29636689,54.6226505,28.02721366,59.6580625,43.8843483,8.682173809,57.66189506,16.81444735,42.92852404,217.9260174,272.1344426,778.4184158,1485.564093,6676.902628,413.4526616,44.26738971,21.39353242,46.15302756
Mali,24104148.77,0.008839413,0.00103038,0.135615881,0.024279328,6.177973982,2.654950521,2.294611295,17.96183123,10.38745083,2.397474836,7.020991335,3.162325955,5.280922347,8.439741847,193.6304667,527.5954908,1050.540842,1854.281869,21.42016154,1.281082508,5.369234667,29.59870917,27.9100512,59.5366258,43.78740048,8.657059808,57.25382105,16.76029256,42.7766318,217.1930918,271.9920934,775.7244404,1485.563167,6654.345085,412.3937169,43.96474503,20.94476511,45.9451199
