Severity,global_Mean_total_billions,global_SD_total_billions
Health,12.753891902601202,3.7664642754896804
Stage_III_IVT1_2,78.8056652943405,13.592688759944918
Stage_IVT3,18.76312918873765,9.293283871348994
Stage_IVT4,22.31369861327678,11.630037753495815
Stage_I_II,27.31908548197337,6.68978407538169
