Country,Severity,selected_Mean_total_billions,selected_SD_total_billions
Afghanistan,Health,0.00129858898758324,0.01965180547371078
Afghanistan,Stage_III_IVT1_2,0.00326672424447638,0.02204458927522984
Afghanistan,Stage_IVT3,5.608792348256909e-4,0.00666287637521203
Afghanistan,Stage_IVT4,8.616140216223687e-4,0.00877890666055648
Afghanistan,Stage_I_II,0.00275172713005405,0.03079159943189283
Albania,Health,2.1697715495561093e-4,0.00100069870157853
Albania,Stage_III_IVT1_2,4.6316627447847846e-4,0.00194696248960899
Albania,Stage_IVT3,1.3300945515034275e-4,0.00122491501708753
Albania,Stage_IVT4,1.270267725516415e-4,6.975708315023498e-4
Albania,Stage_I_II,3.8987460577278254e-4,0.00175809260450156
Algeria,Health,0.00462279145662549,0.0232630830732298
Algeria,Stage_III_IVT1_2,0.01055743981457726,0.04371248040868732
Algeria,Stage_IVT3,0.00251710413971616,0.01690773167163672
Algeria,Stage_IVT4,0.0031487801182168,0.01831353794641815
Algeria,Stage_I_II,0.00872326491886209,0.04013750104998755
Andorra,Health,1.87981186378577e-4,2.3032097083709144e-4
Andorra,Stage_III_IVT1_2,6.995676368890399e-4,8.540286049613633e-4
Andorra,Stage_IVT3,2.0260532588708955e-4,3.960413353105645e-4
Andorra,Stage_IVT4,2.358874290852803e-4,5.09790069051879e-4
Andorra,Stage_I_II,3.2972263946836933e-4,3.711637688994778e-4
Angola,Health,0.00323085064912762,0.0177937196882901
Angola,Stage_III_IVT1_2,0.00545524101250986,0.0280245668987892
Angola,Stage_IVT3,0.00122186981138152,0.01337559753648832
Angola,Stage_IVT4,0.00160422447045944,0.02081706488516119
Angola,Stage_I_II,0.00564507336275464,0.03320324433927048
Antigua and Barbuda,Health,1.362147898971244e-4,1.85251659502591e-4
Antigua and Barbuda,Stage_III_IVT1_2,6.692517357118677e-4,8.102873804636083e-4
Antigua and Barbuda,Stage_IVT3,1.9841216304431576e-4,3.994035196583378e-4
Antigua and Barbuda,Stage_IVT4,2.3274833206781185e-4,5.230364909810349e-4
Antigua and Barbuda,Stage_I_II,2.3262968381017733e-4,2.7229094878344895e-4
Argentina,Health,0.09071345750799915,0.1254835387165766
Argentina,Stage_III_IVT1_2,0.32055326073709395,0.4084171010508785
Argentina,Stage_IVT3,0.09065311382666452,0.186672511010643
Argentina,Stage_IVT4,0.11213591874015504,0.249705675582041
Argentina,Stage_I_II,0.15098458086144648,0.17586037021002668
Armenia,Health,0.00303297341368947,0.0048289874668249
Armenia,Stage_III_IVT1_2,0.01035527744449608,0.01421806243405601
Armenia,Stage_IVT3,0.00303203545289016,0.00671256635293723
Armenia,Stage_IVT4,0.00366707741068513,0.00915526719314135
Armenia,Stage_I_II,0.0050237939362489,0.00663140015207793
Australia,Health,0.4189065616846294,0.2704794910661076
Australia,Stage_III_IVT1_2,2.4457800501653484,0.8441369072772709
Australia,Stage_IVT3,0.5441265163105805,0.584793202474569
Australia,Stage_IVT4,0.697129162560961,0.7782941330916966
Australia,Stage_I_II,0.8966287215072383,0.47395065176098333
Austria,Health,0.07851868542963514,0.05565781164253168
Austria,Stage_III_IVT1_2,0.4331134198547626,0.19687957864208863
Austria,Stage_IVT3,0.0961974679543584,0.10850656109148668
Austria,Stage_IVT4,0.11610063485976067,0.13827988167825592
Austria,Stage_I_II,0.17266445269893255,0.10075135086727492
Azerbaijan,Health,0.00112878511358127,0.00471579646440244
Azerbaijan,Stage_III_IVT1_2,0.00222995936209359,0.00866566415534504
Azerbaijan,Stage_IVT3,6.001483896577456e-4,0.00332898170795886
Azerbaijan,Stage_IVT4,6.446850194440298e-4,0.00387109306789355
Azerbaijan,Stage_I_II,0.0019295759379578,0.00773801287370091
Bahamas,Health,0.00198917713239604,0.00160701865210328
Bahamas,Stage_III_IVT1_2,0.02158126500118636,0.01135328920395847
Bahamas,Stage_IVT3,0.00473531221640001,0.00547375928026898
Bahamas,Stage_IVT4,0.0057515844810239,0.00744151347470379
Bahamas,Stage_I_II,0.0044301217015843,0.00292870604200485
Bahrain,Health,4.3600384800310233e-4,0.00172872254686548
Bahrain,Stage_III_IVT1_2,0.00112109334213017,0.00354832328996885
Bahrain,Stage_IVT3,3.1069519457435575e-4,0.00151558332902746
Bahrain,Stage_IVT4,3.383445406276768e-4,0.00167607383449319
Bahrain,Stage_I_II,7.404527798033777e-4,0.00249648770016889
Bangladesh,Health,0.00806209053850719,0.04431253382617033
Bangladesh,Stage_III_IVT1_2,0.03655124038731307,0.19041673639648185
Bangladesh,Stage_IVT3,0.01204265094403674,0.10603678334461056
Bangladesh,Stage_IVT4,0.00958373109062993,0.06616388469920863
Bangladesh,Stage_I_II,0.01112968911812692,0.07641642977292278
Barbados,Health,2.788075484854393e-4,4.346192791339191e-4
Barbados,Stage_III_IVT1_2,0.00158128981967264,0.00210677147447876
Barbados,Stage_IVT3,4.4634112372296975e-4,9.004854541352155e-4
Barbados,Stage_IVT4,5.502899160702538e-4,0.00121333763140596
Barbados,Stage_I_II,4.926969299973585e-4,6.509207163390519e-4
Belarus,Health,9.804145108023657e-4,0.00414179686421123
Belarus,Stage_III_IVT1_2,0.00230071613709561,0.00855703005806064
Belarus,Stage_IVT3,6.671345901158218e-4,0.00444915611106418
Belarus,Stage_IVT4,5.879422262996172e-4,0.00291548858993278
Belarus,Stage_I_II,0.00174915108255825,0.00701665739145164
Belgium,Health,0.10478871907590924,0.07408728302982387
Belgium,Stage_III_IVT1_2,0.9314266618601568,0.4180406796468655
Belgium,Stage_IVT3,0.20880166219545307,0.2308427003906283
Belgium,Stage_IVT4,0.24737162159572323,0.2928366634477267
Belgium,Stage_I_II,0.22962787290372016,0.13428916347107725
Belize,Health,5.232193090633827e-4,9.154048651917628e-4
Belize,Stage_III_IVT1_2,0.00219070331020206,0.00305416015917411
Belize,Stage_IVT3,6.140363202670909e-4,0.001481788342986
Belize,Stage_IVT4,7.177261218687629e-4,0.00169256229969571
Belize,Stage_I_II,9.246460160388016e-4,0.001350937434006
Benin,Health,6.996788705705296e-4,0.00635416294230993
Benin,Stage_III_IVT1_2,0.00284769056788983,0.01495321994800955
Benin,Stage_IVT3,5.009496529703255e-4,0.0060079405039973
Benin,Stage_IVT4,6.53524786458669e-4,0.00543703832118746
Benin,Stage_I_II,0.0010027067354611,0.01001500984098016
Bhutan,Health,8.058525315595821e-5,4.427178017309292e-4
Bhutan,Stage_III_IVT1_2,4.0444701704126336e-4,0.00165845123694703
Bhutan,Stage_IVT3,8.578502713298135e-5,5.227252224238267e-4
Bhutan,Stage_IVT4,9.86825790704307e-5,5.997262041450201e-4
Bhutan,Stage_I_II,1.2805111558146235e-4,6.303014569213807e-4
Bolivia,Health,9.913451945449635e-4,0.00599078659813719
Bolivia,Stage_III_IVT1_2,0.00240333009114862,0.01063576669662588
Bolivia,Stage_IVT3,4.991098634729725e-4,0.00397912914671388
Bolivia,Stage_IVT4,6.139934409451126e-4,0.00450318243107189
Bolivia,Stage_I_II,0.00175795972564481,0.00931412974657348
Bosnia and Herzegovina,Health,0.00303645985093377,0.00453119776779065
Bosnia and Herzegovina,Stage_III_IVT1_2,0.01181776952030958,0.01582423403557556
Bosnia and Herzegovina,Stage_IVT3,0.00344015410614389,0.0074100700176682
Bosnia and Herzegovina,Stage_IVT4,0.00421488961752467,0.01042282950331113
Bosnia and Herzegovina,Stage_I_II,0.00533494134050886,0.00670636634495047
Botswana,Health,0.00754530818858381,0.00867285342565753
Botswana,Stage_III_IVT1_2,0.005100506835581,0.0057393633003438
Botswana,Stage_IVT3,0.00123468148136637,0.00225687267047291
Botswana,Stage_IVT4,0.00169699933090052,0.00342218253171333
Botswana,Stage_I_II,0.01423491296491777,0.01487994807636627
Brazil,Health,0.37294272660062416,0.4145557203875552
Brazil,Stage_III_IVT1_2,0.5923764069765646,0.6524220220600633
