Country,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions
Afghanistan,0.8354787906104628,0.8134793641297665,0.3659481352439996,0.4900745747760841,0.2339954174992309,0.3361768374391076,0.17250238416844765,0.2701623002409027,0.03379784415469034,0.08236577488838555,0.05830225295485893,0.1297910996954235,0.00873953361856174,0.04417645180545818,0.00303760489783678,0.01921974245108912,6.515414379134283e-4,0.00422049591678596,0.0167,0.46,2144.16657,low,0.00873953361856174,0.04417645180545818,0.00303760489783678,0.01921974245108912,6.515414379134283e-4,0.00422049591678596
Albania,0.1241488384163189,0.05555819427325382,0.05269762795131725,0.03719991828494537,0.031775716272708913,0.02969153198869568,0.02476428285619102,0.01926583966172798,0.00572228647111083,0.00695313759831623,0.0075989481815557,0.01082887645240334,0.00133005426290885,0.00309895813630224,3.838788357012693e-4,0.00163868197168749,1.1489533189621407e-4,5.3183429011207e-4,0.0363,12.66,16126.77749,low,0.00133005426290885,0.00309895813630224,3.838788357012693e-4,0.00163868197168749,1.1489533189621407e-4,5.3183429011207e-4
Algeria,2.709590465895232,1.2202910686294597,1.1657079909765784,0.8589896884031943,0.6888522959976162,0.6205504516116699,0.5418461208841897,0.43462169626184977,0.12411317676599386,0.1588872204393436,0.1713215919541179,0.2497678033751175,0.029569380447997812,0.06880673757912356,0.00866970085567603,0.03538463330750287,0.00245173296694775,0.00907029311732294,0.3237,7.46,14496.86547,low,0.029569380447997812,0.06880673757912356,0.00866970085567603,0.03538463330750287,0.00245173296694775,0.00907029311732294
Andorra,0.00812119527040725,0.00235948143017777,0.00350383121677908,0.00136164456589245,0.00187763659957544,0.00119568695135045,0.00165576421770835,0.00111291272489424,4.098161596549795e-4,3.9093687969660607e-4,4.760641738794098e-4,5.348920112938797e-4,9.404706560339856e-5,1.770632333356176e-4,2.7082204492063188e-5,8.095279163572782e-5,8.721653207460593e-6,3.677264028121519e-5,0.0146,189.89,59332.20291,mid,0.00165576421770835,0.00111291272489424,4.098161596549795e-4,3.9093687969660607e-4,4.760641738794098e-4,5.348920112938797e-4
Angola,1.433482514641076,0.8376635654285688,0.559634282212318,0.5588295523392224,0.3495762948577876,0.3763522543900325,0.30282456408650726,0.2754532937481096,0.05811500385874805,0.09604201656364468,0.08911028074593255,0.14352117836015496,0.01715725930623311,0.05356686111167833,0.00471168286164343,0.02358599915296338,0.00126897673124207,0.00724531885249212,0.0702,2.33,7408.126591,low,0.01715725930623311,0.05356686111167833,0.00471168286164343,0.02358599915296338,0.00126897673124207,0.00724531885249212
Antigua and Barbuda,0.00765981025857041,0.00289824912737498,0.0035047757166601,0.00195784545005903,0.00201825473972356,0.00158225166721033,0.00146925670453129,0.00106493208638066,3.983007701506283e-4,4.335207714256714e-4,4.864318996457474e-4,6.290495048085481e-4,8.080383234971153e-5,1.7456603713585504e-4,2.8462618344307865e-5,1.1095282618780382e-4,7.777296026906842e-6,2.6220566906609523e-5,0.0048,51.88,25745.49581,mid,0.00146925670453129,0.00106493208638066,3.983007701506283e-4,4.335207714256714e-4,4.864318996457474e-4,6.290495048085481e-4
Argentina,3.775539712935417,1.3665416183126982,1.653858794972543,0.9167062454426992,0.9084792841052326,0.7018967858241767,0.7650403316733592,0.5458658616415428,0.18122538660703755,0.1953267960761304,0.23137941071966447,0.29476299769436654,0.04079263525083895,0.08259881803708805,0.01279120138334398,0.04679605173462634,0.00403325184353111,0.01558742532991398,1.106,24.55,26300.27426,mid,0.7650403316733592,0.5458658616415428,0.18122538660703755,0.1953267960761304,0.23137941071966447,0.29476299769436654
Armenia,0.12564805752801955,0.05231662743156638,0.05493342002849286,0.03749682204691416,0.03098374993856802,0.02732001079726974,0.02511115765800976,0.01934896069784188,0.0058637686374208,0.00728351483601887,0.00786949045268261,0.01151173453747545,0.00136716191912189,0.00306371223800306,4.109573286734379e-4,0.00160934386279221,1.1630366532887273e-4,4.76964746929286e-4,0.113,38.05,15921.70528,mid,0.02511115765800976,0.01934896069784188,0.0058637686374208,0.00728351483601887,0.00786949045268261,0.01151173453747545
Australia,5.002571012228758,1.148056853818944,2.0527573479582597,0.4436152175548098,1.0404058675511425,0.5554095850212255,1.041678878922591,0.6099221029020757,0.2363476681828897,0.18903068530607092,0.25802430557863587,0.2547177863075842,0.05924540247981143,0.10197389399956974,0.01618367554927001,0.04327922496659248,0.00416227203276393,0.01341007701964775,7.3703,288.25,58182.33695,high,5.002571012228758,1.148056853818944,2.0527573479582597,0.4436152175548098,1.0404058675511425,0.5554095850212255
Austria,0.8965946607974494,0.2534413371500674,0.35174753805408115,0.13534013159854802,0.1918461158519517,0.122388883414933,0.18786832402199397,0.11454938215901132,0.03979796273507714,0.03650999180316728,0.04697689631745953,0.05025138604690283,0.01105304575146785,0.02050349221818288,0.00272616222073271,0.00836769775245007,8.156492174919374e-4,0.00283338609992666,2.1157,236.39,62968.94223,high,0.8965946607974494,0.2534413371500674,0.35174753805408115,0.13534013159854802,0.1918461158519517,0.122388883414933
