Country,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions
Bhutan,0.06726326419454819,0.03146499667756736,0.03208038961316284,0.02285140094614248,0.01799615971808845,0.01667116954593443,0.01274247556908999,0.01088898976282794,0.00320270408440884,0.00426887552487909,0.00467083576981252,0.0069968958149264,6.475592434432547e-4,0.00155546741947118,2.1350746189379913e-4,9.299193103786385e-4,7.727159491125836e-5,3.3034237369490116e-4,0,0.06,13458.81267,low,6.475592434432547e-4,0.00155546741947118,2.1350746189379913e-4,9.299193103786385e-4,7.727159491125836e-5,3.3034237369490116e-4
Bolivia,0.4115227906353841,0.21494465463473328,0.1664794751579525,0.1474537802751503,0.10496198472471654,0.10985137661138906,0.08344729493695723,0.07014482521651444,0.01741548212547067,0.02532906046077069,0.02449436892092525,0.03887378901979326,0.00449177346152296,0.01137537394946524,0.00103124308958048,0.00455973339599054,3.994781774443777e-4,0.00168982284787464,0.0482,4.17,9454.198147,low,0.00449177346152296,0.01137537394946524,0.00103124308958048,0.00455973339599054,3.994781774443777e-4,0.00168982284787464
Bosnia and Herzegovina,0.15636453141056356,0.06484741540790673,0.06714211704682338,0.04329266420718929,0.03782328521457503,0.03416620089586073,0.03133977449013232,0.02292286637307067,0.00711689660165957,0.00827479822031512,0.00960396207061757,0.01282440968225343,0.00173798971535118,0.00384766971410071,4.7615785205118634e-4,0.00179772139876831,1.6108236170012165e-4,6.34538222781577e-4,0.0727,20.75,18285.67112,mid,0.03133977449013232,0.02292286637307067,0.00711689660165957,0.00827479822031512,0.00960396207061757,0.01282440968225343
Botswana,0.09547642283924695,0.02704620126450162,0.01905209925719013,0.0057305010857778,0.00696569277453612,0.00411658044037833,0.02398134243002727,0.01496454180477575,0.00221173848925674,0.00181714849682035,0.00176394626966746,0.00178383397474361,0.00164849891787356,0.00347232210877535,1.3923813777999065e-4,3.7285311812367954e-4,3.3218969201158185e-5,1.0934846091464728e-4,0.0574,24.15,17960.62544,mid,0.02398134243002727,0.01496454180477575,0.00221173848925674,0.00181714849682035,0.00176394626966746,0.00178383397474361
Brazil,9.528586480121028,2.1658962041641177,3.2956338872627717,0.9385972625011924,0.9997041980763473,0.5369689883463535,2.024569654442985,1.1063200085048053,0.3825739449726945,0.31149370544778404,0.24681797186146712,0.23739452144717743,0.14825196322140727,0.2703928467782954,0.02397763075269083,0.06883845100263285,0.00491183584872355,0.01505723009197165,3.7128,17.68,18075.706,mid,2.024569654442985,1.1063200085048053,0.3825739449726945,0.31149370544778404,0.24681797186146712,0.23739452144717743
Brunei Darussalam,0.05471945593572309,0.01472554799579439,0.0192628431813705,0.0070232638359382,0.01029822512106211,0.00643958299335228,0.01199695756505953,0.00713211214699337,0.00221550351910199,0.0019359014068948,0.0025694760030076998,0.00276851608352251,7.61574167469073e-4,0.00135381140003778,1.3838775885767368e-4,3.897034931959272e-4,4.745239997434616e-5,1.4631503153822044e-4,0.0091,20.35,78248.79711,low,7.61574167469073e-4,0.00135381140003778,1.3838775885767368e-4,3.897034931959272e-4,4.745239997434616e-5,1.4631503153822044e-4
Bulgaria,0.36321904842047054,0.12736582868281124,0.13910203262600931,0.07419233385814279,0.07906795670604577,0.0623731652079967,0.07667627509045175,0.04929733605519778,0.01558302225585816,0.01572183577953412,0.01961355644830741,0.02374366414496509,0.00443877549165449,0.0079608682702205,9.838561900274937e-4,0.00318774104281936,3.149086543874909e-4,9.904165715446925e-4,0.1094,15.72,30971.91319,low,0.00443877549165449,0.0079608682702205,9.838561900274937e-4,0.00318774104281936,3.149086543874909e-4,9.904165715446925e-4
Burkina Faso,0.665485353446177,0.5742743694308062,0.3212156601386013,0.4275987556826715,0.21433319129622805,0.2965880412968009,0.11569322972332435,0.1618618653663912,0.0290790766876493,0.06673369638988412,0.05233411084680332,0.10641299109678155,0.00532945022713514,0.02395241715820896,0.00200835296793092,0.01209389452247309,5.983093982509977e-4,0.00410494699482543,0.0046,0.23,2486.430931,low,0.00532945022713514,0.02395241715820896,0.00200835296793092,0.01209389452247309,5.983093982509977e-4,0.00410494699482543
Burundi,0.10513087047694858,0.14568515601890758,0.05202606431305617,0.07976782330055852,0.03374905309805798,0.05370592598672473,0.01977153892580182,0.04709001941189314,0.00381309566380186,0.01186902148119978,0.00865369765365545,0.01962325201956981,9.254640153799302e-4,0.00958342357330481,3.954051917780474e-4,0.00326457230037194,1.0992837973575064e-4,8.126561812668188e-4,0.0013,0.12,836.6655713,low,9.254640153799302e-4,0.00958342357330481,3.954051917780474e-4,0.00326457230037194,1.0992837973575064e-4,8.126561812668188e-4
Cabo Verde,0.03426715006719475,0.02018683187532428,0.01705186229170052,0.01519476174026562,0.01036475167400874,0.01107446159206268,0.00616860347957673,0.00609594028389041,0.00176563967078553,0.00271398847906199,0.00248223036712894,0.00389937524877303,2.9580394372904e-4,9.069939429175312e-4,1.1463744796721764e-4,6.047984896827948e-4,3.862617520994447e-5,2.2184054698094e-4,0.0034,6.12,7685.419214,low,2.9580394372904e-4,9.069939429175312e-4,1.1463744796721764e-4,6.047984896827948e-4,3.862617520994447e-5,2.2184054698094e-4
Cambodia,0.41321485742749536,0.24828966044259967,0.16905096455847857,0.16592911649862543,0.10450195291780462,0.12045797081402804,0.0857202531576365,0.08229415024432124,0.01620190333592878,0.0274697768459322,0.02643513009801751,0.04523161260446649,0.00448937033400822,0.01522142547373602,0.0011351673817844,0.00665228207035475,3.6872411991818705e-4,0.00192794781497022,1e-4,0.01,6225.532655,low,0.00448937033400822,0.01522142547373602,0.0011351673817844,0.00665228207035475,3.6872411991818705e-4,0.00192794781497022
Cameroon,1.1355508127349858,0.8033192246932312,0.5407114476418664,0.6005620763762354,0.3404109021847158,0.4216352685079552,0.20864890417372128,0.23055313560228263,0.0497868848948104,0.09674919251699116,0.08408581240046836,0.1559239517287101,0.0099921812081818,0.03218788401438342,0.00368073211099153,0.01808546183992808,0.00105137718047685,0.00675833780717819,0.0066,0.26,4793.556282,low,0.0099921812081818,0.03218788401438342,0.00368073211099153,0.01808546183992808,0.00105137718047685,0.00675833780717819
Canada,5.775642468931197,1.5011238647982033,2.3278702028064417,0.5523342486024972,1.356216427278575,0.6937426299174452,1.2564484524582555,0.7920185380043998,0.2727873293953368,0.20641511519766956,0.3407782937047094,0.3228534133046526,0.07181240132626847,0.12476560696241427,0.01509229339399568,0.04005816752083592,0.00539295457477846,0.01714449288233217,12.8291,342.52,56995.11768,high,5.775642468931197,1.5011238647982033,2.3278702028064417,0.5523342486024972,1.356216427278575,0.6937426299174452
