Country,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021
Eswatini,3.5552346503715744e-4,9.648724911945084e-4,4.1711912447819e-5,1.9107080847741853e-4,1.6002702569500495e-5,7.28667394976835e-5,low,0.0138,12.18,9946.040554
Ethiopia,0.02154568861265758,0.1089670492569225,0.00832305213311671,0.05562610516401955,0.00233773965996407,0.0169377521402031,low,1e-4,0.01,2588.413102
Fiji,2.5790304887650985e-4,7.902706174897768e-4,1.984219842058379e-5,8.271954491773785e-5,7.542727413569529e-6,3.643719891063746e-5,low,0.0069,7.7,10685.19703
Finland,0.13604735643261667,0.08875220866980238,0.0336211884594667,0.02992094188995629,0.03962886305435986,0.04319409543949409,mid,0.5937,107.59,56790.37662
France,4.696506159241322,1.1485440234910864,1.611278848328643,0.3688092215942601,1.092279458484451,0.5895733445222943,high,12.666,195.39,52517.33549
Gabon,0.00102640548480684,0.00220723974373931,2.3838542059456124e-4,8.697221797379346e-4,8.289406229761509e-5,3.352583254696064e-4,low,0.0077,3.69,18523.5798
Gambia,7.023024824507071e-4,0.00277362728878055,2.8618160225010915e-4,0.00164857214660917,8.318506874551302e-5,5.337303094845694e-4,low,0,0.02,3503.034914
Georgia,0.00190927085077724,0.00397674072140082,4.497975590446904e-4,0.0017679529319844,1.5927067235420393e-4,5.703699634170176e-4,low,0.0116,3.13,18915.6534
Germany,11.73853537788246,2.522749071925288,5.995159404861157,1.6237227037515949,1.90052152520674,1.0048063988559872,high,30.8773,372.15,62530.76532
Ghana,0.01419193052544054,0.04530489593526543,0.00523060664324159,0.02870215680455106,0.00170669934657696,0.01077399578855027,low,8e-4,0.03,6607.502974
Greece,0.13978836477890602,0.08955017473680453,0.03051662516451938,0.0303113261111027,0.03817219391031199,0.04444609090219957,mid,0.8265,77.14,33531.15511
Grenada,0.0011381374932206,9.067190123983794e-4,2.72754705810632e-4,3.2190361094658587e-4,3.796972528132197e-4,5.500834615704543e-4,mid,0.0035,32.04,15298.12311
Guatemala,0.00908238452627796,0.02067676801084251,0.00225038971216412,0.00864469822682132,7.02056709269744e-4,0.0029581605888075,low,0.1624,9.22,11825.14092
Guinea,0.00364522265979291,0.01400292757131821,0.00123751310977811,0.00718761252332308,4.1925645250536414e-4,0.00228085129893416,low,0.0032,0.23,3738.805126
Guinea-Bissau,3.1919703798178196e-4,0.00154861498162702,1.0822303272242572e-4,6.452744354764673e-4,4.466678898562233e-5,2.5624940440167665e-4,low,5e-4,0.25,2483.850629
Guyana,5.514943705249937e-4,0.0011225423630134,1.4278462359076108e-4,4.867612843485307e-4,4.181880443760493e-5,1.5162136852317365e-4,low,0.0113,14.38,22865.9271
Haiti,0.00211552004438399,0.00976707532440164,6.112378437564441e-4,0.00441594599444355,2.308987865049144e-4,0.00142977313671608,low,0.0263,2.34,3134.950149
Honduras,0.00293689925466677,0.00980238712617328,7.80911127661675e-4,0.00466721524330776,2.8611546598955785e-4,0.00155720499024799,low,0.052,5.42,6202.980788
Hungary,0.10669082090294237,0.06305402579562062,0.01661000892211868,0.01551752636454571,0.02055534984169828,0.02382014669473007,mid,0.3639,37.29,38887.19095
Iceland,0.03461128730566841,0.009631760702981,0.01259598600732413,0.00499845252790403,0.00692954076483737,0.00442367596250265,high,0.1455,407.54,61610.21327
India,0.5569385503826897,1.491399453731411,0.17585326852641894,0.8221973974380387,0.05946548344458661,0.326551564837146,low,0.0645,0.05,8050.018575
Indonesia,0.13560895286592212,0.32998635540001436,0.03914299316065625,0.17750678519338844,0.01278111844094775,0.057891397093695,low,0.2666,1,12757.07464
Iran,0.7893846378522256,0.6184408504070383,0.18233986297805652,0.23655856020429655,0.2579304063220078,0.3772886874110983,mid,3.5071,42.12,12731.75358
Iraq,0.02391740132136731,0.05606791690792016,0.00544733154853878,0.02245957386093279,0.00173686324481972,0.00852389679799664,low,1e-4,0.01,12731.75358
Israel,0.741406810418909,0.21510391392637107,0.2522760198848981,0.11033173669450164,0.1360692362189173,0.08922322576126544,high,1.8272,201.81,46162.08227
Italy,4.079327904477981,1.3437004276288278,0.9668166804935344,0.3966441790897427,1.588635508120768,0.8251353149426961,high,19.123,316.82,49825.39341
Jamaica,0.02156318180080848,0.01939826567826978,0.00523464409051634,0.00767651185244793,0.00782809590143896,0.01190863476191757,mid,0.0449,15.62,9577.164211
Japan,7.008718205209476,1.5698936261830383,2.651532111726289,0.5888010307935889,1.9479800934562548,0.997900748652777,high,28.7336,227.7,44355.34872
Jordan,0.00426496841112536,0.01158818358163771,9.97747861594054e-4,0.00487466909763131,3.1737363546457595e-4,0.00163855179114923,low,0.0747,7.42,9182.496161
Kazakhstan,0.01520009398737145,0.02813693707788585,0.00316750519445215,0.01087639394532114,9.948695698626278e-4,0.00322330294110419,low,0.061,3.27,32945.85157
Kenya,0.01649354880163034,0.05329852855130317,0.00503803185009747,0.02413579105223233,0.00170944156500261,0.00889257049021109,low,1e-4,0.01,5338.852434
Kiribati,1.406179324309174e-5,9.137523328403618e-5,1.1513414843256872e-6,6.543161899794494e-6,3.969126770745387e-7,2.9054681443266236e-6,low,3e-4,2.61,3020.493999
Kuwait,0.11576689549081538,0.07570583794780965,0.02842653594790143,0.02564782563397793,0.03350488113829266,0.03798269571545708,mid,0.2182,46.41,50651.95758
Kyrgyzstan,0.00147265279148478,0.00496121755122536,2.988691095093536e-4,0.00162267561740078,1.0258195930918104e-4,4.986664696089458e-4,low,0.0039,0.6,5736.478834
Lao People's Democratic Republic,0.00198188086737418,0.00556167414213493,2.948735124333985e-4,0.00135818824206882,1.0258672813367832e-4,4.4437711123319776e-4,low,0.0045,0.63,8080.435532
Latvia,0.02955362311974368,0.02004064887078489,0.0069739453281814,0.00666946407878373,0.00884206904253375,0.01035691612774148,mid,0.112,58.08,36912.01306
Lebanon,0.07830025350607828,0.06340899423286629,0.01751979323324509,0.02361437351643707,0.02541558944684118,0.03703907710786325,mid,0.1049,17.29,11599.77551
Lesotho,1.8561739846448583e-4,0.00123500638205456,2.3018808675162284e-5,2.4118995702002e-4,1.2662672200494796e-5,8.024511675541821e-5,low,0.0093,4.56,2544.782496
Liberia,7.918910550129108e-4,0.0054752988748249,3.742175222167656e-4,0.00297204265707311,1.5468421247730977e-4,0.0012785910749528,low,7e-4,0.16,1539.208923
Libya,0.00339384172406161,0.00757229909689433,9.246846624918484e-4,0.003899948539661,3.291784097087176e-4,0.00131515563021985,low,0.0615,9.34,12641.50977
Lithuania,0.05463236068785637,0.03578180876278453,0.01297337850945413,0.01181708811874227,0.01602986608625118,0.01842794495307222,mid,0.199,71.47,45873.52732
Luxembourg,0.12082849032102386,0.03115565568499125,0.04549221389385,0.01425092670378658,0.0240597374225089,0.0142818537086204,high,0.212,345.35,136772.4438
Madagascar,0.00183115467011773,0.020504018771087,4.1332485237187183e-4,0.00269080858216114,1.2238575687802228e-4,8.258536063589715e-4,low,0.0042,0.15,1577.432461
Malawi,0.00222361649802702,0.01599737774631949,5.87320720685622e-4,0.00416803540043667,1.9151903477453063e-4,0.00121970863272263,low,0.0025,0.12,1687.593582
Malaysia,0.02506861670943119,0.04791536425698603,0.00417740171815737,0.01340924885057285,0.00150710966187277,0.00495176859958425,low,0.2268,6.91,29822.84918
Maldives,2.785119890852185e-4,5.794393326343057e-4,5.358460938725809e-5,1.8414407838369e-4,1.790839501071026e-5,6.363778887411138e-5,low,6e-4,1.7,19052.62249
Mali,0.00509505777175209,0.0232617855607624,0.00209116868166674,0.01268421944702235,5.292348456444913e-4,0.00378563109393845,low,0.0013,0.07,2796.227938
Malta,0.00900214634009586,0.00546285150555586,0.00188722628587883,0.00169974932570222,0.00220277479773141,0.00230193543932765,mid,0.0444,91.64,56802.01025
Marshall Islands,1.1649963951226323e-5,4.563252155122992e-5,7.780670277652041e-7,4.445350593838338e-6,2.615377228346894e-7,1.386677820806804e-6,low,3e-4,5.84,6705.875292
Mauritania,0.00148923489648643,0.00475590197573014,4.098183252153606e-4,0.00226088872308722,1.0748047402990513e-4,5.878808043907643e-4,low,0.0017,0.43,5836.565808
Mauritius,7.807041748772508e-4,0.00152086068615049,1.7448230216807848e-4,6.831607888889047e-4,6.030035697703749e-5,2.4219238018000612e-4,low,0.0168,13.26,22737.57294
Mexico,1.7533803748587895,1.2540249305919622,0.41121553404637307,0.4534252035820255,0.5442513683903196,0.7052375479751837,mid,2.103,16.7,20782.58774
Micronesia (Federated States of),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,0,0,0,0,0,0,high,NA,NA,NA
Mongolia,0.00158910185064678,0.00388665673565496,2.979891020953739e-4,0.0011993424069742,1.0024001484884136e-4,3.814290457824036e-4,low,0.0352,10.65,14792.25091
Montenegro,4.0822768114034914e-4,7.86986728186976e-4,1.0184532606666696e-4,3.726941129010821e-4,3.08440157236255e-5,1.1195326311788732e-4,low,0.0057,9.18,23842.06192
Morocco,0.01502889068999605,0.04019957655615663,0.0042489598433202,0.01937206250672739,0.00157755812368127,0.00777045083018239,low,0.0821,2.31,8623.265625
Mozambique,0.00259226988686909,0.0215877217804836,9.95107729320979e-4,0.00701732316449131,3.1133694163978237e-4,0.00228332988959894,low,0.0049,0.16,1457.235409
Myanmar,0.01101510446990701,0.04108545183789705,0.00224489483463414,0.0163803242363744,6.241764012256615e-4,0.00376997799099989,low,4e-4,0.01,5178.447182
Namibia,7.522000548218753e-4,0.00216711456031468,1.0327595793657856e-4,5.009323464452555e-4,4.116579130074409e-5,2.0440179193826353e-4,low,0.0028,1.13,9709.099306
Nauru,4.710180453582511e-5,4.333327890676701e-5,2.8086414882414466e-6,3.863669219744488e-6,4.1511901738100345e-6,6.147168429997033e-6,mid,2e-4,14.8,12196.64515
Nepal,0.00719110273011954,0.02618872312099506,0.0022451557435179,0.01262838606425751,6.921243931674872e-4,0.00373495024297671,low,0.0891,3.13,4546.2297
Netherlands,0.3756131581109767,0.22519698708406047,0.07839211134656832,0.06782867928910699,0.0898599733826355,0.09468961413449029,mid,3.6785,213.48,68573.56488
New Zealand,0.0980799205464706,0.06245139170974374,0.02279882836925349,0.02041842911689157,0.0270047621367882,0.02949616320000533,mid,0.5353,106.27,47996.67988
Nicaragua,0.0021870593291817,0.00686300134799062,6.148600738306343e-4,0.00325376445623932,2.0936330885596476e-4,0.00138266400985724,low,0.0314,4.81,7119.169234
Niger,0.00259192122766904,0.0201677000770283,5.952831951948933e-4,0.00410457864757991,1.6252830887628352e-4,0.00125163286670012,low,1e-4,0.01,1585.59922
Nigeria,0.05044854563476401,0.20041319957913015,0.00532236864022483,0.03039889794701488,0.00206479614175168,0.00985577284806916,low,0.1375,0.68,5491.700341
North Korea,0,0,0,0,0,0,high,0.0895,3.5,NA
North Macedonia,0.00134605158505529,0.00262602111744914,3.4250109028195394e-4,0.00122854625816667,1.1035462331722107e-4,3.8149216668239145e-4,low,0.0319,15.34,22142.97287
Norway,1.0238224355243604,0.28106679308593935,0.4449469246900268,0.14332133394338226,0.23746554634307537,0.1449298292973006,high,2.1691,404.99,88984.13867
Oman,0.103964530703596,0.06878014599045815,0.02294006109104179,0.02227889650030265,0.02830037416721288,0.03372574772337984,mid,0.1327,30.82,38719.45877
Pakistan,0.0866934672050415,0.2885787215762702,0.03052677214732918,0.16374133746980518,0.00960804590043063,0.0477641939365292,low,0.0489,0.24,5367.273647
Palau,8.879433884979005e-5,6.529982933540166e-5,1.006184540342855e-5,1.2890351566659692e-5,1.369575073507614e-5,1.8355518675220737e-5,mid,5e-4,25.39,15663.17159
Panama,0.07184538193770812,0.04884427865171074,0.0163068389903561,0.01566718509023118,0.0211295401138758,0.02598363679429197,mid,0.1354,32.1,30932.76278
Papua New Guinea,0.00130890170517521,0.0076248984788762,9.835479378139504e-5,6.292427739076203e-4,3.4914545305648026e-5,2.293047677792057e-4,low,0.0358,4.17,3976.903801
Paraguay,0.00388972372930823,0.00861074503197809,9.516664129395888e-4,0.00363981818840259,2.958971759444133e-4,0.00115133941320669,low,0.0513,7.18,15406.16706
Peru,0.01845352753981456,0.03983114530913786,0.00477290419132317,0.01689584250868647,0.00154709366270553,0.00631950547636615,low,0.2678,8.24,15280.55121
Philippines,0.02785136796056812,0.09486994658002178,0.00300280429514096,0.01617924704742649,0.00111943058875635,0.00474622724927323,low,0.0165,0.15,8857.789951
Poland,0.666722057934708,0.4454699113498112,0.16181875884430766,0.1525461620653208,0.19487172989982995,0.2214162057071291,mid,1.7024,44.83,41059.58478
Portugal,0.1557512551871761,0.09825114688846028,0.03327806348210183,0.03123732875669145,0.04112042664685974,0.04730984607156582,mid,0.8695,84.7,38657.66772
Qatar,0.1368190997435692,0.08563740092165424,0.03318163205872117,0.02744580121237431,0.0372935101246477,0.03786707716438855,mid,0.2287,83.07,116832.5703
Republic of Ireland,0.13750496028730455,0.08059360372959393,0.02094644072240935,0.01797030141985608,0.02329656921393028,0.02420056931211637,mid,0.5148,104,116903.6124
Republic of Korea,2.4608203593937414,0.5875334683723727,1.0778056152468756,0.22497457929793,0.8585821579854098,0.45483567761253085,high,7.2547,139.93,48419.64325
Republic of Moldova,0.00185252703263658,0.0040940931823142,5.475730878768162e-4,0.00219829137215354,1.6815499025042195e-4,7.171368649740639e-4,low,0.0051,1.43,15682.07033
Romania,0.2834423898823533,0.18411276818483904,0.06445887294160878,0.06261653153044598,0.07795415582947171,0.09092881027292636,mid,0.3761,19.27,37730.37084
Russian Federation,0.13675150145361292,0.24769323283229008,0.0344673701122963,0.1056155889836249,0.01220772760490399,0.03846036326133561,low,0.8921,6.08,38638.42969
Rwanda,8.725542789198764e-4,0.0019873346970353,9.532441239344932e-5,3.482819422732276e-4,6.896161428530282e-5,2.141380328183446e-4,low,0.0035,0.28,2733.435668
Saint Kitts and Nevis,0.00393940905685702,0.00146819290795765,0.00178881021844182,9.77355061143632e-4,9.973772675750624e-4,7.716160352403168e-4,high,0.003,56.98,26896.61771
Saint Lucia,0.00232667701418794,0.00176520710351272,5.81465934307391e-4,6.878020281639884e-4,7.706889139620455e-4,0.00100665571814029,mid,0.0054,29.98,19101.1653
Saint Vincent and the Grenadines,0.00119208366578228,9.298574663051788e-4,2.8400158670200087e-4,3.353850240481425e-4,4.009811455031177e-4,5.495182633916691e-4,mid,0.0026,23.29,16200.89946
Samoa,4.412141453483152e-5,1.6037151278084196e-4,3.0066089868947954e-6,1.763900360692779e-5,9.032644274213086e-7,4.206159393902378e-6,low,0.001,5.16,6214.016928
San Marino,0.00381192739612926,0.00110786843784839,0.00153866744491014,5.849096642937561e-4,8.353292181131616e-4,5.345091978131534e-4,high,0.0075,222.24,64745.13168
Sao Tome and Principe,7.660934373301872e-5,2.4016264452846517e-4,2.6848839876254957e-5,1.5039156856864447e-4,7.038955736446099e-6,4.811866744634244e-5,low,1e-4,0.61,5732.694561
Saudi Arabia,0.05072044711932234,0.09056042755942198,0.00948161344827186,0.02773889334546208,0.00324421427173813,0.00978282765543221,low,1.2518,36.73,62690.49666
Senegal,0.00435660606084352,0.01702333311751977,0.0015808315848067,0.00860361446386773,4.845000432708293e-4,0.00255833575149477,low,0.0044,0.27,4173.677414
Serbia,0.09387551494459624,0.0657660495109144,0.0204798278742571,0.02276999086246236,0.02680603633208353,0.03416381696401683,mid,0.11,15.79,23404.99711
Seychelles,7.863154035317548e-5,1.540414213784279e-4,1.5197529542194567e-5,5.016488465947796e-5,5.398638558506605e-6,2.209941890139895e-5,low,0.0013,13.61,29979.82727
Sierra Leone,0.00221092826814097,0.01041048384214386,9.701708487244552e-4,0.00585188717591057,3.009201065291892e-4,0.00199767353794349,low,0.0014,0.18,2851.952081
Singapore,0.26816747605618774,0.1604349245656961,0.05683667465156147,0.04882081737252201,0.06225377870875127,0.06399714542826074,mid,1.1604,204.66,132617.354
Slovakia,0.08538511914145382,0.0556403411145546,0.0193111075608297,0.01832316860727385,0.02355670540509902,0.02733213153451748,mid,0.3082,56.55,38346.09358
Slovenia,0.04232268016698628,0.02748080366702727,0.01051761491205857,0.00932519854747785,0.01274159282926723,0.01421899727638622,mid,0.1215,58.73,45914.05724
Solomon Islands,6.155816239017913e-5,4.689480424051943e-4,4.788076838796025e-6,2.7459601325014433e-5,1.5489602994860042e-6,9.720811897029958e-6,low,0.0021,3.26,2518.421624
Somalia,0.00127219113894794,0.01398012384275729,3.007191161414355e-4,0.00221758497037029,8.147182415351897e-5,6.726047109899174e-4,low,0.0026,0.17,1392.46426
South Africa,0.34972274149390925,0.2580871625728913,0.05019038704804532,0.06424680029951559,0.07205828437736773,0.10399445349508284,mid,2.2861,38.86,13711.29357
South Sudan,0,0,0,0,0,0,high,0.0011,0.09,NA
Spain,1.3347441608261972,0.3603735511856878,0.28937804238506964,0.0787653013810314,0.19325951890451415,0.10668668790130031,high,8.3063,178.03,44251.66582
Sri Lanka,0.00956186047426188,0.02272994046892769,0.00207128508700572,0.00786354079541501,7.26320776904204e-4,0.0035100916933809,low,0.04,1.82,14316.13522
Sudan,0.00632564579673822,0.03435942237687965,0.0019584603785558,0.01180131108736505,4.5710541588782165e-4,0.00287699988054236,low,0.0463,1.07,3248.975586
Suriname,0.00698740146488667,0.00520572162814751,0.00160281613989904,0.0018639817234928,0.00220134639864194,0.00305499461210604,mid,0.0095,15.9,18458.235
Sweden,2.1789434187210435,0.5271133138835377,0.7766140804071794,0.16552362495485373,0.44972893166736544,0.2294769419178042,high,3.3758,327.04,62731.70062
Switzerland,1.432462018324395,0.3462038998055643,0.6185575888652359,0.1506633057949184,0.22785979241535564,0.12215794295577025,high,4.2189,493.73,81001.41112
Syrian Arab Republic,0.00370523703847798,0.01259373370447062,0.00100034578755122,0.00533365349291086,3.6829853587819526e-4,0.0019100468223147,low,0.028,1.66,4592.838601
Taiwan,2.911295090247638,0.750880126640159,1.8041389882102137,0.527435019136054,0.6863781449705552,0.497029519586048,high,6.3776,269.82,64700
Tajikistan,0.00175442977795574,0.00737731373891434,4.505823317775841e-4,0.00218610102824204,1.40103268582201e-4,8.227329069115525e-4,low,0.0306,3.29,3985.912476
Thailand,0.04908354725264104,0.10156918748056558,0.01371615292849774,0.04872623939229192,0.00458686421528335,0.01820754177573984,low,0.1917,2.82,20242.77
Timor-Leste,3.409376290627158e-4,0.0010982480326693,4.698910410982275e-5,2.261603705316708e-4,1.5556193752516907e-5,9.165015554485838e-5,low,7e-4,0.55,6824.792339
