Country,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions
Afghanistan,0.7048134154455238,0.6929162969672521,0.3020624079119524,0.4094807499075293,0.1966426790979041,0.2844474655834455,0.14557644559552677,0.23334431241525871,0.02793262102373612,0.06658741159387611,0.04858627531290986,0.0992789740460592,0.00771260320278667,0.04431788102833239,0.0024047650897435,0.01437920750095171,6.724884324056074e-4,0.0055603229034472,0.0167,0.46,2144.16657,low,0.00771260320278667,0.04431788102833239,0.0024047650897435,0.01437920750095171,6.724884324056074e-4,0.0055603229034472
Albania,0.12472781142199034,0.05445731511766603,0.05377605309751085,0.03767513738244122,0.03063426404657437,0.02753637862478779,0.02467160042418761,0.01925381340694428,0.00565594525722151,0.00688188773332095,0.00743851549669709,0.01065728417016757,0.00133788725420434,0.00284340076537342,3.7897436843578337e-4,0.00145457712264276,1.2031048797228171e-4,5.018284469807825e-4,0.0363,12.66,16126.77749,low,0.00133788725420434,0.00284340076537342,3.7897436843578337e-4,0.00145457712264276,1.2031048797228171e-4,5.018284469807825e-4
Algeria,2.5828719193555503,1.1482652192472884,1.1015177761873252,0.7781543593287226,0.6425217874719453,0.575871410636236,0.5102801473850406,0.386274177641917,0.11609820861817206,0.14608416020900258,0.15949043925733025,0.22706490480051297,0.02609843492757018,0.0568261947278492,0.00795786591138562,0.03185518743970468,0.00257976826053245,0.01198972329083353,0.3237,7.46,14496.86547,low,0.02609843492757018,0.0568261947278492,0.00795786591138562,0.03185518743970468,0.00257976826053245,0.01198972329083353
Andorra,0.00849347433966872,0.00245625261891405,0.0036760418886922102,0.0014620358520218,0.00193841010767863,0.00120777022770419,0.00174557968850183,0.00113993389713636,4.312486314818275e-4,3.895253504565928e-4,4.989880958033429e-4,5.60786924632386e-4,9.526395856722212e-5,1.658014354825287e-4,2.7415335557555972e-5,8.121686998000626e-5,8.44848504298509e-6,2.7778229545533013e-5,0.0146,189.89,59332.20291,mid,0.00174557968850183,0.00113993389713636,4.312486314818275e-4,3.895253504565928e-4,4.989880958033429e-4,5.60786924632386e-4
Angola,1.271696483136697,0.7263048057822433,0.4898109473662222,0.4711651897357698,0.30222239768895326,0.32581686827558726,0.2625774816011774,0.22856154463268177,0.05061591276916445,0.07948304654721637,0.07296733045682052,0.11879001127992989,0.01408311350755987,0.04036697883988436,0.00344539942389847,0.0173442324363572,0.00104790031527402,0.00467808749787434,0.0702,2.33,7408.126591,low,0.01408311350755987,0.04036697883988436,0.00344539942389847,0.0173442324363572,0.00104790031527402,0.00467808749787434
Antigua and Barbuda,0.00767280590710126,0.00283879812703731,0.00352424334716431,0.00191453419081718,0.00195597903891284,0.00145935287360656,0.00149561088660474,0.00109191904116506,3.9217154983069207e-4,4.063074786345364e-4,4.941488623774641e-4,6.198951040071151e-4,7.789784282798158e-5,1.5336027729625864e-4,2.691910738249061e-5,9.194179051087214e-5,7.923688201955933e-6,2.8948719361388953e-5,0.0048,51.88,25745.49581,mid,0.00149561088660474,0.00109191904116506,3.9217154983069207e-4,4.063074786345364e-4,4.941488623774641e-4,6.198951040071151e-4
Argentina,3.666209556571011,1.337663118429175,1.5885758698721035,0.905067687945891,0.8738374117643103,0.6888744533399979,0.7376893112040573,0.5122533704895472,0.1759761107648311,0.1751959832393725,0.22522737616323185,0.27577812222733183,0.03997674722012277,0.07934054662182977,0.01223164541104952,0.04261080284901895,0.00342498117145521,0.01268447136692733,1.106,24.55,26300.27426,mid,0.7376893112040573,0.5122533704895472,0.1759761107648311,0.1751959832393725,0.22522737616323185,0.27577812222733183
Armenia,0.1295645519580476,0.05583950325079046,0.05630142546632199,0.03898805750291152,0.03162575015997606,0.02827622358928298,0.02599814531964428,0.01967539709504755,0.00602389947544525,0.00717701014862539,0.00800891921660166,0.0111719938896377,0.00141491062153397,0.00309711035521129,4.449784388866516e-4,0.00166883688600484,1.2797810065906631e-4,5.691251419031746e-4,0.113,38.05,15921.70528,mid,0.02599814531964428,0.01967539709504755,0.00602389947544525,0.00717701014862539,0.00800891921660166,0.0111719938896377
Australia,4.7779274580185405,1.1135097506156126,1.9609371021748576,0.432752027841364,0.9764413702749444,0.5147024240278043,1.0027313094669932,0.6000537714359436,0.22878232411080296,0.18101091346571457,0.24937211377662108,0.25581426813624997,0.05703815880079412,0.09452277652434668,0.01513716671812179,0.04110384000707737,0.00423131600165978,0.01420414302896067,7.3703,288.25,58182.33695,high,4.7779274580185405,1.1135097506156126,1.9609371021748576,0.432752027841364,0.9764413702749444,0.5147024240278043
Austria,0.9054754875864336,0.248505615476528,0.35655193192245127,0.13639971281758342,0.1869614300032158,0.11461364567658666,0.18984969690248155,0.11534619510629668,0.04091654385278704,0.03521027721534907,0.0467918329509206,0.05023774871975918,0.01115867249414866,0.01914005598204093,0.00278619345513438,0.008748214499303,8.280418718620126e-4,0.00269695355825603,2.1157,236.39,62968.94223,high,0.9054754875864336,0.248505615476528,0.35655193192245127,0.13639971281758342,0.1869614300032158,0.11461364567658666
