Severity,global_Mean_total_billions,global_SD_total_billions
Health,12.882522927877476,3.8464685909772354
Stage_III_IVT1_2,78.5659704072624,13.347215056783572
Stage_IVT3,18.33660862401775,8.89836112689064
Stage_IVT4,21.802252761917675,11.006271950980805
Stage_I_II,27.894521947534567,6.852954234677433
