Country,Procedure,selected_Mean_total_billions,selected_SD_total_billions
Afghanistan,Consult_simple,1.1241169507877669e-4,0.00455861278173321
Afghanistan,OPG,3.445215640481455e-5,3.953272822023755e-4
Afghanistan,PA,5.0412665074721666e-5,6.674818568329172e-4
Afghanistan,Prophy,0.00208410114820347,0.00787949388604499
Afghanistan,Maintenance_simp,0.00157953584309256,0.03391370240373966
Afghanistan,OHI,2.5760162851826243e-5,5.0352285349261e-4
Afghanistan,Consult_perio,4.170669882549184e-4,0.00493966113134355
Afghanistan,RootDeb,7.371947556662486e-5,0.00274334502131394
Afghanistan,Extraction,4.913760303727732e-4,0.02134038447899288
Afghanistan,OFD,2.5704367446293617e-8,2.1599528923410174e-6
Afghanistan,GTR,4.8506175433187176e-5,3.093909233789352e-4
Afghanistan,Single_implant,3.1571739971096027e-4,0.00231072000433116
Afghanistan,Denture,7.2242733270695905e-6,4.4920941393240187e-4
Afghanistan,Denture_repair,5.585937156969441e-6,2.779821314427103e-4
Afghanistan,Maintenance_perio,0.0021991627119188,0.01498927772933401
Afghanistan,Implant_surgery,3.040326839701614e-4,0.00341586396467786
Afghanistan,Full_fixed,9.410897259203045e-5,0.00185878558933501
Albania,Consult_simple,1.727250195902965e-4,0.00113917773202783
Albania,OPG,3.4127869000092395e-6,1.9040174348057188e-5
Albania,PA,4.0558832272901865e-6,2.2273850022653165e-5
Albania,Prophy,2.496664513394394e-4,8.080408654199023e-4
Albania,Maintenance_simp,3.070552168569451e-4,0.00132905219457361
Albania,OHI,4.349389399870742e-6,3.19657966254733e-5
Albania,Consult_perio,7.797975384556405e-5,4.6272447843226784e-4
Albania,RootDeb,8.19390685096319e-5,4.52275029978247e-4
Albania,Extraction,1.671788893688763e-4,0.00108801654265523
Albania,OFD,2.01269884017365e-6,2.103465661664335e-5
Albania,GTR,5.352590781483766e-6,2.81771226543224e-5
Albania,Single_implant,4.0046370882604985e-5,1.947461034699809e-4
Albania,Denture,2.4089306664185313e-5,1.7738295365385558e-4
Albania,Denture_repair,2.450925282386256e-5,1.4664114372920262e-4
Albania,Maintenance_perio,3.9654654858125026e-4,0.00203145288149929
Albania,Implant_surgery,2.4267640629742685e-5,2.0186667287501697e-4
Albania,Full_fixed,2.147111815504053e-5,2.109076606837845e-4
Algeria,Consult_simple,0.0038927329580931,0.02748159363924027
Algeria,OPG,7.90458159804338e-5,4.925415907482295e-4
Algeria,PA,8.770170235331858e-5,4.4009737686709073e-4
Algeria,Prophy,0.00531770336263213,0.01706885191679159
Algeria,Maintenance_simp,0.00701576494727287,0.03204876886336141
Algeria,OHI,8.780680783565073e-5,5.924396604597163e-4
Algeria,Consult_perio,0.00186441318011321,0.01229977973094829
Algeria,RootDeb,0.00220708165059827,0.01479320643855756
Algeria,Extraction,0.00411197585220241,0.02510565386068481
Algeria,OFD,4.760108471889157e-5,3.927044533158788e-4
Algeria,GTR,1.2972942420537645e-4,7.518872486620916e-4
Algeria,Single_implant,9.346732533458128e-4,0.00425558017003433
Algeria,Denture,6.004955465209233e-4,0.00472749516605982
Algeria,Denture_repair,5.502952781301941e-4,0.00400044804098185
Algeria,Maintenance_perio,0.008122466772584,0.04589248566890478
Algeria,Implant_surgery,5.593233905664187e-4,0.00646995097121761
Algeria,Full_fixed,4.868709119896838e-4,0.00534215895097594
American Samoa,Consult_simple,5.805801646331576e-6,3.490600913656683e-5
American Samoa,OPG,1.196452152868166e-7,6.973861870148645e-7
American Samoa,PA,1.36965109861826e-7,7.068325700556643e-7
American Samoa,Prophy,8.222141769094189e-6,2.6020893277368905e-5
American Samoa,Maintenance_simp,1.0343281501863116e-5,5.052497684316137e-5
American Samoa,OHI,1.0750021347061141e-7,5.994721203760345e-7
American Samoa,Consult_perio,2.4105089870787823e-6,1.5269221132479843e-5
American Samoa,RootDeb,2.7270566272637343e-6,1.6534291797633204e-5
American Samoa,Extraction,5.456125166962383e-6,3.2242961681012195e-5
American Samoa,OFD,6.470023310975276e-8,7.353964607465491e-7
American Samoa,GTR,1.5531614026684496e-7,8.06543626883558e-7
American Samoa,Single_implant,1.3086842843937556e-6,6.857856939371217e-6
American Samoa,Denture,6.323230262675073e-7,4.319058870882005e-6
American Samoa,Denture_repair,6.422891852594578e-7,3.6721110501304062e-6
American Samoa,Maintenance_perio,1.0293342816454108e-5,4.777347894860495e-5
American Samoa,Implant_surgery,7.173894776235973e-7,7.094934492089508e-6
American Samoa,Full_fixed,5.769389829797685e-7,5.629049885261258e-6
Andorra,Consult_simple,4.92591055726712e-4,3.723283402516439e-4
Andorra,OPG,3.4698003962531647e-4,2.653301594946686e-4
Andorra,PA,1.4274022605882184e-4,1.2139283470687604e-4
Andorra,Prophy,7.599884967454373e-4,4.0709622715387966e-4
Andorra,Maintenance_simp,0.0029504762854923,0.00122403154177033
Andorra,OHI,1.795795308204491e-4,1.6900446416408696e-4
Andorra,Consult_perio,1.167950345572548e-4,1.361763114328773e-4
Andorra,RootDeb,3.941726898218676e-4,4.2093981235791304e-4
Andorra,Extraction,3.207717999853697e-4,3.4363801301514306e-4
Andorra,OFD,4.397194367261299e-5,4.8380762501331966e-5
Andorra,GTR,5.168559307155744e-5,5.72610084582004e-5
Andorra,Single_implant,6.865240065485618e-4,6.920178373513231e-4
Andorra,Denture,1.1756375449978352e-4,1.371047818416149e-4
Andorra,Denture_repair,1.0210215302065636e-4,9.620946176417006e-5
Andorra,Maintenance_perio,0.0013724490897294,8.737850982598796e-4
Andorra,Implant_surgery,8.350910143565658e-5,2.3674323160898476e-4
Andorra,Full_fixed,1.6115589171965543e-4,3.1306519554853864e-4
Angola,Consult_simple,0.00210427471989573,0.02760895043258954
Angola,OPG,5.463352343013126e-5,4.57907451446606e-4
Angola,PA,6.458930936917775e-5,4.767247727559645e-4
Angola,Prophy,0.00349327646075886,0.01162933511373152
Angola,Maintenance_simp,0.00426118900931081,0.03154922171576349
Angola,OHI,4.962167980395965e-5,4.6433344574969664e-4
Angola,Consult_perio,9.264531452348536e-4,0.00944689635486949
Angola,RootDeb,7.428527491473353e-4,0.00941979450447147
Angola,Extraction,0.0012533487941228901,0.01258882373876014
Angola,OFD,1.280013811697876e-5,2.2026478564576813e-4
Angola,GTR,6.044390133554485e-5,3.1927026523581993e-4
Angola,Single_implant,4.7550692269551504e-4,0.00280415107781371
Angola,Denture,1.0731148774259844e-4,0.0013801187974745
Angola,Denture_repair,1.6147954504493731e-4,0.00215198477980296
Angola,Maintenance_perio,0.00389245215915231,0.02378937380404626
Angola,Implant_surgery,3.188955143210546e-4,0.00284285264734919
Angola,Full_fixed,1.6096656930881666e-4,0.00168492632776841
Antigua and Barbuda,Consult_simple,8.583527666762988e-5,1.5570665153442402e-4
Antigua and Barbuda,OPG,9.274926505521286e-5,1.349701974621458e-4
Antigua and Barbuda,PA,5.241240282320637e-5,8.886081080928987e-5
Antigua and Barbuda,Prophy,1.4153741891948375e-4,1.4805059749066227e-4
Antigua and Barbuda,Maintenance_simp,1.5292180931844024e-4,2.04532073046348e-4
Antigua and Barbuda,OHI,4.367371678827091e-5,8.060360669817102e-5
Antigua and Barbuda,Consult_perio,5.815286043606877e-5,1.1793891736384142e-4
