LocationHeader,Region,Superregion,iso3c,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,WHO_selected_Mean_total_billions,WHO_selected_SD_total_billions,WHO_selected_Mean_perio_billions,WHO_selected_SD_perio_billions,WHO_selected_Mean_replace_billions,WHO_selected_SD_replace_billions,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower,Country,Level
    Bosnia and Herzegovina,Central Europe,"Central Europe, Eastern Europe, and Central Asia",BIH,mid,0.03376217804879974,0.02606393254864388,0.00813835043385015,0.00970715875577944,0.0109547511996498,0.01530225258763516,0.16471187436274057,0.06708717458005543,0.06739872438597465,0.04929470258605973,0.02171840571305195,0.02362950125122905,0.13620246693940752,0.05460571199516523,0.03294275985645213,0.02635511758123393,0.02147823207471307,0.02301908313273918,0.03376217804879974,0.02606393254864388,0.00813835043385015,0.00970715875577944,0.0109547511996498,0.01530225258763516,0.00183244015182457,0.00420739794575696,5.841863013848294e-4,0.0027077878062089,1.7304978151512653e-4,7.377169832874624e-4,0.16471187436274057,0.06708717458005543,0.06739872438597465,0.04929470258605973,0.02171840571305195,0.02362950125122905,0.0727,20.75,3302863.695245446,195637.2308647486,0.113607572556681,0.01281580120316194,0.136371566667327,0.01821524124957314,13289.8490196426,15527.7386242018,10819.5905878214,Bosnia and Herzegovina,3
    Bulgaria,Central Europe,"Central Europe, Eastern Europe, and Central Asia",BGR,low,0.00413339162930048,0.00829538095264975,9.948431447674606e-4,0.00349182666824175,2.9580432744536237e-4,0.00107821737661147,0.3746551078857572,0.12042198229907848,0.12208664446408408,0.0746918656295653,0.03853307582099868,0.03782718238281266,0.33312202855785267,0.10757528369557597,0.06141053999224869,0.04010917597028819,0.03897542552866964,0.03758864254148666,0.07287974250565123,0.04895619297747485,0.01530955702843634,0.01674088745955568,0.01900770164821102,0.02398860001183113,0.00413339162930048,0.00829538095264975,9.948431447674606e-4,0.00349182666824175,2.9580432744536237e-4,0.00107821737661147,0.3746551078857572,0.12042198229907848,0.12208664446408408,0.0746918656295653,0.03853307582099868,0.03782718238281266,0.1094,15.72,6786933.061145688,321238.7967637591,0.1076788824989007,0.0121873093461696,0.1197108635857866,0.01753805773817215,20994.6725339766,24131.5184282809,19261.3670868489,Bulgaria,3
    Croatia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",HRV,mid,0.07447880187521387,0.05342287195722062,0.01921155202775729,0.01859215040631531,0.02381493226868817,0.02921994972014473,0.3512969738526039,0.11136730676789797,0.1511623470672576,0.08033359031116571,0.04822150491982716,0.04484826743522438,0.28976365359614875,0.09550322571070972,0.07641416199679946,0.04534952549758827,0.04790224439340051,0.04483749715006581,0.07447880187521387,0.05342287195722062,0.01921155202775729,0.01859215040631531,0.02381493226868817,0.02921994972014473,0.00408025885566094,0.00824380348856576,0.00132445331912488,0.00465262471901158,4.0992487638805353e-4,0.0014627186846849,0.3512969738526039,0.11136730676789797,0.1511623470672576,0.08033359031116571,0.04822150491982716,0.04484826743522438,0.1494,36.8,4208639.425213091,269728.32317858515,0.1069265862475519,0.01268040788402729,0.1935696238740399,0.02008085962004825,26567.4870426111,29978.7113025584,23362.0376308147,Croatia,3
    Czechia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",CZE,mid,0.21390466746564024,0.13992018916637186,0.04983611982695556,0.04594978527497476,0.06023492668006822,0.0685423476755599,1.06107337379676,0.2884341312187841,0.3865609723810345,0.186876917791405,0.12092800412973156,0.10569914584761086,0.9147651229410068,0.2553966819396755,0.1940973400537771,0.10547893130796147,0.12077943140918992,0.10377647917257236,0.21390466746564024,0.13992018916637186,0.04983611982695556,0.04594978527497476,0.06023492668006822,0.0685423476755599,0.01230222116158748,0.02222067931230373,0.00324073533742234,0.01014381099936341,0.00103565525888366,0.00362827646833233,1.06107337379676,0.2884341312187841,0.3865609723810345,0.186876917791405,0.12092800412973156,0.10569914584761086,0.8438,79.32,10632383.165547736,489422.5338721191,0.1104933261255784,0.01213735053406459,0.1595778247494727,0.01954574411408359,34514.251086906,41197.8841598344,29535.4014664374,Czechia,3
    Hungary,Central Europe,"Central Europe, Eastern Europe, and Central Asia",HUN,mid,0.11807723251438886,0.07342415761481584,0.01860736562184318,0.01822738437041753,0.02310758796005724,0.02747066963811405,0.6447363067799101,0.17583586147787664,0.14570547185982302,0.07664164229687814,0.04588703048985135,0.04206718073389453,0.6159446487417092,0.17221914764244836,0.0741646283517309,0.04375744258427182,0.04579032984981619,0.04140718220615418,0.11807723251438886,0.07342415761481584,0.01860736562184318,0.01822738437041753,0.02310758796005724,0.02747066963811405,0.007434419146734,0.01406748704133125,0.00125497860199806,0.00367752966247682,3.970717481353419e-4,0.00147376814939422,0.6447363067799101,0.17583586147787664,0.14570547185982302,0.07664164229687814,0.04588703048985135,0.04206718073389453,0.3639,37.29,9597310.37319277,635875.2029382624,0.1147826566810308,0.01257403637107555,0.0756220483996345,0.01334762454733765,30266.9626270379,34472.6557253679,26236.0066870831,Hungary,3
    Montenegro,Central Europe,"Central Europe, Eastern Europe, and Central Asia",MNE,low,4.536626441941062e-4,9.27407453457406e-4,1.2844464804896e-4,4.569728235421228e-4,3.7666853223348475e-5,1.409688753266894e-4,0.04068176723514566,0.01390412254454934,0.01472965003808396,0.00921471397789785,0.00469700502906079,0.0048550336145798,0.03525142376988038,0.01209226598550851,0.00734850568337149,0.00508537505557607,0.00471167807492975,0.00470268400090521,0.00825479907481093,0.00581756666849737,0.00185038146660874,0.00203572330961571,0.00238391305881675,0.00308556419558567,4.536626441941062e-4,9.27407453457406e-4,1.2844464804896e-4,4.569728235421228e-4,3.7666853223348475e-5,1.409688753266894e-4,0.04068176723514566,0.01390412254454934,0.01472965003808396,0.00921471397789785,0.00469700502906079,0.0048550336145798,0.0057,9.18,618060.3127515384,41495.66649758967,0.0939563069436163,0.0106652243466505,0.1320704292148203,0.01771137470131391,18069.6182034713,19828.2300039147,16441.4091782016,Montenegro,3
    North Macedonia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",MKD,low,0.00136229333152925,0.00281046834382884,4.025120899956252e-4,0.00158939869721136,1.229913078812501e-4,4.8367805346090495e-4,0.12272427125044628,0.04747519521664678,0.048021200347357323,0.03383109706249702,0.01575121461832351,0.01694782490644328,0.10377623005022932,0.04033625206707921,0.0241185486888542,0.01845433601120561,0.01572383188274491,0.01704738983206775,0.02503741967938188,0.01871747174621052,0.00587447613023918,0.00684227695605798,0.00790889816294016,0.01080677082598793,0.00136229333152925,0.00281046834382884,4.025120899956252e-4,0.00158939869721136,1.229913078812501e-4,4.8367805346090495e-4,0.12272427125044628,0.04747519521664678,0.048021200347357323,0.03383109706249702,0.01575121461832351,0.01694782490644328,0.0319,15.34,2176435.003604734,205771.4814476606,0.101901856992842,0.01185927173123544,0.13136598614102,0.01832498278892046,14213.135135604,16337.4545247358,12887.4315139784,North Macedonia,3
    Poland,Central Europe,"Central Europe, Eastern Europe, and Central Asia",POL,mid,0.7283728199754856,0.48720214757763886,0.18263406520413988,0.17062300922117984,0.21910780353029904,0.25595303424599175,3.4741539001347213,1.0156519516895597,1.3993807351257668,0.6917030950282519,0.4428933576075943,0.3965525412715448,2.9272174670527864,0.887421497168365,0.7050018380576637,0.39791011189325887,0.4405408244194359,0.38220156282956574,0.7283728199754856,0.48720214757763886,0.18263406520413988,0.17062300922117984,0.21910780353029904,0.25595303424599175,0.04091962812177981,0.07602490876327554,0.01173379594686465,0.03770539412573435,0.00386598708237755,0.01530020505579875,3.4741539001347213,1.0156519516895597,1.3993807351257668,0.6917030950282519,0.4428933576075943,0.3965525412715448,1.7024,44.83,38238455.52324434,1826320.6916113608,0.1315941822163299,0.01358401831962004,0.1731818872173541,0.01955728780618819,31549.4635028328,35287.6229116764,28884.8660831154,Poland,3
    Romania,Central Europe,"Central Europe, Eastern Europe, and Central Asia",ROU,low,0.01591692327641652,0.0307751921613919,0.00441840479680553,0.01432461080477781,0.00128821532944363,0.00480856802132076,1.3889307942204383,0.4149210665212342,0.5082455443090679,0.2754140574746142,0.15770865798706304,0.1438090970270844,1.2026244721587238,0.36899192833890265,0.2558950933042506,0.15622994648004523,0.16008045924095615,0.14607305667767898,0.285081148175713,0.19389598831891497,0.06569582629204736,0.0667227037901923,0.08210385694461927,0.09909277018558713,0.01591692327641652,0.0307751921613919,0.00441840479680553,0.01432461080477781,0.00128821532944363,0.00480856802132076,1.3889307942204383,0.4149210665212342,0.5082455443090679,0.2754140574746142,0.15770865798706304,0.1438090970270844,0.3761,19.27,18938555.14908574,1287331.811123833,0.0962692423177426,0.01126439041203639,0.1502914008806542,0.01854405701041875,25878.436479183,30482.513241722,20333.3880336914,Romania,3
    Serbia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SRB,low,0.00563723707767991,0.01161208977669871,0.00160815722693342,0.00629594146847026,5.023966965751324e-4,0.00194715091943839,0.5158138779896928,0.18248918932190925,0.19773374983269837,0.1270180497178516,0.06383202069889386,0.0624619282731054,0.43767049326918667,0.15597133945463768,0.09944136392666156,0.06878862679112542,0.06348757816614538,0.0651462398721768,0.1040092932523873,0.07375362611534968,0.02425076365651956,0.02617206160288276,0.03130067351452759,0.04017002544813287,0.00563723707767991,0.01161208977669871,0.00160815722693342,0.00629594146847026,5.023966965751324e-4,0.00194715091943839,0.5158138779896928,0.18248918932190925,0.19773374983269837,0.1270180497178516,0.06383202069889386,0.0624619282731054,0.11,15.79,8919508.964871261,556716.6171652973,0.1079537301842001,0.01205756849366815,0.1351138296559652,0.0178698452643171,17449.2696076552,18904.519585969,15267.1090117256,Serbia,3
    Slovakia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SVK,mid,0.09743897424849256,0.06541217177018899,0.02264902574258082,0.02135485526192003,0.02746461406718871,0.03327177331166461,0.47769219908130967,0.13440689896494126,0.17389735960489588,0.08813675099371798,0.05409602233698873,0.04771630241790047,0.41256115159214946,0.12037607341698726,0.08719593034989304,0.04887361154775022,0.05458577264758144,0.0489830130822698,0.09743897424849256,0.06541217177018899,0.02264902574258082,0.02135485526192003,0.02746461406718871,0.03327177331166461,0.00523329614541844,0.00978362293588875,0.00134896343850263,0.00427138619303515,4.3579203839217616e-4,0.00156660602491221,0.47769219908130967,0.13440689896494126,0.17389735960489588,0.08813675099371798,0.05409602233698873,0.04771630241790047,0.3082,56.55,5429455.079845927,265050.94918173924,0.1057110726995101,0.011450288118054,0.1486702507121111,0.01904286352937514,30838.4100009658,33130.5478279604,26770.7613037904,Slovakia,3
    Slovenia,Central Europe,"Central Europe, Eastern Europe, and Central Asia",SVN,mid,0.0461057464322601,0.0311322660631932,0.01147999274420486,0.01051576112359285,0.01407653701288705,0.01626676280358767,0.2205675352728567,0.06186159212095501,0.08942945978430064,0.04252471204318692,0.02759068804625334,0.02393857925914984,0.18543181581408452,0.05548176020888425,0.04475475254749887,0.02385844110492529,0.02830083680662217,0.02502431931139738,0.0461057464322601,0.0311322660631932,0.01147999274420486,0.01051576112359285,0.01407653701288705,0.01626676280358767,0.00248141720476005,0.00445127772128231,7.403594518625325e-4,0.00224135837346861,2.1554262781733617e-4,6.944534210986331e-4,0.2205675352728567,0.06186159212095501,0.08942945978430064,0.04252471204318692,0.02759068804625334,0.02393857925914984,0.1215,58.73,2069651.4753263283,90570.90063723164,0.1196880701340034,0.01305418439472559,0.2015656000542071,0.02089083778457405,34628.9144662576,41800.0049406099,29101.0680263019,Slovenia,3
    Belarus,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",BLR,low,0.00734885341886055,0.01434281984939154,0.00214125740005199,0.00750167558735346,6.531440761467146e-4,0.00250414684863467,0.6371090192139865,0.2180785963515469,0.24889861036871827,0.1553251204182282,0.07952022982477967,0.07813564969982237,0.538415084734422,0.1867697236663255,0.12367911738525586,0.08361791740159692,0.07981661369978796,0.07869511488875389,0.13053471456036272,0.09541308568056772,0.03100880466013129,0.03436169101662818,0.04007758362758446,0.05238196328978673,0.00734885341886055,0.01434281984939154,0.00214125740005199,0.00750167558735346,6.531440761467146e-4,0.00250414684863467,0.6371090192139865,0.2180785963515469,0.24889861036871827,0.1553251204182282,0.07952022982477967,0.07813564969982237,0.1371,14.47,9324657.46768948,648450.7410378968,0.0813095064323887,0.00843724893395895,0.1635935886780656,0.01896070708058225,18938.0402406794,22107.1719968615,16916.921060223,Belarus,3
    Estonia,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",EST,mid,0.02747831009623475,0.01819819603925983,0.006623565083009,0.00626539586384075,0.0079634583045103,0.00938297505201077,0.1340221445759625,0.03717710098319076,0.05123140098263457,0.02473119210754974,0.0159203159552247,0.01397683163984704,0.114810615265205,0.03311056293144303,0.02578434887582255,0.01431437974891254,0.01600521132731765,0.01395045615083252,0.02747831009623475,0.01819819603925983,0.006623565083009,0.00626539586384075,0.0079634583045103,0.00938297505201077,0.00155877470225667,0.0028420625068716,4.3826461073259216e-4,0.00136635446056127,1.335835872633614e-4,4.727033391194482e-4,0.1340221445759625,0.03717710098319076,0.05123140098263457,0.02473119210754974,0.0159203159552247,0.01397683163984704,0.149,113,1310833.8831970918,60941.85400673142,0.092076043166901,0.01027116092326305,0.1750178457081086,0.01898064020194949,33787.8948133632,40588.8279883706,28707.1135405323,Estonia,3
    Latvia,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",LVA,mid,0.02887599887105162,0.02010834633062778,0.00707287072339978,0.00686146047336509,0.008829344278113,0.01075390704443453,0.13876421432520317,0.04132831723989248,0.05526873259395694,0.02843557939841371,0.01751182182402592,0.01539642149094514,0.11813166151527991,0.0364857913530749,0.02812727391179116,0.0161896339468681,0.0177526956990126,0.01611459877760851,0.02887599887105162,0.02010834633062778,0.00707287072339978,0.00686146047336509,0.008829344278113,0.01075390704443453,0.00157691030855616,0.00298778195522307,4.473835458188474e-4,0.00143121390638178,1.4315214247648017e-4,4.920655071355916e-4,0.13876421432520317,0.04132831723989248,0.05526873259395694,0.02843557939841371,0.01751182182402592,0.01539642149094514,0.112,58.08,1870327.8878070735,89520.7897289322,0.0848054535725833,0.00967272605940899,0.1816639985727744,0.01944132600969439,28085.7683794823,33472.2426131134,24417.7346818695,Latvia,3
    Lithuania,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",LTU,mid,0.05862770437598334,0.03973437276649275,0.01455607622279982,0.01366373190599378,0.01750135505768385,0.02010268652163112,0.2807703536663967,0.07973017537292033,0.11228117514323156,0.05443261453788743,0.0350672170876023,0.03035263959854159,0.23619337982325897,0.06870854264954497,0.05678088740908343,0.03057993909575567,0.03506485453541429,0.03007277174997686,0.05862770437598334,0.03973437276649275,0.01455607622279982,0.01366373190599378,0.01750135505768385,0.02010268652163112,0.00323090217416513,0.00605475296372701,9.832513472197329e-4,0.00328442578583465,3.1212545227375866e-4,0.00109791187877237,0.2807703536663967,0.07973017537292033,0.11228117514323156,0.05443261453788743,0.0350672170876023,0.03035263959854159,0.199,71.47,2728300.437598287,138914.96167542087,0.0790964710231907,0.0089975573009243,0.1828911481529123,0.0191033857584626,34456.5554719687,40513.0533422835,28880.7170513511,Lithuania,3
    Republic of Moldova,Eastern Europe,"Central Europe, Eastern Europe, and Central Asia",MDA,low,0.00171845891611904,0.00471415746941591,6.032856193853092e-4,0.00322902587141132,1.7091703984541378e-4,9.195945200042746e-4,0.1565556610240678,0.07663678296986777,0.07087333909561022,0.05982745870152497,0.0227411169848582,0.02667899717710999,0.12635146537314404,0.06054674789308059,0.03468325699605041,0.03138951388753963,0.02302582945024455,0.02698439824320019,0.03261511248781133,0.02853583368390137,0.00812887794011188,0.01165605316175605,0.0116101527047456,0.01774047554755257,0.00171845891611904,0.00471415746941591,6.032856193853092e-4,0.00322902587141132,1.7091703984541378e-4,9.195945200042746e-4,0.1565556610240678,0.07663678296986777,0.07087333909561022,0.05982745870152497,0.0227411169848582,0.02667899717710999,0.0051,1.43,3593444.2054054877,299071.95370357344,0.086999053079231,0.0090061663113117,0.1398932632019745,0.01917155442310435,9278.59391239758,11181.8171967974,6937.58881027152,Republic of Moldova,3
