LocationHeader,Region,Superregion,iso3c,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,Country,Level
    Lebanon,North Africa and Middle East,North Africa and Middle East,LBN,0.04469713412567858,0.03772556332276039,0.01027443569920134,0.01416442333691375,0.01455486116964758,0.0220219247748727,mid,0.1049,17.29,11599.77551,Lebanon,3
    Libya,North Africa and Middle East,North Africa and Middle East,LBY,0.00358355695780756,0.00878144911977644,0.00121221645436842,0.00520673007261081,3.57512534017479e-4,0.00162781728005088,low,0.0615,9.34,12641.50977,Libya,3
    Morocco,North Africa and Middle East,North Africa and Middle East,MAR,0.0122040630600952,0.03330570709669919,0.00344368230977025,0.01635916916426988,9.980757071263058e-4,0.0054375685645939,low,0.0821,2.31,8623.265625,Morocco,3
    Oman,North Africa and Middle East,North Africa and Middle East,OMN,0.0458949120349089,0.03114643529230553,0.00373352722048373,0.00371436526691638,0.0045550697182977,0.00560001099036904,mid,0.1327,30.82,38719.45877,Oman,3
    Qatar,North Africa and Middle East,North Africa and Middle East,QAT,0.06104180978305599,0.04260275130445625,0.00290271073944572,0.00261040114544633,0.00324989420560507,0.00353437937840893,mid,0.2287,83.07,116832.5703,Qatar,3
    Saudi Arabia,North Africa and Middle East,North Africa and Middle East,SAU,0.06070004452404305,0.1097183946946558,0.0176317445332591,0.05305810858779575,0.00548786495008621,0.01897097916061161,low,1.2518,36.73,62690.49666,Saudi Arabia,3
    Sudan,North Africa and Middle East,North Africa and Middle East,SDN,0.00527622683334756,0.02734692893313632,0.00120045182559885,0.00763090555571622,3.318523359412431e-4,0.00237996475770625,low,0.0463,1.07,3248.975586,Sudan,3
    Syrian Arab Republic,North Africa and Middle East,North Africa and Middle East,SYR,0.00195356875548045,0.00860950700589031,2.9198314601614194e-4,0.00176536737105597,7.700895891193577e-5,5.104072794401747e-4,low,0.028,1.66,4592.838601,Syrian Arab Republic,3
    Tunisia,North Africa and Middle East,North Africa and Middle East,TUN,0.00531852510456513,0.01268184096369024,0.00161535614686346,0.00689358198634994,4.7129159276554513e-4,0.00217459640141735,low,0.0609,5.17,12444.3264,Tunisia,3
    Turkey,North Africa and Middle East,North Africa and Middle East,TUR,0.06310833224464929,0.12195278457159266,0.01433962643808092,0.04944990388207957,0.00439383981230211,0.01703752965891529,low,0.8299,10,31338.26652,Turkey,3
    United Arab Emirates,North Africa and Middle East,North Africa and Middle East,ARE,0.2235444422771646,0.13698505881429546,0.04635503587627969,0.04120435975677913,0.05401672119509703,0.05948019122960051,mid,0.6985,64.99,67401.12129,United Arab Emirates,3
    Yemen,North Africa and Middle East,North Africa and Middle East,YEM,0,0,0,0,0,0,high,0.0098,0.31,NA,Yemen,3
South Asia,NA,South Asia,NA,0.6269682014871546,1.482385747153549,0.20769342660311063,0.8526021053879723,0.06063076588734351,0.27779663492761264,NA,NA,NA,NA,NA,1
  South Asia,South Asia,South Asia,NA,0.6269682014871546,1.482385747153549,0.20769342660311063,0.8526021053879723,0.06063076588734351,0.27779663492761264,NA,NA,NA,NA,NA,2
    Bangladesh,South Asia,South Asia,BGD,0.0412651160339262,0.12589212877377626,0.00873232320126996,0.04477573341451603,0.00258032570429048,0.01470200062242576,low,0.0125,0.08,7441.06914,Bangladesh,3
    Bhutan,South Asia,South Asia,BTN,3.240502687474397e-4,7.687642086815474e-4,7.553226362021373e-5,3.1816092926051533e-4,2.2574780310080606e-5,1.0555999113736624e-4,low,0,0.06,13458.81267,Bhutan,3
    India,South Asia,South Asia,IND,0.5057925725903164,1.45410163106846,0.16812380104931912,0.8361469733369954,0.04923618037477582,0.27167053433227406,low,0.0645,0.05,8050.018575,India,3
    Nepal,South Asia,South Asia,NPL,0.00541177958227167,0.02184667000726703,0.00131976086840541,0.00776296471982524,3.765272026547952e-4,0.00242688243502892,low,0.0891,3.13,4546.2297,Nepal,3
    Pakistan,South Asia,South Asia,PAK,0.07417468301189291,0.25832006080059305,0.02944200922049592,0.1603850302894852,0.00841515782531233,0.05607175250654304,low,0.0489,0.24,5367.273647,Pakistan,3
"Southeast Asia, East Asia, and Oceania",NA,"Southeast Asia, East Asia, and Oceania",NA,26.767277749921703,6.2419193540180276,10.271354532394154,2.2592014284828448,7.924520924141829,3.6912447701013953,NA,NA,NA,NA,NA,1
  East Asia,East Asia,"Southeast Asia, East Asia, and Oceania",NA,26.45120789611807,6.230648133130442,10.181039501152238,2.25036001710663,7.897311397108803,3.690730611206597,NA,NA,NA,NA,NA,2
    China,East Asia,"Southeast Asia, East Asia, and Oceania",CHN,23.728027151064452,6.190635832022364,8.522350536106401,2.196482326936057,7.2542336933430285,3.661743487228552,high,61.5486,43.96,20843.29783,China,3
    North Korea,East Asia,"Southeast Asia, East Asia, and Oceania",PRK,0,0,0,0,0,0,high,0.0895,3.5,NA,North Korea,3
    Taiwan,East Asia,"Southeast Asia, East Asia, and Oceania",TWN,2.7231807450536167,0.704985215563163,1.6586889650458367,0.48947481452033553,0.6430777037657748,0.4616568836665436,high,6.3776,269.82,64700,Taiwan,3
  Oceania,Oceania,"Southeast Asia, East Asia, and Oceania",NA,0.0038993205146038066,0.00899425244949366,0.0012850530411625688,0.005244799900785494,5.791010353109992e-4,0.0015270407455335202,NA,NA,NA,NA,NA,2
    Fiji,Oceania,"Southeast Asia, East Asia, and Oceania",FJI,4.133496652947689e-4,0.00107040789156829,1.3191692634194005e-4,5.88875521082092e-4,4.109565428659909e-5,2.12924516849429e-4,low,0.0069,7.7,10685.19703,Fiji,3
    Kiribati,Oceania,"Southeast Asia, East Asia, and Oceania",KIR,2.0981667485531756e-5,9.284789427546714e-5,7.676801183948954e-6,4.668625888406534e-5,2.044435110415869e-6,1.3817788590726062e-5,low,3e-4,2.61,3020.493999,Kiribati,3
    Marshall Islands,Oceania,"Southeast Asia, East Asia, and Oceania",MHL,1.46098457989935e-5,4.494371844232714e-5,4.08399460804179e-6,2.1394947084240123e-5,1.1468876177260689e-6,6.717684596929756e-6,low,3e-4,5.84,6705.875292,Marshall Islands,3
    Micronesia (Federated States of),Oceania,"Southeast Asia, East Asia, and Oceania",FSM,1.7691756783123812e-5,7.361286324968849e-5,5.122428569937707e-6,3.1452431266182254e-5,1.5380926570242369e-6,1.0069004086749947e-5,low,5e-4,5.3,3944.705715,Micronesia (Federated States of),3
    Nauru,Oceania,"Southeast Asia, East Asia, and Oceania",NRU,8.162655386814644e-5,6.474843054449506e-5,1.668467704824489e-5,2.287395782377944e-5,2.39574499380392e-5,3.6709733302601296e-5,mid,2e-4,14.8,12196.64515,Nauru,3
    Palau,Oceania,"Southeast Asia, East Asia, and Oceania",PLW,1.0500073124392972e-4,7.815161923191679e-5,1.3502394335532708e-5,1.7246336529640947e-5,1.828836959097806e-5,2.662260472014609e-5,mid,5e-4,25.39,15663.17159,Palau,3
    Papua New Guinea,Oceania,"Southeast Asia, East Asia, and Oceania",PNG,0.00228419924447317,0.00886850167493049,8.357058110227884e-4,0.00517945238769074,2.2614625132583085e-4,0.00145482959562748,low,0.0358,4.17,3976.903801,Papua New Guinea,3
    Samoa,Oceania,"Southeast Asia, East Asia, and Oceania",WSM,6.397641807376458e-5,1.9961880399084947e-4,2.115496749012795e-5,1.1090647462798416e-4,6.1513285568083105e-6,3.44273028999417e-5,low,0.001,5.16,6214.016928,Samoa,3
    Solomon Islands,Oceania,"Southeast Asia, East Asia, and Oceania",SLB,1.5767756045762088e-4,7.595409283180685e-4,7.434681443709545e-5,4.839110079050789e-4,2.0865812399653715e-5,1.5184058154064302e-4,low,0.0021,3.26,2518.421624,Solomon Islands,3
    Tonga,Oceania,"Southeast Asia, East Asia, and Oceania",TON,6.420064697966177e-4,6.114625643335981e-4,1.4363222927512057e-4,2.3747422984281508e-4,2.225223427307649e-4,3.741999817120682e-4,mid,0.0017,16.62,7034.92497,Tonga,3
    Tuvalu,Oceania,"Southeast Asia, East Asia, and Oceania",TUV,3.463384566706186e-5,3.8854069150608495e-5,4.6060517461154505e-6,8.622143166480408e-6,7.5039569965066976e-6,1.3805210777679176e-5,mid,1e-4,6.81,5352.978625,Tuvalu,3
    Vanuatu,Oceania,"Southeast Asia, East Asia, and Oceania",VUT,6.35667556610778e-5,2.863151408797097e-4,2.6619945103674938e-5,1.6443498011089582e-4,7.840454100652166e-6,5.600547984333792e-5,low,1e-4,0.51,3135.836649,Vanuatu,3
  Southeast Asia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",NA,0.3121705332890308,0.3748335185196607,0.08902997820075423,0.19960806582093588,0.026630425997715083,0.06158876886286275,NA,NA,NA,NA,NA,2
    Cambodia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",KHM,0.00500088722142419,0.01675614027960425,0.00173120800353957,0.00911262349765149,4.6071878171866977e-4,0.00275631496930509,low,1e-4,0.01,6225.532655,Cambodia,3
    Indonesia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",IDN,0.12849114134020717,0.3148761810555779,0.03664092276292472,0.1672736476712693,0.0110024567243928,0.05058858229102302,low,0.2666,1,12757.07464,Indonesia,3
    Lao People's Democratic Republic,Southeast Asia,"Southeast Asia, East Asia, and Oceania",LAO,0.00201562698503374,0.00578425644756064,4.4121035231163016e-4,0.0021668468433808,1.323420162169326e-4,7.149177492831583e-4,low,0.0045,0.63,8080.435532,Lao People's Democratic Republic,3
    Malaysia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MYS,0.01831745635938133,0.04158676652010117,0.0017348940531032701,0.00612888074649604,5.374083695489577e-4,0.00210364507477788,low,0.2268,6.91,29822.84918,Malaysia,3
    Maldives,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MDV,3.549962532422064e-4,7.812482577246533e-4,1.1109867957131632e-4,4.465725751389767e-4,3.203645070560226e-5,1.3592171373254686e-4,low,6e-4,1.7,19052.62249,Maldives,3
    Mauritius,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MUS,7.072055326688578e-4,0.00146350025865306,1.4465897135624783e-4,5.321213334976969e-4,4.3259801712463113e-5,1.739374734430918e-4,low,0.0168,13.26,22737.57294,Mauritius,3
    Myanmar,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MMR,0.01775326620428437,0.06028960698625549,0.00703710899174987,0.03636438613347209,0.00192174573599429,0.01120377181703128,low,4e-4,0.01,5178.447182,Myanmar,3
    Philippines,Southeast Asia,"Southeast Asia, East Asia, and Oceania",PHL,0.03849815289101726,0.10464162916979224,0.01116056785079403,0.05175762494648404,0.00327773128515829,0.01687610264853751,low,0.0165,0.15,8857.789951,Philippines,3
    Seychelles,Southeast Asia,"Southeast Asia, East Asia, and Oceania",SYC,9.200344535576406e-5,1.812525718535972e-4,2.5840191508251304e-5,9.217374032988564e-5,7.624151261076338e-6,2.8670912525097577e-5,low,0.0013,13.61,29979.82727,Seychelles,3
    Sri Lanka,Southeast Asia,"Southeast Asia, East Asia, and Oceania",LKA,0.01052273710350573,0.02400167920757722,0.00276711711201969,0.01167633709091973,8.442118477645308e-4,0.00389638764603891,low,0.04,1.82,14316.13522,Sri Lanka,3
    Thailand,Southeast Asia,"Southeast Asia, East Asia, and Oceania",THA,0.0388657800067972,0.08071866522896566,0.00959277748686035,0.03517028923811746,0.00289536813478961,0.01280663919107834,low,0.1917,2.82,20242.77,Thailand,3
    Timor-Leste,Southeast Asia,"Southeast Asia, East Asia, and Oceania",TLS,2.925593453870342e-4,9.877626733129855e-4,4.271224509876603e-5,2.225579076442889e-4,1.243570200933174e-5,6.697029870094129e-5,low,7e-4,0.55,6824.792339,Timor-Leste,3
    Viet Nam,Southeast Asia,"Southeast Asia, East Asia, and Oceania",VNM,0.05125872060072597,0.13277582876385968,0.01759986149991651,0.07976566557076963,0.00546308699644253,0.02513692236608968,low,0.057,0.6,12048.90199,Viet Nam,3
Sub-Saharan Africa,NA,Sub-Saharan Africa,NA,0.6431032550726016,0.41592934185950065,0.15625635530065315,0.18887974388622406,0.13297896141923585,0.17067621640388406,NA,NA,NA,NA,NA,1
  Central Sub-Saharan Africa,Central Sub-Saharan Africa,Sub-Saharan Africa,NA,0.022118362136559933,0.0734191325467605,0.007635259646929037,0.03740889547139147,0.0022530422560275176,0.012400331713766397,NA,NA,NA,NA,NA,2
    Angola,Central Sub-Saharan Africa,Sub-Saharan Africa,AGO,0.00880001013755489,0.02551312813182724,0.00228722599636325,0.01089138730481899,6.477255001497966e-4,0.00345501841209297,low,0.0702,2.33,7408.126591,Angola,3
    Central African Republic,Central Sub-Saharan Africa,Sub-Saharan Africa,CAF,1.297062857708364e-4,0.00311279822920879,3.2548064086247045e-5,2.427447960820376e-4,8.216619800106723e-6,7.226509096571433e-5,low,0.0011,0.22,1128.55238,Central African Republic,3
    Congo,Central Sub-Saharan Africa,Sub-Saharan Africa,COG,0.00104317559894458,0.00366368610280405,1.8266042894514776e-4,0.00101420818175295,5.4196479980776696e-5,2.965624783934065e-4,low,0.0047,1.03,6263.211613,Congo,3
    Democratic Republic of the Congo,Central Sub-Saharan Africa,Sub-Saharan Africa,COD,0.01030670783732059,0.06861808939165462,0.00466537341737545,0.035749851935829,0.00139981555676308,0.01189736259308871,low,0.0229,0.23,1313.618218,Democratic Republic of the Congo,3
    Equatorial Guinea,Central Sub-Saharan Africa,Sub-Saharan Africa,GNQ,8.102809599323972e-4,0.00177275271063523,2.109114736781204e-4,8.060850663853464e-4,6.192244117189992e-5,2.6892714439713506e-4,low,0.0057,4.19,16821.44865,Equatorial Guinea,3
    Gabon,Central Sub-Saharan Africa,Sub-Saharan Africa,GAB,0.00102848131703664,0.00217999179767717,2.565402664808224e-4,0.00100693253300104,8.116565816185774e-5,3.4401214536118455e-4,low,0.0077,3.69,18523.5798,Gabon,3
  Eastern Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,NA,0.06811568466432523,0.12970663033269947,0.023592646745936554,0.0750131613437396,0.006565901797798289,0.025775034346584968,NA,NA,NA,NA,NA,2
    Burundi,Eastern Sub-Saharan Africa,Sub-Saharan Africa,BDI,0.00140694888958609,0.01146646897300309,7.837112535034182e-4,0.00653930622402962,2.299746975128325e-4,0.00216202168214249,low,0.0013,0.12,836.6655713,Burundi,3
    Comoros,Eastern Sub-Saharan Africa,Sub-Saharan Africa,COM,2.1791928917937065e-4,9.76624223605696e-4,9.883103586465404e-5,6.553179841217594e-4,3.1479711422420914e-5,2.142856119456487e-4,low,3e-4,0.3,3449.043575,Comoros,3
    Djibouti,Eastern Sub-Saharan Africa,Sub-Saharan Africa,DJI,3.1656535529689915e-4,0.00102305082004906,8.507969759121322e-5,4.563451398369311e-4,2.3890314024818125e-5,1.360649064863236e-4,low,8e-4,0.76,5960.108074,Djibouti,3
    Eritrea,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ERI,0,0,0,0,0,0,high,0.0024,0.39,NA,Eritrea,3
    Ethiopia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ETH,0.02168411801047955,0.1066620328452775,0.01012327759666678,0.06814375367130766,0.00280649111628935,0.02399692544059343,low,1e-4,0.01,2588.413102,Ethiopia,3
    Kenya,Eastern Sub-Saharan Africa,Sub-Saharan Africa,KEN,0.00960639798921453,0.03543281311961852,0.00213942862619382,0.01178466022213281,6.034380357272171e-4,0.00369830537298713,low,1e-4,0.01,5338.852434,Kenya,3
    Madagascar,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MDG,0.00267090716318466,0.01969434062656656,0.00113163217089996,0.00864494559636284,3.358522616120332e-4,0.00265377301352359,low,0.0042,0.15,1577.432461,Madagascar,3
    Malawi,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MWI,0.00170053298934247,0.01246124420291681,5.89326898912628e-4,0.00455255468222988,1.871472648281298e-4,0.00149904947933463,low,0.0025,0.12,1687.593582,Malawi,3
    Mozambique,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MOZ,0.00312882295064601,0.02237795353890656,0.00139578962167873,0.01058661970842712,3.674284443097263e-4,0.00352334871241789,low,0.0049,0.16,1457.235409,Mozambique,3
    Rwanda,Eastern Sub-Saharan Africa,Sub-Saharan Africa,RWA,6.305913362896518e-4,0.00148181177954169,7.249404903220493e-5,2.4740381618737316e-4,4.8960235405711565e-5,1.761939174864043e-4,low,0.0035,0.28,2733.435668,Rwanda,3
    Somalia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,SOM,0.00159832404810868,0.01361033381151773,5.684024508361171e-4,0.00425871819242942,1.5834624734011027e-4,0.0013129848134407,low,0.0026,0.17,1392.46426,Somalia,3
    South Sudan,Eastern Sub-Saharan Africa,Sub-Saharan Africa,SSD,0,0,0,0,0,0,high,0.0011,0.09,NA,South Sudan,3
    Uganda,Eastern Sub-Saharan Africa,Sub-Saharan Africa,UGA,0.00750476530506927,0.03548441935730274,0.00306785060341954,0.02006985296452781,8.415883252161617e-4,0.0057640431396586,low,0.0124,0.31,2684.920359,Uganda,3
    United Republic of Tanzania,Eastern Sub-Saharan Africa,Sub-Saharan Africa,TZA,0.01305386506568427,0.03467127934261727,0.00160727748149456,0.00608616151895065,3.8296258686320553e-4,0.00138487407199241,low,1e-4,0.01,3493.083008,United Republic of Tanzania,3
    Zambia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ZMB,0.00459592627224378,0.01911687924490384,0.00192954525984293,0.01164255859694921,5.483425572465723e-4,0.00338866389185284,low,8e-4,0.04,3503.034914,Zambia,3
  Southern Sub-Saharan Africa,Southern Sub-Saharan Africa,Sub-Saharan Africa,NA,0.433656784953278,0.3138141987200589,0.08203378484686845,0.10383118067202637,0.11144995695614116,0.16297908184324042,NA,NA,NA,NA,NA,2
    Botswana,Southern Sub-Saharan Africa,Sub-Saharan Africa,BWA,0.02070637056299661,0.01333073426002762,0.00173485985475412,0.00144535801940718,0.00138877628620977,0.00145799305361955,mid,0.0574,24.15,17960.62544,Botswana,3
    Eswatini,Southern Sub-Saharan Africa,Sub-Saharan Africa,SWZ,4.899405181853562e-4,0.00129559082083691,1.5853477325909052e-4,7.06860238231284e-4,4.719149828707897e-5,2.478936223231522e-4,low,0.0138,12.18,9946.040554,Eswatini,3
    Lesotho,Southern Sub-Saharan Africa,Sub-Saharan Africa,LSO,4.980619475410399e-4,0.00244822590898633,2.639817584697463e-4,0.0016129357340105,6.901060716127441e-5,5.036776408152239e-4,low,0.0093,4.56,2544.782496,Lesotho,3
    Namibia,Southern Sub-Saharan Africa,Sub-Saharan Africa,NAM,6.443843937450664e-4,0.00184826086134619,9.69309726004438e-5,4.747370816138487e-4,2.9898784800863192e-5,1.5024996668284597e-4,low,0.0028,1.13,9709.099306,Namibia,3
    South Africa,Southern Sub-Saharan Africa,Sub-Saharan Africa,ZAF,0.4068045002712949,0.31291595526240895,0.07775503699565986,0.10300548932892278,0.10931111429027182,0.1629178245035392,mid,2.2861,38.86,13711.29357,South Africa,3
    Zimbabwe,Southern Sub-Saharan Africa,Sub-Saharan Africa,ZWE,0.00451352725951502,0.01934319908203282,0.00202444049212519,0.01285953341598337,6.039654894103469e-4,0.00418331403183197,low,0.0587,3.94,3184.784602,Zimbabwe,3
  Western Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,NA,0.11921242331843843,0.22869999371487182,0.04299466406091911,0.13367215018696751,0.012710060409268892,0.041833827284874746,NA,NA,NA,NA,NA,2
    Benin,Western Sub-Saharan Africa,Sub-Saharan Africa,BEN,0.00338942315040526,0.01414378590693081,0.00140863833039645,0.00843099099837447,4.270192377773469e-4,0.00285099907570147,low,0.0033,0.28,3464.288629,Benin,3
    Burkina Faso,Western Sub-Saharan Africa,Sub-Saharan Africa,BFA,0.00405939907987531,0.02018556021225259,0.00171701291537526,0.01176065172635933,4.8475386192114675e-4,0.0038682890897117,low,0.0046,0.23,2486.430931,Burkina Faso,3
    Cabo Verde,Western Sub-Saharan Africa,Sub-Saharan Africa,CPV,1.6450720545861064e-4,4.71126646493815e-4,4.513024346789043e-5,2.226965896102938e-4,1.3232199706042118e-5,7.428333659697121e-5,low,0.0034,6.12,7685.419214,Cabo Verde,3
    Cameroon,Western Sub-Saharan Africa,Sub-Saharan Africa,CMR,0.00666140845081844,0.02462492992413202,0.00200667733588115,0.01136946351716014,5.756974143475696e-4,0.00377142305572694,low,0.0066,0.26,4793.556282,Cameroon,3
    Chad,Western Sub-Saharan Africa,Sub-Saharan Africa,TCD,0.00336215806007646,0.01660749317714766,0.00151039663157261,0.0100697174765239,4.2597525847587535e-4,0.00311190387978635,low,0.0034,0.26,2435.072747,Chad,3
    Côte d'Ivoire,Western Sub-Saharan Africa,Sub-Saharan Africa,CIV,0.00971359669661959,0.0315321426759502,0.00388280127766664,0.02003898873322034,0.00107939182754333,0.00606560450930746,low,0.0066,0.25,6045.204805,Côte d'Ivoire,3
    Gambia,Western Sub-Saharan Africa,Sub-Saharan Africa,GMB,4.801140134259797e-4,0.00199067907226952,1.845423138020081e-4,0.00113094682972507,4.9863866801719506e-5,3.6022477182706415e-4,low,0,0.02,3503.034914,Gambia,3
    Ghana,Western Sub-Saharan Africa,Sub-Saharan Africa,GHA,0.01016312165042385,0.03202321967865873,0.00329034245080119,0.01745772772957661,9.477499064945188e-4,0.00515876241556137,low,8e-4,0.03,6607.502974,Ghana,3
    Guinea,Western Sub-Saharan Africa,Sub-Saharan Africa,GIN,0.0023577796791906,0.00997419307344031,6.962439793396498e-4,0.00461418525180084,2.023387554535594e-4,0.00137931583269039,low,0.0032,0.23,3738.805126,Guinea,3
    Guinea-Bissau,Western Sub-Saharan Africa,Sub-Saharan Africa,GNB,2.731420610891675e-4,0.00147460040841232,9.48092882234472e-5,6.605064507538228e-4,2.932711194163937e-5,2.1509927291558597e-4,low,5e-4,0.25,2483.850629,Guinea-Bissau,3
    Liberia,Western Sub-Saharan Africa,Sub-Saharan Africa,LBR,5.965182755751362e-4,0.00395707152097921,2.6959328020982067e-4,0.00193875588049323,7.261441851746467e-5,6.014567833245991e-4,low,7e-4,0.16,1539.208923,Liberia,3
    Mali,Western Sub-Saharan Africa,Sub-Saharan Africa,MLI,0.00425228500891767,0.01942577916392174,0.00158225864923755,0.01072105716611444,4.586403360247007e-4,0.00331209849046329,low,0.0013,0.07,2796.227938,Mali,3
    Mauritania,Western Sub-Saharan Africa,Sub-Saharan Africa,MRT,0.00119326767654502,0.00401520546850068,4.091248446757475e-4,0.00234455536724186,1.1833161592896e-4,7.271521153035648e-4,low,0.0017,0.43,5836.565808,Mauritania,3
    Niger,Western Sub-Saharan Africa,Sub-Saharan Africa,NER,0.00340372062487632,0.02178454255103101,0.00172681647018166,0.01342213438021277,4.5574299302964704e-4,0.00351195254289539,low,1e-4,0.01,1585.59922,Niger,3
    Nigeria,Western Sub-Saharan Africa,Sub-Saharan Africa,NGA,0.06267686599091418,0.21793142216820993,0.02168691035911381,0.12763684713951923,0.00665626166567611,0.04003545902677616,low,0.1375,0.68,5491.700341,Nigeria,3
    Sao Tome and Principe,Western Sub-Saharan Africa,Sub-Saharan Africa,STP,3.231413184584317e-5,1.4498973127371112e-4,2.4533134664597723e-6,1.3765092891439554e-5,7.402233842765985e-7,4.219064533141446e-6,low,1e-4,0.61,5732.694561,Sao Tome and Principe,3
    Senegal,Western Sub-Saharan Africa,Sub-Saharan Africa,SEN,0.00398411316645572,0.01522976545185101,0.00162135568004343,0.00928500862015968,4.732787645375117e-4,0.00291301515158636,low,0.0044,0.27,4173.677414,Senegal,3
    Sierra Leone,Western Sub-Saharan Africa,Sub-Saharan Africa,SLE,0.00104301760565405,0.00574605706580889,3.0788916743718537e-4,0.00203354934156582,8.154561288318271e-5,6.198787436421147e-4,low,0.0014,0.18,2851.952081,Sierra Leone,3
    Togo,Western Sub-Saharan Africa,Sub-Saharan Africa,TGO,0.00140567079027121,0.00675166980965061,5.516675300271512e-4,0.00359641952320616,1.5755533882429062e-4,0.00129576704285953,low,0.0017,0.2,2577.201963,Togo,3
