Country,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions
Bolivia,0.43041658658480786,0.22437726942894223,0.16378015556086742,0.14679926978953897,0.1014746517888706,0.10322687171779596,0.08282911484896678,0.0682591606222421,0.01676178090454779,0.02435718929386643,0.02390002123346789,0.03750740962935772,0.00515155958810397,0.01347383663566887,0.00118609033267213,0.00563432882013775,3.974661921298192e-4,0.00199452103467267,0.0482,4.17,9454.198147,low,0.00515155958810397,0.01347383663566887,0.00118609033267213,0.00563432882013775,3.974661921298192e-4,0.00199452103467267
Bosnia and Herzegovina,0.16247369786658983,0.06032501663159783,0.05574983142308114,0.03701502211353687,0.03279212486291141,0.02825849895907214,0.03263245511095271,0.02302206276353338,0.00576677140849555,0.00699731915147954,0.00830605219874785,0.01160261868683796,0.00205306775089021,0.00429186312858738,4.405762857654798e-4,0.00163895520561909,1.2422882644796813e-4,5.845151396812781e-4,0.0727,20.75,18285.67112,mid,0.03263245511095271,0.02302206276353338,0.00576677140849555,0.00699731915147954,0.00830605219874785,0.01160261868683796
Botswana,0.1156873585838936,0.03024149314173785,0.01489101729895596,0.00417485049930171,0.00558559284548848,0.00329710285781445,0.02624232977612394,0.01574938625910657,0.00170872231528656,0.00144800484347806,0.00139361539005433,0.00144254823054504,0.00189039443403459,0.00410305996092837,1.1252352598393256e-4,3.1451578567506404e-4,2.6547073365179456e-5,9.3349098623358e-5,0.0574,24.15,17960.62544,mid,0.02624232977612394,0.01574938625910657,0.00170872231528656,0.00144800484347806,0.00139361539005433,0.00144254823054504
Brazil,12.024187752367432,2.508681514747215,3.062141370079249,0.8744436269476789,0.9285613750297568,0.4825118121930164,2.425874875092575,1.3012948752336004,0.3487207174297142,0.2907569095717989,0.23224666288076548,0.2279406851056841,0.18424220329828683,0.35061753867499124,0.02268781548578339,0.0639275160371821,0.00472392763621922,0.01593460400898073,3.7128,17.68,18075.706,mid,2.425874875092575,1.3012948752336004,0.3487207174297142,0.2907569095717989,0.23224666288076548,0.2279406851056841
Brunei Darussalam,0.06186650346110162,0.01520170971902224,0.01814621739794558,0.00635966776089653,0.00992978826474347,0.00617138691025753,0.01297059646129091,0.00728345026559146,0.00210849179584562,0.00187355899048896,0.00247193129048939,0.00261365461201719,8.626796465656613e-4,0.00159472765203785,1.4035704132007404e-4,4.3890894624157143e-4,4.557596287155651e-5,1.5670480902893566e-4,0.0091,20.35,78248.79711,low,8.626796465656613e-4,0.00159472765203785,1.4035704132007404e-4,4.3890894624157143e-4,4.557596287155651e-5,1.5670480902893566e-4
Bulgaria,0.6557069378045299,0.21500134394286688,0.26819890351916864,0.1345414214218935,0.15058630806363532,0.11138277293368752,0.1270111875191029,0.08420477119861589,0.02955688743512648,0.03038555586465423,0.0372456160052167,0.04372377928993224,0.00713702177104634,0.01443906956377671,0.00191145318291442,0.00644408459832032,6.508844030024346e-4,0.00243703543060295,0.1094,15.72,30971.91319,low,0.00713702177104634,0.01443906956377671,0.00191145318291442,0.00644408459832032,6.508844030024346e-4,0.00243703543060295
Burkina Faso,0.5318097718604882,0.45415130308563023,0.25002956911026236,0.3249154821100999,0.16026625770320713,0.2250165078195139,0.09685346809371484,0.13182630627523806,0.02194547500386377,0.05258768422513769,0.04128490938087458,0.07926998686651862,0.00468363268147498,0.02264762680726367,0.0015992857112179,0.01112905384543648,5.722778360137243e-4,0.003855957437733,0.0046,0.23,2486.430931,low,0.00468363268147498,0.02264762680726367,0.0015992857112179,0.01112905384543648,5.722778360137243e-4,0.003855957437733
Burundi,0.23027108699691393,0.2612236645336461,0.12435208348130204,0.1844170084587184,0.0831816072632383,0.1302748892123596,0.03681040527085521,0.07382419893290267,0.00914724357855437,0.02919570406895515,0.01978715481755344,0.04758270141533467,0.00139071500079973,0.01330439479054694,7.765786879286034e-4,0.00659928818566168,2.6765196605539046e-4,0.00205886833057228,0.0013,0.12,836.6655713,low,0.00139071500079973,0.01330439479054694,7.765786879286034e-4,0.00659928818566168,2.6765196605539046e-4,0.00205886833057228
Cabo Verde,0.01735566864522776,0.00962240059194679,0.00640019172881871,0.00594353552958021,0.00382902144898271,0.00411901848916306,0.00333732521067127,0.00293007614258265,5.938279685670746e-4,9.624511605983652e-4,9.387612900885392e-4,0.00150785771104687,1.9601169572857087e-4,5.827422945467833e-4,4.2863006093560375e-5,2.1326569296815836e-4,1.4848204789306983e-5,8.757560186735592e-5,0.0034,6.12,7685.419214,low,1.9601169572857087e-4,5.827422945467833e-4,4.2863006093560375e-5,2.1326569296815836e-4,1.4848204789306983e-5,8.757560186735592e-5
Cambodia,0.5666830782467489,0.3411342528745771,0.23190897223944765,0.2342328597229915,0.14736965722107478,0.1617619083157103,0.10603645002810563,0.10358103573249236,0.02292962305896182,0.03965102631700388,0.0349807711992036,0.06074315676694931,0.0063705889599587,0.01770040335558642,0.00174504876965796,0.00848161124598982,5.039305406678713e-4,0.00257764116419255,1e-4,0.01,6225.532655,low,0.0063705889599587,0.01770040335558642,0.00174504876965796,0.00848161124598982,5.039305406678713e-4,0.00257764116419255
Cameroon,0.7221493950936031,0.5104106961488857,0.2724868499070178,0.30275751251450167,0.1716071111449927,0.2121487771841836,0.14304226190917044,0.1507764157509841,0.02689922234856445,0.05271945447461482,0.04160356827414934,0.08021972653088762,0.00794354600695474,0.02835412562211598,0.00207931536659716,0.01015091895892549,6.637406012706385e-4,0.00411320841434435,0.0066,0.26,4793.556282,low,0.00794354600695474,0.02835412562211598,0.00207931536659716,0.01015091895892549,6.637406012706385e-4,0.00411320841434435
Canada,6.055695680715099,1.4623931743289045,2.29435012174425,0.5467635914168393,1.35505296318476,0.683373288057454,1.2846523099598062,0.7951841731856789,0.26407244615480147,0.20510451021034837,0.33839928800070074,0.32639910567066055,0.07462335421490884,0.13150413816053186,0.01621413916231568,0.04729207222777966,0.00524519264528984,0.01787713688334262,12.8291,342.52,56995.11768,high,6.055695680715099,1.4623931743289045,2.29435012174425,0.5467635914168393,1.35505296318476,0.683373288057454
Central African Republic,0.01876534922251203,0.05840375053807663,0.00470470909764366,0.00731369957144271,0.00322861706160493,0.00494579596284878,0.00429318706273449,0.01763191559686534,3.4826236165068125e-4,0.00105874132510135,7.571486127786773e-4,0.00168215117982992,8.447910717124406e-5,0.00406410312271129,3.170236969967143e-5,2.503653565194256e-4,1.0380897738819622e-5,8.816303946604968e-5,0.0011,0.22,1128.55238,low,8.447910717124406e-5,0.00406410312271129,3.170236969967143e-5,2.503653565194256e-4,1.0380897738819622e-5,8.816303946604968e-5
Chad,0.4439573728529137,0.38801779002951753,0.20971989296528176,0.2800885567682552,0.13744348339636442,0.18940705720088372,0.07755488143136947,0.1028448414767964,0.01730412927126256,0.04212061705205463,0.03453809280741884,0.06594139678028328,0.00342816719200015,0.01661718624992653,0.00138225927708719,0.00944508441200215,4.731861694085786e-4,0.00385921263724949,0.0034,0.26,2435.072747,low,0.00342816719200015,0.01661718624992653,0.00138225927708719,0.00944508441200215,4.731861694085786e-4,0.00385921263724949
Chile,2.16346739709907,0.4754090337758941,0.850650163847491,0.2510453034903193,0.26131392913671025,0.1474859668620583,0.4166229469998532,0.23232975583510693,0.0987698609180176,0.08689921665051617,0.0655014083603096,0.06748790807708493,0.02825674209750344,0.05131290947188401,0.00662366128394749,0.01879721616797555,0.00129800399287837,0.00450540862443359,0.4696,24.58,29089.85046,low,0.02825674209750344,0.05131290947188401,0.00662366128394749,0.01879721616797555,0.00129800399287837,0.00450540862443359
China,27.533125052742665,6.41708924759794,8.476458851950161,2.1366584180992576,7.3096187504231,3.6859046251958993,5.795871659038873,3.4586716268195965,1.123516815860514,0.9471008874389564,1.8352461253907768,1.8080789401115187,0.3217753685411584,0.5606068794036709,0.06962767915354809,0.1854557309548778,0.02522615330008374,0.08333441415994176,61.5486,43.96,20843.29783,high,27.533125052742665,6.41708924759794,8.476458851950161,2.1366584180992576,7.3096187504231,3.6859046251958993
Colombia,2.4261845905235884,0.9210169612915188,0.8216492895839052,0.5549131168378201,0.48457830496888704,0.4156328571334649,0.48497845168566633,0.3369279128940159,0.08757017328757138,0.10922827727537768,0.11596773513783663,0.15856794313314426,0.03074694834140013,0.06484689984717924,0.00679466512987206,0.03109436007830154,0.00202450284658725,0.00845621604286904,0.7051,14,17383.09017,low,0.03074694834140013,0.06484689984717924,0.00679466512987206,0.03109436007830154,0.00202450284658725,0.00845621604286904
Comoros,0.0305243448311169,0.02323535226664858,0.01504591432692132,0.01794527372334613,0.00964213070489277,0.01231301980026691,0.0051575998964781,0.00634590124184944,0.00140783496739867,0.00290406776612386,0.00223840923712537,0.00428204396760109,2.8274726995839117e-4,0.00117684284668265,1.2842800575252363e-4,7.110385057608522e-4,3.961163397345523e-5,2.544957123306889e-4,3e-4,0.3,3449.043575,low,2.8274726995839117e-4,0.00117684284668265,1.2842800575252363e-4,7.110385057608522e-4,3.961163397345523e-5,2.544957123306889e-4
Congo,0.09458607937042524,0.06619708503894002,0.02521959042490855,0.02577070738739463,0.01584880923053533,0.01829690541751138,0.02133489494861476,0.02115231371819657,0.00251310908993937,0.00427253674584111,0.00390689261862676,0.00682490898319456,0.00125224972243671,0.00446052747383819,1.8949307573896832e-4,0.00109805256116993,6.54043145370789e-5,3.809092157164341e-4,0.0047,1.03,6263.211613,low,0.00125224972243671,0.00446052747383819,1.8949307573896832e-4,0.00109805256116993,6.54043145370789e-5,3.809092157164341e-4
Costa Rica,0.34614933308142876,0.12118623594668658,0.13135160068041005,0.0750714888018216,0.07386392172840309,0.0594072010801216,0.06749758193331667,0.04595719044493152,0.01398669882402267,0.0150911034142058,0.01830773228208241,0.02403328646835377,0.00396166331793914,0.00801822050790132,9.53973522783826e-4,0.00346645273598741,3.179807773623659e-4,0.00134690576425633,0.1617,31.84,23852.9253,mid,0.06749758193331667,0.04595719044493152,0.01398669882402267,0.0150911034142058,0.01830773228208241,0.02403328646835377
Croatia,0.3449082043976795,0.09740838977648834,0.11658901592890436,0.05444514338042785,0.06541069820925706,0.04557858135983785,0.06885251397654607,0.0410133663235399,0.01271706772624629,0.01222046781885483,0.01576848375920947,0.0183049377679141,0.00449519446440151,0.00864442444519948,9.117788899290058e-4,0.00287769448640224,3.0515881240752806e-4,0.00130853209356088,0.1494,36.8,36930.47013,mid,0.06885251397654607,0.0410133663235399,0.01271706772624629,0.01222046781885483,0.01576848375920947,0.0183049377679141
Cuba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3044,26.85,NA,high,0,0,0,0,0,0
Cyprus,0.17493695109113944,0.04951670234535057,0.0679007873222211,0.02818995480354911,0.03763604792018206,0.02529001347275656,0.03430585321233232,0.02176851115068353,0.00766547957716208,0.00720381640963063,0.00937300651493242,0.0103980215253272,0.0020056304122571,0.00351541702945273,4.906110659744273e-4,0.00146724450321775,1.6713131419337428e-4,6.114704027795491e-4,0.0126,14.41,48781.27734,low,0.0020056304122571,0.00351541702945273,4.906110659744273e-4,0.00146724450321775,1.6713131419337428e-4,6.114704027795491e-4
Czechia,0.5273840144079113,0.1775915827610185,0.03418959012486394,0.01616811941080927,0.01882439692684451,0.01343882908504007,0.1263292439089267,0.08654781857039726,0.0038310641205012,0.00367697551087862,0.00469554410153017,0.00546706443967583,0.00953319708049869,0.02107508184726929,2.589754683515394e-4,8.333925044637471e-4,8.856004907177649e-5,3.4723843319756217e-4,0.8438,79.32,47796.03374,high,0.5273840144079113,0.1775915827610185,0.03418959012486394,0.01616811941080927,0.01882439692684451,0.01343882908504007
Côte d'Ivoire,1.152939224098116,0.7352635399198562,0.5250699634201159,0.5208222448151136,0.31544191594432486,0.3825795253840044,0.21172305683768597,0.21661632990353585,0.04766789374616875,0.0832674443439735,0.08300994594004722,0.1405703257988222,0.01068451526869604,0.03625442345075173,0.00341068335815977,0.01995076439930736,9.929260225488e-4,0.00579509563475557,0.0066,0.25,6045.204805,low,0.01068451526869604,0.03625442345075173,0.00341068335815977,0.01995076439930736,9.929260225488e-4,0.00579509563475557
Democratic Republic of the Congo,1.4442555183780688,1.5333594300163915,0.6975541890602555,1.0350697563257556,0.4873277230670663,0.7044475054471585,0.2566292580565973,0.4355663796000343,0.05972305056712443,0.16600107958774032,0.12125870126629798,0.26022055031153507,0.01285618642759299,0.08672370378651807,0.00525449239981522,0.04441881715803047,0.00141856369448648,0.01234497009150213,0.0229,0.23,1313.618218,low,0.01285618642759299,0.08672370378651807,0.00525449239981522,0.04441881715803047,0.00141856369448648,0.01234497009150213
Denmark,0.92996554956245,0.23955164221520237,0.3528818858089957,0.12516474295734037,0.19115064562120052,0.11869910228639131,0.18361627757277588,0.11150417210713992,0.04015113933809901,0.03536399818273262,0.04744080681950612,0.05136970149505242,0.0110441118884651,0.01936330904597994,0.00260007028260446,0.00743773460920705,8.904492552481122e-4,0.0030836067915058,1.8676,321.67,69715.18097,high,0.92996554956245,0.23955164221520237,0.3528818858089957,0.12516474295734037,0.19115064562120052,0.11869910228639131
Djibouti,0.03147695373722872,0.02025676442262548,0.01130541565897853,0.01227537016273487,0.00734235534886984,0.00843440863454659,0.00619803390838807,0.006040070369329,0.00110608313972292,0.00203523124636286,0.00178756498052131,0.00322695397044779,3.69248740683028e-4,0.00116389342987947,8.116904649359647e-5,5.443701480385886e-4,2.911242673342988e-5,2.062643242061572e-4,8e-4,0.76,5960.108074,low,3.69248740683028e-4,0.00116389342987947,8.116904649359647e-5,5.443701480385886e-4,2.911242673342988e-5,2.062643242061572e-4
Dominica,0.00263413556433554,0.00106973276502019,7.880343709712834e-4,5.459383446417616e-4,4.679749262327763e-4,4.219219933731269e-4,5.484065896340279e-4,3.872612418724573e-4,8.204749845939759e-5,1.04823161019926e-4,1.14865711168167e-4,1.6850967541528203e-4,3.347542835833639e-5,7.325722315698986e-5,5.339075862093746e-6,2.1258124901618855e-5,1.6578634644439838e-6,6.651400649193929e-6,0.0019,26.92,15808.97435,mid,5.484065896340279e-4,3.872612418724573e-4,8.204749845939759e-5,1.04823161019926e-4,1.14865711168167e-4,1.6850967541528203e-4
Dominican Republic,0.3392430567525235,0.14162255911409158,0.03078306369398279,0.01933599432920951,0.01752988959395107,0.01447545286809229,0.08180435907846684,0.06207213087226023,0.00326272333492952,0.00368476820919712,0.00439736241305392,0.00589555733771686,0.00599327472113896,0.0151943615467509,2.2550542430589145e-4,7.726348127719098e-4,7.373306182352512e-5,3.161058295787563e-4,0.0823,7.94,22053.45899,low,0.00599327472113896,0.0151943615467509,2.2550542430589145e-4,7.726348127719098e-4,7.373306182352512e-5,3.161058295787563e-4
Ecuador,0.9508575830346052,0.41892330500705033,0.3810065419349693,0.2830932857816578,0.22173327770515788,0.20499740268642688,0.18313282419820603,0.14127704468788627,0.03858340697053571,0.0495717147424861,0.05701393824103688,0.08537856285911209,0.01034036487876006,0.02348475575616293,0.00263436929849017,0.01186379749956944,8.506998095721473e-4,0.00384761372307551,0.1257,7.28,13507.44456,low,0.01034036487876006,0.02348475575616293,0.00263436929849017,0.01186379749956944,8.506998095721473e-4,0.00384761372307551
Egypt,2.9235523224217417,1.3125087639369262,0.48879577478310393,0.3319949132690732,0.28461756750475165,0.2654021742463221,0.6668404872476411,0.513966897904785,0.05112318514534737,0.06250361653000985,0.07002084227786744,0.1049096670532723,0.04623979453954653,0.11417250285549814,0.00362499551424459,0.01330706134377468,0.00119026410626391,0.00526781647800949,0.3293,3.32,15579.01609,low,0.04623979453954653,0.11417250285549814,0.00362499551424459,0.01330706134377468,0.00119026410626391,0.00526781647800949
