Country,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021
Suriname,0.00400302785111535,0.00308256412440658,2.2638338514128147e-4,2.677065643265703e-4,3.0486290412070147e-4,4.2288325787160887e-4,mid,0.0095,15.9,18458.235
Sweden,2.2681274118165615,0.4851043168588132,0.6337072607459633,0.143565123848296,0.3742868723929768,0.18849558715531373,high,3.3758,327.04,62731.70062
Switzerland,1.6029328991228031,0.3491304586489857,0.5992888545801648,0.1443822125793554,0.225399453320191,0.12063983299228322,high,4.2189,493.73,81001.41112
Syrian Arab Republic,0.00212823600727232,0.00992963886721607,2.580897124283446e-4,0.00147860024634682,8.2551821256573993e-05,5.831327759234856e-4,low,0.028,1.66,4592.838601
Taiwan,2.905106000093448,0.7242528468522121,1.661077713323698,0.4985432049743227,0.6528948082748673,0.4837798255158749,high,6.3776,269.82,64700
Tajikistan,0.00187496947240353,0.00764439701200258,3.861365736123697e-4,0.00229941854134954,1.1845060999212396e-4,9.317485630034582e-4,low,0.0306,3.29,3985.912476
Thailand,0.04373326403083719,0.08829920833125167,0.00926819127059361,0.03725991412814336,0.00276644199100717,0.01450364063760086,low,0.1917,2.82,20242.77
Timor-Leste,3.4478111689488624e-4,0.00127416651194188,3.776849830992837e-5,1.8153461731106255e-4,1.1657262763430242e-5,8.471715190011345e-5,low,7e-4,0.55,6824.792339
Togo,0.00164459608405609,0.0081974104392328,5.38326721831672e-4,0.00314455129735859,1.4612287027070977e-4,0.00128638791911086,low,0.0017,0.2,2577.201963
Tonga,6.829460719936434e-4,6.378857349974626e-4,1.4376214743102965e-4,2.41130073821473e-4,2.147064350696701e-4,3.710869532975469e-4,mid,0.0017,16.62,7034.92497
Trinidad and Tobago,0.0198368383227994,0.01192968514819623,0.00334167419622107,0.00346355388380967,0.00413823042552261,0.00508337200804909,mid,0.0737,53.4,30424.66489
Tunisia,0.00585776543470836,0.0142455994298604,0.00136531104640981,0.00570968161394801,4.739625814625139e-4,0.00260519320075466,low,0.0609,5.17,12444.3264
Turkey,0.0720305934641797,0.14068357926092262,0.01305945833988822,0.04079973845019518,0.0039211525478023,0.01500962750805652,low,0.8299,10,31338.26652
Turkmenistan,0.03648094297274427,0.02707904114856534,0.00357370744807525,0.00444289892805515,0.00470023701981411,0.00671909101901419,mid,0.1348,22.57,16434.13991
Tuvalu,4.087815561623544e-5,4.658720518782429e-5,4.642224036017276e-6,8.639338812893607e-6,7.5387466158798975e-6,1.3290622660610475e-5,mid,1e-4,6.81,5352.978625
Uganda,0.00809708883938257,0.03937686544997057,0.00292514330376692,0.01723988577114118,8.839077764028248e-4,0.00683096660387371,low,0.0124,0.31,2684.920359
Ukraine,0.02595639372106406,0.05965090129345336,0.00626362409556491,0.02127613555252025,0.00180582000568095,0.01075026170617225,low,0.0589,1.41,17846.4082
United Arab Emirates,0.2575960566095946,0.1475546129740191,0.04670024899643698,0.04186443860402408,0.05475447101721761,0.0591176757523494,mid,0.6985,64.99,67401.12129
United Kingdom of Great Britain and Northern Ireland,3.842156567453536,1.315381088999677,0.7580836618611492,0.3917750495870049,1.2647401353967975,0.7466695560212366,high,9.5769,143.22,51004.42717
United Republic of Tanzania,0.01709779647391297,0.05029031202018317,0.00159168476788216,0.0061809189499293,3.657455362005434e-4,0.00131590159189659,low,1e-4,0.01,3493.083008
United States of America,53.5114468427305,12.034867510647144,13.540705907489542,3.1637379317788685,10.502400611021113,5.43409585607993,high,133.5058,405.46,71307.40173
Uruguay,0.02999056140648276,0.02142936533867479,9.9242069063098e-4,0.00106056494288536,0.00127587979030709,0.00161442042974171,mid,0.1075,30.56,29431.88501
Uzbekistan,0.01136119137127577,0.03115710243263869,0.00228202387449498,0.01059477926891371,7.085394733333602e-4,0.00485030671176715,low,0.2183,6.61,9247.643827
Vanuatu,7.675627755214531e-5,3.087222093161465e-4,2.8038031031491302e-5,1.7099632967132545e-4,7.879868990738068e-6,8.07390708839136e-5,low,1e-4,0.51,3135.836649
Venezuela,0,0,0,0,0,0,high,0.49370000000000003,17.93,NA
Viet Nam,0.05612580766191753,0.14243778158569576,0.01656771446627422,0.0797873977500987,0.00433235071593377,0.04185369322562197,low,0.057,0.6,12048.90199
Yemen,0,0,0,0,0,0,high,0.0098,0.31,NA
Zambia,0.00457563132886566,0.02074316964641794,0.0015640287642846,0.01251474132742388,4.859412323422903e-4,0.00342378977511244,low,8e-4,0.04,3503.034914
Zimbabwe,0.0045652193331683,0.01922323688586703,0.00235266101829642,0.01431615074750184,6.668059850193666e-4,0.00568925395648035,low,0.0587,3.94,3184.784602
Global,157.64388072607727,14.61730333077405,46.48558325308013,4.483163820900109,32.97785510000578,6.954550981237907,NA,NA,NA,NA
