Country,Procedure,Mean_total_billions,SD_total_billions
Afghanistan,Consult_perio,0.0047017697465967035,0.023991447856336817
Afghanistan,Consult_simple,0.0017596226527636506,0.04245960431550758
Afghanistan,Denture,8.654608756093157e-4,0.022735216623342824
Afghanistan,Denture_repair,-1.3108119461553518e-4,0.012329828955635953
Afghanistan,Extraction,0.004124003805216088,0.052446013564061894
Afghanistan,Full_fixed,0.004580313621645767,0.04327045942286313
Afghanistan,GTR,0.005537804984838413,0.011252928271631733
Afghanistan,Implant_surgery,0.014697686659005425,0.05786417341605542
Afghanistan,Maintenance_perio,0.023512310112435614,0.061023214493727135
Afghanistan,Maintenance_simp,0.004654044579911235,0.03736769597393954
Afghanistan,OFD,3.1518695801641796e-6,0.007506657477637791
Afghanistan,OHI,0.002220769208622996,0.01917430829478693
Afghanistan,OPG,0.007322949124594389,0.033859677525358164
Afghanistan,PA,0.00374588336703369,0.01759128994575155
Afghanistan,Prophy,0.008005991487112516,0.009736649208644808
Afghanistan,RootDeb,0.0031260432493104566,0.05242720050393573
Afghanistan,Single_implant,0.041702397884092336,0.10015115715797793
Albania,Consult_perio,7.506755056456225e-4,0.0018585551151707191
Albania,Consult_simple,0.0014598558762539773,0.0037565447338203336
Albania,Denture,5.424992070950364e-4,0.001718746471643806
Albania,Denture_repair,4.400486634683978e-4,9.97268259409731e-4
Albania,Extraction,0.001571674282806812,0.004033451841769063
Albania,Full_fixed,8.949611456760452e-4,0.0035545465722840834
Albania,GTR,4.718100753245511e-4,8.132498676348137e-4
Albania,Implant_surgery,0.0010839558429113214,0.004274369067371586
Albania,Maintenance_perio,0.003027396137419995,0.0051693042850453515
Albania,Maintenance_simp,0.002645462812423703,0.00423038823486746
Albania,OFD,1.9262432139971952e-4,5.712563347070387e-4
Albania,OHI,7.028258346194547e-4,0.001685953196192092
Albania,OPG,0.0014809461043240014,0.002903426625815404
Albania,PA,6.965772931809131e-4,0.0014031612639845525
Albania,Prophy,0.002551470994764857,0.002757373860301223
Albania,RootDeb,0.0018316556055857523,0.004332171406401356
Albania,Single_implant,0.00481857968415823,0.008178966451975984
Algeria,Consult_perio,0.010368256440115775,0.028088000483988323
Algeria,Consult_simple,0.023600473533058917,0.06593854882731555
Algeria,Denture,0.007051839182511103,0.025410747895362185
Algeria,Denture_repair,0.005965082119825148,0.014800884209181544
Algeria,Extraction,0.02161165699414459,0.05979003319116049
Algeria,Full_fixed,0.012490795470583986,0.05353226675143723
Algeria,GTR,0.00699134158466681,0.012292518946260163
Algeria,Implant_surgery,0.016393948057890365,0.0632705139421842
Algeria,Maintenance_perio,0.043827059467040776,0.0777716956777276
Algeria,Maintenance_simp,0.04427410672555785,0.07343961492069578
Algeria,OFD,0.002678775084427561,0.008632406871992336
Algeria,OHI,0.010946686408201787,0.02923856571303315
Algeria,OPG,0.023291498211116243,0.04871531821319787
Algeria,PA,0.010578628452204074,0.021726221787230254
Algeria,Prophy,0.04257296753983787,0.04585486115726048
Algeria,RootDeb,0.024765507973537732,0.06223023613306598
Algeria,Single_implant,0.07069630877293798,0.12343821851720901
Andorra,Consult_perio,4.9664773089370696e-5,7.776948702700474e-5
Andorra,Consult_simple,1.417581882371116e-4,1.8102738665502305e-4
Andorra,Denture,4.8792853518622176e-5,7.305361100713944e-5
Andorra,Denture_repair,4.314137675253336e-5,5.2866688502268244e-5
Andorra,Extraction,1.326811749118762e-4,1.833165578171153e-4
Andorra,Full_fixed,6.733273684848715e-5,1.703941836682298e-4
Andorra,GTR,2.1163431837191027e-5,3.055474373147984e-5
Andorra,Implant_surgery,3.251250944446497e-5,1.214762072672185e-4
Andorra,Maintenance_perio,1.8489511674540574e-4,2.4760367407344164e-4
Andorra,Maintenance_simp,2.4699630002921483e-4,3.060572454030752e-4
Andorra,OFD,1.8288036662707113e-5,2.5489960964546052e-5
Andorra,OHI,5.5527168650220924e-5,7.775719713233804e-5
Andorra,OPG,1.0971268364800397e-4,1.2436255122976592e-4
Andorra,PA,5.156652353659412e-5,6.108782020421568e-5
Andorra,Prophy,2.1943692005012554e-4,2.3787480339483114e-4
Andorra,RootDeb,1.6408667431608192e-4,2.3104009894418649e-4
Andorra,Single_implant,2.8196139107085425e-4,3.7864384981193535e-4
Angola,Consult_perio,0.004219519190607105,0.014400387802242584
Angola,Consult_simple,0.010356858682583738,0.04940187717581051
Angola,Denture,0.002030750002390689,0.013691877883430742
Angola,Denture_repair,0.0015132523349805228,0.0073450743427843305
Angola,Extraction,0.0065305014827417174,0.0302356122820104
Angola,Full_fixed,0.004769477927612696,0.02676996952113629
Angola,GTR,0.0034296624681161305,0.0065709541889660845
Angola,Implant_surgery,0.008465359051984702,0.032644075489917594
Angola,Maintenance_perio,0.018467833767980172,0.03839026700045322
Angola,Maintenance_simp,0.020109508807566123,0.04910263799620413
Angola,OFD,7.026680627800223e-4,0.004526881439026289
Angola,OHI,0.005233492729032335,0.021638555198744837
Angola,OPG,0.011924349319636074,0.03591241657740747
Angola,PA,0.004694351725052791,0.011981571871942357
Angola,Prophy,0.021347988279670563,0.023890353210137875
Angola,RootDeb,0.007660203952721975,0.03147556495823312
Angola,Single_implant,0.031091657600813987,0.06327657492580163
Antigua and Barbuda,Consult_perio,1.966199785901583e-5,4.166167005347119e-5
Antigua and Barbuda,Consult_simple,8.125312072228552e-5,1.52017373991193e-4
Antigua and Barbuda,Denture,1.6494506345506246e-5,3.856821317649611e-5
Antigua and Barbuda,Denture_repair,1.4117864691739339e-5,2.3683801128429603e-5
