Severity,global_Mean_total_billions,global_SD_total_billions
Health,13.134356030730421,3.8267006615863015
Stage_III_IVT1_2,72.01280017178411,12.114262492117565
Stage_IVT3,17.020073224261733,8.383337713869961
Stage_IVT4,19.427752339851786,9.891797396356395
Stage_I_II,28.453372066521,6.9426424940165266
