Country,Severity,selected_Mean_total_billions,selected_SD_total_billions
Afghanistan,Health,7.796476203069371e-4,0.01619967029782298
Afghanistan,Stage_III_IVT1_2,9.35063664555744e-4,0.00789419652308305
Afghanistan,Stage_IVT3,1.891452859652071e-4,0.00186526759490865
Afghanistan,Stage_IVT4,2.586429736735399e-4,0.00286346317632833
Afghanistan,Stage_I_II,0.00118191083073781,0.02107109825474276
Albania,Health,2.778304729197227e-4,0.00120104856704673
Albania,Stage_III_IVT1_2,3.8644961168320086e-4,0.00165586004090725
Albania,Stage_IVT3,7.54284689574142e-5,4.4854476674164207e-4
Albania,Stage_IVT4,1.1678231210124542e-4,6.049125265875965e-4
Albania,Stage_I_II,3.835034103369535e-4,0.00155973125539044
Algeria,Health,0.00419123377166773,0.01873660378679617
Algeria,Stage_III_IVT1_2,0.00614063511061185,0.02591740794841565
Algeria,Stage_IVT3,0.00129243578046127,0.00760889190654063
Algeria,Stage_IVT4,0.0019122067888668,0.0111393007079974
Algeria,Stage_I_II,0.00701201328013944,0.03220058831288652
Andorra,Health,2.2755562595150368e-4,2.7653147390288335e-4
Andorra,Stage_III_IVT1_2,7.430090886634122e-4,8.407386077344598e-4
Andorra,Stage_IVT3,1.957108232367932e-4,3.6616538453137034e-4
Andorra,Stage_IVT4,2.4018431622675868e-4,4.67443516135561e-4
Andorra,Stage_I_II,4.304816619846408e-4,4.630158107186397e-4
Angola,Health,0.00237518419853244,0.01767795242717734
Angola,Stage_III_IVT1_2,0.00202630201290826,0.00955014581765103
Angola,Stage_IVT3,3.720194959154471e-4,0.00237210133821292
Angola,Stage_IVT4,5.371031435071538e-4,0.0033462802984847
Angola,Stage_I_II,0.00353613706626409,0.02035370757620731
Antigua and Barbuda,Health,1.410032243328564e-4,2.000481246020544e-4
Antigua and Barbuda,Stage_III_IVT1_2,5.983610048330733e-4,7.202162145722892e-4
Antigua and Barbuda,Stage_IVT3,1.599583213326434e-4,3.2367558753615573e-4
Antigua and Barbuda,Stage_IVT4,2.012172549971252e-4,4.3146979668568294e-4
Antigua and Barbuda,Stage_I_II,2.634570680469581e-4,3.1027970702213057e-4
Argentina,Health,0.07802449409812263,0.10717089653359024
Argentina,Stage_III_IVT1_2,0.23031936529868824,0.28182447324258403
Argentina,Stage_IVT3,0.06451146870451259,0.13610117895033252
Argentina,Stage_IVT4,0.08303045571693755,0.1802293202760012
Argentina,Stage_I_II,0.14948724687026388,0.17665947796702344
Armenia,Health,0.00334138799599545,0.00506281617541081
Armenia,Stage_III_IVT1_2,0.00951993728731152,0.01253160546632412
Armenia,Stage_IVT3,0.00257738161983007,0.00566676447588222
Armenia,Stage_IVT4,0.00344935599849309,0.0076829626887201
Armenia,Stage_I_II,0.00637290425175545,0.00876178633672104
Australia,Health,0.3481214816088909,0.2257582802392662
Australia,Stage_III_IVT1_2,1.8812341574544529,0.6459400133140111
Australia,Stage_IVT3,0.41419507577700015,0.44806899781925663
Australia,Stage_IVT4,0.5146226226416423,0.5719549622762424
Australia,Stage_I_II,0.7584548926127656,0.402250031942882
Austria,Health,0.08450433637440945,0.05898679081000109
Austria,Stage_III_IVT1_2,0.42821785874703583,0.19494889132279783
Austria,Stage_IVT3,0.09596575639065004,0.1101715922924572
Austria,Stage_IVT4,0.10925382511682569,0.13167547861742915
Austria,Stage_I_II,0.1846372461978934,0.11092970682126645
Azerbaijan,Health,0.00127096637028703,0.00505363654204503
Azerbaijan,Stage_III_IVT1_2,0.00181321500372576,0.00675592786068129
Azerbaijan,Stage_IVT3,3.523565069814727e-4,0.00178827959993975
Azerbaijan,Stage_IVT4,4.827772730510703e-4,0.00236566698205335
Azerbaijan,Stage_I_II,0.00204603554720238,0.0092968399424395
Bahamas,Health,0.00216663446552427,0.00171135014948388
