Country,selected_model,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,WHO_selected_Mean_total_billions,WHO_selected_SD_total_billions,WHO_selected_Mean_perio_billions,WHO_selected_SD_perio_billions,WHO_selected_Mean_replace_billions,WHO_selected_SD_replace_billions,Mean_total_billions_high,SD_total_billions_high,Mean_perio_billions_high,SD_perio_billions_high,Mean_replace_billions_high,SD_replace_billions_high,Mean_total_billions_mid,SD_total_billions_mid,Mean_perio_billions_mid,SD_perio_billions_mid,Mean_replace_billions_mid,SD_replace_billions_mid,Mean_total_billions_low,SD_total_billions_low,Mean_perio_billions_low,SD_perio_billions_low,Mean_replace_billions_low,SD_replace_billions_low,Mean_total_billions_WHO_target,SD_total_billions_WHO_target,Mean_perio_billions_WHO_target,SD_perio_billions_WHO_target,Mean_replace_billions_WHO_target,SD_replace_billions_WHO_target,Dent_exp_usd,Dent_exppc_usd,iso3c,Pop,Pop_sd,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,GDP_per_capita_PPP_2021,gdp_ppp_upper,gdp_ppp_lower
Azerbaijan,low,0.00638046749149824,0.01316571825582959,0.00160576890203084,0.00682904156975903,4.0026037171854434e-4,0.00156811980434898,0.5413454242865863,0.19405216610557255,0.17087023454993705,0.11566635111697549,0.05680991799292743,0.05837571525460584,0.4875425815544283,0.1739294471891953,0.08533789869285831,0.06208783876176996,0.05705528724217502,0.05835462925817575,0.10649302983640424,0.07415689161251081,0.02150544906224475,0.02450547709704415,0.02737329464039267,0.03678975435798288,0.00638046749149824,0.01316571825582959,0.00160576890203084,0.00682904156975903,4.0026037171854434e-4,0.00156811980434898,0.5413454242865863,0.19405216610557255,0.17087023454993705,0.11566635111697549,0.05680991799292743,0.05837571525460584,0.1268,12.61,AZE,10500168.38135049,746362.6611711634,0.0564361304348065,0.00638858129209275,0.1208522372852858,0.01754103510097394,15638.851191204,16961.4463113149,14630.5552453253
Bahamas,mid,0.00665560154843487,0.00471456233719544,0.00160451270173348,0.00173165765881228,0.00201714252791004,0.00245727207623004,0.03186137586667927,0.00969606865718806,0.01241964500824192,0.00689089089801483,0.00390774461758698,0.00349126076390056,0.02729865767068294,0.00872293753501657,0.00653614773926843,0.00404750500112879,0.00397319394372863,0.00367539311309811,0.00665560154843487,0.00471456233719544,0.00160451270173348,0.00173165765881228,0.00201714252791004,0.00245727207623004,3.527412111555555e-4,6.594545406878969e-4,1.0790521113952191e-4,3.786160244446296e-4,2.900733901866537e-5,1.021959887844885e-4,0.03186137586667927,0.00969606865718806,0.01241964500824192,0.00689089089801483,0.00390774461758698,0.00349126076390056,0.0329,75.3,BHS,387965.7168254832,27904.051158737915,0.0487259521060088,0.00598056278534045,0.1864530323196796,0.01960897665521134,28557.3055534091,34382.8290932221,24686.7465616672
Bahrain,low,0.00229181728463933,0.00424607770820689,5.226466395102136e-4,0.00152222642757895,1.8162254099158965e-4,6.229935883571566e-4,0.19355057694912084,0.0509715132125168,0.0671353929496251,0.03046151678918041,0.02146086484018352,0.01800486930607549,0.17055471441920336,0.04475502021958767,0.03436367246910916,0.01763367675859425,0.02082236703415477,0.01708916051949829,0.03939966708614358,0.02544722985692072,0.00899233846301963,0.00800110167060923,0.0108414699070638,0.01203359414004164,0.00229181728463933,0.00424607770820689,5.226466395102136e-4,0.00152222642757895,1.8162254099158965e-4,6.229935883571566e-4,0.19355057694912084,0.0509715132125168,0.0671353929496251,0.03046151678918041,0.02146086484018352,0.01800486930607549,0.0625,41.36,BHR,1529596.6255871265,58725.727166381315,0.0400881427677888,0.00515489542270785,0.1615020233440481,0.02440508023222455,46823.8996179104,54824.4848975146,37267.7981719125
Bangladesh,low,0.05922356355632958,0.19521823337881092,0.02063247258893087,0.1288339867326461,0.00644132376470373,0.0370718671591752,6.0843632770264895,3.6031891770939017,2.833858544965787,2.811229507177142,0.9356067258072094,1.197266261412253,4.838931620663996,2.9431102853558744,1.3850703525697534,1.472345112876729,0.9731270953315436,1.330224572967026,1.2895112951700978,1.234890678045888,0.32730810771009167,0.5266318978584248,0.5015692028307634,0.8012050664605218,0.05922356355632958,0.19521823337881092,0.02063247258893087,0.1288339867326461,0.00644132376470373,0.0370718671591752,6.0843632770264895,3.6031891770939017,2.833858544965787,2.811229507177142,0.9356067258072094,1.197266261412253,0.0125,0.08,BGD,164636116.46495664,10561801.940562516,0.010103418325721,0.0013060935988477,0.1912459113047284,0.0194780477960805,4969.9936846605,5239.64833791227,4509.86007828207
Barbados,mid,0.00340747164073748,0.00274655337947754,8.543402833397742e-4,0.00107030364233043,0.00116438315064865,0.00164352539757364,0.01608406943941845,0.00688673912445197,0.00708211899494989,0.00533276798263306,0.00225600463013655,0.00247306397593804,0.01309929825983016,0.00551062211298928,0.00350776796087493,0.00278233027722616,0.00237513842258585,0.00263548725044628,0.00340747164073748,0.00274655337947754,8.543402833397742e-4,0.00107030364233043,0.00116438315064865,0.00164352539757364,1.829751046376216e-4,4.40104569338854e-4,6.389910593028727e-5,2.544464536053895e-4,1.9067323559946423e-5,8.375879130883143e-5,0.01608406943941845,0.00688673912445197,0.00708211899494989,0.00533276798263306,0.00225600463013655,0.00247306397593804,0.0152,52.8,BRB,299024.7964714803,21644.704150214675,0.0849187395341054,0.01031689369293914,0.2015399332670672,0.01882145670124334,13220.5464372559,15550.9245795284,9463.97093024592
Belarus,low,0.00702400240015833,0.01382205973591619,0.00189185180951939,0.00678275862974346,6.326466889467928e-4,0.00239938531559597,0.6315171611910494,0.20288229443261763,0.23196787730508628,0.13665754394523463,0.07332483224138872,0.07062695174625408,0.5440680625884088,0.1764258514473198,0.11468724302706276,0.07250019534439314,0.07384037491257386,0.07064642908253867,0.12724137828994606,0.08689159011431603,0.02884999642268106,0.03030991052013088,0.0368021726668396,0.04565996986664045,0.00702400240015833,0.01382205973591619,0.00189185180951939,0.00678275862974346,6.326466889467928e-4,0.00239938531559597,0.6315171611910494,0.20288229443261763,0.23196787730508628,0.13665754394523463,0.07332483224138872,0.07062695174625408,0.1371,14.47,BLR,9324657.46768948,648450.7410378968,0.0813095064323887,0.00843724893395895,0.1635935886780656,0.01896070708058225,18938.0402406794,22107.1719968615,16916.921060223
Belgium,high,1.2578279306544162,0.3339180264303968,0.30247521117452203,0.14806608677683575,0.1758728260101217,0.14193578066699322,1.2578279306544162,0.3339180264303968,0.30247521117452203,0.14806608677683575,0.1758728260101217,0.14193578066699322,1.2578279306544162,0.3339180264303968,0.30247521117452203,0.14806608677683575,0.1758728260101217,0.14193578066699322,0.31040173745120186,0.1985337248667038,0.07818352668328181,0.06960962213150304,0.09133072133858262,0.100400753880289,0.01626433866007677,0.0292962724609603,0.00478215205225371,0.01405032862784166,0.00148904112783149,0.00453432053317214,1.4947353710313134,0.3737209121423386,0.589028448277025,0.23969794584030937,0.18115239125145688,0.14638182789995455,2.1221,185.2,BEL,11469271.627594749,546122.7297307095,0.0997101779711234,0.01089086504318354,0.2121946653128384,0.01790856569372945,44361.1550300858,52576.0095664984,38423.1267177806
Belize,mid,0.00340240933896445,0.00277381809612817,7.227199568205468e-4,9.400641313902608e-4,9.857496220711357e-4,0.00158396310961279,0.01709296987671033,0.00788598361294958,0.00619418255181414,0.00502929432678624,0.001964485261975,0.00243335175445532,0.0145844964067773,0.00713647331146187,0.00297412353150704,0.00268621557991305,0.00209475283921527,0.00245032933313757,0.00340240933896445,0.00277381809612817,7.227199568205468e-4,9.400641313902608e-4,9.857496220711357e-4,0.00158396310961279,1.845881826716603e-4,4.743542066552125e-4,4.684313908585421e-5,2.167397826604708e-4,1.4559896988836603e-5,6.924527400970249e-5,0.01709296987671033,0.00788598361294958,0.00619418255181414,0.00502929432678624,0.001964485261975,0.00243335175445532,0.0057,14.08,BLZ,429074.7047737778,29937.17608377154,0.03653710394867,0.0041134273294413,0.1282651973214638,0.01672565972034954,8307.65960232389,9903.99734193359,6203.91698040609
Benin,low,0.00246635422985987,0.01063664755386159,8.519872807732645e-4,0.00488730108366408,1.7963163287904645e-4,0.00129065876860669,0.2708087240021594,0.23574098494678292,0.12206151886214478,0.1507970204228148,0.0407250832734665,0.06495568698827894,0.21363437058317775,0.20590855634149768,0.05648570054334422,0.07506115369693019,0.04276424574837213,0.06517953915904201,0.05504269188422148,0.06610964858072085,0.01279425880831628,0.02536749977142093,0.02000495088918364,0.03941296147387133,0.00246635422985987,0.01063664755386159,8.519872807732645e-4,0.00488730108366408,1.7963163287904645e-4,0.00129065876860669,0.2708087240021594,0.23574098494678292,0.12206151886214478,0.1507970204228148,0.0407250832734665,0.06495568698827894,0.0033,0.28,BEN,13499174.524550674,821293.885972254,0.012579659929951,0.00151887955633374,0.1176176440854838,0.01437762570825389,2858.7932376016,3391.39601434204,2254.68281579745
Bhutan,low,5.77383686454502e-4,0.00139227936599745,2.1146801464101193e-4,9.826285516564342e-4,5.267054358586014e-5,2.182945935986549e-4,0.05636631401150748,0.02569563979668534,0.02529109248016692,0.02016806124235178,0.00836057509978375,0.00910981698588462,0.04500640024588333,0.02001504350926762,0.01241139049742865,0.01028612057199199,0.00818578835835065,0.00929344420417026,0.01195328965260913,0.01015714424811803,0.00300340431251574,0.00382896324611548,0.00418003536414812,0.00623759064011917,5.77383686454502e-4,0.00139227936599745,2.1146801464101193e-4,9.826285516564342e-4,5.267054358586014e-5,2.182945935986549e-4,0.05636631401150748,0.02569563979668534,0.02529109248016692,0.02016806124235178,0.00836057509978375,0.00910981698588462,0,0.06,BTN,756900.0948562409,33028.17002537934,0.0141493443928089,0.0017567606025128,0.2093444028997815,0.01898955279540834,9433.67118728253,11220.645888795,7839.13131076647
Bolivia,low,0.00383919960552847,0.01012918909016634,0.00101289451259301,0.00494339156970976,2.952421778265341e-4,0.00171824578741512,0.3976492349015245,0.2020485095182983,0.14047853822918402,0.1272533754451547,0.0478145147827522,0.06093909296490142,0.34484087221966325,0.191041983065325,0.06712688513708187,0.06557947152119631,0.04571742781547466,0.06013417933665312,0.0756774881256727,0.06250926852671919,0.01579168412723022,0.02269691913106984,0.02259419585546274,0.03406238376659008,0.00383919960552847,0.01012918909016634,0.00101289451259301,0.00494339156970976,2.952421778265341e-4,0.00171824578741512,0.3976492349015245,0.2020485095182983,0.14047853822918402,0.1272533754451547,0.0478145147827522,0.06093909296490142,NA,NA,BOL,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bosnia and Herzegovina,mid,0.03162817687983322,0.02337183940768851,0.00713902720184669,0.00826464381915206,0.00955829481390629,0.01319434500745878,0.1586057287163252,0.06037397585513397,0.05885000125209707,0.04206179619092675,0.01901294466676583,0.01972753421979337,0.13626488743957463,0.05262374944685226,0.02857015718602454,0.02139117435186974,0.01891591770879543,0.0202116782144058,0.03162817687983322,0.02337183940768851,0.00713902720184669,0.00826464381915206,0.00955829481390629,0.01319434500745878,0.00182454328447651,0.00378539499101377,4.587676910575589e-4,0.00162838702171233,1.614734288636006e-4,6.624277980765093e-4,0.1586057287163252,0.06037397585513397,0.05885000125209707,0.04206179619092675,0.01901294466676583,0.01972753421979337,0.0727,20.75,BIH,3302863.695245446,195637.2308647486,0.113607572556681,0.01281580120316194,0.136371566667327,0.01821524124957314,13289.8490196426,15527.7386242018,10819.5905878214
Botswana,mid,0.02238136039810261,0.01454746316334398,0.00188581132675959,0.00155128643387207,0.00153567425654015,0.00171370638134805,0.14166248843558507,0.03202022702556734,0.01434244867505518,0.00459437309999731,0.0030599244591089,0.00232783837393679,0.14792411210241851,0.03299891175751564,0.00745849640656656,0.00312320754263909,0.00307728139812897,0.00237549915320917,0.02238136039810261,0.01454746316334398,0.00188581132675959,0.00155128643387207,0.00153567425654015,0.00171370638134805,0.00156259537990579,0.00329570086137568,1.236946771250384e-4,3.587012695241026e-4,2.6048226003663015e-5,7.579480878198449e-5,0.14166248843558507,0.03202022702556734,0.01434244867505518,0.00459437309999731,0.0030599244591089,0.00232783837393679,0.0574,24.15,BWA,2393256.1212177165,158353.20638778736,0.0470026769566965,0.0061835805633943,0.0398143453611976,0.00824228680364205,15248.4576425319,17011.0410238026,13883.8799541312
Brazil,mid,1.9845976793727615,1.0920436701586014,0.3656359382591697,0.29879299993344277,0.2349957871568631,0.23195041248696027,12.2839678201447,2.3036402784798753,2.72687238309291,0.8777071211281051,0.47954399824527033,0.34428758723626346,11.945096427238914,2.3405072159014955,1.4059761970543314,0.5819244214419634,0.4730448394808788,0.3460070665047642,1.9845976793727615,1.0920436701586014,0.3656359382591697,0.29879299993344277,0.2349957871568631,0.23195041248696027,0.1378516558814339,0.24489705166768896,0.02155232511109866,0.05615157713237982,0.00445488498879491,0.01307899546839603,12.2839678201447,2.3036402784798753,2.72687238309291,0.8777071211281051,0.47954399824527033,0.34428758723626346,3.7128,17.68,BRA,220356039.81239465,15297843.741040468,0.1057809266522907,0.007329651497099,0.1479814197488572,0.01445647621930759,14420.1983244871,15235.1326142168,13748.2767612211
Brunei Darussalam,low,6.956687808617578e-4,0.00129007052421769,1.1372643405874044e-4,3.1597664175664553e-4,3.592140520281789e-5,1.2184605110882292e-4,0.05882529849973503,0.01347753574435682,0.01415805156394632,0.00580464206943976,0.00443376137006481,0.00353255363499812,0.05576110384420878,0.01341083938571378,0.00732717677525352,0.00363147648233613,0.0044520048513577,0.00365712946909489,0.01121328878609848,0.00665132969564176,0.00198183871529193,0.00178678152241977,0.0022108903401815,0.00242229193839036,6.956687808617578e-4,0.00129007052421769,1.1372643405874044e-4,3.1597664175664553e-4,3.592140520281789e-5,1.2184605110882292e-4,0.05882529849973503,0.01347753574435682,0.01415805156394632,0.00580464206943976,0.00443376137006481,0.00353255363499812,0.0091,20.35,BRN,451135.751327325,29267.141286883387,0.0136520383753608,0.00179151456036285,0.100821158738931,0.01658520751651519,69113.1213903956,74085.5281757037,63461.533879782
Bulgaria,low,0.00461553112687126,0.0085624235109177,0.00111003020376125,0.00372468275688372,3.075819199571884e-4,0.00108810654086929,0.4181357892358319,0.12695037554577857,0.1286526974925981,0.07341060371775157,0.04032278720937147,0.03720204442518116,0.3807460576232487,0.11520055664052012,0.064232260151442,0.04025213039483086,0.04178382093389227,0.04056197926781949,0.08067308529815533,0.05127756787760109,0.01661280298358411,0.01721341453580528,0.02063663578178802,0.02557352999927501,0.00461553112687126,0.0085624235109177,0.00111003020376125,0.00372468275688372,3.075819199571884e-4,0.00108810654086929,0.4181357892358319,0.12695037554577857,0.1286526974925981,0.07341060371775157,0.04032278720937147,0.03720204442518116,0.1094,15.72,BGR,6786933.061145688,321238.7967637591,0.1076788824989007,0.0121873093461696,0.1197108635857866,0.01753805773817215,20994.6725339766,24131.5184282809,19261.3670868489
Burkina Faso,low,0.00456771757905775,0.02618649402947247,0.00170371039893577,0.01162436567993733,6.186316858714869e-4,0.00435934568960194,0.4943671452858063,0.4837171901615918,0.2550453013142737,0.34740544243291865,0.09127197249793902,0.1436041201547299,0.3808861944158004,0.39685727419624256,0.12227622550473673,0.17245334034291407,0.08535247606886692,0.13269323486066456,0.10012715298961768,0.14166115035911772,0.02367226429074526,0.05930394084127677,0.04400403488183774,0.09941685069808937,0.00456771757905775,0.02618649402947247,0.00170371039893577,0.01162436567993733,6.186316858714869e-4,0.00435934568960194,0.4943671452858063,0.4837171901615918,0.2550453013142737,0.34740544243291865,0.09127197249793902,0.1436041201547299,0.0046,0.23,BFA,22761130.07422611,937257.9762953148,0.0089302839554358,0.00106065677435805,0.151701682947167,0.0147713193365086,1975.9983672462,2470.88827976984,1576.66245973471
Burundi,low,5.387361790111525e-4,0.00843257726736547,2.8278601534120794e-4,0.00183428352468943,6.163485014631423e-5,5.663352241809269e-4,0.07311967214606112,0.17550716154235188,0.03681612328920398,0.06154435665770939,0.01408880977149035,0.02592137192703051,0.05244359117713174,0.18780046513066437,0.0177928106201812,0.03220098952995202,0.01364568152643428,0.02619728803864708,0.0163457046636451,0.04009309011166822,0.00342089273909401,0.01068679487147268,0.00702466323195631,0.01702412691862514,5.387361790111525e-4,0.00843257726736547,2.8278601534120794e-4,0.00183428352468943,6.163485014631423e-5,5.663352241809269e-4,0.07311967214606112,0.17550716154235188,0.03681612328920398,0.06154435665770939,0.01408880977149035,0.02592137192703051,0.0013,0.12,BDI,13220294.446359904,890475.0484578367,0.0099230376870336,0.0012848083607331,0.0512409364748781,0.01061319670229784,620.616955169191,758.965567160397,520.177856298338
Cabo Verde,low,2.467320495752889e-4,7.672281035487226e-4,9.426088710005644e-5,4.759034007094824e-4,2.9989400962844104e-5,1.6476010709633163e-4,0.02708180696910036,0.01647250261502401,0.0143982509637484,0.01388459908601686,0.00465571964105085,0.0059223294616115,0.02014209698929826,0.01197880846648257,0.0068336360854646,0.0069625445430417,0.00458894020789874,0.00616379082868198,0.00560179558413327,0.00545472166037878,0.00155506988933219,0.0023585921364709,0.00232202694463753,0.0036307040868745,2.467320495752889e-4,7.672281035487226e-4,9.426088710005644e-5,4.759034007094824e-4,2.9989400962844104e-5,1.6476010709633163e-4,0.02708180696910036,0.01647250261502401,0.0143982509637484,0.01388459908601686,0.00465571964105085,0.0059223294616115,0.0034,6.12,CPV,559262.0213681902,37413.79798754549,0.0215634888117799,0.00244892968868149,0.260842052969699,0.0193009879114199,5910.42332089692,6138.64500789881,5664.6018724388
Cambodia,low,0.00451671237365414,0.01358943812943027,0.0010270267865446,0.00476187139522806,3.729634350469946e-4,0.00187380553623601,0.40250339131699153,0.2644793674882769,0.13364234933237443,0.1496860633144383,0.04717749043823199,0.06580816942907708,0.34186550637709223,0.24552513079773688,0.0642295354832765,0.07397249395012415,0.04413158419004318,0.05840968319306824,0.07797173362302684,0.0738061373235596,0.01469205246904347,0.02508644736817392,0.02280790332677929,0.04106389667288614,0.00451671237365414,0.01358943812943027,0.0010270267865446,0.00476187139522806,3.729634350469946e-4,0.00187380553623601,0.40250339131699153,0.2644793674882769,0.13364234933237443,0.1496860633144383,0.04717749043823199,0.06580816942907708,1e-4,0.01,KHM,17044077.39323212,1284760.1047970988,0.0290334895565824,0.0033930182556521,0.0916388848261259,0.01441981359183105,3938.45875581318,4233.15604307984,3579.7529862585902
Cameroon,low,0.00827551804460009,0.03026421455984006,0.00341605241293941,0.01725523591389827,9.769303466502296e-4,0.00596412112864185,0.8846059398975167,0.6323660954720529,0.4208229824134062,0.49209965177358334,0.14330316928560038,0.1936035102181807,0.6972579088692307,0.5267610713312273,0.196297336556524,0.24172930979826251,0.14510886833213515,0.21311018155583877,0.18131600073982057,0.20378381870279383,0.04144871393753478,0.08307707542543197,0.07121790753783726,0.13463672602023916,0.00827551804460009,0.03026421455984006,0.00341605241293941,0.01725523591389827,9.769303466502296e-4,0.00596412112864185,0.8846059398975167,0.6323660954720529,0.4208229824134062,0.49209965177358334,0.14330316928560038,0.1936035102181807,0.0066,0.26,CMR,31779632.65386256,2687756.0065856725,0.0128196639281227,0.00150466017034649,0.1695828636559013,0.0159807817696566,3194.97252091505,3613.06309749274,2729.1423585287
Canada,high,4.340497264748368,1.1189815993990957,1.0035482002797247,0.3793834159056221,0.64461558582059,0.44696337390693885,4.340497264748368,1.1189815993990957,1.0035482002797247,0.3793834159056221,0.64461558582059,0.44696337390693885,4.340497264748368,1.1189815993990957,1.0035482002797247,0.3793834159056221,0.64461558582059,0.44696337390693885,1.2135399348811255,0.7717178278212667,0.2619328170428167,0.20268526812909984,0.3293698982222734,0.3224021385791322,0.0699118978967157,0.12625098284501582,0.01631002788077355,0.05008846836936868,0.00489610296497294,0.01545747247329083,5.157377051098711,1.144141002126125,1.963419107069751,0.5351281789977528,0.6418425149358451,0.4438478905160239,12.8291,342.52,CAN,37469206.97581572,1349547.2482137715,0.0542490162499338,0.00607286690719019,0.2087824188971703,0.01984313987810894,44359.0321023631,48993.6109786619,41796.4527608594
Central African Republic,low,4.1102692253874287e-4,0.00289272484202751,1.1136529058296642e-4,7.252354664423664e-4,3.5834183891548774e-5,2.6442627319005354e-4,0.03077266729558054,0.0604457339557698,0.01383917766352203,0.02148357361526557,0.00517942778882298,0.0093844330245548,0.0260961615055336,0.06482829987633668,0.00647616171800815,0.01075238381266687,0.00522459251446952,0.00909832871087169,0.00638309016782291,0.01405295499639481,0.00117701417447465,0.00343691324986071,0.0023623488672213,0.00494830619627514,4.1102692253874287e-4,0.00289272484202751,1.1136529058296642e-4,7.252354664423664e-4,3.5834183891548774e-5,2.6442627319005354e-4,0.03077266729558054,0.0604457339557698,0.01383917766352203,0.02148357361526557,0.00517942778882298,0.0093844330245548,0.0011,0.22,CAF,5484134.941096101,461225.7092959196,0.0260378946962452,0.00328599068401385,0.051669785453195,0.0111654846488329,734.393211857738,988.133887497207,561.12577485193
Chad,low,0.00305210069322409,0.01374662834736933,8.251354896829129e-4,0.00638903019109559,1.9003592955685783e-4,0.0015452956433064,0.29015553122392457,0.3023615396517423,0.12764773275665753,0.17497441526438737,0.04626509906863271,0.07303521679248308,0.22626345712950177,0.28301472214748413,0.05940987805370797,0.08723489958073749,0.04511243626603064,0.07110074308297205,0.0579864850435883,0.07862032104293197,0.01174151565493086,0.02803409045301085,0.02203900347352081,0.04353358475726995,0.00305210069322409,0.01374662834736933,8.251354896829129e-4,0.00638903019109559,1.9003592955685783e-4,0.0015452956433064,0.29015553122392457,0.3023615396517423,0.12764773275665753,0.17497441526438737,0.04626509906863271,0.07303521679248308,0.0034,0.26,TCD,17749358.629791237,1262815.6116269454,0.0131841558042025,0.0016321198641453,0.0971171490443353,0.0136745333458005,1581.04565923187,1975.90328491775,1197.23435533637
Chile,low,0.02213368142039017,0.03613866912200361,0.0063215720175701,0.01853797611655094,0.00123330206487096,0.00392027996271178,2.019299220791704,0.4307244560522876,0.7599649805350297,0.26058533658333055,0.13222905174150648,0.1003800599525217,1.7512595829351143,0.4047284400534176,0.38969136889775646,0.17322618652371566,0.13052244829327347,0.09764573123579529,0.3632023660057169,0.20839827137361047,0.09875090651069444,0.08235344173663883,0.06372406487988119,0.06589909733872991,0.02213368142039017,0.03613866912200361,0.0063215720175701,0.01853797611655094,0.00123330206487096,0.00392027996271178,2.019299220791704,0.4307244560522876,0.7599649805350297,0.26058533658333055,0.13222905174150648,0.1003800599525217,0.4696,24.58,CHL,18797847.241958253,886230.3086733967,0.0593583408620854,0.00686429004308539,0.1807774094029416,0.0192523421903598,22795.7267892638,24216.663338427,21754.8203578442
China,high,22.053597904089276,5.560689430049006,3.9049415756261623,1.61220600346486,3.701521325847883,2.5677991136016303,22.053597904089276,5.560689430049006,3.9049415756261623,1.61220600346486,3.701521325847883,2.5677991136016303,22.053597904089276,5.560689430049006,3.9049415756261623,1.61220600346486,3.701521325847883,2.5677991136016303,5.282815761243771,3.3769992560526068,1.149667377512669,0.9435717686382056,1.892231466580743,1.8682072944494288,0.2752309299223745,0.4875420225531211,0.0721310423119392,0.18746423652535296,0.0275911070786841,0.08914867723869495,24.098593631850623,5.449320733655716,7.195164376489885,2.002571631370439,3.7469477231952464,2.629995010314592,61.5486,43.96,CHN,1422745952.8526049,53858190.02057791,0.0488893795098643,0.00557284526017785,0.1615507902895276,0.0140648747021526,16742.3126211866,19030.0350901559,14333.2294559336
Colombia,low,0.03294071995545546,0.07092662956536339,0.00942049117626245,0.0339154320611327,0.00272845715842047,0.01013334663930414,2.9083990128163055,1.1538563476288568,1.1536761053528497,0.8557998242097905,0.3657408012342831,0.3897746632181777,2.469139724646974,0.9596338350385336,0.5782366347760938,0.43051284986927374,0.378455440358482,0.40807074602077054,0.587926217152136,0.4541093902791246,0.13940115635734315,0.1675229461757013,0.18413984157215849,0.2577664969110167,0.03294071995545546,0.07092662956536339,0.00942049117626245,0.0339154320611327,0.00272845715842047,0.01013334663930414,2.9083990128163055,1.1538563476288568,1.1536761053528497,0.8557998242097905,0.3657408012342831,0.3897746632181777,0.7051,14,COL,49060425.68632399,2218788.2892757207,0.0570762189995003,0.00606039498655559,0.1688404813828173,0.01859165852652219,13503.9779773315,13741.3767358059,13225.2877472621
Comoros,low,1.3953741135609e-4,6.066261901718114e-4,4.789076182660175e-5,2.6711205218389334e-4,1.10357220394371e-5,6.224598760960824e-5,0.01353262829709635,0.0118873818039069,0.00550079479189138,0.00693465141325841,0.00189517562737017,0.00287482181697105,0.01134268774410571,0.01097730232421854,0.00253403657052109,0.00337118369952795,0.00183253982772475,0.00285216865715755,0.00252602894685529,0.00309502229864778,4.948869632589745e-4,0.00108527975558641,8.978339780263756e-4,0.00166554352323133,1.3953741135609e-4,6.066261901718114e-4,4.789076182660175e-5,2.6711205218389334e-4,1.10357220394371e-5,6.224598760960824e-5,0.01353262829709635,0.0118873818039069,0.00550079479189138,0.00693465141325841,0.00189517562737017,0.00287482181697105,3e-4,0.3,COM,744374.1434898687,68702.30637148413,0.0159256618186742,0.0018208678460662,0.0932595878678611,0.0168026270262584,2408.46873424595,3417.23913108348,1503.99109522294
Congo,low,0.00123827916486205,0.00396105819332084,2.8619877683197715e-4,0.00136832653723424,1.0673779973814254e-4,8.230140666360069e-4,0.12540180709370022,0.08210618925749626,0.04237609982154988,0.04541775641800398,0.01426098792227136,0.01941787923807775,0.10764517725596312,0.07725364576469478,0.02018781159432133,0.02364191428430679,0.01414579216934911,0.02017625884668757,0.02338595239005388,0.02353250911184891,0.00435494993899161,0.00732829543729495,0.00697077027444907,0.01268319260763878,0.00123827916486205,0.00396105819332084,2.8619877683197715e-4,0.00136832653723424,1.0673779973814254e-4,8.230140666360069e-4,0.12540180709370022,0.08210618925749626,0.04237609982154988,0.04541775641800398,0.01426098792227136,0.01941787923807775,0.0047,1.03,COG,5391602.689454394,424155.0163904675,0.0249305604435489,0.00298074734460785,0.0895083895101204,0.01668596550967325,4361.57353386006,5450.09598405291,3514.46040796989
Costa Rica,mid,0.06675000663713661,0.04865946823481576,0.0164489284976825,0.01849555935903956,0.0203295631879938,0.02627445046482103,0.32595541512584786,0.11403539030406686,0.12636723806303804,0.07984525819995442,0.04060550851850147,0.0408678115463358,0.27705528998998175,0.09285446327538636,0.06360877829814926,0.04168956298934197,0.04188296995405381,0.04010003250615668,0.06675000663713661,0.04865946823481576,0.0164489284976825,0.01849555935903956,0.0203295631879938,0.02627445046482103,0.00389708767777755,0.00838100476687976,0.00105874598582477,0.00353786965410473,3.4629552010760167e-4,0.0012234099778153,0.32595541512584786,0.11403539030406686,0.12636723806303804,0.07984525819995442,0.04060550851850147,0.0408678115463358,0.1617,31.84,CRI,4747895.741578532,297459.714400962,0.0626671401001654,0.0068641001223284,0.1734001455263116,0.01876997785746494,16633.2731528844,20099.0094854635,14265.6617200043
Croatia,mid,0.07370801690639375,0.05073724530503468,0.01833684022060063,0.0182456879747416,0.02213428080290795,0.02613679402015282,0.3637571248458733,0.1050842417648494,0.14777888979555756,0.07283176448123273,0.04712738334337989,0.04152260131150971,0.300770500265536,0.09177228384515816,0.07252665344690368,0.04040189043062701,0.0466597202044209,0.04296612661814841,0.07370801690639375,0.05073724530503468,0.01833684022060063,0.0182456879747416,0.02213428080290795,0.02613679402015282,0.00438551373031907,0.00876622579514357,0.0012838930922034,0.00403354025111746,4.512291530120371e-4,0.00186015699902951,0.3637571248458733,0.1050842417648494,0.14777888979555756,0.07283176448123273,0.04712738334337989,0.04152260131150971,0.1494,36.8,HRV,4208639.425213091,269728.32317858515,0.1069265862475519,0.01268040788402729,0.1935696238740399,0.02008085962004825,26567.4870426111,29978.7113025584,23362.0376308147
Cuba,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3044,26.85,CUB,11269529.250682566,709292.1772265639,0.0931076806961559,0.0113131390708011,0.1949444329798111,0.0216438480287162,7748.41473285261,8084.54112328566,7343.21381811171
