Country,Pop,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,Prophy,Prophy_sd,Consult_simple,Consult_perio,OPG,PA,RootDeb,OHI,Extraction,OFD,GTR,Single_implant,Implant_surgery,Full_fixed,Denture,Denture_repair,Maintenance_simp,Maintenance_perio,Consult_simple_sd,Consult_perio_sd,OPG_sd,PA_sd,RootDeb_sd,OHI_sd,Extraction_sd,OFD_sd,GTR_sd,Single_implant_sd,Implant_surgery_sd,Full_fixed_sd,Denture_sd,Denture_repair_sd,Maintenance_simp_sd,Maintenance_perio_sd
Mongolia,3336292.909,0.042145228,0.004633353,0.165001323,0.017607385,19.354677733140605,3.781613929108184,13.65585396292632,34.84618367726964,23.32582860428253,5.326033198935799,37.41165376482074,9.14652140490831,21.29316808968474,87.69261436500824,232.6883215788241,814.7550426774558,1057.9009324827348,4287.9552189456135,152.66047600122658,24.21408401637155,24.71376936511935,49.01837193141205,28.006466574822472,59.636539511897674,43.86716685805004,8.67772426926908,57.58971989011997,16.804853847210232,42.9016198979612,217.7961875146509,272.1091974536606,777.9412261501627,1485.5639285657996,6672.906825908218,413.2650188248905,44.2138562786874,21.31461728928492,46.11621628475009
Montenegro,618060.3128,0.093956307,0.010665224,0.157124399,0.016366035,27.181372487913393,4.270116966615435,20.40420165861989,44.87514655189979,31.01096256572012,7.065537464397197,55.46309081094637,12.70101212013817,30.8041172719222,134.76721309368878,255.8878951317338,985.321991807844,1062.2726766904716,5733.507824796817,230.6145607439273,37.8358217443472,36.20403059555309,60.55325770611936,28.058622315036327,59.69066132301771,43.91037038674642,8.68891182004093,57.77108969849104,16.828973896990767,42.969259577082696,218.12260047417504,272.1726919155969,779.1409407920894,1485.56434160171,6682.952883890498,413.7368330154404,44.34838535330621,21.512560257413764,46.20875152539254
Morocco,37176612.16,0.06278805,0.00710729,0.125191106,0.020128878,13.272004734514624,3.453902403083726,8.411240035839958,27.051973784960374,17.353172418917218,3.974142527581269,23.38261696868052,6.384077566887047,13.901542940790186,51.10764464538481,214.65830711532809,682.1955129601704,1054.5033436815252,3164.5149827791793,92.07689362657548,13.62767699931042,15.783882110873522,40.05380381646657,27.974977836981555,59.60388877618231,43.841101313634965,8.67097295102704,57.48010575569151,16.790296486911558,42.86079217238696,217.59917495836973,272.07091305844057,777.2170910364624,1485.563679569649,6666.843309480675,412.980328191555,44.132558149520605,21.19439548613375,46.06034218240608
Mozambique,31072654.15,0.008836224,0.001108721,0.107100573,0.016119836,4.02485184108084,2.181918209338347,0.4381422116177834,15.202865576450916,8.273272029982618,1.9189375648870592,2.055044661107591,2.184486279392721,2.6644621543960825,-4.510470725180667,187.24826872391176,480.6725576649716,1049.338176472816,1456.61063993302,-0.02499137971842913,-2.4662547805169677,2.2082661308939997,26.425464433233586,27.879562430963407,59.505067670119175,43.76220358935075,8.650529815331328,57.14743342875574,16.746208623862806,42.73712152744754,217.00246405103937,271.9551360319027,775.0237167435746,1485.562926785595,6648.478000731723,412.11843410520487,43.88585563649579,20.826711770432823,45.89100568222223
Myanmar,56419669.8,0.020845255,0.002452072,0.19581535,0.016902749,9.3521203507427,3.111699658544317,5.03142983786573,22.029115964458548,13.50418666611728,3.102937527344265,14.34182153730126,4.603863430083608,9.138124621509728,27.53102766842166,203.03914360767203,596.7695775899288,1052.3138202125915,2440.5313264418064,53.03474250041771,6.805430997296934,10.02915460790414,34.2767267700805,27.945108311600016,59.57293444000716,43.81638890340282,8.664570964205646,57.37604893747424,16.77649117449502,42.822070419665586,217.41233328022483,272.0346321540763,776.5303221736893,1485.5634436362063,6661.092802276388,412.7103916977802,44.05538662868142,21.07984809252804,46.00733671672534
Namibia,2431170.481,0.054758707,0.007769088,0.051240936,0.010613197,14.4106774649393,3.526301513906321,9.393028611640055,28.511045193465087,18.47125006800571,4.227215648943315,26.00884422723901,6.901205393484833,15.285250727230244,57.95632899395294,218.0335149891334,707.0105772717138,1055.13937026359,3374.822319943867,103.41810384403011,15.609446031810926,17.45555163913413,41.73196558101133,27.981691933670987,59.61084905518855,43.84665790502719,8.672412285326576,57.50348509557347,16.793400123192196,42.86949695607895,217.64117876480628,272.0790729790069,777.3714809207631,1485.563732637654,6668.136075722708,413.0410201332131,44.14989759372517,21.220075207248367,46.0722561887382
Nauru,11024.43458,0.025355509,0.003000097,0.125244405,0.02121265,16.89864897548714,3.661595247819509,11.538212157979112,31.69907982292422,20.91422183960068,4.780174105935042,31.747085273093138,8.031116794284754,18.308617722505637,72.92053344769221,225.4082599951655,761.2308737536595,1056.5290724790264,3834.338605303381,128.19836525034094,19.93956193043995,21.108107856768484,45.39870717297067,27.994607499522925,59.62424060020197,43.85734860574556,8.675181358780918,57.54844779361581,16.799370911300773,42.88624280796025,217.721984892202,272.09477462054434,777.6684908216141,1485.5638347576778,6670.62307175206,413.1577860010387,44.18324515405253,21.269404071569284,46.095173931420454
Nepal,31129811.76,0.00962926,0.001276607,0.075622048,0.013347625,8.561131218329338,3.0173620105099417,4.349421677807451,21.01555904269767,12.72750408999777,2.9271380343427524,12.517489430926194,4.244635989241291,8.176919709628125,22.773528216382903,200.69452546017297,579.5315726161477,1051.8719986945234,2294.439465524035,45.15647002516815,5.428777525428323,8.86791451273864,33.11097678527892,27.937416278821935,59.564965797413095,43.8100269559333,8.662922659527979,57.34923956513061,16.772936565018945,42.812099783441816,217.3642239426677,272.0252945488729,776.3534852120922,1485.5633829191736,6659.61211673119,412.6408954809434,44.03550480279276,21.050268690869924,45.993685977062256
Netherlands,17210661.8,0.123598236,0.013789477,0.180777409,0.019252342,58.77502569314684,11.029773595634207,47.64494164992525,85.35859262931413,62.033183927471654,14.087313096888588,128.330483722062,27.049258793449823,69.19652166880634,324.791047369647,349.53653025871006,1673.841629783252,1079.9198923707563,11568.702520659235,545.2881741220898,92.82205428751227,82.58623150232668,107.115592426769,29.396818861429487,61.09653824556985,45.031492273692614,8.978076104522641,62.350998762888246,17.451227712030693,44.711073267646945,226.5365934318801,273.83693159971085,810.0488874030538,1485.5752019212666,6941.888923015699,425.955220048602,47.749879646239,26.18574571837752,48.578662800304066
New Zealand,5169513.536,0.104142747,0.012489806000000001,0.217344154,0.019015846,45.162257960962755,7.202841646305156,35.907715063762936,67.91547692280405,48.66662922135208,11.061838324101576,96.93408620813022,20.867025037224376,52.65437377790355,242.91541548959688,309.1861120864801,1377.1789472526314,1072.316230755085,9054.4902657216,409.70465098414354,69.13011821365623,62.60151736528545,87.05326397418543,28.5008839020996,60.151651629092974,44.27822852582186,8.78403247492943,59.29993683343443,17.033911069933687,43.543583709014314,220.89516134700528,272.71524562610404,789.3292804084601,1485.5678748766738,6768.281673266651,417.7511503841679,45.48294446359786,23.136743559337564,46.99289035709118
