Country,Pop,Edent_prev,Edent_prev_sd,Perio_prev,Perio_prev_sd,Prophy,Prophy_sd,Consult_simple,Consult_perio,OPG,PA,RootDeb,OHI,Extraction,OFD,GTR,Single_implant,Implant_surgery,Full_fixed,Denture,Denture_repair,Maintenance_simp,Maintenance_perio,Consult_simple_sd,Consult_perio_sd,OPG_sd,PA_sd,RootDeb_sd,OHI_sd,Extraction_sd,OFD_sd,GTR_sd,Single_implant_sd,Implant_surgery_sd,Full_fixed_sd,Denture_sd,Denture_repair_sd,Maintenance_simp_sd,Maintenance_perio_sd
Afghanistan,31222195.76,0.024248644,0.002753444,0.181663999,0.019441326,5.18191602238855,2.4578363859196832,1.4357882993147515,16.685503405251257,9.409408485273444,2.1760982363914625,4.723689840410915,2.709966577046503,4.070519113790597,2.448831220915345,190.677991796134,505.88842637294147,1049.984475937801,1670.3147889809288,11.499398170212764,-0.4524768952101272,3.906935891267131,28.13073129026168,27.896625792763533,59.52272732402329,43.77630369207657,8.654184122927058,57.2069844404258,16.7540904094003,42.75923305029,217.10914586255245,271.97581528080843,775.4158678493983,1485.5630612189225,6651.761424002508,412.272484595079,43.930013754126506,20.892847876048712,45.92129184624695
Albania,2667861.962,0.099534093,0.011510274,0.149722411,0.016890506,20.57294906949684,3.8419398529419944,14.70627420071772,36.40725107370696,24.522065165772027,5.5967973276618785,40.22146672193438,9.6997989108527225,22.773603590659768,95.02005412067916,236.29947243633808,841.3047972757896,1058.5814203291427,4512.96403302127,164.794490418488,26.334388071315725,26.50229649475431,50.81384513533376,28.012569863668407,59.642870204455626,43.87222059861252,8.679033110779379,57.61095591338464,16.807675855117424,42.90953412740486,217.83437838590817,272.11662226663674,778.0815974938124,1485.563976859757,6674.082235294206,413.3202131934147,44.22960712682744,21.337856439212732,46.12704549042168
Algeria,44197950.69,0.049802581,0.005528319,0.137486205,0.017381103,19.081233403211296,3.768320367372449,13.420084270662082,34.49579783508935,23.057330039774087,5.2652594504785455,36.780983569802736,9.02233675706916,20.96088029673834,86.04795049227889,231.8777889026963,808.7958777202938,1057.7481951264224,4237.451375871434,149.93696331348298,23.738175978278253,24.31232956437171,48.61537306531311,28.005134450828436,59.635157848083296,43.866063880943926,8.67743860887021,57.58508441968717,16.804237925194705,42.89989254728163,217.78785206502388,272.10757707760905,777.9105889363011,1485.5639180263995,6672.650283699296,413.25297253865824,44.21041815687619,21.309542339943857,46.11385264220077
Andorra,85593.3334,0.071552661,0.009023253,0.147812094,0.019792752,52.796971643168206,9.216380087330744,42.49053247250025,77.69843926850908,56.163254456313425,12.75867427233812,114.54273937752632,24.33432761476376,61.93202879416808,288.8353209233718,331.81662307168506,1543.562058011321,1076.5807404061811,10464.58489749574,485.7465992159904,82.41772820301615,73.80993386506168,98.30521042235011,28.928854333796245,60.60119373367418,44.63672408746137,8.87650289518962,60.7646891386283,17.232903581292607,44.10061583564818,223.58592571168984,273.24729612781306,799.2135941550655,1485.5713465766337,6851.088563627403,421.65829603923305,46.570819912202055,24.62851860956664,47.750825220548165
Angola,32706452.13,0.018221426,0.002219461,0.10027213,0.014855898,11.950093155312674,3.3573076679742453,7.271458909972211,25.358103950152312,16.055170147249807,3.680344072086072,20.333768840553763,5.783731880508661,12.295164482561171,43.15684816034485,210.73995002168556,653.3871293257998,1053.764965672597,2920.364317920941,78.91061967617946,11.326995371157944,13.843202188572585,38.1055869065048,27.966234364119934,59.594825996705985,43.83386615248021,8.669098728965794,57.44965402353465,16.786255014517643,42.84945679708392,217.5444782063579,272.06028932143107,777.0160454530421,1485.5636104806076,6665.159886192848,412.9013002106405,44.10997377820608,21.160916456770856,46.04482676259963
Antigua and Barbuda,89395.66629,0.056732964,0.00699948,0.093938419,0.014682209,28.72276724778968,4.410376672923209,21.733225991608236,46.85025754144259,32.52447824357168,7.408116655687312,59.01815349614527,13.401036017089456,32.67721028120439,144.0381176168809,260.45683543492027,1018.9135665191666,1063.1336510640049,6018.195969869269,245.9668929222172,40.518496335879846,38.46693070921855,62.82494620886353,28.074747115351443,59.70740440144727,43.923735118829285,8.692371928419439,57.82711613803831,16.83643308330077,42.99017538890362,218.22354032757852,272.1923431726645,779.5119296912598,1485.564469454015,6686.059510311314,413.88277072976007,44.38994523758481,21.57346399406269,46.23735761631159
Argentina,45487217.35,0.054010254,0.00620817,0.066388816,0.010968078,29.16664124921616,4.454355433908997,22.11594388064793,47.419028398208795,32.96032393192968,7.506768863675612,60.04190155892437,13.602621241278788,33.21660311600343,146.70785128580968,261.77254888318504,1028.586900741821,1063.381585045781,6100.177347645676,250.38788960171348,41.291023618614545,39.118575929786026,63.47912221358052,28.079908437257036,59.71276466542806,43.92801374443229,8.693479589362513,57.84504474415676,16.838820870949384,42.99687063439187,218.25585214021896,272.1986353491713,779.6306857384063,1485.5645103932566,6687.053969773985,413.9294901787265,44.4032447947947,21.592929506992537,46.24651375596521
Armenia,2995279.714,0.084104974,0.009318901,0.194944433,0.021643848,20.387490280824203,3.8325938632831,14.546367569834752,36.16960806287693,24.3399607551706,5.555578605829571,39.79372579766576,9.615572866136636,22.5482352621723,93.90458988820124,235.74974296001977,837.2630988622902,1058.4778289140488,4478.710693183242,162.94731602604742,26.011611847405096,26.230027037966195,50.540518269998955,28.011618076527864,59.641882907920376,43.871432450799944,8.678828995618419,57.60764443847616,16.807235763297598,42.90829991281794,217.8284225424298,272.1154642991583,778.0597067139134,1485.5639693277865,6673.898930966577,413.3116055129383,44.22715097894732,21.33423370568182,46.1253567246643
Australia,25791946.41,0.0968,0.005325,0.1277,0.017525,79.71909089,1.230116365,53.42029558,58.39679833,94.61808102,33.63433824,206.637532,26.61973731,117.8060648,689.070997,456.4803691,2519.512003,1163.614291,27002.01645,409.8784379,133.3418598,105.1461798,172.7906124,8.251066141,17.14917268,3.816723337,0.677736618,19.69557821,5.233048553,5.922569169,73.40435874,75.25790348,105.0113754,129.3242611,1999.701794,34.26305337,0.560331263,8.992835073,8.204253426
Austria,8982311.518,0.096022765,0.011334276,0.193603235,0.018858004,55.17302060661369,9.91468002145837,44.53921394657262,80.74305868824139,58.49632801483929,13.286757637840283,120.02284300057778,25.413409429516825,64.8193882292677,303.12635373076284,338.85961176868943,1595.34322942243,1077.9079262258283,10903.429630598965,509.41210912185267,86.55305183872403,77.2981781548548,101.8070019508548,29.100003631849656,60.78190202611205,44.78077122357106,8.913596314634745,61.34664737892616,17.312663863498944,44.32371614850912,224.66407078582512,273.46199402674745,803.1731517390845,1485.5727494226917,6884.2667123088895,423.22686751922726,47.00326769176535,25.20628371590515,48.05370118672592
Azerbaijan,10500168.38,0.05643613,0.006388581,0.128265197,0.01672566,24.06694816703125,4.039351427635115,17.718876774010006,40.88438840064761,27.952868584970084,6.373348160946014,48.28000314433675,11.286597392246687,27.01948884626765,116.03513272387929,246.65624392121285,917.449426011611,1060.5330577437958,5158.28874013376,199.59481293956532,32.41541471405964,31.631787758622515,55.96325772260923,28.033207749267437,59.66428227992082,43.88931334612618,8.683459525688908,57.682740498968904,16.817219340825247,42.936297553503465,217.9635304376941,272.14173928554004,778.556293266151,1485.5641402406654,6678.057171310952,413.50688393432097,44.28285151272551,21.416288707688587,46.16366241098139
Bahamas,387965.7168,0.048725952,0.005980563,0.019517672,0.003612478,32.88984412724642,4.891178661941812,25.32617097519936,52.18986265307882,36.6161855414327,8.334260862588991,68.62907206557179,15.293512540291744,37.741015333116145,169.1015036461324,272.80871698832226,1109.7265613261104,1065.4612484447318,6787.834882669294,287.47108777949444,47.7709611531204,44.584558061819784,68.96633249323929,28.133897398219823,59.76886480835928,43.972791579020694,8.705069791578394,58.032448171441565,16.86380384294309,43.06691614874405,218.59391246524612,272.2645139808551,780.8731330606647,1485.5649390809044,6697.458400087389,414.418387938139,44.542270155897846,21.795714951945133,46.342281932541496
Bahrain,1529596.626,0.040088143,0.005154895,0.243631508,0.020163532,49.89228281086263,8.406639100572066,39.98604612131825,73.97643178332116,53.31110249536627,12.113099253515209,107.84338425536907,23.0151641864512,58.402269586755,271.36471992298385,323.2066613541548,1480.260252099273,1074.9582730715292,9928.102941537803,456.8158223709315,77.36234905578188,69.5456007689023,94.02431600376032,28.744910071275974,60.40756719718391,44.48234022216855,8.836708369074158,60.1368311215162,17.14729525072749,43.8610505326374,222.4284976865139,273.0177731250391,794.9622802397108,1485.5698480797655,6815.4698456544475,419.97630446457777,46.104406515277695,23.995998780610808,47.42516189721385
Bangladesh,164636116.5,0.010103418,0.001306094,0.078346744,0.013349284,11.986680305323324,3.360196308654186,7.303005152313627,25.40498595854054,16.091095548445196,3.68847566600901,20.41815320148871,5.800347922028649,12.339624952194535,43.376905982879336,210.8484001790455,654.1844721058907,1053.7854020976972,2927.12178728645,79.27502864852183,11.390672386459364,13.896915272380165,38.15950859495924,27.96649227732155,59.59509330792343,43.834079558524955,8.66915401180368,57.450552377348146,16.786374224898715,42.84979115789797,217.54609159221383,272.0606026566879,777.021975700079,1485.5636125182732,6665.2095420266605,412.90363122497416,44.1106400318779,21.161904622661336,46.045284438728494
Barbados,299024.7965,0.08491874,0.010316894,0.152031124,0.017967182,20.171640292844188,3.821802810528304,14.360256981056244,35.89302240523124,24.128014828419143,5.507605357024632,39.295890812207546,9.517544668768958,22.28593574353928,92.60633412531315,235.1099291140175,832.5590858564003,1058.3572619360002,4438.844246059162,160.79744449254417,25.63594216601661,25.913140686040443,50.22240123160249,28.010521968914567,59.64074592789979,43.8705248109525,8.678593932908697,57.60383074474848,16.806728944147526,42.90687856096463,217.82156365718876,272.11413079050993,778.0344967707988,1485.563960654052,6673.687833492369,413.30169278119155,44.2243223372127,21.330061043539228,46.1234118840893
Belarus,9324657.468,0.081309506,0.008437249,0.171369114,0.019408598,30.206442349973756,4.563956034430699,23.012483171131713,48.75140776948022,33.98131823449902,7.737867495559309,62.44009194438329,14.074846551467976,34.48016273328751,152.96186030359527,264.8546854521003,1051.2472582765886,1063.9623850618627,6292.223573780979,260.7443357981851,43.10071446865608,40.6450933997706,65.01156819511567,28.09298969316437,59.72635239311308,43.9388594818005,8.696287211185497,57.89047427691003,16.844873114921633,43.013840427824256,218.3377508871002,272.21458725989993,779.9316870485097,1485.5646141865593,6689.574561500598,414.04791442794465,44.43694533949533,21.64220198363004,46.26971920768666
Belgium,11469271.63,0.099710178,0.010890865,0.13511383,0.017869845,53.67425025725546,9.470582110130978,43.246941314207895,78.82256572636318,57.02466580324932,12.953651838094377,116.5660889740404,24.732743393856374,62.99809212980022,294.11181886092413,334.4170170274479,1562.680567347711,1077.0707605002149,10626.614007661052,494.4843171886779,83.94456163269237,75.09785434280721,99.59813277631304,28.989827275721822,60.66551156393217,44.68799748893762,8.889710286437369,60.97225793749069,17.261306925389118,44.18007480299145,223.9698865826397,273.3236576139001,800.6237751010614,1485.5718454000355,6862.904408907087,422.2167154976277,46.72504802175819,24.835500011509897,47.85874130108649
Belize,429074.7048,0.036537104,0.004113427,0.047555997,0.008385676,16.391507405837405,3.635799346869784,11.100943585463336,31.04923922819586,20.416252898395296,4.6674605082748615,30.577417309177335,7.800798625874286,17.692342545273583,69.87026936586683,223.905011367812,750.1787511115183,1056.2457992341783,3740.672014167245,123.14722193433084,19.056922493337854,20.36358040314137,44.65128820994695,27.99210789299259,59.62164862782295,43.85527940560383,8.674645417029154,57.539747087047125,16.79821530891549,42.883001816582514,217.7063455562264,272.09173531774144,777.6110073413261,1485.563814990261,6670.141735233402,413.1351861574625,44.17679201717748,21.259864395438825,46.090738623502595
Benin,13499174.52,0.01257966,0.00151888,0.201539933,0.018821457,7.128426772308126,2.8155962536456496,3.1141125147637125,19.179721546837467,11.32071285310867,2.6087155618833986,9.213109367134248,3.593973760725804,6.435906471445566,14.156354683185231,196.4477606103261,548.3086830030884,1051.0717352934917,2029.8258948852128,30.88669621953008,2.9352697527501306,6.764581130438426,30.999474720669554,27.92175309788236,59.548742847120145,43.79707476886142,8.659566672832135,57.294632070086955,16.765699059397768,42.79179802203289,217.2662675915166,272.0062874677289,775.9934205341063,1485.5632593335763,6656.597259688809,412.4994042606423,43.995008877258776,20.989932963682804,45.965888256706776
Bhutan,756900.0949,0.014149344,0.001756761,0.109192954,0.016424816,18.10846304691715,3.721186643603676,12.581340356657584,33.249310257064735,22.102154102028845,5.049058584454457,34.537392450285424,8.580553436288719,19.77877600947727,80.1971059643538,228.99434216840604,787.5963194040081,1057.2048363646677,4057.7854035172295,140.24814508743702,22.04514679058599,22.884218993913372,47.18171616461032,28.0004485642767,59.63029796785743,43.86218423924457,8.676433801557684,57.56877745067357,16.80207140800727,42.89381650944403,217.75853185802575,272.1018777698123,777.8028212997106,1485.5638809569325,6671.747888033166,413.21060022012426,44.1983233758272,21.291682979383456,46.105538211109035
Bolivia,11797128.17,0.087089054,0.007689925,0.133248526,0.019500219,14.146613111199883,3.5102597171972936,9.165346540356325,28.17267865648588,18.21196182481846,4.16852662578882,25.399807947301532,6.781280658587313,14.96436142108675,56.36808211831607,217.25078606086603,701.2558298843887,1054.99187226538,3326.050913031945,100.7880159648042,15.149863093846946,17.067882450392446,41.34279080762457,27.980192389514936,59.60929445364805,43.84541682660237,8.672090811351387,57.49826382975692,16.792706933993326,42.86755277875208,217.63179735224145,272.07725037210605,777.3369985210021,1485.5637207842003,6667.847340715894,413.02746454440035,44.14602518611184,21.214341991967245,46.06959530224815
Bosnia and Herzegovina,3302863.695,0.113607573,0.012815801,0.120852237,0.017541035,22.490351379362572,3.9442212425183287,16.359500481404012,38.86417026934151,26.404787575548156,6.022945222925465,44.64375073493111,10.570586506551654,25.1036185589728,106.55250136264328,241.982959184192,883.0906944515958,1059.6524206306358,4867.098951059476,183.891867642504,29.671473801927423,29.317208039727923,53.63968890737739,28.023135441911137,59.653831119809574,43.88097050039006,8.681299091322066,57.64771063884709,16.812561447226603,42.92323530225722,217.90049553900272,272.1294789186459,778.3246107810832,1485.564060487684,6676.117136186179,413.4157727495049,44.25686872682782,21.378038620231568,46.145791806414
Botswana,2393256.12,0.047,0.0059,0.0398,0.0073,33.2794413,6.857558398,22.50654192,42.87382287,44.7132278,11.17262964,67.6217282,25.57921283,16.88384497,88.46173496,88.46173496,532.9755832,156.7756729,7523.998205,221.1334499,23.13152156,53.64662035,56.42681252,4.675211798,8.87353495,9.216870643,2.302993325,13.93482078,5.274894805,3.481425646,18.23139735,18.23139735,109.8449329,32.30979399,1550.702779,45.57303897,4.762249612,11.05596901,11.63272226
Brazil,220356039.8,0.1058,0.0073,0.148,0.01445,39.91794505,4.288579703,17.54442334,22.10458828,15.25643846,3.389518829,40.70143132,13.63132679,24.44742426,61.49446575,81.71312653,270.6488458,145.8514592,2390.917391,86.36202313,22.99952138,59.27982646,33.26159314,4.686989221,6.686119481,3.24878801,0.627705444,11.50023747,1.233504583,5.706397472,11.95703739,3.821650261,58.00305264,53.03955587,67.77370815,26.96302913,3.187218343,4.961043202,10.41818494
Brunei Darussalam,451135.7513,0.013652038,0.001791515,0.123804656,0.015822831,64.84244761899147,13.046128917692505,52.87640576791779,93.13326011611063,67.99086488497225,15.435814175702811,142.3243455447525,29.80477636204356,76.56961381203979,361.2842876742545,367.5213381061519,1806.068793279957,1083.3089624049535,12689.3259575647,605.7198554124053,103.381918029282,91.49372886967994,116.0576836995753,30.0043835354151,61.74540900595968,45.54822358633894,9.11064328622964,64.38853022056207,17.735782079376197,45.50568206331953,230.3801127229956,274.61463602609206,824.1572230093801,1485.5802996527243,7060.157436923198,431.5711684575778,49.26559230152534,28.112673626773937,49.652088478195736
Bulgaria,6786933.061,0.107678882,0.012187309,0.208820622,0.019253487,32.818746795998294,4.881664228909242,25.26486929849788,52.098760020624944,36.54637414184933,8.318459286720248,68.46509365075109,15.261223711901575,37.65461831295878,168.6738801800269,272.5979731408379,1108.177139090765,1065.4215357236142,6774.70355000909,286.7629564981874,47.64722192094574,44.48018106304525,68.86155012717938,28.132668851924244,59.76758760891067,43.97177218771957,8.704805974830858,58.02818644411627,16.86323522103218,43.06532199931565,218.58621832894343,272.26301364944317,780.84485600492485,1485.5649293167442,6697.22159965176,414.40725879801784,44.53910842330036,21.791117136473332,46.340102836185494
