Severity,global_Mean_total_billions,global_SD_total_billions
Health,13.116324761491375,3.7500315590079283
Stage_III_IVT1_2,76.22454785304205,12.975610186099106
Stage_IVT3,18.622569116766126,9.130708298089818
Stage_IVT4,21.83093638482514,11.633340189378293
Stage_I_II,28.16339921363678,6.9660671533301075
