LocationHeader,Region,Superregion,iso3c,selected_Mean_total_billions,selected_SD_total_billions,selected_Mean_perio_billions,selected_SD_perio_billions,selected_Mean_replace_billions,selected_SD_replace_billions,selected_model,Dent_exp_usd,Dent_exppc_usd,GDP_per_capita_PPP_2021,Country,Level
    Qatar,North Africa and Middle East,North Africa and Middle East,QAT,0.14611975177647452,0.09555944783808384,0.03626618816968956,0.03158331721994779,0.04079432705968096,0.04353892710440321,mid,0.2287,83.07,116832.5703,Qatar,3
    Saudi Arabia,North Africa and Middle East,North Africa and Middle East,SAU,0.05171942152706958,0.09309417397974044,0.01126332036772062,0.03621486891756344,0.00378799159268823,0.01298459406196717,low,1.2518,36.73,62690.49666,Saudi Arabia,3
    Sudan,North Africa and Middle East,North Africa and Middle East,SDN,0.00739170521352158,0.03972744491913772,0.00207582920496947,0.01374879816352389,7.166809007066096e-4,0.00528504531207987,low,0.0463,1.07,3248.975586,Sudan,3
    Syrian Arab Republic,North Africa and Middle East,North Africa and Middle East,SYR,0.00374634707907313,0.01573080811254228,0.00128949916788689,0.00824828930241029,4.6267539343120256e-4,0.00291990235207398,low,0.028,1.66,4592.838601,Syrian Arab Republic,3
    Tunisia,North Africa and Middle East,North Africa and Middle East,TUN,0.00558714635456464,0.0137675976673877,0.00166842136205231,0.00750367489063668,5.505886425554315e-4,0.00229245537138468,low,0.0609,5.17,12444.3264,Tunisia,3
    Turkey,North Africa and Middle East,North Africa and Middle East,TUR,0.08208821052747245,0.16344896427288955,0.02329490006788582,0.08448518467522534,0.0079651082712151,0.02912058999085174,low,0.8299,10,31338.26652,Turkey,3
    United Arab Emirates,North Africa and Middle East,North Africa and Middle East,ARE,0.29361729384877727,0.19845420921654847,0.07476684299117675,0.06684183903924225,0.0888443516126004,0.1031687005789308,mid,0.6985,64.99,67401.12129,United Arab Emirates,3
    Yemen,North Africa and Middle East,North Africa and Middle East,YEM,0,0,0,0,0,0,high,0.0098,0.31,NA,Yemen,3
South Asia,NA,South Asia,NA,0.7894605152445708,1.804943610553683,0.28962259134845714,1.1642583078139308,0.09642045513719356,0.41202844150720935,NA,NA,NA,NA,NA,1
  South Asia,South Asia,South Asia,NA,0.7894605152445708,1.804943610553683,0.28962259134845714,1.1642583078139308,0.09642045513719356,0.41202844150720935,NA,NA,NA,NA,NA,2
    Bangladesh,South Asia,South Asia,BGD,0.07681035586694497,0.2213656594159081,0.02815742621048207,0.13551691504998706,0.00969732725681982,0.06046498966021303,low,0.0125,0.08,7441.06914,Bangladesh,3
    Bhutan,South Asia,South Asia,BTN,7.272437596642116e-4,0.00186412356661006,2.627915645066523e-4,0.00107257457696711,7.968012890295653e-5,3.308283092211714e-4,low,0,0.06,13458.81267,Bhutan,3
    India,South Asia,South Asia,IND,0.6152273260435787,1.7658748101165338,0.22399314773218196,1.1422777884686055,0.07381579117275194,0.3966472663091082,low,0.0645,0.05,8050.018575,India,3
    Nepal,South Asia,South Asia,NPL,0.00789363591646048,0.02706488570939926,0.00258957840804743,0.0167805207900053,8.267318990314707e-4,0.00533811604329245,low,0.0891,3.13,4546.2297,Nepal,3
    Pakistan,South Asia,South Asia,PAK,0.08880195365792257,0.2996145091791891,0.03461964743323904,0.17902874273746355,0.01200092467968737,0.09356154570922696,low,0.0489,0.24,5367.273647,Pakistan,3
"Southeast Asia, East Asia, and Oceania",NA,"Southeast Asia, East Asia, and Oceania",NA,28.119242801565452,6.732378913205078,11.075577351316069,2.4414535032130567,8.737164042471226,4.166505027390684,NA,NA,NA,NA,NA,1
  East Asia,East Asia,"Southeast Asia, East Asia, and Oceania",NA,27.806362779108944,6.720686633837025,10.993880366656576,2.433650600434574,8.70881499348328,4.16585122241115,NA,NA,NA,NA,NA,2
    China,East Asia,"Southeast Asia, East Asia, and Oceania",CHN,24.803814410330325,6.674837668857881,9.139479062097733,2.3708437447012214,7.980502937330116,4.131848804310801,high,61.5486,43.96,20843.29783,China,3
    North Korea,East Asia,"Southeast Asia, East Asia, and Oceania",PRK,0,0,0,0,0,0,high,0.0895,3.5,NA,North Korea,3
    Taiwan,East Asia,"Southeast Asia, East Asia, and Oceania",TWN,3.0025483687786183,0.7836905796496085,1.854401304558844,0.5493224765168925,0.7283120561531634,0.5311702792701033,high,6.3776,269.82,64700,Taiwan,3
  Oceania,Oceania,"Southeast Asia, East Asia, and Oceania",NA,0.002339782858581609,0.007983124586570687,1.9518833720527724e-4,6.791362107816045e-4,1.0998863903792196e-4,2.639309521364243e-4,NA,NA,NA,NA,NA,2
    Fiji,Oceania,"Southeast Asia, East Asia, and Oceania",FJI,2.6364625101894036e-4,8.007598432568988e-4,2.265601814619636e-5,9.471937055943268e-5,7.666585886019854e-6,3.802923969343492e-5,low,0.0069,7.7,10685.19703,Fiji,3
    Kiribati,Oceania,"Southeast Asia, East Asia, and Oceania",KIR,1.1658675228837034e-5,9.365809107085736e-5,1.4792174993182845e-6,9.346085255535907e-6,4.90411418594093e-7,2.954115905259803e-6,low,3e-4,2.61,3020.493999,Kiribati,3
    Marshall Islands,Oceania,"Southeast Asia, East Asia, and Oceania",MHL,1.0830228115165212e-5,4.266891689650417e-5,9.125869039961096e-7,4.809687562939121e-6,3.366642325176715e-7,1.7350927217145575e-6,low,3e-4,5.84,6705.875292,Marshall Islands,3
    Micronesia (Federated States of),Oceania,"Southeast Asia, East Asia, and Oceania",FSM,1.3984526883648615e-5,7.597883664247562e-5,1.598338006582015e-6,8.62819333394209e-6,4.138529845017706e-7,3.0289034358709733e-6,low,NA,NA,NA,Micronesia (Federated States of),3
    Nauru,Oceania,"Southeast Asia, East Asia, and Oceania",NRU,5.130644612338613e-5,4.55233693949438e-5,3.252694297863829e-6,4.305600348941882e-6,4.875889555003102e-6,7.445839014039431e-6,mid,2e-4,14.8,12196.64515,Nauru,3
    Palau,Oceania,"Southeast Asia, East Asia, and Oceania",PLW,9.060406821534704e-5,6.989798515339797e-5,1.0089744404214746e-5,1.267415674771117e-5,1.433684694192834e-5,2.1143387020934673e-5,mid,5e-4,25.39,15663.17159,Palau,3
    Papua New Guinea,Oceania,"Southeast Asia, East Asia, and Oceania",PNG,0.00134636484219724,0.00790769351048978,1.1574235913080564e-4,6.69261834456019e-4,3.53459050067207e-5,2.5042434641128975e-4,low,0.0358,4.17,3976.903801,Papua New Guinea,3
    Samoa,Oceania,"Southeast Asia, East Asia, and Oceania",WSM,4.276696002882683e-5,1.733074976265274e-4,3.871996048359348e-6,2.0311258567557335e-5,1.0817704417551722e-6,5.984844850557724e-6,low,0.001,5.16,6214.016928,Samoa,3
    Solomon Islands,Oceania,"Southeast Asia, East Asia, and Oceania",SLB,6.88038112139261e-5,4.954031485937305e-4,5.930809925941045e-6,3.6408052353314725e-5,1.8558309955593227e-6,1.5636408892067385e-5,low,0.0021,3.26,2518.421624,Solomon Islands,3
    Tonga,Oceania,"Southeast Asia, East Asia, and Oceania",TON,3.811384078823772e-4,4.308285636459147e-4,2.544517284394893e-5,4.2656847097668784e-5,4.01535596105315e-5,6.805533040270343e-5,mid,0.0017,16.62,7034.92497,Tonga,3
    Tuvalu,Oceania,"Southeast Asia, East Asia, and Oceania",TUV,2.060521329582416e-5,2.6663170755439077e-5,1.5280683002838003e-6,2.8815032297804985e-6,2.5284788712759385e-6,4.973598845091765e-6,mid,1e-4,6.81,5352.978625,Tuvalu,3
    Vanuatu,Oceania,"Southeast Asia, East Asia, and Oceania",VUT,3.807342837809049e-5,2.6895701217306985e-4,2.6813316977671236e-6,2.0315679716734847e-5,9.028430935145018e-7,6.4028024286563835e-6,low,1e-4,0.51,3135.836649,Vanuatu,3
  Southeast Asia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",NA,0.31054023959792854,0.396526506622911,0.08150179632228585,0.19503718140331744,0.028239060348908194,0.07380830812198919,NA,NA,NA,NA,NA,2
    Cambodia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",KHM,0.00471104224879955,0.01526898530332988,0.00132253232354636,0.00816564877010528,4.755511519716158e-4,0.00228834647988062,low,1e-4,0.01,6225.532655,Cambodia,3
    Indonesia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",IDN,0.13839268763911164,0.3499429556598573,0.04075236502641156,0.1746148690810846,0.01454570093311246,0.0666610048690229,low,0.2666,1,12757.07464,Indonesia,3
    Lao People's Democratic Republic,Southeast Asia,"Southeast Asia, East Asia, and Oceania",LAO,0.00189150674612568,0.00587653167767505,3.1086540621808777e-4,0.00161309704157312,1.1098833580460792e-4,5.832118859570017e-4,low,0.0045,0.63,8080.435532,Lao People's Democratic Republic,3
    Malaysia,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MYS,0.02582446041558456,0.05391219747867883,0.00520180093187372,0.01897553320049181,0.00171036398491491,0.00663871211628637,low,0.2268,6.91,29822.84918,Malaysia,3
    Maldives,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MDV,2.893756864736854e-4,5.987177646056439e-4,6.312432459006804e-5,2.528454130836193e-4,2.3493015460997805e-5,8.862405092394172e-5,low,6e-4,1.7,19052.62249,Maldives,3
    Mauritius,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MUS,7.530352067387086e-4,0.00150854866088033,1.6192473679095938e-4,5.642630056552624e-4,6.040631956508372e-5,2.440980411368035e-4,low,0.0168,13.26,22737.57294,Mauritius,3
    Myanmar,Southeast Asia,"Southeast Asia, East Asia, and Oceania",MMR,0.0115964814169738,0.04273464180585905,0.00296453992350114,0.01711510992478894,8.88135970869651e-4,0.00484547465626157,low,4e-4,0.01,5178.447182,Myanmar,3
    Philippines,Southeast Asia,"Southeast Asia, East Asia, and Oceania",PHL,0.02872272163897576,0.0888682719285355,0.00381009146553401,0.0189553978297974,0.00124106173098212,0.00765662555230275,low,0.0165,0.15,8857.789951,Philippines,3
    Seychelles,Southeast Asia,"Southeast Asia, East Asia, and Oceania",SYC,7.812582147656691e-5,1.5030936164568638e-4,1.6127689691910862e-5,5.323672092853924e-5,5.519267743605712e-6,2.0789105847895102e-5,low,0.0013,13.61,29979.82727,Seychelles,3
    Sri Lanka,Southeast Asia,"Southeast Asia, East Asia, and Oceania",LKA,0.00932826966029385,0.02076222653703814,0.0021218700799932,0.00824230953065172,8.053640551931907e-4,0.00426841453228455,low,0.04,1.82,14316.13522,Sri Lanka,3
    Thailand,Southeast Asia,"Southeast Asia, East Asia, and Oceania",THA,0.05048614492954002,0.1123112203979314,0.01499549896730688,0.06116863794903246,0.00561245101617701,0.02618613142604887,low,0.1917,2.82,20242.77,Thailand,3
    Timor-Leste,Southeast Asia,"Southeast Asia, East Asia, and Oceania",TLS,3.5180770466944735e-4,0.00117425262360738,6.052204374599893e-5,3.098199920619343e-4,1.917078393775173e-5,9.277756453962418e-5,low,7e-4,0.55,6824.792339,Timor-Leste,3
    Viet Nam,Southeast Asia,"Southeast Asia, East Asia, and Oceania",VNM,0.03811458048316526,0.09394818985398912,0.00972053340308196,0.05155138880496074,0.00274085378317519,0.01296980162878,low,0.057,0.6,12048.90199,Viet Nam,3
Sub-Saharan Africa,NA,Sub-Saharan Africa,NA,0.6545742301923471,0.427303976196858,0.13187669747990638,0.1419965021214855,0.10627182572640087,0.13176199107717626,NA,NA,NA,NA,NA,1
  Central Sub-Saharan Africa,Central Sub-Saharan Africa,Sub-Saharan Africa,NA,0.025637941680980866,0.09032974099612665,0.0068681114210555946,0.03186955877232993,0.00200283218156789,0.007622933024621188,NA,NA,NA,NA,NA,2
    Angola,Central Sub-Saharan Africa,Sub-Saharan Africa,AGO,0.01200494684379928,0.03613896082435377,0.00274524805424792,0.01513685005121507,8.006117705762957e-4,0.00384609378376545,low,0.0702,2.33,7408.126591,Angola,3
    Central African Republic,Central Sub-Saharan Africa,Sub-Saharan Africa,CAF,1.999953605052365e-4,0.00289832043751047,8.876719890400885e-5,8.532404160706901e-4,4.0054127579356144e-5,3.2301029344957463e-4,low,0.0011,0.22,1128.55238,Central African Republic,3
    Congo,Central Sub-Saharan Africa,Sub-Saharan Africa,COG,0.0014486884558724,0.00459842586257296,4.159541652021437e-4,0.00220198575122152,1.246751339918786e-4,6.144531947318142e-4,low,0.0047,1.03,6263.211613,Congo,3
    Democratic Republic of the Congo,Central Sub-Saharan Africa,Sub-Saharan Africa,COD,0.00983629336995918,0.08254244908907182,0.00310197599996952,0.02791085629809589,8.60103972072001e-4,0.00652542459714527,low,0.0229,0.23,1313.618218,Democratic Republic of the Congo,3
    Equatorial Guinea,Central Sub-Saharan Africa,Sub-Saharan Africa,GNQ,0.00101653743008853,0.00216328256741975,2.477832287394761e-4,0.00101089801521138,8.227082867903106e-5,3.161063437163617e-4,low,0.0057,4.19,16821.44865,Equatorial Guinea,3
    Gabon,Central Sub-Saharan Africa,Sub-Saharan Africa,GAB,0.00113148022075624,0.00244052127680911,2.6838277399252616e-4,9.643507265022062e-4,9.511634866932748e-5,3.920366469915102e-4,low,0.0077,3.69,18523.5798,Gabon,3
  Eastern Sub-Saharan Africa,Eastern Sub-Saharan Africa,Sub-Saharan Africa,NA,0.08606748413783552,0.1674019301641665,0.026039483971720224,0.08375441034166599,0.008373407230162668,0.02780950546428254,NA,NA,NA,NA,NA,2
    Burundi,Eastern Sub-Saharan Africa,Sub-Saharan Africa,BDI,4.768141640351406e-4,0.01072415256813389,3.8559109560602127e-4,0.00311032474274295,1.327693183068699e-4,0.00144309582584739,low,0.0013,0.12,836.6655713,Burundi,3
    Comoros,Eastern Sub-Saharan Africa,Sub-Saharan Africa,COM,1.5403329120806497e-4,6.555988392159883e-4,5.243066877706123e-5,3.5111633166495565e-4,1.5056705970811764e-5,8.928930952148614e-5,low,3e-4,0.3,3449.043575,Comoros,3
    Djibouti,Eastern Sub-Saharan Africa,Sub-Saharan Africa,DJI,3.5149465703405807e-4,0.00116806003282171,9.697832926329007e-5,5.599478668847955e-4,3.7340618884687555e-5,2.477258240581282e-4,low,8e-4,0.76,5960.108074,Djibouti,3
    Eritrea,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ERI,0,0,0,0,0,0,high,0.0024,0.39,NA,Eritrea,3
    Ethiopia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ETH,0.02593226395679883,0.13383764377923205,0.01050799325247054,0.07507691071665658,0.00328232634530375,0.02298869428582922,low,1e-4,0.01,2588.413102,Ethiopia,3
    Kenya,Eastern Sub-Saharan Africa,Sub-Saharan Africa,KEN,0.01835514961802004,0.06207830827728951,0.00590720599550773,0.02939071127572922,0.00238550780042356,0.013879233678644,low,1e-4,0.01,5338.852434,Kenya,3
    Madagascar,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MDG,0.00199585849552754,0.02664578415208192,6.05306000852592e-4,0.00540222582750352,1.5273642584899915e-4,0.00116686935436028,low,0.0042,0.15,1577.432461,Madagascar,3
    Malawi,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MWI,0.00267659709327533,0.01676327604263827,8.969956095099265e-4,0.00650523770142262,1.9948384610949136e-4,0.00209867198333689,low,0.0025,0.12,1687.593582,Malawi,3
    Mozambique,Eastern Sub-Saharan Africa,Sub-Saharan Africa,MOZ,0.00282980529149599,0.0257892866107069,0.00102142569343455,0.0077725701718526,3.039551977323627e-4,0.00276357611979938,low,0.0049,0.16,1457.235409,Mozambique,3
    Rwanda,Eastern Sub-Saharan Africa,Sub-Saharan Africa,RWA,9.465046080111116e-4,0.00211047377660496,1.2129131601545672e-4,4.692914763223357e-4,9.267399826777604e-5,3.542555160587398e-4,low,0.0035,0.28,2733.435668,Rwanda,3
    Somalia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,SOM,0.00112778719116813,0.01633434337078548,2.9439526476902656e-4,0.00291177410768386,9.602538737499298e-5,0.00123974766223745,low,0.0026,0.17,1392.46426,Somalia,3
    South Sudan,Eastern Sub-Saharan Africa,Sub-Saharan Africa,SSD,0,0,0,0,0,0,high,0.0011,0.09,NA,South Sudan,3
    Uganda,Eastern Sub-Saharan Africa,Sub-Saharan Africa,UGA,0.00723038103577984,0.03728311607900159,0.00211898511444856,0.01454837280996934,5.960094884782707e-4,0.00450008797068278,low,0.0124,0.31,2684.920359,Uganda,3
    United Republic of Tanzania,Eastern Sub-Saharan Africa,Sub-Saharan Africa,TZA,0.01987943083736882,0.0501421508558444,0.00283753526792802,0.01017213708578423,6.93515596345969e-4,0.00249073904802554,low,1e-4,0.01,3493.083008,United Republic of Tanzania,3
    Zambia,Eastern Sub-Saharan Africa,Sub-Saharan Africa,ZMB,0.00411136389811262,0.01757128051058211,0.00119335036313745,0.00697084496738089,3.8600650111512606e-4,0.00292969799251073,low,8e-4,0.04,3503.034914,Zambia,3
  Southern Sub-Saharan Africa,Southern Sub-Saharan Africa,Sub-Saharan Africa,NA,0.41243865903635385,0.2894859387527858,0.06150034332014353,0.07299037843904198,0.08421521286028448,0.1258869957315399,NA,NA,NA,NA,NA,2
    Botswana,Southern Sub-Saharan Africa,Sub-Saharan Africa,BWA,0.02599407852986762,0.01661937416081096,0.00250986157000663,0.00209194450990289,0.00205069099054485,0.00217922092610411,mid,0.0574,24.15,17960.62544,Botswana,3
    Eswatini,Southern Sub-Saharan Africa,Sub-Saharan Africa,SWZ,3.693105786547114e-4,0.0010795961099456,5.112762097696637e-5,2.3429444028783976e-4,1.830089267548634e-5,9.769281525253251e-5,low,0.0138,12.18,9946.040554,Eswatini,3
    Lesotho,Southern Sub-Saharan Africa,Sub-Saharan Africa,LSO,1.9835407425321857e-4,0.00137344431510318,4.5028956111016954e-5,3.340394969914886e-4,1.3561677332992577e-5,1.0082667123047554e-4,low,0.0093,4.56,2544.782496,Lesotho,3
    Namibia,Southern Sub-Saharan Africa,Sub-Saharan Africa,NAM,8.242705850350029e-4,0.00220138148264923,1.3376084340085742e-4,6.702136912459244e-4,4.8838601594598446e-5,2.662074173609193e-4,low,0.0028,1.13,9709.099306,Namibia,3
    South Africa,Southern Sub-Saharan Africa,Sub-Saharan Africa,ZAF,0.3830134451933811,0.28875981378582904,0.05840507217588271,0.07291722623965233,0.081958021048736035,0.12586517636314395,mid,2.2861,38.86,13711.29357,South Africa,3
    Zimbabwe,Southern Sub-Saharan Africa,Sub-Saharan Africa,ZWE,0.00203920007516218,0.01165234409801266,3.554921537653489e-4,0.00238360393001332,1.2579964940051625e-4,8.083892934758561e-4,low,0.0587,3.94,3184.784602,Zimbabwe,3
  Western Sub-Saharan Africa,Western Sub-Saharan Africa,Sub-Saharan Africa,NA,0.1304301453371769,0.25020733603743023,0.03746875876698704,0.0824920677522349,0.011680373454385828,0.026119128933471382,NA,NA,NA,NA,NA,2
    Benin,Western Sub-Saharan Africa,Sub-Saharan Africa,BEN,0.00329016997543254,0.01313806304363489,0.00124170738617795,0.00793181453583073,3.5027768925576403e-4,0.00240137779939467,low,0.0033,0.28,3464.288629,Benin,3
    Burkina Faso,Western Sub-Saharan Africa,Sub-Saharan Africa,BFA,0.00646586495674758,0.03090436497952081,0.00268905435564609,0.01948604397995153,7.012882337796761e-4,0.00497697975528486,low,0.0046,0.23,2486.430931,Burkina Faso,3
    Cabo Verde,Western Sub-Saharan Africa,Sub-Saharan Africa,CPV,3.0259718765463634e-4,9.005694933838568e-4,1.24789145133605e-4,6.12784215044369e-4,4.16925569726344e-5,2.3943036765911667e-4,low,0.0034,6.12,7685.419214,Cabo Verde,3
    Cameroon,Western Sub-Saharan Africa,Sub-Saharan Africa,CMR,0.01063250596227078,0.03963851556745892,0.00424797338868104,0.02765592338154545,0.00107362253696108,0.00726690632742787,low,0.0066,0.26,4793.556282,Cameroon,3
    Chad,Western Sub-Saharan Africa,Sub-Saharan Africa,TCD,0.0042036855357125,0.02202131722533244,0.00153975001263747,0.00934414733774124,4.3693694969073975e-4,0.00268607139294396,low,0.0034,0.26,2435.072747,Chad,3
    Côte d'Ivoire,Western Sub-Saharan Africa,Sub-Saharan Africa,CIV,0.01121105435286542,0.03773881294515979,0.0044420968844456,0.02798643043291059,0.00111660415551947,0.0057718765747323,low,0.0066,0.25,6045.204805,Côte d'Ivoire,3
    Gambia,Western Sub-Saharan Africa,Sub-Saharan Africa,GMB,7.047824352323926e-4,0.00326828784962619,2.7924976660826365e-4,0.00209222517496035,1.0787574001750269e-4,7.412099010053705e-4,low,0,0.02,3503.034914,Gambia,3
    Ghana,Western Sub-Saharan Africa,Sub-Saharan Africa,GHA,0.01424263442610711,0.04990353288861193,0.00552636379181489,0.02884406167135899,0.00185375902683528,0.00943072572964095,low,8e-4,0.03,6607.502974,Ghana,3
    Guinea,Western Sub-Saharan Africa,Sub-Saharan Africa,GIN,0.00444281645010897,0.01628954483547274,0.0017425039601289,0.00988589579261841,4.851055186775364e-4,0.00292244387498824,low,0.0032,0.23,3738.805126,Guinea,3
    Guinea-Bissau,Western Sub-Saharan Africa,Sub-Saharan Africa,GNB,4.549206666037926e-4,0.00211087429168426,1.3744814198025465e-4,0.0011924012111841,5.5423879117383946e-5,4.4216534686588183e-4,low,5e-4,0.25,2483.850629,Guinea-Bissau,3
    Liberia,Western Sub-Saharan Africa,Sub-Saharan Africa,LBR,9.749860491392836e-4,0.00673826036090851,5.212408704887254e-4,0.00457687662095235,1.64774464964809e-4,0.00144554081709295,low,7e-4,0.16,1539.208923,Liberia,3
    Mali,Western Sub-Saharan Africa,Sub-Saharan Africa,MLI,0.00597692633844532,0.03000836112549886,0.00256577492423328,0.01919141095691612,8.330355273904412e-4,0.00734784899744689,low,0.0013,0.07,2796.227938,Mali,3
    Mauritania,Western Sub-Saharan Africa,Sub-Saharan Africa,MRT,0.00175101535052303,0.00532070295763391,5.634957379595282e-4,0.00289539691397498,1.9276302548963748e-4,0.00132646054338981,low,0.0017,0.43,5836.565808,Mauritania,3
    Niger,Western Sub-Saharan Africa,Sub-Saharan Africa,NER,0.00288370651108967,0.0249261117447041,7.837668960727603e-4,0.00608004442007602,2.7364587468120506e-4,0.00193299186817085,low,1e-4,0.01,1585.59922,Niger,3
    Nigeria,Western Sub-Saharan Africa,Sub-Saharan Africa,NGA,0.05355247744989946,0.2304469660451001,0.0077400997007831,0.05640844392011233,0.00283013709720969,0.01886929426118577,low,0.1375,0.68,5491.700341,Nigeria,3
    Sao Tome and Principe,Western Sub-Saharan Africa,Sub-Saharan Africa,STP,8.200593764734543e-5,2.7672261955375197e-4,2.952169745105257e-5,1.7988760696888154e-4,9.518015606913336e-6,5.062920063983285e-5,low,1e-4,0.61,5732.694561,Sao Tome and Principe,3
    Senegal,Western Sub-Saharan Africa,Sub-Saharan Africa,SEN,0.00499233909614923,0.01737469958640774,0.00154059393091827,0.00897591499307222,5.889717569902116e-4,0.00563757393560662,low,0.0044,0.27,4173.677414,Senegal,3
    Sierra Leone,Western Sub-Saharan Africa,Sub-Saharan Africa,SLE,0.00247019104290542,0.01206686600251295,0.0010824229067633,0.0082427198396607,3.1633389821978384e-4,0.00283762777399129,low,0.0014,0.18,2851.952081,Sierra Leone,3
    Togo,Western Sub-Saharan Africa,Sub-Saharan Africa,TGO,0.00179546561264242,0.00866584220207337,6.709052690629589e-4,0.00509606816296271,2.486075070060695e-4,0.00160914982344412,low,0.0017,0.2,2577.201963,Togo,3
